step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin,fouled,foul_mean,foul_p90,foul_free,covered,plant_std
10000,825,1.523,0.893,11.28,25297,23483,0,1824,586,346692,379753.5,172648.8,0.157,0.585,0.119,0.138,156,45.19,18.05,0.15,1.26,12.51,8.49,0.44,2.19,15.74,7.79,0.00,0.11,0.267,0.120,520,0.090,0.069,0.926,0.000,0.005,57500,50326,2,0.450,0.549,0.070,862358,0.257,2.189,0.096,25.48,19521,405,0.498,0.160,0.281,2060956,1.05,1.99,0.427,0.556,0.002,20.4,43.3,63.9,87.0,23795,0.091,0.00,0.0029,0.000,0,0.459,0.000,0.472,0.580,4.54,5.48,5.57,0.02,0.008,1.05,1.04,1.06,0.483,0.00422,8.49,13.1578,160.49,115180.3,140122.1,1.951,8.3089,69.996,0.000,1.000,0.436,21.5,31.752,25.494,2180,12705.4,12.53,31.752,6.74,3.067,117.2,0.883,0.136,2.00,10.0491,8290.5,0.4656,0.2964,28.84,1.581,0.191,1.5345,0.0000,0.602,0.068,0.922,0.0000,6.02,0.70,13,28,47,64,29.2124,0.0009,0.4509,0.0000,0.0000,9.3180,100.00,74.6829,219.9480,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0034,0.0015,0.000005,0,0.0752,0.0291,0.0252,90,294,785,0.0000,0.0000,0.0239,0.075,0.9177,0.0032,0.2865,0.0145,0.3873,0.0979,0.0000,-0.00033,0.050,0.0003,0.701,0.076,0.33,0.070,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8185,0.0000,0.9162,0.00000,0.09033,0.6645,0.6637,0.4136,1.194,0.652,0.7297,1.5005,0.8478,0.0000,0.0000,0.0000,0.0000,0.1937,2.1753
20000,742,1.732,1.164,13.63,7249,6508,0,818,4,96342,115773.7,47936.4,0.109,0.800,0.027,0.064,177,47.28,17.91,0.01,0.26,10.92,7.15,0.50,1.95,14.25,7.37,0.00,0.00,0.225,0.110,477,0.053,0.131,0.854,0.003,0.012,7569,5607,5,0.425,0.049,0.104,152959,0.187,2.375,0.116,11.80,4184,598,0.498,0.163,0.229,652501,1.00,1.54,0.496,0.476,0.000,20.8,48.0,69.0,115.2,19059,0.073,0.00,0.0011,0.000,0,0.283,0.000,0.383,0.187,4.16,5.21,5.21,0.01,0.003,1.00,1.00,1.00,0.297,0.00275,1.43,1.4653,179.35,110381.4,140122.1,0.002,1.8067,23.607,0.000,1.000,0.252,15.6,10.725,9.617,3172,16402.3,14.19,8.308,5.46,1.210,176.7,0.229,0.130,2.00,11.6732,8661.5,0.6226,0.4323,25.69,1.862,0.110,0.4655,0.0000,0.646,0.149,0.838,0.0000,5.60,0.60,12,25,36,64,9.4490,0.0000,0.3949,0.0000,0.0000,2.4422,100.00,104.6668,180.7460,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0024,0.0010,0.000004,2,0.0722,0.0701,0.0386,110,348,1340,0.0000,0.0000,0.0059,0.008,0.1099,0.0071,0.0475,0.0135,0.5513,0.0590,0.0000,0.00001,0.402,0.0100,0.934,0.271,0.44,0.104,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7207,0.0000,0.8812,0.00000,0.08634,0.6135,0.6129,0.4445,1.423,0.918,0.7183,0.4955,0.1553,0.0000,0.0000,0.0000,0.0000,0.1597,2.3583
30000,821,1.048,1.667,21.09,28029,23753,0,4189,3,327293,281155.3,177331.1,0.138,0.787,0.025,0.050,123,26.59,10.09,0.14,1.50,6.02,3.87,0.54,1.82,6.78,3.99,0.01,0.18,0.225,0.123,471,0.054,0.096,0.886,0.000,0.018,32767,23140,2,0.555,0.440,0.201,1105575,0.146,3.003,0.195,27.88,17442,453,0.542,0.209,0.208,2943082,1.04,1.19,0.496,0.502,0.004,14.0,29.9,32.0,119.7,11063,0.042,0.00,0.0051,0.000,1,0.402,0.000,0.476,0.216,2.86,3.75,3.80,0.02,0.007,1.04,1.04,1.05,0.419,0.00515,5.48,5.1157,156.68,104632.9,140122.1,0.526,6.5032,60.327,0.000,0.998,0.320,18.7,25.801,27.430,3848,25545.4,11.63,21.566,4.70,4.997,328.3,1.143,0.134,2.00,8.3629,6865.9,0.8079,0.4673,13.48,1.995,0.012,1.5345,0.0000,0.822,0.153,0.955,0.0000,4.07,0.31,7,16,16,49,22.7646,0.0000,0.4775,0.0000,0.0000,9.7172,100.00,87.9620,225.5896,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0027,0.0012,0.000007,5,0.0935,0.0280,0.0219,75,278,968,0.0000,0.0000,0.0002,0.000,0.4545,0.0059,0.1895,0.0085,0.4566,0.1442,0.0000,-0.00118,0.878,0.0448,0.989,0.758,0.48,0.201,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9633,0.0000,1.4949,0.00000,0.05779,0.7035,0.7025,0.4135,2.107,1.306,0.7406,1.6775,0.6978,0.0000,0.0000,0.0000,0.0000,0.1171,2.9832
40000,676,1.162,1.320,21.57,11804,10476,0,1466,0,81300,119884.8,50724.9,0.099,0.840,0.016,0.045,121,31.83,15.69,0.03,0.60,7.07,4.75,0.08,0.57,8.75,7.32,0.00,0.00,0.225,0.117,374,0.078,0.087,0.892,0.003,0.018,11949,8345,3,0.617,0.334,0.033,508586,0.132,2.682,0.149,11.09,7793,424,0.624,0.282,0.247,1115715,1.01,1.37,0.473,0.525,0.000,16.0,32.0,50.0,160.9,10769,0.041,0.00,0.0020,0.000,5,0.310,0.000,0.344,0.142,3.07,3.99,4.15,0.00,0.003,1.00,1.02,1.01,0.319,0.00257,1.17,1.5155,123.09,110919.1,140122.1,0.187,2.5178,25.012,0.000,0.999,0.380,15.5,11.296,9.935,3253,19930.3,13.95,9.275,3.92,2.100,251.7,0.397,0.131,2.00,9.3736,6336.6,0.8252,0.5370,15.93,1.999,0.002,0.4655,0.0000,0.725,0.168,0.896,0.0000,4.42,0.76,8,16,25,81,10.1997,0.0007,0.4438,0.0000,0.0000,2.6645,100.00,98.2085,221.5104,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0025,0.0011,0.000004,7,0.0712,0.0459,0.0279,75,259,1006,0.0000,0.0000,0.0003,0.000,0.0840,0.0062,0.0491,0.0089,0.5383,0.0945,0.0000,-0.00070,0.649,0.0292,0.999,0.883,0.07,0.033,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0496,0.0000,1.4823,0.00000,0.06320,0.7786,0.7776,0.4198,1.756,0.966,0.7870,0.8086,0.2390,0.0000,0.0000,0.0000,0.0000,0.1063,2.6658
50000,880,1.151,1.581,26.70,27786,23313,0,4229,37,218089,239928.8,126190.7,0.133,0.817,0.024,0.025,114,32.67,13.85,0.25,1.95,5.72,4.50,0.19,1.40,10.02,6.48,0.01,0.23,0.183,0.121,346,0.274,0.085,0.885,0.002,0.027,29896,20751,3,0.824,0.155,0.034,1183726,0.090,2.934,0.187,23.33,20106,385,0.579,0.283,0.097,2622336,1.10,0.73,0.667,0.310,0.008,20.0,32.0,50.0,174.0,14237,0.054,0.00,0.0027,0.000,2,0.368,0.000,0.443,0.161,3.18,4.06,4.07,0.04,0.016,1.10,1.10,1.11,0.381,0.00370,3.78,3.5440,114.92,103285.3,140122.1,5.044,6.2365,50.589,0.000,0.992,0.341,18.8,21.965,28.356,3722,24346.5,10.01,18.613,3.98,5.638,308.0,1.225,0.136,2.00,10.5979,9326.1,0.8402,0.5005,16.18,2.000,0.000,1.5345,0.0000,0.901,0.129,0.973,0.0000,4.25,0.63,10,16,25,64,19.7812,0.0000,0.4489,0.0000,0.0000,10.6067,100.00,89.2530,298.6610,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0028,0.0013,0.000006,3,0.0859,0.0795,0.0193,60,225,856,0.0000,0.0000,0.0003,0.000,0.2329,0.0041,0.1233,0.0091,0.4888,0.1355,0.0000,-0.00136,0.986,0.0832,0.976,0.537,0.14,0.034,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0902,0.0000,1.6831,0.00000,0.05200,0.7730,0.7719,0.3525,2.070,1.275,0.6375,1.7048,0.6265,0.0000,0.0000,0.0000,0.0000,0.1340,2.9186
60000,661,1.164,1.607,27.65,7601,7459,0,298,18,26745,102220.4,17250.4,0.098,0.879,0.015,0.007,128,33.84,12.06,0.36,2.19,5.60,4.59,0.18,1.72,10.52,5.77,0.00,0.05,0.171,0.123,317,0.080,0.112,0.856,0.003,0.029,6141,4853,2,0.262,0.649,0.026,86165,0.109,2.901,0.179,9.99,5315,331,0.645,0.393,0.079,983352,1.14,0.60,0.670,0.304,0.003,22.0,32.0,50.0,104.0,11008,0.042,0.00,0.0015,0.000,1,0.352,0.000,0.190,0.076,3.23,4.17,4.17,0.05,0.023,1.12,1.15,1.14,0.356,0.00164,0.78,1.6056,93.02,105322.1,140122.1,0.402,2.8409,19.952,0.000,1.000,0.315,14.1,9.602,9.490,3883,24113.0,8.46,8.037,4.16,2.244,368.1,0.315,0.136,2.02,10.9585,7243.5,0.8714,0.3875,16.65,2.000,0.000,0.4655,0.0000,0.896,0.117,0.977,0.0000,4.32,0.58,11,16,25,46,8.9542,0.0015,0.4554,0.0000,0.0000,2.8961,100.00,97.6355,235.1284,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0024,0.0012,0.000003,45,0.2692,0.0605,0.0606,81,283,1251,0.0000,0.0000,0.0007,0.003,0.0311,0.0464,0.0423,0.0121,0.5353,0.0549,0.0000,-0.00188,0.977,0.0874,0.974,0.608,0.10,0.026,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8435,0.0000,1.2484,0.00000,0.05080,0.7197,0.7190,0.4462,2.182,1.092,0.8290,0.5843,0.1616,0.0000,0.0000,0.0000,0.0000,0.1062,2.8833
70000,962,1.289,1.485,29.06,22523,20425,0,1683,79,147681,256845.3,82658.7,0.136,0.807,0.034,0.022,122,41.37,19.32,0.17,1.31,8.11,6.53,0.14,1.13,12.17,9.21,0.00,0.06,0.198,0.131,541,0.058,0.076,0.897,0.001,0.026,22707,15837,3,0.643,0.246,0.027,189987,0.149,2.809,0.169,24.51,17130,415,0.560,0.251,0.119,2912077,1.04,0.93,0.555,0.409,0.001,22.0,38.0,50.0,162.0,19807,0.076,0.00,0.0022,0.000,0,0.459,0.000,0.340,0.148,3.65,4.62,4.64,0.05,0.022,1.01,1.07,1.05,0.467,0.00283,4.30,3.8242,198.04,101394.4,140122.1,2.099,7.0785,51.003,0.000,1.000,0.343,21.6,23.399,27.859,3611,22416.4,19.17,20.318,4.51,6.357,259.1,1.180,0.134,2.01,12.8255,12338.1,0.8134,0.4301,20.59,2.000,0.000,1.5345,0.0000,0.875,0.131,0.974,0.0000,4.86,0.96,11,19,25,81,21.5511,0.0003,0.4875,0.0000,0.0000,11.9689,100.00,85.4091,289.1226,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0027,0.0012,0.000004,35,0.3129,0.1081,0.0331,81,281,961,0.0000,0.0000,0.0017,0.007,0.2275,0.0524,0.1224,0.0301,0.4351,0.0821,0.0000,0.00086,0.992,0.0822,0.988,0.791,0.11,0.027,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9015,0.0000,1.6131,0.00000,0.04205,0.6933,0.6925,0.4517,1.817,1.161,0.7651,1.5685,0.4740,0.0000,0.0000,0.0000,0.0000,0.1691,2.7913
80000,719,1.592,1.364,28.46,6135,6037,0,295,4,32869,105412.5,21609.7,0.086,0.825,0.055,0.035,148,45.69,19.36,0.12,1.07,8.22,6.42,0.04,0.42,14.36,8.49,0.00,0.00,0.179,0.115,408,0.060,0.121,0.843,0.001,0.035,5123,3656,3,0.719,0.196,0.014,69942,0.188,2.621,0.142,10.14,4295,530,0.657,0.302,0.056,872515,1.03,0.67,0.584,0.402,0.000,26.0,50.0,72.0,162.0,16354,0.062,0.00,0.0010,0.000,0,0.373,0.000,0.256,0.093,3.84,4.82,4.84,0.00,0.003,1.04,1.02,1.03,0.378,0.00185,0.98,1.5956,113.27,106517.0,140122.1,0.132,2.2633,20.801,0.000,0.998,0.327,15.2,9.980,9.470,3542,19825.7,18.55,8.243,4.85,1.595,233.3,0.238,0.135,1.99,13.1386,9446.6,0.7619,0.4449,22.75,2.000,0.000,0.4655,0.0000,0.725,0.186,0.850,0.0000,5.00,0.83,13,25,36,81,9.1832,0.0001,0.4534,0.0000,0.0000,2.8997,100.00,99.3686,240.5773,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0022,0.0010,0.000003,42,0.3033,0.0890,0.0723,97,339,1726,0.0000,0.0000,0.0024,0.011,0.0459,0.0597,0.0534,0.0125,0.5088,0.0452,0.0000,0.00065,0.889,0.0534,0.982,0.781,0.04,0.014,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8370,0.0000,1.3560,0.00000,0.05816,0.6404,0.6399,0.4054,1.771,1.051,0.8526,0.4678,0.1359,0.0000,0.0000,0.0000,0.0000,0.1364,2.6037
90000,705,1.382,1.295,29.01,12670,11851,0,683,53,84111,238090.5,53774.5,0.086,0.802,0.078,0.034,138,49.61,20.69,0.15,1.49,10.27,6.04,0.02,0.25,14.23,8.21,0.01,0.08,0.208,0.094,440,0.052,0.067,0.926,0.000,0.007,11587,7735,5,0.634,0.209,0.007,137551,0.221,2.608,0.143,22.98,9178,472,0.639,0.299,0.023,2267702,1.03,0.76,0.516,0.464,0.007,28.0,50.0,72.0,192.0,17390,0.066,0.00,0.0024,0.000,1,0.464,0.000,0.310,0.121,4.22,5.10,5.10,0.03,0.014,1.03,1.05,1.03,0.470,0.00367,4.67,4.0504,226.92,102642.4,140122.1,7.825,4.8342,46.159,0.000,0.990,0.304,15.9,21.322,31.716,3243,19173.9,20.60,18.591,5.08,3.564,201.2,0.832,0.131,2.01,20.6702,14572.5,1.0359,0.4100,24.67,2.000,0.000,1.5345,0.0000,0.738,0.127,0.946,0.0000,5.29,0.93,14,25,36,90,19.6170,0.0000,0.4979,0.0000,0.0000,10.6172,100.00,87.7676,286.5569,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0020,0.0009,0.000004,97,0.7829,0.2596,0.0714,91,337,1595,0.0000,0.0000,0.0027,0.006,0.1488,0.1631,0.1439,0.0582,0.4337,0.0818,0.0000,0.00016,0.938,0.0604,1.000,0.871,0.02,0.007,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8373,0.0000,1.4890,0.00000,0.05492,0.6138,0.6133,0.3937,1.661,1.014,0.7106,0.8733,0.3118,0.0000,0.0000,0.0000,0.0000,0.1552,2.5887
100000,649,1.839,1.394,28.42,4180,3927,0,188,22,23048,92671.9,18574.7,0.076,0.782,0.096,0.046,156,56.05,30.20,0.02,0.63,10.34,7.51,0.09,1.15,17.59,12.86,0.00,0.00,0.191,0.102,338,0.085,0.111,0.866,0.000,0.023,3397,2401,4,0.559,0.273,0.022,33749,0.198,2.613,0.145,9.28,2930,419,0.806,0.399,0.074,666537,1.00,0.77,0.606,0.336,0.000,28.0,50.0,98.0,288.0,18202,0.069,0.00,0.0008,0.000,0,0.380,0.000,0.214,0.102,4.50,5.33,5.38,0.01,0.002,1.00,1.01,1.00,0.384,0.00171,0.98,2.1859,126.34,104627.0,140122.1,0.732,2.3316,17.947,0.000,0.996,0.272,13.5,8.392,9.275,3654,20171.1,11.29,7.187,5.30,1.243,177.3,0.185,0.132,2.02,16.5151,10718.3,0.7826,0.4051,28.05,2.000,0.000,0.4655,0.0000,0.675,0.134,0.883,0.0000,5.55,1.19,15,25,49,144,7.7098,0.0003,0.4237,0.0000,0.0000,2.7539,100.00,100.0491,237.1236,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0018,0.0008,0.000002,99,0.5297,0.0693,0.1331,98,388,3158,0.0000,0.0000,0.0017,0.002,0.0306,0.1346,0.0829,0.0247,0.5039,0.0369,0.0000,0.00067,0.928,0.0579,1.000,0.851,0.06,0.022,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8418,0.0000,1.4810,0.00000,0.07000,0.5977,0.5973,0.3675,1.641,1.221,0.7180,0.2980,0.0947,0.0000,0.0000,0.0000,0.0000,0.1473,2.6032
