step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin,fouled,foul_mean,foul_p90,foul_free,covered,plant_std
10000,810,1.629,1.799,10.65,29979,27889,0,2157,604,329349,405405.7,169476.6,0.148,0.651,0.124,0.077,117,39.99,19.56,1.00,3.68,12.06,8.38,0.34,1.50,11.75,9.16,0.33,1.02,0.302,0.160,561,0.040,0.064,0.916,0.001,0.019,59358,52481,2,0.262,0.662,0.090,884696,0.234,3.036,0.206,29.45,18991,410,0.515,0.158,0.278,2884755,1.25,2.63,0.367,0.520,0.121,14.7,40.5,60.1,151.0,20373,0.078,0.00,0.0043,0.120,223,0.517,0.000,0.477,0.522,4.18,5.41,5.27,0.37,0.132,1.35,1.16,1.26,0.537,0.00408,7.15,13.4972,249.69,88843.9,140496.8,0.022,9.8780,74.739,0.000,1.000,0.000,13316.3,32.614,27.545,4275,27347.6,11.11,34.342,7.18,4.155,291.1,0.858,0.131,2.01,8.5067,6890.4,0.5147,0.3068,25.15,1.544,0.181,1.5414,0.0000,0.290,0.116,0.084,0.0000,6.00,1.27,10,25,38,81,31.4610,0.0042,0.4074,0.0000,0.0000,9.7320,100.00,53.0836,81.2063,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0036,0.0016,0.000006,1,0.0780,0.0222,0.0212,81,274,728,0.0000,0.0000,0.0167,0.071,2.0270,0.0043,0.5145,0.0148,0.3498,0.1114,0.0000,0.00014,0.277,0.0047,0.654,0.132,0.31,0.090,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8418,0.0000,1.3657,0.00000,0.07197,0.6896,0.6886,1.0000,1.766,0.000,1.0000,2.7889,0.0000,0.0000,0.0000,0.0000,0.0000,0.1736,3.0259
20000,538,1.790,1.058,11.83,8005,7646,0,615,11,122918,120129.6,51766.9,0.065,0.812,0.031,0.092,134,50.56,23.64,0.28,1.70,14.53,10.02,0.62,2.23,19.26,11.84,0.04,0.36,0.287,0.141,388,0.028,0.117,0.868,0.002,0.013,8425,6203,5,0.480,0.093,0.177,469996,0.068,2.259,0.104,10.68,3731,535,0.421,0.193,0.247,708095,1.06,1.77,0.465,0.511,0.019,19.5,48.3,82.0,152.0,18664,0.071,0.00,0.0012,0.141,122,0.320,0.000,0.284,0.194,5.14,6.14,6.09,0.10,0.033,1.08,1.03,1.07,0.339,0.00405,0.82,1.7386,167.84,114422.3,140496.8,0.000,1.9472,24.295,0.000,1.000,0.005,15.0,12.309,8.572,2784,14561.5,8.67,8.471,6.73,1.019,134.1,0.160,0.138,2.01,13.4038,7211.2,0.5230,0.3665,34.69,1.467,0.291,0.4586,0.0000,0.268,0.083,0.020,0.0000,6.56,1.10,14,36,49,81,9.5108,0.0005,0.4219,0.0000,0.0000,2.5113,100.00,92.2537,54.7964,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0030,0.0013,0.000006,5,0.0675,0.0855,0.0321,84,288,1047,0.0000,0.0000,0.0010,0.003,0.3761,0.0137,0.1248,0.0260,0.4930,0.0906,0.0000,0.00127,0.290,0.0061,0.855,0.230,0.52,0.177,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6770,0.0000,0.9080,0.00000,0.11876,0.6340,0.6332,1.0000,1.040,0.000,1.0000,0.7646,0.0000,0.0000,0.0000,0.0000,0.0000,0.1493,2.2514
30000,859,1.290,1.697,18.26,30115,26448,0,3326,18,462688,305549.6,214745.3,0.050,0.826,0.058,0.067,101,40.61,26.68,1.24,4.59,9.29,7.65,0.46,2.98,10.78,12.32,0.11,0.54,0.247,0.144,611,0.055,0.030,0.950,0.003,0.016,36066,24645,4,0.163,0.733,0.077,812869,0.130,2.942,0.190,30.61,17290,411,0.464,0.197,0.293,3293764,1.36,1.62,0.356,0.506,0.048,14.4,32.0,67.9,275.2,18697,0.071,0.00,0.0033,0.095,224,0.427,0.000,0.429,0.234,3.89,4.89,4.83,0.26,0.092,1.35,1.40,1.36,0.451,0.00553,4.79,7.0645,242.65,103265.9,140496.8,0.000,8.1628,64.117,0.000,1.000,0.000,21.2,26.258,29.242,4152,25510.6,12.52,23.406,5.72,4.922,274.3,0.997,0.137,2.00,8.8532,7604.9,0.6151,0.4041,21.77,1.883,0.289,1.5414,0.0000,0.084,0.109,0.005,0.0000,5.27,1.45,8,16,42,113,22.6581,0.0000,0.4878,0.0000,0.0000,10.1793,100.00,77.8301,82.5199,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0031,0.0013,0.000007,2,0.0774,0.0326,0.0197,71,272,901,0.0000,0.0000,0.0049,0.009,2.1017,0.0107,0.6560,0.0256,0.4295,0.1456,0.0000,0.00035,0.104,0.0024,0.495,0.172,0.27,0.077,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9996,0.0000,1.5355,0.00000,0.07274,0.6901,0.6890,1.0000,1.665,0.000,1.0000,2.6448,0.0000,0.0000,0.0000,0.0000,0.0000,0.1736,2.9292
40000,742,1.227,1.202,19.44,8190,7584,0,707,8,88624,116207.0,44901.4,0.039,0.869,0.043,0.049,123,32.04,13.92,0.24,2.20,8.11,4.99,0.27,1.94,12.69,12.57,0.00,0.08,0.257,0.122,403,0.112,0.117,0.854,0.011,0.018,8393,6011,3,0.488,0.247,0.059,196933,0.110,2.485,0.126,10.69,4494,475,0.507,0.328,0.244,835850,1.05,1.65,0.513,0.429,0.003,14.0,32.0,52.0,120.2,15816,0.060,0.00,0.0012,0.135,179,0.321,0.000,0.290,0.167,3.82,4.73,4.69,0.04,0.016,1.06,1.04,1.05,0.334,0.00256,0.72,1.6497,183.54,112032.9,140496.8,0.000,1.9728,23.573,0.000,1.000,0.000,17.5,10.695,8.838,3114,17471.6,16.52,8.388,6.34,1.098,143.8,0.155,0.136,2.01,9.9205,7361.0,0.6844,0.4348,21.32,1.742,0.421,0.4586,0.0000,0.114,0.161,0.004,0.0000,5.13,1.82,8,16,49,81,9.4850,0.0005,0.4420,0.0000,0.0000,2.5211,100.00,91.5143,56.6357,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0027,0.0012,0.000004,8,0.0834,0.0296,0.0415,74,287,1219,0.0000,0.0000,0.0063,0.014,0.5349,0.0146,0.1377,0.0094,0.5146,0.0677,0.0000,0.00007,0.070,0.0021,0.531,0.096,0.21,0.059,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7413,0.0000,1.0282,0.00000,0.09370,0.6675,0.6667,1.0000,1.182,0.000,1.0000,0.7584,0.0000,0.0000,0.0000,0.0000,0.0000,0.1503,2.4696
50000,805,1.396,1.599,26.10,35167,29859,0,5128,115,439317,315630.0,209853.5,0.059,0.815,0.079,0.047,95,41.42,24.12,0.62,2.55,9.31,8.21,0.25,1.33,13.24,11.66,0.01,0.25,0.232,0.148,555,0.026,0.067,0.912,0.004,0.017,41776,28280,7,0.144,0.579,0.070,1066850,0.122,2.822,0.176,31.23,24515,385,0.478,0.280,0.251,3431264,1.16,2.27,0.409,0.465,0.002,14.0,37.4,72.0,164.0,18855,0.072,0.00,0.0030,0.088,225,0.409,0.000,0.365,0.224,4.07,4.90,5.10,0.17,0.080,1.12,1.18,1.17,0.430,0.00548,4.66,6.9647,193.60,103910.1,140496.8,0.000,7.3875,66.433,0.000,1.000,0.000,19.0,27.449,29.755,4117,23903.2,10.34,24.094,5.34,4.422,242.6,0.949,0.136,1.99,10.6574,8579.2,0.6908,0.4091,23.42,1.818,0.363,1.5414,0.0000,0.100,0.163,0.015,0.0000,5.57,1.49,8,21,40,81,24.2066,0.0012,0.4882,0.0000,0.0000,10.2021,100.00,79.7138,80.6114,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0031,0.0013,0.000008,2,0.0825,0.0547,0.0169,54,227,804,0.0000,0.0000,0.0115,0.021,1.8297,0.0065,0.5266,0.0248,0.4439,0.1762,0.0000,0.00053,0.207,0.0088,0.411,0.135,0.22,0.070,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9676,0.0000,1.5437,0.00000,0.07192,0.7388,0.7376,1.0000,1.572,0.000,1.0000,2.9859,0.0000,0.0000,0.0000,0.0000,0.0000,0.1691,2.8134
60000,620,1.337,0.982,12.76,7613,7323,0,439,24,82835,118855.6,40498.7,0.089,0.771,0.059,0.081,139,43.81,19.11,0.89,3.23,10.88,6.70,0.22,1.28,22.89,12.39,0.01,0.22,0.255,0.130,398,0.050,0.095,0.894,0.002,0.010,7505,5620,5,0.437,0.202,0.074,268969,0.133,2.165,0.094,10.77,4377,557,0.489,0.328,0.118,786015,1.17,1.98,0.324,0.463,0.005,23.1,43.9,62.3,239.8,21627,0.083,0.00,0.0008,0.132,144,0.365,0.000,0.348,0.182,5.27,6.27,6.62,0.24,0.102,1.09,1.22,1.19,0.378,0.00249,0.81,1.7580,177.25,114600.4,140496.8,0.000,1.8083,23.891,0.000,1.000,0.008,17.1,10.950,8.791,2752,13558.2,20.93,8.487,6.06,0.915,114.7,0.128,0.135,1.99,13.5892,8425.3,0.5515,0.3986,34.88,1.293,0.373,0.4586,0.0000,0.327,0.168,0.031,0.0000,6.94,1.27,16,36,49,120,9.9292,0.0056,0.4597,0.0000,0.0000,2.5281,100.00,93.1501,57.9429,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0028,0.0013,0.000004,12,0.1310,0.0823,0.0494,83,287,1234,0.0000,0.0000,0.0088,0.021,0.2866,0.0270,0.0960,0.0177,0.4898,0.0584,0.0000,-0.00048,0.110,0.0063,0.289,0.026,0.18,0.074,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6280,0.0000,0.8546,0.00000,0.09221,0.6446,0.6440,1.0000,0.964,0.000,1.0000,0.7323,0.0000,0.0000,0.0000,0.0000,0.0000,0.1753,2.1491
70000,965,1.122,1.147,21.07,25192,23171,0,1583,77,279265,321785.4,141942.1,0.128,0.761,0.038,0.073,119,39.97,21.65,1.45,4.80,8.69,5.78,0.36,2.00,15.19,10.21,0.09,0.49,0.236,0.135,721,0.039,0.074,0.905,0.004,0.018,28452,20306,4,0.366,0.277,0.064,493295,0.137,2.410,0.120,31.74,15655,524,0.508,0.264,0.151,3198820,1.36,2.91,0.229,0.555,0.034,18.6,36.5,63.7,338.0,24795,0.095,0.00,0.0022,0.118,250,0.490,0.000,0.439,0.218,4.45,5.35,6.01,0.43,0.134,1.26,1.37,1.41,0.506,0.00321,5.46,5.8427,204.28,108496.1,140496.8,0.000,5.6184,65.698,0.000,1.000,0.035,26.9,28.742,29.940,3024,16552.2,21.82,23.904,6.04,3.227,148.3,0.710,0.134,2.01,11.7437,11332.7,0.6551,0.4107,25.69,1.563,0.453,1.5414,0.0000,0.202,0.210,0.006,0.0000,6.41,1.66,12,25,38,95,26.4824,0.0092,0.5109,0.0000,0.0000,10.0811,100.00,82.4003,84.0417,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0029,0.0013,0.000004,16,0.1987,0.0684,0.0351,82,281,1040,0.0000,0.0000,0.0044,0.010,1.3195,0.0295,0.3944,0.0207,0.4006,0.0830,0.0000,0.00001,0.454,0.0210,0.004,0.001,0.26,0.064,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7034,0.0000,0.8880,0.00000,0.06150,0.6707,0.6699,1.0000,1.125,0.000,1.0000,2.3171,0.0000,0.0000,0.0000,0.0000,0.0000,0.2221,2.3954
80000,803,1.047,0.972,18.32,6944,6772,0,296,14,55556,113864.6,32782.2,0.106,0.750,0.054,0.089,148,32.31,13.39,1.29,3.78,8.37,5.19,0.93,2.38,12.81,7.94,0.01,0.25,0.263,0.138,504,0.106,0.082,0.887,0.007,0.024,6232,4428,3,0.592,0.062,0.276,623861,0.129,2.208,0.099,11.02,3576,568,0.590,0.412,0.191,774954,1.28,3.71,0.269,0.511,0.005,16.0,32.0,46.0,132.4,18789,0.072,0.00,0.0011,0.113,221,0.353,0.000,0.358,0.129,4.28,4.93,5.79,0.52,0.217,1.17,1.37,1.28,0.362,0.00181,0.83,1.4726,135.86,113984.8,140496.8,0.000,1.4227,23.229,0.000,1.000,0.001,20.2,10.807,8.890,2645,13851.0,10.86,7.737,5.61,0.665,94.7,0.112,0.137,1.97,11.4713,9211.4,0.6610,0.4798,23.40,1.467,0.439,0.4586,0.0000,0.249,0.205,0.006,0.0000,6.29,1.86,11,21,38,79,9.8461,0.0036,0.4645,0.0000,0.0000,2.5147,100.00,95.6353,58.6774,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0024,0.0011,0.000002,24,0.1850,0.0399,0.0671,79,282,1450,0.0000,0.0000,0.0058,0.010,0.2942,0.0348,0.1145,0.0224,0.4864,0.0525,0.0000,-0.00086,0.396,0.0286,0.005,0.000,0.82,0.276,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6155,0.0000,0.7623,0.00000,0.10686,0.6984,0.6978,1.0000,0.958,0.000,1.0000,0.6772,0.0000,0.0000,0.0000,0.0000,0.0000,0.1806,2.2015
90000,1051,0.893,1.175,27.22,30403,27435,0,2565,130,287648,325440.9,154145.1,0.106,0.779,0.036,0.079,106,30.37,12.21,1.16,3.46,7.37,4.28,0.48,1.66,10.03,9.03,0.23,0.85,0.254,0.134,630,0.114,0.065,0.899,0.007,0.029,32753,21436,7,0.245,0.657,0.138,1664300,0.139,2.460,0.125,32.03,19235,445,0.536,0.372,0.269,3633409,1.34,2.70,0.413,0.500,0.081,13.3,32.0,45.6,97.9,20009,0.076,0.00,0.0031,0.126,285,0.453,0.000,0.451,0.177,3.52,4.51,4.81,0.40,0.141,1.33,1.28,1.39,0.468,0.00332,4.87,5.5957,258.55,109353.6,140496.8,0.000,5.5258,68.140,0.000,1.000,0.044,28.7,29.441,30.181,2990,16966.7,20.92,23.980,5.18,3.401,146.6,0.804,0.137,2.00,9.7838,10282.8,0.7437,0.4443,19.04,1.684,0.426,1.5414,0.0000,0.151,0.204,0.017,0.0000,5.33,1.81,8,16,37,64,26.9536,0.0088,0.5243,0.0000,0.0000,10.2115,100.00,80.6443,82.7105,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0029,0.0013,0.000004,25,0.2188,0.0695,0.0300,61,232,945,0.0000,0.0000,0.0018,0.004,1.9120,0.0321,0.5885,0.0247,0.4161,0.1152,0.0000,-0.00028,0.627,0.0442,0.084,0.029,0.45,0.138,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7911,0.0000,1.0884,0.00000,0.06760,0.7542,0.7532,1.0000,1.150,0.000,1.0000,2.7435,0.0000,0.0000,0.0000,0.0000,0.0000,0.1928,2.4463
100000,776,0.976,1.014,21.01,7311,7104,0,445,13,60908,114459.6,34698.4,0.057,0.818,0.037,0.088,142,30.33,13.10,1.05,3.63,8.00,4.58,1.02,2.18,11.69,8.88,0.35,0.92,0.272,0.131,535,0.054,0.076,0.883,0.004,0.037,6645,4223,5,0.327,0.036,0.325,740526,0.147,2.251,0.102,11.07,4056,644,0.570,0.348,0.207,809279,1.28,4.63,0.216,0.586,0.138,12.8,32.0,44.7,118.3,16883,0.064,0.00,0.0013,0.140,203,0.313,0.000,0.331,0.113,4.14,4.71,5.64,0.54,0.215,1.20,1.26,1.35,0.323,0.00223,0.72,1.5460,238.06,114198.2,140496.8,0.000,1.5035,23.360,0.000,1.000,0.000,20.0,10.771,8.821,2732,14344.7,10.69,7.702,5.48,0.723,108.5,0.128,0.130,2.00,10.8789,8442.0,0.6855,0.4643,21.76,1.488,0.443,0.4586,0.0000,0.232,0.201,0.008,0.0000,6.33,1.95,9,16,37,64,9.7050,0.0203,0.4691,0.0000,0.0000,2.5144,100.00,95.6642,57.4127,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0023,0.0011,0.000003,24,0.1768,0.0644,0.0639,77,266,1389,0.0000,0.0000,0.0044,0.011,0.4755,0.0334,0.1608,0.0361,0.5039,0.0732,0.0000,-0.00094,0.362,0.0182,0.184,0.063,0.94,0.325,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6877,0.0000,0.7957,0.00000,0.11673,0.7343,0.7336,1.0000,0.993,0.000,1.0000,0.7104,0.0000,0.0000,0.0000,0.0000,0.0000,0.1713,2.2406
