step,mass,born_size,born_hard,born_muscle,born_sensor,born_digestive,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace,rich,born_rich
100000,55.96,71,0,24,0,47,0,14,0,35,0,1.00,0,0.250,5666,0.27,313.74,21.72,44,2,2,0,1.00,1.00,1.00,9,9,9,49.6,84.304,49,1.142,0.656,9,1.000,16,40.40,32.50,0,0.0062,0.133,0.0000,2654,0.5347,1,1
100000,20.85,61,0,16,0,45,0,8,0,10,0,1.00,4,0.384,5522,1.58,231.46,48.34,77,0,0,0,1.00,1.00,1.00,6,8,6,21.8,25.942,18,1.158,0.572,8,1.000,18,24.93,24.75,0,0.0239,0.085,0.0000,2841,0.8760,1,1
100000,48.08,64,1,19,0,44,0,11,0,26,0,1.00,0,0.229,5425,0.00,238.35,37.88,46,0,0,0,1.00,1.00,1.00,7,8,8,25.6,33.580,37,1.299,0.585,8,1.000,5,41.04,40.25,0,0.0241,0.000,0.0000,2641,0.5769,1,1
100000,2.32,61,0,16,0,45,0,1,0,1,0,1.00,24,0.432,5303,0.00,279.92,65.36,77,0,0,0,1.00,1.00,1.00,1,2,2,19.5,7.294,2,1.158,0.572,8,1.000,13,41.82,-31.50,0,0.0239,0.085,0.0000,2643,1.0000,1,1
100000,18.53,61,0,16,0,45,0,2,0,14,0,1.00,10,0.108,5289,0.75,284.18,49.79,77,0,0,0,1.00,1.00,1.00,3,8,3,19.4,58.131,16,1.158,0.572,8,1.000,17,33.84,28.00,0,0.0239,0.085,0.0000,2964,0.9291,1,1
100000,53.68,71,0,24,0,47,0,13,0,34,0,1.00,0,0.242,5157,0.00,286.36,15.71,44,1,0,0,1.00,1.00,1.00,9,9,9,37.1,74.909,47,1.142,0.656,9,1.000,4,58.58,18.75,0,0.0062,0.133,0.0000,2356,0.5459,1,1
100000,15.99,71,0,24,0,47,0,0,0,14,0,1.00,14,0.000,5131,0.00,312.99,18.31,44,1,0,0,1.00,1.00,1.00,2,4,7,26.0,1.917,14,1.142,0.656,9,1.000,8,49.22,42.25,0,0.0062,0.133,0.0000,2720,1.0000,1,1
100000,57.92,61,0,16,0,45,0,13,0,37,0,1.00,0,0.224,4847,0.00,201.90,12.45,77,0,0,0,1.00,1.00,1.00,6,8,8,19.6,7.139,50,1.158,0.572,8,1.000,11,28.81,22.50,0,0.0239,0.085,0.0000,2353,0.5256,1,1
100000,59.84,36,0,22,0,14,0,17,0,13,0,1.00,0,0.284,4830,2.13,165.08,83.21,43,0,0,0,1.00,1.00,1.00,4,6,6,15.7,87.368,30,1.995,0.624,6,1.000,6,37.56,24.75,0,0.0247,0.000,0.0000,2299,0.5171,1,1
100000,57.92,61,0,16,0,45,0,14,0,36,0,1.00,0,0.242,4830,0.00,215.05,6.91,77,1,0,0,1.00,1.00,1.00,9,8,8,35.9,21.283,50,1.158,0.572,8,1.000,11,48.38,-48.25,0,0.0239,0.085,0.0000,2338,0.5256,1,1
