step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,317,54.23,0.65,17.84,2.20,22.74,0.37,1.12,0.082,0.157,142751.6,48711.7,8,49,6.34,1.18,1.06,4.7519,146.42,33431.9,0.0067,10.3442,5462,10.8803,1070,1.5163,3099.2,149.79,0.5944,0.0,0.0000,1.000,0.7360,1.2102,0.8058
10000,1,216,54.34,0.34,18.95,1.56,23.01,0.20,1.07,0.042,0.110,144886.1,45236.6,6,37,6.47,1.07,1.04,4.3680,54.45,31048.7,0.0073,10.4815,5461,10.8783,928,1.2957,2927.8,94.51,2.7130,0.0,0.0000,1.000,0.2913,1.0418,0.7697
10000,2,176,54.84,0.44,20.05,2.47,19.45,0.29,1.10,0.057,0.085,116645.3,37738.2,5,62,6.37,1.12,1.06,3.6398,38.91,31059.5,0.0070,7.7105,5461,10.8783,839,0.8070,1676.8,55.70,6.8417,0.0,0.0000,1.000,0.0101,0.9780,0.6488
20000,0,213,41.42,0.23,14.23,0.88,22.05,0.31,1.03,0.094,0.092,57954.9,17136.3,3,33,5.67,1.07,1.00,0.6305,23.38,38662.4,0.0000,5.5036,5462,4.0645,637,0.3236,628.4,149.79,0.2309,0.0,0.0000,1.000,0.7360,0.7292,0.2480
20000,1,193,42.40,0.45,13.95,0.80,23.64,0.36,1.08,0.093,0.084,32723.0,7845.6,4,53,5.91,1.11,1.06,0.3268,48.73,40162.2,0.0000,3.0683,5461,4.0638,614,0.1460,262.1,94.51,0.7223,0.0,0.0000,1.000,0.2913,0.6998,0.1330
20000,2,154,38.54,0.19,13.75,1.25,20.98,0.23,1.04,0.058,0.064,22361.7,5890.6,4,59,5.45,1.06,1.00,0.2733,23.37,39114.5,0.0000,2.0276,5461,4.0638,497,0.0894,145.4,55.70,1.6551,0.0,0.0000,1.000,0.0101,0.6143,0.1053
30000,0,293,59.22,0.65,17.56,0.66,20.08,0.28,1.15,0.072,0.129,114529.5,58824.6,6,48,5.88,1.23,1.09,2.0641,60.80,38319.3,0.0000,11.5088,5462,9.2910,1077,0.9712,2565.3,149.79,0.6307,0.0,0.0000,1.000,0.7360,1.1842,0.6871
30000,1,275,52.01,0.94,15.30,0.68,19.93,0.39,1.19,0.131,0.117,114155.4,57982.3,6,43,5.59,1.29,1.07,2.1710,41.74,36262.2,0.0000,11.4192,5461,9.2893,942,0.9734,2498.3,94.51,2.8049,0.0,0.0000,1.000,0.2913,1.0537,0.6435
30000,2,174,60.92,0.39,19.94,1.12,16.30,0.17,1.06,0.046,0.076,81468.2,38434.1,6,70,5.62,1.11,1.00,1.2974,61.79,35542.0,0.0000,8.2440,5461,9.2893,803,0.5980,1357.0,55.70,7.0205,0.0,0.0000,1.000,0.0101,0.9513,0.4748
40000,0,226,50.29,0.67,14.92,0.34,23.71,0.31,1.12,0.093,0.102,57279.3,19452.8,5,35,5.97,1.20,1.06,0.7067,35.39,38131.4,0.0000,5.5412,5462,3.4959,849,0.3219,595.0,149.79,0.2371,0.0,0.0000,1.000,0.7360,0.8936,0.2540
40000,1,187,50.80,0.71,17.49,0.52,22.79,0.42,1.11,0.102,0.090,32187.2,10521.3,6,46,6.03,1.20,1.04,0.4139,30.26,39930.2,0.0000,3.0564,5461,3.4952,678,0.1424,243.2,94.51,0.7152,0.0,0.0000,1.000,0.2913,0.7850,0.1520
40000,2,136,51.92,0.46,16.85,0.24,27.88,0.26,1.06,0.059,0.070,21948.1,6096.8,5,66,6.26,1.12,1.00,0.2991,86.09,38648.3,0.0000,2.0276,5461,3.4952,582,0.0720,119.2,55.70,1.6565,0.0,0.0000,1.000,0.0101,0.6594,0.1032
50000,0,350,68.20,1.50,15.20,0.24,22.83,0.69,1.26,0.186,0.159,113384.1,59665.5,3,57,6.03,1.43,1.06,2.0608,56.16,36623.6,0.0000,11.2800,5462,9.0042,1025,1.1920,2732.6,149.79,0.6308,0.0,0.0000,1.000,0.7360,1.1792,0.5888
50000,1,295,65.58,1.64,14.43,0.55,21.20,0.83,1.28,0.237,0.127,110996.1,56885.4,3,54,5.86,1.49,1.11,2.0260,38.36,34270.9,0.0000,11.1628,5461,9.0026,1094,1.0808,2618.2,94.51,2.8170,0.0,0.0000,1.000,0.2913,1.2693,0.5723
50000,2,247,68.55,2.85,14.47,0.52,23.47,1.07,1.45,0.275,0.118,80709.6,39420.8,3,78,6.02,1.83,1.11,1.3006,40.83,33669.1,0.0000,8.1729,5461,9.0026,939,0.6843,1470.9,55.70,7.0406,0.0,0.0000,1.000,0.0101,1.0261,0.3962
60000,0,244,51.89,1.74,14.13,0.10,24.44,1.09,1.23,0.291,0.114,57021.4,18060.2,5,23,5.97,1.51,1.04,0.6574,38.71,38452.4,0.0000,5.4360,5462,3.6779,732,0.3598,600.1,149.79,0.2307,0.0,0.0000,1.000,0.7360,0.7395,0.2108
60000,1,160,49.57,1.88,15.37,0.11,23.38,1.17,1.24,0.294,0.073,33121.4,9329.0,5,45,6.11,1.57,1.05,0.3842,29.70,39933.6,0.0000,3.0413,5461,3.6772,792,0.1731,263.0,94.51,0.7128,0.0,0.0000,1.000,0.2913,0.8035,0.1257
60000,2,148,47.93,1.06,14.78,0.10,24.70,0.70,1.14,0.176,0.070,22258.3,5531.8,5,80,6.11,1.30,1.04,0.2817,27.98,38949.1,0.0000,1.9827,5461,3.6772,500,0.0909,124.2,55.70,1.6326,0.0,0.0000,1.000,0.0101,0.5952,0.0839
70000,0,305,51.73,1.40,13.87,0.16,19.02,0.47,1.25,0.134,0.121,116816.8,50481.4,8,39,5.33,1.38,1.14,1.6183,44.59,39114.9,0.0000,11.5913,5462,9.7119,792,0.6806,2002.2,149.79,0.6032,0.0,0.0000,1.000,0.7360,0.8579,0.5445
70000,1,311,48.41,0.97,13.59,0.25,19.27,0.36,1.17,0.093,0.120,116502.5,52503.4,9,41,5.45,1.28,1.03,1.7313,44.58,37114.3,0.0000,11.5046,5461,9.7101,730,0.7366,2096.6,94.51,2.7743,0.0,0.0000,1.000,0.2913,0.8502,0.5557
70000,2,224,47.97,0.88,15.22,0.19,16.73,0.42,1.17,0.112,0.086,82661.9,36387.2,8,76,5.14,1.26,1.08,1.2013,41.90,36591.8,0.0000,8.3014,5461,9.7101,722,0.4335,1116.4,55.70,6.9617,0.0,0.0000,1.000,0.0101,0.7915,0.4096
80000,0,249,40.03,1.80,13.00,0.27,20.56,1.14,1.32,0.253,0.100,56882.3,17422.8,6,39,5.49,1.46,1.11,0.6475,65.23,39032.3,0.0000,5.5974,5462,3.5960,642,0.1829,406.1,149.79,0.2345,0.0,0.0000,1.000,0.7360,0.6989,0.2336
80000,1,170,41.30,1.51,12.95,0.26,21.99,0.85,1.26,0.218,0.073,32704.7,8379.1,6,44,5.68,1.48,1.06,0.3880,101.99,40850.3,0.0000,3.1353,5461,3.5954,580,0.0858,166.3,94.51,0.7029,0.0,0.0000,1.000,0.2913,0.6152,0.1371
80000,2,127,39.08,1.23,13.02,0.13,23.74,0.67,1.17,0.173,0.055,22247.2,5132.9,6,69,5.80,1.34,1.02,0.2524,27.55,39720.3,0.0000,2.0322,5461,3.5954,332,0.0471,78.1,55.70,1.6619,0.0,0.0000,1.000,0.0101,0.4447,0.0993
90000,0,269,40.30,3.24,12.35,0.16,14.68,1.95,1.79,0.554,0.094,116993.7,47811.6,10,52,4.88,2.17,1.19,1.6062,55.68,39474.1,0.0000,11.7352,5462,9.8956,987,0.8724,2356.0,149.79,0.6426,0.0,0.0000,1.000,0.7360,1.1155,0.6952
90000,1,319,41.32,2.83,9.72,0.16,19.47,1.30,1.67,0.398,0.116,115645.1,47379.2,10,51,5.18,2.01,1.09,1.6386,59.47,37451.0,0.0000,11.5920,5461,9.8938,867,0.8815,2430.7,94.51,2.8458,0.0,0.0000,1.000,0.2913,1.0199,0.6976
90000,2,208,38.06,1.97,10.78,0.12,16.62,1.22,1.48,0.356,0.071,83672.0,32914.3,6,59,5.08,1.69,1.10,1.1298,39.85,37114.6,0.0000,8.4311,5461,9.8938,580,0.4659,1186.2,55.70,7.0753,0.0,0.0000,1.000,0.0101,0.6999,0.5051
100000,0,287,32.30,1.07,10.54,0.38,15.32,0.70,1.25,0.244,0.090,58199.0,16204.5,6,38,4.57,1.41,1.02,0.5674,35.07,38960.9,0.0000,5.6030,5462,3.5913,695,0.2882,604.5,149.79,0.2402,0.0,0.0000,1.000,0.7360,0.7570,0.2740
100000,1,201,34.25,1.31,11.32,0.25,17.19,0.94,1.31,0.323,0.068,32918.6,8153.2,6,67,5.02,1.49,1.12,0.3188,29.54,40776.7,0.0000,3.1068,5461,3.5906,664,0.1222,236.8,94.51,0.7100,0.0,0.0000,1.000,0.2913,0.7032,0.1630
100000,2,161,32.48,1.12,10.62,0.19,16.93,1.14,1.24,0.354,0.054,21254.1,6146.3,6,71,4.68,1.41,1.02,0.2622,18.42,39805.1,0.0000,2.0517,5461,3.5906,476,0.0663,109.7,55.70,1.6653,0.0,0.0000,1.000,0.0101,0.5755,0.1161
110000,0,319,41.24,2.26,12.06,0.25,17.08,1.30,1.56,0.370,0.115,117252.5,52475.3,6,50,4.97,1.80,1.15,1.6685,69.82,39593.0,0.0000,11.7583,5462,9.9428,1016,0.7799,2200.8,149.79,0.6241,0.0,0.0000,1.000,0.7360,1.1562,0.6885
110000,1,257,37.65,2.30,11.50,0.27,14.05,1.31,1.56,0.354,0.083,117338.9,49908.4,7,53,4.85,1.80,1.18,1.5912,48.69,37200.9,0.0000,11.7157,5461,9.9410,847,0.7407,2247.4,94.51,2.8398,0.0,0.0000,1.000,0.2913,1.0119,0.6963
110000,2,168,36.13,1.87,11.58,0.40,14.61,0.97,1.42,0.256,0.055,83727.2,33656.7,7,58,4.67,1.65,1.03,1.0567,24.57,36715.0,0.0000,8.4630,5461,9.9410,760,0.4525,1193.3,55.70,7.1248,0.0,0.0000,1.000,0.0101,0.8883,0.4929
120000,0,250,46.88,1.08,13.83,0.60,20.76,0.15,1.22,0.056,0.104,58002.5,18160.5,8,45,5.71,1.27,1.18,0.6572,49.28,39350.4,0.0000,5.5504,5462,3.5628,683,0.2645,532.5,149.79,0.2332,0.0,0.0000,1.000,0.7360,0.7254,0.2659
120000,1,182,42.06,1.32,14.12,0.21,23.55,0.49,1.24,0.143,0.081,33605.3,7707.6,8,54,5.82,1.34,1.08,0.3325,21.73,40668.9,0.0000,3.1088,5461,3.5621,544,0.1162,216.3,94.51,0.7087,0.0,0.0000,1.000,0.2913,0.5706,0.1629
120000,2,133,36.38,0.46,12.41,0.22,22.01,0.21,1.10,0.053,0.054,22553.2,4960.8,8,58,5.38,1.13,1.07,0.2384,38.98,39522.1,0.0000,2.0455,5461,3.5621,431,0.0734,120.5,55.70,1.6756,0.0,0.0000,1.000,0.0101,0.5167,0.1000
130000,0,310,52.55,1.07,16.11,1.04,17.44,0.31,1.18,0.113,0.127,116196.2,55161.0,7,50,5.62,1.29,1.14,1.7599,71.90,40079.0,0.0000,11.5494,5462,9.6141,789,0.6302,1849.0,149.79,0.6137,0.0,0.0000,1.000,0.7360,0.8507,0.5887
130000,1,261,48.71,1.41,14.91,0.95,15.79,0.35,1.24,0.146,0.098,115033.9,57869.9,8,55,5.46,1.34,1.07,1.9372,70.15,37745.5,0.0000,11.4875,5461,9.6124,719,0.6560,1931.0,94.51,2.7534,0.0,0.0000,1.000,0.2913,0.8201,0.5885
130000,2,182,47.30,0.99,14.63,0.60,18.36,0.34,1.18,0.126,0.072,82689.6,37430.5,6,62,5.43,1.26,1.08,1.1403,28.57,37050.2,0.0000,8.3175,5461,9.6124,577,0.3553,945.9,55.70,6.9301,0.0,0.0000,1.000,0.0101,0.7082,0.4103
140000,0,221,49.47,0.57,18.20,0.69,22.45,0.08,1.13,0.023,0.107,56518.4,18389.6,4,26,6.08,1.06,1.17,0.6792,48.29,39041.5,0.0000,5.5598,5462,3.4586,630,0.2314,475.5,149.79,0.2342,0.0,0.0000,1.000,0.7360,0.7051,0.2259
140000,1,174,47.98,0.26,19.71,0.75,26.07,0.02,1.03,0.011,0.093,32433.9,8130.2,5,63,6.70,1.01,1.05,0.3416,41.12,40220.4,0.0000,3.1131,5461,3.4579,499,0.0989,185.1,94.51,0.7111,0.0,0.0000,1.000,0.2913,0.6002,0.1216
140000,2,114,49.37,0.00,22.64,0.83,28.22,0.00,1.00,0.000,0.067,21487.5,5529.5,5,63,6.77,1.00,1.00,0.2265,19.96,38935.3,0.0000,2.0271,5461,3.4579,419,0.0472,84.6,55.70,1.6459,0.0,0.0000,1.000,0.0101,0.4941,0.0885
150000,0,279,41.10,0.38,14.63,0.58,14.24,0.26,1.08,0.082,0.093,117199.5,61242.6,6,38,4.87,1.08,1.07,1.9342,54.42,40331.0,0.0000,11.5762,5462,9.6611,716,0.6690,1968.4,149.79,0.6091,0.0,0.0000,1.000,0.7360,0.7654,0.6440
150000,1,244,45.19,0.43,14.64,1.40,18.03,0.36,1.10,0.111,0.099,115000.7,59120.5,7,48,5.23,1.11,1.08,1.8996,40.55,37984.4,0.0000,11.4601,5461,9.6593,715,0.6843,2039.6,94.51,2.7823,0.0,0.0000,1.000,0.2913,0.8482,0.6170
150000,2,200,47.78,0.46,16.92,1.24,20.00,0.28,1.08,0.085,0.088,82453.5,38518.3,6,66,5.82,1.09,1.07,1.1650,24.91,37535.4,0.0000,8.3300,5461,9.6593,693,0.4080,1082.1,55.70,6.9634,0.0,0.0000,1.000,0.0101,0.7647,0.4129
160000,0,210,41.77,0.00,15.67,2.28,25.70,0.00,1.00,0.000,0.105,58395.8,14853.3,5,18,5.95,1.00,1.00,0.6525,64.84,39146.1,0.0000,5.6658,5462,3.4857,349,0.1307,342.0,149.79,0.2316,0.0,0.0000,1.000,0.7360,0.4440,0.1970
160000,1,152,42.33,0.03,17.54,1.41,26.31,0.00,1.01,0.000,0.080,33523.3,7383.2,5,53,6.11,1.01,1.01,0.3933,78.92,40772.0,0.0000,3.0965,5461,3.4851,315,0.0669,163.1,94.51,0.7121,0.0,0.0000,1.000,0.2913,0.3920,0.1169
160000,2,118,42.35,0.03,17.03,1.59,29.41,0.00,1.00,0.000,0.063,22874.0,4227.6,4,67,6.49,1.00,1.01,0.2228,25.24,39485.0,0.0000,2.0369,5461,3.4851,199,0.0350,78.1,55.70,1.6519,0.0,0.0000,1.000,0.0101,0.3128,0.0725
170000,0,317,41.60,0.82,11.87,2.17,14.98,0.05,1.20,0.019,0.110,116918.7,56049.0,2,48,4.97,1.18,1.23,1.9404,75.64,40293.8,0.0000,11.7759,5462,9.7361,711,0.4977,1658.0,149.79,0.6237,0.0,0.0000,1.000,0.7360,0.8379,0.5525
170000,1,316,42.74,0.27,12.78,1.97,19.00,0.02,1.06,0.013,0.121,115396.2,53928.3,3,68,5.45,1.08,1.04,1.8906,56.48,38331.6,0.0000,11.5752,5461,9.7343,693,0.5171,1723.9,94.51,2.7706,0.0,0.0000,1.000,0.2913,0.7108,0.5184
170000,2,196,42.64,0.54,13.93,1.89,17.41,0.06,1.11,0.020,0.076,83432.8,34874.1,3,66,5.17,1.12,1.12,1.2361,32.11,37712.3,0.0000,8.4694,5461,9.7343,504,0.2816,836.1,55.70,6.9534,0.0,0.0000,1.000,0.0101,0.6179,0.3680
180000,0,244,43.75,0.43,13.89,0.74,19.70,0.06,1.08,0.025,0.098,58259.6,20015.3,5,29,5.68,1.03,1.11,0.6714,78.80,39769.0,0.0000,5.6326,5462,3.5199,399,0.1593,385.5,149.79,0.2296,0.0,0.0000,1.000,0.7360,0.4828,0.2497
180000,1,184,40.57,0.27,15.24,0.48,24.33,0.01,1.04,0.005,0.084,32899.1,8863.1,5,54,5.98,1.01,1.10,0.3726,27.23,41343.9,0.0000,3.1256,5461,3.5192,346,0.0600,140.7,94.51,0.7118,0.0,0.0000,1.000,0.2913,0.4186,0.1345
180000,2,113,39.99,0.11,15.33,0.94,26.27,0.00,1.02,0.000,0.056,21906.0,4865.7,5,64,6.30,1.00,1.04,0.2685,37.72,40065.4,0.0000,2.0347,5461,3.5192,219,0.0293,63.0,55.70,1.6484,0.0,0.0000,1.000,0.0101,0.3363,0.0822
190000,0,327,38.54,0.73,12.97,0.70,15.63,0.28,1.16,0.064,0.111,118171.5,62982.8,6,44,5.03,1.16,1.14,1.9496,60.52,40402.9,0.0000,11.7642,5462,9.6869,606,0.5541,1739.4,149.79,0.6252,0.0,0.0000,1.000,0.7360,0.6460,0.7651
