step,mass,born_size,born_hard,born_muscle,born_sensor,born_digestive,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace,rich,born_rich
100000,61.99,36,5,9,0,22,3,6,0,19,0,1.21,0,0.097,5751,0.00,239.04,42.03,142,6,6,0,1.00,1.00,1.42,6,6,6,20.3,119.317,28,2.000,0.866,6,1.000,8,18.05,-13.25,0,0.0000,0.830,0.0000,2579,0.5081,0,1
100000,69.98,36,5,9,0,22,5,5,0,20,0,1.42,0,0.071,5022,0.09,130.76,18.77,142,6,6,0,1.00,1.00,1.83,8,6,6,12.8,25.971,30,2.000,0.866,6,1.000,2,6.52,5.50,0,0.0000,0.830,0.0000,2281,0.4781,1,1
100000,59.99,36,0,10,0,26,0,8,0,22,0,1.00,0,0.133,4370,1.04,123.05,18.83,142,6,6,0,1.00,1.00,1.00,4,6,6,11.6,33.091,30,2.000,0.866,6,1.000,6,5.30,0.75,0,0.0000,0.830,0.0000,2114,0.5165,1,1
100000,61.99,36,0,10,0,26,0,7,0,24,0,1.00,0,0.113,4205,0.00,110.30,47.68,142,6,6,0,1.00,1.00,1.00,4,6,6,10.3,39.701,31,2.000,0.866,6,1.000,3,8.05,-7.25,0,0.0000,0.830,0.0000,2033,0.5081,1,1
100000,51.99,36,5,9,0,22,5,4,0,12,0,1.92,0,0.077,3905,0.00,131.02,26.94,142,6,6,3,1.83,1.83,2.00,4,6,6,10.2,41.417,21,2.000,0.866,6,1.000,2,5.20,3.00,0,0.0000,0.830,0.0000,1787,0.5548,1,1
100000,27.96,16,0,7,0,9,0,6,0,8,0,1.00,0,0.215,3826,1.62,126.94,4.27,156,6,6,0,1.00,1.00,1.00,2,4,4,23.3,44.427,14,1.997,0.354,4,1.000,2,2.14,0.75,0,0.0000,0.884,0.0000,2709,0.7564,1,1
100000,35.94,25,0,9,0,16,0,4,0,14,0,1.00,0,0.111,3786,0.87,185.89,29.62,142,6,6,0,1.00,1.00,1.00,4,5,5,41.3,67.938,18,1.997,0.681,5,1.000,3,27.75,-16.25,0,0.0000,0.891,0.0000,2271,0.6672,1,1
100000,45.92,25,0,9,0,16,0,8,0,15,0,1.00,0,0.174,3731,3.75,125.25,22.37,142,6,6,0,1.00,1.00,1.00,4,5,5,44.9,65.746,23,1.997,0.681,5,1.000,2,22.92,-10.25,0,0.0000,0.891,0.0000,2151,0.5903,1,1
100000,23.97,16,0,7,0,9,0,3,0,9,0,1.00,0,0.125,3645,0.00,121.76,13.49,156,6,6,0,1.00,1.00,1.00,2,4,4,39.1,31.030,12,1.997,0.354,4,1.000,3,30.40,15.75,0,0.0000,0.884,0.0000,2692,0.8170,0,1
100000,69.92,36,0,12,0,24,0,12,0,23,0,1.00,0,0.172,3492,1.63,172.30,3.55,129,6,6,0,1.00,1.00,1.00,4,6,6,39.1,102.983,35,1.998,0.288,6,1.000,1,13.46,-3.50,0,0.0000,0.758,0.0000,1647,0.4783,1,1
100000,29.98,16,0,3,0,13,0,2,0,13,0,1.00,0,0.067,3420,0.00,100.23,5.25,152,6,6,0,1.00,1.00,1.00,2,4,4,17.4,2.444,15,1.999,0.410,4,1.000,1,5.37,2.50,0,0.0000,0.969,0.0000,2427,0.7306,1,1
100000,65.98,36,0,10,0,26,0,8,0,25,0,1.00,0,0.121,3418,1.80,166.80,15.41,142,6,6,0,1.00,1.00,1.00,9,6,6,11.8,69.592,33,2.000,0.866,6,1.000,1,9.96,-9.50,0,0.0000,0.830,0.0000,1641,0.4924,1,1
100000,29.99,16,0,9,0,7,0,8,0,7,0,1.00,0,0.267,3417,0.00,94.03,76.00,152,6,6,0,1.00,1.00,1.00,4,4,4,34.4,56.826,15,1.999,0.443,4,1.000,1,13.62,-10.00,0,0.0000,0.976,0.0000,2416,0.7304,1,1
100000,29.98,16,0,3,0,13,0,3,0,12,0,1.00,0,0.100,3347,0.00,84.77,9.32,152,6,6,0,1.00,1.00,1.00,4,4,4,13.9,6.758,15,1.999,0.410,4,1.000,1,10.11,6.50,0,0.0000,0.969,0.0000,2400,0.7306,0,1
100000,23.97,16,0,8,0,8,0,6,0,6,0,1.00,0,0.250,3256,0.00,81.10,41.54,141,6,6,0,1.00,1.00,1.00,2,4,4,41.7,4.618,12,1.997,0.487,4,1.000,4,50.01,46.75,0,0.0000,0.832,0.0000,2373,0.8171,1,0
