step,event,lineage,other,size
6000,birth,5,0,1060
12000,split,21,5,40
13000,split,25,5,94
17000,split,33,5,11
17000,split,34,25,9
27000,extinct,33,0,8
28000,split,39,25,6
29000,split,40,25,114
29000,extinct,5,0,12
31000,split,45,25,12
32000,split,49,25,30
33000,extinct,45,0,12
34000,extinct,39,0,6
35000,extinct,25,0,5
37000,split,65,40,12
40000,extinct,40,0,5
41000,extinct,34,0,10
48000,split,70,65,34
49000,split,73,65,64
50000,extinct,49,0,8
53000,split,88,65,10
54000,split,94,65,24
54000,extinct,70,0,12
55000,extinct,88,0,10
56000,extinct,65,0,12
70000,split,128,94,36
71000,extinct,73,0,6
74000,split,152,21,27
75000,split,155,21,9
75000,extinct,94,0,13
77000,extinct,155,0,9
81000,extinct,128,0,5
90000,split,164,152,7
93000,split,172,152,70
95000,extinct,152,0,18
95000,extinct,164,0,6
98000,split,186,21,90
100000,split,187,21,64
103000,split,188,172,270
104000,merge,187,21,55
105000,split,189,188,17
108000,extinct,189,0,10
111000,split,200,172,20
111000,extinct,186,0,8
112000,split,203,188,90
112000,split,204,188,10
115000,split,223,188,7
118000,split,237,188,16
118000,split,239,188,11
118000,extinct,223,0,7
120000,split,224,188,41
122000,split,240,237,29
125000,split,242,200,8
126000,split,245,240,59
127000,extinct,242,0,8
128000,extinct,240,0,9
129000,extinct,172,0,15
129000,extinct,188,0,17
129000,extinct,237,0,5
130000,split,254,245,24
130000,split,255,204,10
131000,extinct,239,0,8
132000,extinct,224,0,26
132000,extinct,245,0,9
133000,split,262,203,13
134000,split,268,204,6
134000,split,270,204,13
134000,extinct,254,0,5
134000,extinct,255,0,7
135000,extinct,203,0,7
136000,extinct,200,0,8
137000,extinct,262,0,8
144000,split,284,204,29
150000,split,291,204,12
151000,split,295,268,15
151000,split,296,21,14
152000,split,300,268,32
156000,extinct,204,0,8
157000,extinct,268,0,6
159000,extinct,291,0,7
160000,split,312,300,144
161000,split,314,270,10
165000,split,308,204,111
166000,split,316,312,191
166000,split,318,300,7
166000,extinct,295,0,10
166000,extinct,296,0,8
168000,extinct,318,0,7
169000,split,329,316,82
169000,split,337,300,5
170000,split,342,316,28
170000,split,343,312,11
170000,split,344,300,233
170000,split,349,316,17
170000,extinct,270,0,6
170000,extinct,314,0,45
171000,split,355,342,7
171000,extinct,312,0,7
171000,extinct,316,0,14
172000,split,365,342,7
172000,extinct,343,0,11
173000,split,373,329,22
173000,extinct,300,0,23
173000,extinct,349,0,17
173000,extinct,355,0,7
174000,extinct,337,0,5
174000,extinct,342,0,5
175000,extinct,329,0,10
175000,extinct,365,0,7
177000,extinct,373,0,6
185000,split,381,21,20
185000,split,382,284,365
187000,extinct,381,0,20
188000,extinct,284,0,8
189000,split,387,382,7
190000,split,391,382,12
190000,extinct,387,0,7
192000,split,403,308,12
193000,extinct,391,0,12
194000,extinct,344,0,6
195000,extinct,382,0,5
200000,split,423,21,384
203000,split,417,308,103
206000,split,426,308,51
210000,split,431,308,15
210000,split,432,417,5
210000,split,435,417,24
212000,extinct,432,0,5
213000,split,450,417,5
213000,extinct,21,0,7
213000,extinct,308,0,14
213000,extinct,403,0,9
213000,extinct,426,0,13
213000,extinct,431,0,14
213000,extinct,435,0,6
214000,split,459,450,15
214000,extinct,450,0,5
218000,extinct,417,0,21
231000,split,483,459,13
231000,split,488,459,19
232000,split,489,459,8
233000,extinct,488,0,19
233000,extinct,489,0,8
236000,extinct,459,0,8
236000,extinct,483,0,5
237000,split,503,423,67
247000,extinct,423,0,14
253000,split,509,503,8
279000,split,524,503,90
282000,split,525,503,14
283000,merge,524,503,152
283000,merge,525,503,14
285000,split,523,503,130
289000,split,529,503,98
294000,extinct,509,0,13
298000,merge,503,529,22
