step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,641,34.63,0.69,8.37,0.31,8.40,0.08,1.26,0.033,0.131,236997.2,166671.5,0,62,3.40,1.20,1.29,8.9090,303.94,31462.8,0.0331,18.4155,5462,18.5954,1897,10.4202,25694.9,147.65,3.5198,0.0,0.0000,1.000,0.6946
10000,1,506,33.93,0.86,8.75,0.31,7.23,0.11,1.27,0.043,0.098,244940.9,175430.5,1,59,3.33,1.14,1.34,9.3251,233.76,29029.8,0.0344,18.8420,5461,18.5920,1476,10.2681,26820.9,90.55,12.6649,0.0,0.0000,1.000,0.3296
10000,2,306,37.89,1.18,10.80,0.62,6.42,0.07,1.35,0.029,0.067,186988.2,118274.7,1,67,3.44,1.17,1.45,6.9346,157.98,30784.4,0.0347,13.6107,5461,18.5920,1163,7.5033,17656.9,61.79,29.7425,0.0,0.0000,1.000,0.1150
20000,0,196,32.94,1.28,8.57,2.23,10.79,0.12,1.32,0.056,0.050,100354.3,54994.7,5,13,3.96,1.17,1.44,2.2600,61.87,34138.4,0.0000,8.8193,5462,5.8292,1060,5.0106,7527.2,147.65,1.5634,0.0,0.0000,1.000,0.6946
20000,1,161,34.15,1.39,10.03,2.55,11.43,0.29,1.34,0.099,0.047,49291.2,23149.6,5,34,4.41,1.36,1.27,0.8714,42.51,39767.5,0.0000,4.2160,5461,5.8281,785,1.9076,3021.7,90.55,3.3169,0.0,0.0000,1.000,0.3296
20000,2,117,32.66,1.28,9.71,2.13,12.15,0.32,1.26,0.111,0.034,34104.5,12119.0,3,24,4.48,1.21,1.33,0.4867,37.93,40532.4,0.0000,2.9107,5461,5.8281,646,1.4211,1908.8,61.79,7.3979,0.0,0.0000,1.000,0.1150
30000,0,305,31.35,1.85,8.40,1.42,11.35,0.51,1.48,0.190,0.080,203410.9,123809.5,8,32,4.03,1.54,1.28,4.6617,69.99,39635.4,0.0000,18.1332,5462,16.4784,711,7.6178,21578.6,147.65,3.5988,0.0,0.0000,1.000,0.6946
30000,1,328,33.69,3.62,8.13,1.90,10.72,1.10,2.04,0.430,0.092,204718.4,129513.9,9,57,4.36,2.18,1.54,4.9316,82.69,36022.1,0.0000,18.3648,5461,16.4754,802,7.4395,22639.5,90.55,12.7268,0.0,0.0000,1.000,0.3296
30000,2,207,33.59,3.05,8.42,1.38,11.69,1.01,1.94,0.401,0.058,146732.9,73931.1,8,52,4.46,1.93,1.51,2.7544,54.73,36807.5,0.0000,13.2771,5461,16.4754,666,5.1645,14689.6,61.79,30.5760,0.0,0.0000,1.000,0.1150
40000,0,343,25.49,0.36,6.07,1.16,8.56,0.06,1.07,0.017,0.064,91489.1,33851.0,3,27,3.09,1.05,1.09,1.3432,83.31,34638.3,0.0000,8.6061,5462,5.2519,702,2.4368,6053.2,147.65,1.5879,0.0,0.0000,1.000,0.6946
