step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest
10000,1365,1.827,1.758,15.67,66885,58161,0,8229,566,1103581,1023743.8,563257.9,0.168,0.557,0.201,0.074,107,54.74,31.89,0.68,2.88,13.15,11.82,1.73,3.71,18.50,14.15,0.05,0.35,0.235,0.142,1120,0.009,0.028,0.962,0.000,0.010,135874,113829,7,0.109,0.482,0.337,4503186,0.208,3.060,0.203,85.46,53688,296,0.510,0.203,0.226,6218001,1.12,2.94,0.248,0.604,0.021,19.6,49.6,91.9,226.6,46494,0.177,0.00,0.0041,0.077,321,0.549,0.000,0.533,0.528,5.22,6.13,6.22,0.14,0.055,1.13,1.11,1.12,0.577,0.00638,74.53,35.8147,834.98,91549.4,140215.1,0.104,28.4680,196.432,0.000,1.000,0.003,60.9,86.170,95.476,4022,25785.3,20.65,90.223,7.22,20.022,1176.8,7.685,0.136,2.00,11.5787,15804.9,0.5047,0.3363,34.06,1.627,0.370,1.5299,0.0000,0.595,0.119,0.783,0.0000,6.91,1.12,12,34,57,120,79.2979,0.0017,0.4623,0.0000,0.0000,42.7617,100.00,73.9578,261.4785,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,27.7854,0.7440,0.0032,0.0013,0.000008,7,0.3973,0.0498,0.0310,57,195,527,0.0000,0.0000,0.0269,0.083,3.0947,0.0495,0.9973,0.0344,0.3365,0.1064,0.0000,0.00096,0.545,0.0172,0.062,0.004,1.43,0.337,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9030,0.0000,1.4872,0.00000,0.06276
20000,1232,1.577,0.995,17.54,17446,16118,0,1433,9,216298,327227.8,112029.5,0.125,0.642,0.203,0.030,156,53.70,27.88,0.32,2.02,12.34,9.32,0.34,1.45,18.83,9.59,0.00,0.00,0.223,0.119,960,0.034,0.062,0.933,0.000,0.005,20351,15956,3,0.821,0.088,0.075,2272660,0.271,2.358,0.108,30.13,10873,393,0.518,0.237,0.208,1604543,1.05,2.14,0.287,0.617,0.000,21.2,54.3,81.2,198.1,39221,0.150,0.00,0.0014,0.085,326,0.377,0.000,0.385,0.257,5.27,5.81,5.94,0.07,0.024,1.03,1.07,1.06,0.392,0.00321,11.69,5.2674,527.55,104052.8,140215.1,0.000,6.5722,65.043,0.000,1.000,0.175,56.1,30.052,30.979,2326,14168.2,18.19,26.449,6.63,5.240,447.8,1.444,0.133,2.00,13.4236,16537.8,0.5524,0.3986,31.84,1.657,0.157,0.4701,0.0000,0.561,0.109,0.681,0.0000,6.41,0.77,14,33,49,100,27.4491,0.0033,0.4821,0.0000,0.0000,12.0589,100.00,96.7505,178.8030,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,17.8911,0.8513,0.0026,0.0012,0.000004,19,0.3611,0.0795,0.0504,65,207,752,0.0000,0.0000,0.0088,0.038,0.4744,0.0801,0.1869,0.0252,0.4799,0.0565,0.0000,-0.00008,0.877,0.0178,0.506,0.060,0.33,0.075,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7623,0.0000,1.1151,0.00000,0.09486
30000,1907,1.593,2.446,30.86,80663,58523,0,21423,32,1861121,946347.6,923631.9,0.065,0.702,0.210,0.024,80,37.71,25.33,0.01,0.22,9.14,9.47,1.23,2.78,9.07,10.39,0.00,0.02,0.244,0.164,1483,0.017,0.021,0.951,0.002,0.026,130846,90500,1,0.009,0.991,0.344,4829453,0.155,3.450,0.289,90.70,82027,266,0.496,0.245,0.337,7154342,1.00,2.80,0.313,0.596,0.001,10.0,34.0,63.0,200.0,37115,0.142,0.00,0.0055,0.089,543,0.437,0.000,0.549,0.408,3.54,4.55,4.57,0.00,0.001,1.01,1.00,1.00,0.477,0.00781,67.75,37.8471,1379.35,82037.4,140215.1,0.000,33.9431,195.053,0.000,1.000,0.000,58.7,74.822,101.105,5419,36095.8,21.85,81.994,6.64,20.267,1680.0,7.760,0.135,2.00,7.1169,13572.0,0.5867,0.4145,19.46,2.000,0.002,1.5299,0.0000,0.854,0.122,0.981,0.0000,5.26,1.01,5,18,33,100,62.6571,0.0000,0.4227,0.0000,0.0000,44.2257,100.00,68.3693,284.2350,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,27.7188,0.6544,0.0028,0.0010,0.000009,10,0.3968,0.0115,0.0252,41,161,564,0.0000,0.0000,0.0094,0.019,3.8863,0.0503,1.5490,0.0246,0.4195,0.1306,0.0000,0.00066,0.244,0.0057,0.002,0.000,1.09,0.344,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1297,0.0000,1.7636,0.00000,0.06504
40000,1457,1.687,1.914,33.47,30342,26079,0,4668,31,395886,360209.8,199234.0,0.066,0.744,0.175,0.016,109,48.35,23.92,0.46,1.96,9.47,6.55,1.90,3.71,12.84,9.95,0.04,0.33,0.206,0.122,1018,0.031,0.065,0.913,0.000,0.023,36557,24324,5,0.614,0.256,0.633,4571317,0.169,3.156,0.225,33.10,27537,268,0.503,0.295,0.190,2612133,1.12,1.46,0.410,0.489,0.016,20.0,49.0,70.0,200.0,35940,0.137,0.00,0.0019,0.121,350,0.359,0.000,0.317,0.252,4.02,5.17,5.15,0.39,0.118,1.10,1.16,1.11,0.379,0.00355,9.46,7.6488,592.86,84898.5,140215.1,0.002,11.4470,72.467,0.000,1.000,0.049,55.6,31.323,33.905,4297,28439.1,16.31,30.108,5.48,9.379,1329.3,2.302,0.136,2.01,13.7532,20038.4,0.7255,0.4184,24.67,2.000,0.000,0.4701,0.0000,0.725,0.151,0.910,0.0000,5.52,0.95,9,25,36,100,27.5833,0.0004,0.4372,0.0000,0.0000,12.2353,100.00,87.5629,192.9546,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,12.8373,0.7283,0.0029,0.0012,0.000005,14,0.2349,0.0618,0.0254,45,174,631,0.0000,0.0000,0.0072,0.018,0.8805,0.0401,0.3648,0.0275,0.5003,0.0786,0.0000,0.00091,0.881,0.0423,0.000,0.000,1.58,0.633,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0112,0.0000,1.5174,0.00000,0.06135
50000,1862,1.176,1.361,34.35,64995,57087,0,7049,125,619951,987413.5,357921.1,0.028,0.791,0.171,0.009,83,41.76,14.90,0.07,0.60,7.39,4.18,1.18,2.72,12.77,6.24,0.01,0.15,0.176,0.091,1095,0.076,0.052,0.935,0.003,0.010,78419,52572,6,0.863,0.088,0.695,16154530,0.166,2.729,0.158,90.14,58688,216,0.577,0.358,0.055,12090649,1.02,0.98,0.487,0.449,0.005,20.0,47.0,49.0,128.0,39848,0.152,0.00,0.0042,0.108,471,0.573,0.000,0.292,0.245,3.73,4.79,4.76,0.03,0.012,1.02,1.02,1.01,0.583,0.00457,65.06,22.4105,793.07,80461.0,140215.1,0.244,22.7508,197.827,0.000,1.000,0.010,68.9,89.496,102.357,3143,19874.4,17.73,82.119,5.22,22.547,712.7,8.920,0.136,1.99,18.0652,33637.4,1.0558,0.3651,21.40,2.000,0.000,1.5299,0.0000,0.869,0.076,0.997,0.0000,5.02,0.53,10,24,25,81,83.1234,0.0005,0.5048,0.0000,0.0000,45.0173,100.00,59.3533,298.2877,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,27.6539,0.7967,0.0023,0.0010,0.000005,329,3.3073,0.2653,0.0578,49,185,760,0.0000,0.0000,0.0045,0.012,1.3134,0.7532,0.9458,0.0752,0.3476,0.0994,0.0000,0.00086,0.852,0.0304,0.000,0.000,1.01,0.695,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8629,0.0000,1.1898,0.00000,0.04575
60000,1650,1.473,1.409,33.44,17963,16896,0,934,37,118231,350153.6,83570.4,0.040,0.750,0.199,0.011,135,43.41,17.35,0.09,0.75,7.42,4.56,1.64,3.44,13.28,7.83,0.02,0.19,0.173,0.097,985,0.070,0.075,0.910,0.001,0.015,16191,10746,9,0.238,0.132,0.754,6150608,0.169,2.761,0.163,33.36,13966,211,0.707,0.430,0.062,2563598,1.03,1.05,0.516,0.421,0.008,20.0,48.0,51.0,196.0,37012,0.141,0.00,0.0016,0.116,352,0.383,0.000,0.188,0.126,3.80,4.88,4.81,0.05,0.016,1.03,1.03,1.02,0.388,0.00216,9.64,8.2622,587.80,82397.8,140215.1,0.046,8.9402,68.128,0.000,1.000,0.026,58.4,31.186,35.293,3281,20676.4,15.13,28.851,5.14,6.577,777.3,1.881,0.133,2.03,18.6721,30808.9,1.0265,0.3675,22.43,2.000,0.000,0.4701,0.0000,0.868,0.093,0.990,0.0000,5.11,0.63,10,25,25,98,28.7055,0.0026,0.4624,0.0000,0.0000,12.2873,100.00,88.3144,208.9862,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,15.1132,0.7908,0.0020,0.0009,0.000002,308,1.7983,0.1770,0.0987,58,199,1287,0.0000,0.0000,0.0026,0.006,0.1719,0.4421,0.3084,0.0442,0.5124,0.0479,0.0000,0.00033,0.910,0.0339,0.000,0.000,1.34,0.754,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8171,0.0000,0.9468,0.00000,0.05939
70000,1813,1.167,1.047,34.03,47626,43655,0,2676,117,318471,946673.9,283926.9,0.019,0.727,0.239,0.014,99,41.29,14.29,0.06,0.77,6.67,3.73,1.04,1.50,13.34,5.66,0.01,0.17,0.162,0.085,1074,0.135,0.055,0.933,0.002,0.010,52606,35054,11,0.249,0.292,0.764,18329354,0.173,2.383,0.117,88.60,40174,205,0.892,0.381,0.044,9460485,1.01,0.97,0.485,0.485,0.003,19.0,47.0,49.0,176.0,38267,0.146,0.00,0.0039,0.099,474,0.499,0.000,0.232,0.196,3.72,4.78,4.74,0.02,0.007,1.02,1.02,1.01,0.505,0.00406,67.36,28.6289,1036.09,78216.2,140215.1,0.235,17.3947,189.893,0.000,1.000,0.000,59.3,83.286,102.339,2491,14634.5,19.11,77.790,5.03,12.500,417.3,6.113,0.135,2.00,22.7093,41172.0,1.3760,0.3425,21.11,2.000,0.000,1.5299,0.0000,0.897,0.073,0.996,0.0000,5.00,0.33,10,24,25,64,78.2310,0.0075,0.4727,0.0000,0.0000,44.5406,100.00,57.5376,288.1279,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,37.4291,0.8358,0.0018,0.0008,0.000003,1015,6.0180,0.3563,0.0962,59,190,1209,0.0000,0.0000,0.0020,0.005,0.4713,1.4417,1.0148,0.1158,0.4203,0.0920,0.0000,-0.00044,0.916,0.0307,0.000,0.000,1.00,0.764,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7675,0.0000,0.7891,0.00000,0.04785
80000,1456,1.441,1.203,33.81,15497,14742,0,493,34,77099,349233.4,87006.0,0.023,0.706,0.253,0.018,138,43.76,15.44,0.09,1.39,7.17,4.01,1.83,3.38,13.62,6.12,0.01,0.16,0.166,0.085,861,0.044,0.066,0.920,0.001,0.013,13461,8924,13,0.167,0.177,0.802,6594461,0.166,2.563,0.134,33.86,12050,246,1.128,0.444,0.035,2294416,1.03,0.77,0.521,0.418,0.006,23.0,48.0,50.0,211.0,33055,0.126,0.00,0.0018,0.091,334,0.354,0.000,0.176,0.112,3.87,4.93,4.88,0.03,0.011,1.04,1.03,1.03,0.358,0.00219,10.19,11.5561,729.58,83087.5,140215.1,0.000,8.8822,68.581,0.000,1.000,0.000,45.9,30.074,36.139,2877,17249.6,29.13,29.000,5.07,4.606,560.5,1.417,0.133,1.99,23.3467,33992.7,1.2550,0.3695,22.70,2.000,0.000,0.4701,0.0000,0.878,0.099,0.992,0.0000,5.10,0.56,12,25,25,106,27.9629,0.0076,0.4334,0.0000,0.0000,12.2067,100.00,88.0713,192.8579,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,16.1509,0.8158,0.0017,0.0008,0.000002,585,2.4879,0.2218,0.1316,66,207,2220,0.0000,0.0000,0.0048,0.010,0.1159,0.6380,0.3929,0.0618,0.5450,0.0500,0.0000,-0.00020,0.902,0.0315,0.000,0.000,1.56,0.802,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8286,0.0000,0.8811,0.00000,0.05649
90000,1867,1.097,0.987,33.83,39285,35736,0,1651,119,225728,938565.6,284771.2,0.017,0.718,0.254,0.011,104,41.30,15.50,0.03,0.37,6.89,3.80,1.31,1.90,13.03,6.00,0.01,0.14,0.165,0.084,1166,0.041,0.045,0.947,0.001,0.007,43522,27444,13,0.140,0.137,0.784,18690808,0.180,2.308,0.111,88.76,33190,216,1.262,0.394,0.046,8735767,1.01,1.15,0.483,0.498,0.002,17.0,47.0,49.0,162.0,39710,0.151,0.00,0.0039,0.111,433,0.480,0.000,0.245,0.195,3.74,4.78,4.76,0.02,0.007,1.01,1.01,1.01,0.484,0.00395,68.14,34.7858,1317.53,73363.2,140215.1,0.224,18.4202,187.460,0.000,1.000,0.000,63.8,79.211,103.270,2399,13539.0,21.34,77.758,5.10,9.839,316.6,5.173,0.135,2.00,25.1850,47020.3,1.5184,0.3371,21.27,2.000,0.000,1.5299,0.0000,0.873,0.100,0.996,0.0000,5.06,0.43,9,24,25,81,74.3115,0.0151,0.4901,0.0000,0.0000,44.4993,100.00,52.6459,282.3575,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,39.1977,0.8392,0.0015,0.0007,0.000003,1368,7.3999,0.3840,0.1244,61,191,2091,0.0000,0.0000,0.0044,0.011,0.4005,1.8744,1.1905,0.1221,0.4377,0.0883,0.0000,-0.00012,0.933,0.0314,0.000,0.000,1.23,0.784,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8058,0.0000,0.8021,0.00000,0.04924
100000,1593,1.361,1.078,33.41,14119,13237,0,448,20,67406,351545.6,90462.0,0.015,0.710,0.264,0.011,156,42.46,14.70,0.08,0.63,6.72,3.82,1.37,2.30,13.67,6.37,0.01,0.16,0.161,0.087,956,0.051,0.088,0.898,0.001,0.013,12314,8154,14,0.234,0.079,0.755,6948048,0.157,2.387,0.118,34.12,10724,240,1.342,0.422,0.042,2316549,1.02,0.74,0.533,0.431,0.005,23.0,47.0,49.0,128.0,34778,0.133,0.00,0.0016,0.098,340,0.351,0.000,0.190,0.104,3.75,4.84,4.78,0.05,0.015,1.02,1.03,1.02,0.354,0.00210,10.28,12.9104,625.28,81521.4,140215.1,0.000,9.0350,69.236,0.000,1.000,0.001,49.1,29.888,36.560,2649,15276.2,20.36,29.448,5.03,3.992,476.6,1.310,0.137,2.00,23.5137,37457.4,1.2828,0.3653,21.83,2.000,0.001,0.4701,0.0000,0.790,0.136,0.970,0.0000,5.00,0.53,12,25,25,87,27.7256,0.0065,0.4438,0.0000,0.0000,12.2335,100.00,87.5028,190.8269,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,16.3975,0.8300,0.0015,0.0007,0.000002,688,2.8471,0.2291,0.1542,63,211,3244,0.0000,0.0000,0.0034,0.007,0.1033,0.7460,0.4440,0.0534,0.5454,0.0483,0.0000,-0.00015,0.934,0.0409,0.000,0.000,1.25,0.755,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8578,0.0000,0.8985,0.00000,0.05921
