step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,141,0.4681,1773.3,358,70,50,21,4,10,2,36771,37379,38586,0,0,0,1.000,1.000,1.000,53,11,0,0.4880,0.0887,0.9653,0.0570
2000,877,0.5678,6847.6,273,366,312,199,45,50,65,37856,37663,37982,0,0,0,1.000,1.000,1.000,280,67,3,0.3735,0.1150,0.8483,0.0751
3000,1341,0.4825,12011.5,239,532,493,316,79,65,67,32047,31430,33499,0,0,0,1.000,1.000,1.000,399,144,17,0.4955,0.0964,0.7791,0.0549
4000,1591,0.4519,14226.9,238,601,561,429,55,49,55,31547,30982,32288,0,0,0,1.000,1.000,1.000,502,177,21,0.5012,0.0871,0.7563,0.0560
5000,1303,0.4167,11525.4,258,473,476,354,53,53,72,31487,31187,32784,0,0,0,1.000,1.000,1.000,372,119,14,0.5341,0.0912,0.7986,0.0527
6000,1244,0.4695,11695.1,288,474,416,354,58,61,73,33805,32738,32760,0,0,0,1.000,1.000,1.000,366,101,25,0.4753,0.1033,0.7767,0.0602
7000,1105,0.5023,11433.1,307,370,384,351,54,44,63,35729,34629,34392,0,0,0,1.000,1.000,1.000,288,107,25,0.4341,0.1064,0.7595,0.0665
8000,807,0.4461,8404.6,348,277,294,236,54,38,61,38909,37489,36756,0,0,0,1.000,1.000,1.000,210,81,10,0.3634,0.1192,0.7957,0.0824
9000,789,0.5019,8156.2,339,326,280,183,56,46,60,39488,38276,38112,0,0,0,1.000,1.000,1.000,251,85,12,0.3383,0.1304,0.7969,0.0937
10000,573,0.4607,6002.0,412,252,166,155,43,42,64,38679,38649,38431,0,0,0,1.000,1.000,1.000,196,52,5,0.3986,0.1058,0.8458,0.0790
11000,421,0.5202,4122.8,505,204,114,103,33,36,57,40829,40515,39429,0,0,0,1.000,1.000,1.000,172,17,3,0.3707,0.1070,0.8854,0.0943
12000,375,0.4987,4304.8,458,187,101,87,20,37,44,39016,39770,38705,0,0,0,1.000,1.000,1.000,140,29,5,0.4224,0.1165,0.8610,0.0768
13000,286,0.5455,2814.0,507,178,51,57,13,20,36,41887,42397,40774,0,0,0,1.000,1.000,1.000,141,20,1,0.2924,0.1674,0.8675,0.1118
14000,120,0.5750,1370.6,676,86,22,12,5,17,10,41793,42616,40738,0,0,0,1.000,1.000,1.000,78,6,0,0.2214,0.1702,0.8727,0.0990
15000,126,0.5952,1309.0,599,93,22,11,4,16,11,42685,43482,41867,0,0,0,1.000,1.000,1.000,74,5,0,0.1464,0.2618,0.7182,0.1250
16000,53,0.3396,727.1,599,39,10,4,0,9,4,41799,42827,41164,0,0,0,1.000,1.000,1.000,32,2,0,0.2112,0.2664,0.7889,0.1002
17000,219,0.4977,1931.9,347,181,29,9,1,25,9,41466,42840,41630,0,0,0,1.000,1.000,1.000,150,3,0,0.2869,0.1746,0.9085,0.1125
18000,151,0.5497,1892.2,456,96,34,21,2,28,17,41072,42340,41408,0,0,0,1.000,1.000,1.000,81,6,0,0.3430,0.1366,0.9370,0.1015
19000,431,0.4640,4690.2,346,257,121,53,14,57,37,37774,39735,40320,0,0,0,1.000,1.000,1.000,202,29,1,0.4088,0.1098,0.8823,0.0805
20000,700,0.4186,5711.4,313,349,208,143,30,51,72,38285,38703,39044,0,0,0,1.000,1.000,1.000,288,57,4,0.4264,0.0942,0.8559,0.0792
21000,929,0.4306,7933.7,317,434,297,198,37,79,63,34683,35183,37097,0,0,0,1.000,1.000,1.000,341,69,4,0.5074,0.0850,0.8399,0.0595
22000,1080,0.4648,8812.5,327,423,359,298,58,54,80,34621,34973,36534,0,0,0,1.000,1.000,1.000,345,93,26,0.5062,0.0867,0.8403,0.0600
23000,1742,0.4455,13960.1,243,668,691,383,74,67,80,31475,31072,33216,0,0,0,1.000,1.000,1.000,549,195,16,0.4853,0.1008,0.7454,0.0606
24000,1220,0.4754,11802.3,287,409,466,345,35,63,65,33070,32703,34853,0,0,0,1.000,1.000,1.000,308,131,19,0.4859,0.0967,0.7779,0.0610
25000,1056,0.4896,9874.6,318,358,369,329,59,61,65,36189,35002,36319,0,0,0,1.000,1.000,1.000,278,106,18,0.4216,0.1128,0.7898,0.0707
26000,1087,0.4756,10194.9,321,394,415,278,55,73,70,36413,35810,37301,0,0,0,1.000,1.000,1.000,304,105,13,0.3832,0.1286,0.7795,0.0788
27000,1125,0.4702,9938.9,296,452,412,261,59,61,66,36405,35259,37151,0,0,0,1.000,1.000,1.000,361,93,16,0.4172,0.1149,0.7952,0.0727
28000,990,0.5040,9844.9,358,452,304,234,52,49,65,35935,35389,36089,0,0,0,1.000,1.000,1.000,333,69,3,0.4526,0.1000,0.8185,0.0666
29000,1083,0.4940,10593.0,344,394,323,366,50,47,69,35994,35798,36121,0,0,0,1.000,1.000,1.000,314,87,13,0.4072,0.1049,0.7946,0.0718
30000,739,0.5129,7935.5,388,292,274,173,35,51,61,37409,37068,37410,0,0,0,1.000,1.000,1.000,225,74,5,0.4247,0.1038,0.8251,0.0751
31000,678,0.5487,8389.8,395,320,209,149,41,30,42,38507,38671,38489,0,0,0,1.000,1.000,1.000,256,61,12,0.3365,0.1288,0.8077,0.0920
32000,306,0.5752,4196.6,660,169,70,67,18,23,25,41338,41552,40569,0,0,0,1.000,1.000,1.000,132,17,1,0.2911,0.1480,0.8763,0.1117
33000,206,0.6165,3323.8,675,111,68,27,11,38,19,41119,41920,40971,0,0,0,1.000,1.000,1.000,96,15,1,0.2949,0.1548,0.8773,0.1065
34000,206,0.4757,2549.7,583,149,36,21,9,24,17,41033,42364,41309,0,0,0,1.000,1.000,1.000,131,6,0,0.1937,0.2194,0.8187,0.1070
35000,151,0.6490,1935.9,545,104,35,12,4,22,12,42072,43222,42113,0,0,0,1.000,1.000,1.000,96,14,0,0.1489,0.2331,0.7144,0.1259
36000,166,0.4639,2253.3,433,143,16,7,3,15,5,41328,43093,42138,0,0,0,1.000,1.000,1.000,124,3,0,0.1729,0.1985,0.7293,0.1224
37000,103,0.6214,1731.2,656,78,18,7,1,15,7,40801,42704,41981,0,0,0,1.000,1.000,1.000,62,2,0,0.3096,0.1828,0.9518,0.1059
38000,241,0.5892,3476.5,488,174,38,29,5,29,24,39362,41629,41522,0,0,0,1.000,1.000,1.000,146,8,1,0.3470,0.1225,0.9093,0.0977
39000,357,0.4482,6017.4,480,196,111,50,14,57,33,37765,39380,40018,0,0,0,1.000,1.000,1.000,164,42,3,0.3875,0.1011,0.8907,0.0848
40000,632,0.4921,9801.0,434,243,224,165,45,57,62,36238,37665,38720,0,0,0,1.000,1.000,1.000,193,46,3,0.3826,0.1171,0.8369,0.0856
41000,663,0.4495,10925.9,498,291,215,157,47,44,51,35923,36289,37798,0,0,0,1.000,1.000,1.000,230,54,10,0.4194,0.0997,0.8455,0.0805
42000,924,0.4654,15006.0,413,408,323,193,63,66,68,33600,33933,35929,0,0,0,1.000,1.000,1.000,327,90,4,0.4330,0.0981,0.7912,0.0770
43000,944,0.4820,16248.6,448,360,364,220,53,86,81,33365,32972,35096,0,0,0,1.000,1.000,1.000,274,84,5,0.4255,0.1075,0.7797,0.0754
44000,928,0.5054,16390.2,454,352,322,254,56,61,90,33611,32973,34297,0,0,0,1.000,1.000,1.000,270,89,11,0.4249,0.1048,0.7749,0.0730
45000,1010,0.4762,16893.1,440,371,358,281,51,66,86,32520,32151,33423,0,0,0,1.000,1.000,1.000,287,84,13,0.4309,0.1089,0.7534,0.0720
46000,954,0.5084,15758.3,432,375,318,261,48,54,90,33320,32111,34032,0,0,0,1.000,1.000,1.000,302,103,15,0.4124,0.1104,0.7645,0.0711
47000,883,0.4870,16769.3,449,354,318,211,63,61,53,32556,32106,33018,0,0,0,1.000,1.000,1.000,289,87,8,0.4418,0.1008,0.7738,0.0696
48000,746,0.5442,14678.6,491,279,289,178,47,55,47,33805,33053,34895,0,0,0,1.000,1.000,1.000,222,77,4,0.4277,0.1109,0.8028,0.0698
49000,583,0.5129,12003.9,502,219,214,150,39,51,48,35284,35040,35345,0,0,0,1.000,1.000,1.000,172,66,3,0.4279,0.1129,0.8213,0.0725
50000,493,0.5436,10953.3,551,192,186,115,25,42,36,37194,36844,36929,0,0,0,1.000,1.000,1.000,153,49,5,0.3781,0.1090,0.8400,0.0847
51000,320,0.5375,8597.2,672,120,119,81,16,41,34,37507,37945,37666,0,0,0,1.000,1.000,1.000,101,22,0,0.4008,0.1030,0.8705,0.0805
52000,221,0.5701,6660.3,686,112,62,47,12,22,29,38041,39258,38772,0,0,0,1.000,1.000,1.000,96,10,2,0.3992,0.1194,0.8950,0.0839
53000,180,0.5389,5265.0,808,105,40,35,12,23,22,39814,41058,40341,0,0,0,1.000,1.000,1.000,90,4,2,0.2999,0.1824,0.8816,0.1052
