step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange
100000,2.00,36,0,0,0,1,0,1.00,20,0.000,3566,0.00,238.48,58.84,186,1,0,0,1.00,1.00,1.00,1,1,1,32.2,1.602,1,2.000,0.973,6,1.000,21,73.91,-51.00,0,0.0000,0.927,0.0000
100000,4.00,36,0,2,0,0,0,1.00,18,0.500,3087,0.00,219.10,133.24,271,0,0,0,1.00,1.00,1.00,1,1,2,11.7,0.239,2,2.000,0.965,6,1.000,7,48.55,-46.25,0,0.0000,0.903,0.0000
100000,36.00,36,0,4,0,14,0,1.00,2,0.111,2982,0.91,178.76,17.46,262,1,0,0,1.00,1.00,1.00,3,6,5,28.9,28.823,18,2.000,0.969,6,1.000,8,22.25,-22.25,0,0.0000,0.676,0.0000
100000,46.00,36,0,10,0,13,0,1.00,2,0.217,2733,1.37,194.99,117.16,277,1,0,0,1.00,1.00,1.00,5,6,5,26.8,70.963,23,2.000,0.945,6,1.000,7,22.27,-19.50,0,0.0000,0.906,0.0000
100000,6.00,25,0,1,0,2,0,1.00,12,0.167,2385,0.01,100.73,91.19,262,2,0,0,1.00,1.00,1.00,1,1,3,40.3,2.145,3,2.000,0.976,5,1.000,4,37.25,-0.25,0,0.0000,0.741,0.0000
100000,58.00,49,0,7,0,22,0,1.00,2,0.121,2304,0.00,147.12,9.67,281,0,0,0,1.00,1.00,1.00,6,6,7,15.4,9.793,29,2.000,0.967,7,1.000,3,33.11,-26.00,0,0.0000,0.915,0.0000
100000,56.00,36,0,13,0,15,0,1.00,0,0.232,2173,1.42,146.92,82.77,280,2,1,0,1.00,1.00,1.00,6,6,6,44.1,74.848,28,2.000,0.934,6,1.000,7,18.72,-10.50,0,0.0000,0.912,0.0000
100000,24.00,36,0,4,0,8,0,1.00,6,0.167,2172,0.80,134.07,51.15,277,1,0,0,1.00,1.00,1.00,4,5,4,33.7,14.933,12,2.000,0.945,6,1.000,4,22.86,-22.25,0,0.0000,0.906,0.0000
100000,16.00,36,0,3,0,5,0,1.00,12,0.188,2164,1.09,131.27,4.09,186,2,1,0,1.00,1.00,1.00,2,2,4,58.2,32.562,8,2.000,0.973,6,1.000,0,55.75,55.75,0,0.0000,0.927,0.0000
100000,26.00,25,0,5,0,8,0,1.00,2,0.192,2089,0.00,91.63,8.56,262,2,0,0,1.00,1.00,1.00,3,5,4,40.2,11.366,13,2.000,0.973,5,1.000,0,43.89,40.25,0,0.0000,0.742,0.0000
100000,82.00,49,0,29,0,12,0,1.00,0,0.354,2088,0.00,113.26,109.63,259,2,0,0,1.00,1.00,1.00,6,7,7,45.2,9.352,41,2.000,0.976,7,1.000,1,40.49,11.75,0,0.0000,0.892,0.0000
100000,26.00,36,0,6,0,7,0,1.00,6,0.231,2061,0.00,165.14,14.91,262,0,0,0,1.00,1.00,1.00,2,5,4,14.7,31.886,13,2.000,0.971,6,1.000,4,5.62,-3.00,0,0.0000,0.790,0.0000
100000,60.00,36,0,12,0,18,0,1.00,0,0.200,2035,2.24,211.77,35.38,277,2,0,0,1.00,1.00,1.00,6,6,6,38.6,108.595,30,2.000,0.938,6,1.000,0,26.86,-24.50,0,0.0000,0.887,0.0000
100000,31.98,25,0,7,0,9,0,1.00,0,0.219,1992,0.00,115.05,6.21,262,2,0,0,1.00,1.00,1.00,3,5,5,61.0,45.405,16,1.999,0.978,5,1.000,1,30.58,4.50,0,0.0000,0.608,0.0000
100000,68.00,36,0,15,0,19,0,1.00,0,0.221,1980,0.11,142.76,145.10,271,1,2,0,1.00,1.00,1.00,4,6,6,26.0,120.824,34,2.000,0.976,6,1.000,2,54.01,-9.00,0,0.0000,0.828,0.0000
100000,40.00,36,0,11,0,9,0,1.00,4,0.275,1964,3.23,161.70,55.12,279,1,0,0,1.00,1.00,1.00,3,6,4,27.0,88.106,20,2.000,0.927,6,1.000,2,60.13,-47.00,0,0.0000,0.839,0.0000
100000,20.00,36,0,3,0,7,0,1.00,8,0.150,1956,1.41,191.72,44.64,280,1,0,0,1.00,1.00,1.00,2,5,3,29.1,54.507,10,2.000,0.934,6,1.000,2,17.78,-8.25,0,0.0000,0.912,0.0000
