step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest
10000,1710,1.162,1.365,11.06,105444,89070,0,15627,519,1543232,1034163.4,809778.3,0.217,0.435,0.192,0.156,101,30.75,14.55,1.36,3.29,8.14,6.13,0.81,1.86,12.19,8.03,0.49,1.24,0.259,0.154,1224,0.025,0.057,0.929,0.002,0.012,215174,175969,5,0.584,0.290,0.311,5100858,0.276,2.712,0.153,85.08,78405,224,0.525,0.199,0.278,6974938,1.43,1.71,0.356,0.568,0.150,12.0,28.5,50.0,113.9,38495,0.147,0.00,0.0050,0.066,420,0.539,0.000,0.351,0.523,3.96,4.94,5.00,0.60,0.183,1.50,1.16,1.56,0.583,0.00346,75.55,45.8820,559.08,101621.0,140496.8,0.102,35.5589,211.414,0.000,1.000,0.036,58.9,85.496,93.757,3210,19791.0,23.52,92.742,6.06,25.815,843.7,9.017,0.134,2.00,7.8421,13410.0,0.5074,0.3544,22.51,1.371,0.425,1.5414,0.0000,0.324,0.210,0.193,0.0000,5.40,0.66,9,24,36,55,80.8671,0.0108,0.4877,0.0000,0.0000,41.8549,100.00,67.9655,266.2705,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,24.1394,0.7952,0.0035,0.0014,0.000004,0,0.1898,0.0380,0.0155,58,179,478,0.0000,0.0000,0.0108,0.035,4.7242,0.0136,1.6885,0.0216,0.3347,0.1016,0.0000,0.00021,0.404,0.0317,0.806,0.131,0.75,0.311,0.609,0.017,0.2389,0.064,0.542,1.0597,0.9840,1.4846,1.8397,0.08826,0.04185
20000,1522,1.165,1.258,7.49,24093,23006,0,1229,37,180616,302831.4,92295.1,0.157,0.636,0.107,0.100,161,28.79,11.48,0.46,1.87,8.97,7.22,1.71,2.36,13.86,7.55,0.04,0.35,0.299,0.184,983,0.047,0.089,0.899,0.001,0.011,26916,22549,1,1.000,0.000,0.547,4235430,0.284,2.640,0.143,28.78,9568,363,0.511,0.214,0.162,2306471,1.11,1.35,0.440,0.514,0.013,13.6,28.4,44.0,81.0,38065,0.145,0.00,0.0014,0.084,408,0.467,0.000,0.245,0.228,4.21,5.16,5.20,0.30,0.095,1.12,1.07,1.13,0.478,0.00161,10.72,4.1351,424.70,104994.5,140496.8,0.007,4.9953,61.875,0.000,1.000,0.173,55.4,28.758,29.583,2938,18426.4,14.11,24.000,5.46,4.633,680.4,1.397,0.136,2.00,8.0090,12189.7,0.4349,0.3785,25.01,1.165,0.083,0.4586,0.0000,0.434,0.057,0.139,0.0000,5.52,0.57,12,25,36,68,27.1683,0.0065,0.4599,0.0000,0.0000,11.9356,100.00,94.0257,162.1636,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,19.0610,0.8136,0.0031,0.0014,0.000002,9,0.2317,0.0315,0.0356,61,183,651,0.0000,0.0000,0.0042,0.011,0.3773,0.0364,0.1756,0.0237,0.4002,0.0511,0.0000,0.00017,0.007,0.0000,0.825,0.122,1.64,0.547,0.542,0.004,0.0229,0.025,0.350,0.6388,0.7441,0.8454,1.2900,0.09625,0.09101
30000,2148,1.302,2.010,20.16,94463,75880,0,17937,20,1615948,940636.2,783303.2,0.062,0.812,0.065,0.061,99,31.00,17.94,0.50,2.35,7.38,5.64,0.25,1.68,7.15,5.69,0.02,0.21,0.241,0.131,1634,0.015,0.041,0.936,0.004,0.019,144043,104870,3,0.240,0.660,0.059,2629215,0.193,3.208,0.236,87.40,68641,273,0.485,0.164,0.337,14091026,1.18,2.55,0.201,0.663,0.007,10.0,29.9,50.0,243.2,32808,0.125,0.00,0.0061,0.080,568,0.606,0.000,0.491,0.373,3.09,4.07,4.18,0.16,0.080,1.17,1.17,1.19,0.631,0.00499,68.26,30.3563,668.16,88193.1,140496.8,0.000,29.6477,203.009,0.000,1.000,0.006,55.1,82.066,95.863,4549,29976.6,16.10,79.559,5.42,25.990,1287.5,9.455,0.135,2.00,7.0748,15196.7,0.7027,0.3829,15.27,1.984,0.045,1.5414,0.0000,0.015,0.032,0.000,0.0000,4.77,0.93,5,15,25,79,73.4097,0.0005,0.4334,0.0000,0.0000,43.4292,100.00,67.8539,276.2930,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,27.4576,0.7112,0.0029,0.0012,0.000006,0,0.1883,0.0209,0.0176,59,200,573,0.0000,0.0000,0.0014,0.004,3.9371,0.0113,1.5764,0.0228,0.2910,0.1238,0.0000,0.00049,0.029,0.0005,0.251,0.121,0.19,0.059,0.420,0.006,0.2066,0.027,0.583,0.9319,1.0174,1.6812,1.7658,0.05755,0.05435
40000,1584,1.573,2.079,27.25,31388,26684,0,5095,166,346591,327862.2,187635.1,0.052,0.818,0.061,0.069,124,47.57,33.45,1.34,3.99,9.13,9.53,0.21,1.35,11.86,10.30,0.02,0.20,0.193,0.121,1288,0.024,0.057,0.908,0.002,0.033,35671,24626,4,0.450,0.274,0.042,964887,0.134,3.264,0.242,30.87,23145,311,0.541,0.222,0.225,3737327,1.42,3.33,0.107,0.655,0.008,12.0,40.0,92.0,290.0,35723,0.136,0.00,0.0017,0.096,361,0.442,0.000,0.314,0.205,4.05,4.91,5.15,0.43,0.160,1.29,1.50,1.45,0.458,0.00294,9.39,6.2773,751.36,85859.8,140496.8,0.576,10.3253,68.569,0.000,1.000,0.024,53.2,29.582,31.972,4640,30758.9,25.16,27.126,4.98,9.269,1512.6,2.126,0.136,1.99,10.4306,16522.1,0.7329,0.4538,22.55,2.000,0.001,0.4586,0.0000,0.010,0.020,0.000,0.0000,5.86,1.61,6,19,42,104,26.2421,0.0001,0.4419,0.0000,0.0000,11.9816,100.00,82.5263,176.8491,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,13.0547,0.7029,0.0027,0.0012,0.000005,7,0.1305,0.0372,0.0243,54,193,674,0.0000,0.0000,0.0101,0.020,0.7760,0.0103,0.3369,0.0328,0.4314,0.0770,0.0000,-0.00015,0.003,0.0000,0.273,0.061,0.18,0.042,0.402,0.006,0.0321,0.019,0.746,0.8016,1.0811,1.2518,1.6377,0.04029,0.06070
50000,1930,1.136,1.870,33.36,85419,69900,0,14504,572,1034519,987368.2,577366.2,0.014,0.768,0.107,0.110,76,40.83,19.19,0.20,1.34,8.41,6.18,0.01,0.40,11.60,7.97,0.01,0.12,0.208,0.122,1174,0.054,0.057,0.933,0.003,0.007,121268,80487,11,0.313,0.384,0.003,358390,0.130,3.116,0.216,89.82,81492,271,0.558,0.212,0.104,14776722,1.07,1.21,0.464,0.458,0.004,18.0,40.0,68.0,192.0,39024,0.149,0.00,0.0044,0.077,486,0.636,0.000,0.289,0.329,3.63,4.58,4.67,0.08,0.033,1.08,1.07,1.07,0.652,0.00441,66.12,26.6663,632.90,80229.6,140496.8,0.032,33.7410,205.178,0.000,1.000,0.014,72.3,88.013,98.659,4268,27650.7,15.09,84.157,5.18,32.495,1289.5,10.775,0.133,2.01,13.3648,25794.0,0.8806,0.4200,20.22,2.000,0.000,1.5414,0.0000,0.001,0.004,0.000,0.0000,4.93,0.88,9,20,34,96,81.4606,0.0010,0.5492,0.0000,0.0000,44.0562,100.00,55.1638,286.8961,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,20.0161,0.7268,0.0025,0.0010,0.000005,97,1.1895,0.1611,0.0309,58,207,653,0.0000,0.0000,0.0147,0.032,3.1390,0.2188,1.3635,0.0560,0.2854,0.1063,0.0000,-0.00055,0.354,0.0094,0.836,0.403,0.01,0.003,0.305,0.012,0.0842,0.039,0.829,1.0552,1.1165,1.8547,2.0657,0.06815,0.04923
60000,1699,1.389,1.673,34.26,21595,20068,0,1531,61,149401,334088.0,89089.3,0.013,0.732,0.124,0.131,132,41.53,19.33,0.12,0.97,7.99,6.14,0.03,0.96,12.51,8.28,0.02,0.21,0.195,0.106,826,0.082,0.081,0.909,0.001,0.009,21762,15900,7,0.316,0.101,0.004,71869,0.134,2.981,0.193,31.26,16698,239,0.596,0.298,0.079,3413255,1.04,1.02,0.605,0.378,0.011,22.0,40.0,52.0,200.0,35094,0.134,0.00,0.0016,0.094,444,0.498,0.000,0.142,0.165,3.53,4.58,4.64,0.07,0.024,1.06,1.03,1.04,0.506,0.00177,9.29,6.1045,444.65,85582.1,140496.8,0.676,9.3254,66.254,0.000,1.000,0.012,57.1,30.981,32.916,3825,24875.3,12.66,27.442,4.93,8.509,1020.0,2.036,0.132,2.01,13.9351,23675.7,0.8807,0.3766,20.66,2.000,0.000,0.4586,0.0000,0.001,0.006,0.000,0.0000,4.86,0.93,11,20,25,100,28.9633,0.0012,0.4820,0.0000,0.0000,12.0844,100.00,81.2683,182.4764,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,13.3216,0.7574,0.0023,0.0010,0.000002,166,0.9822,0.1160,0.0653,75,217,878,0.0000,0.0000,0.0067,0.015,0.2418,0.2167,0.2190,0.0318,0.4080,0.0429,0.0000,0.00007,0.112,0.0023,0.939,0.449,0.01,0.004,0.287,0.011,0.0460,0.031,0.812,0.8294,0.9149,1.4541,1.4608,0.06668,0.06896
70000,2087,1.019,1.460,34.43,65188,59233,0,4909,51,444351,978126.8,300002.0,0.008,0.777,0.112,0.103,90,34.99,15.79,0.20,1.35,6.75,4.39,0.00,0.02,10.34,6.50,0.02,0.18,0.199,0.106,1043,0.069,0.069,0.920,0.000,0.011,77696,54218,10,0.443,0.154,0.000,68770,0.142,2.798,0.168,90.30,55490,207,0.675,0.280,0.060,13820655,1.07,0.89,0.574,0.424,0.011,16.0,32.0,50.0,144.0,36094,0.138,0.00,0.0045,0.096,570,0.601,0.000,0.194,0.239,3.21,4.24,4.24,0.05,0.022,1.09,1.05,1.07,0.608,0.00333,65.83,22.0066,721.73,82733.5,140496.8,0.025,20.2503,198.557,0.000,1.000,0.011,69.1,90.898,101.194,3433,21329.6,17.17,80.865,4.70,21.132,817.1,9.003,0.133,2.01,14.4603,30178.7,1.0987,0.3660,17.29,2.000,0.000,1.5414,0.0000,0.002,0.007,0.000,0.0000,4.46,0.70,8,16,25,72,86.3995,0.0042,0.5443,0.0000,0.0000,44.1681,100.00,57.7075,296.9936,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,31.0807,0.7798,0.0021,0.0009,0.000004,607,3.5023,0.2286,0.0645,74,214,833,0.0000,0.0000,0.0019,0.004,0.6305,0.7087,0.7027,0.0580,0.3282,0.0870,0.0000,-0.00021,0.095,0.0023,0.934,0.460,0.00,0.000,0.260,0.008,0.0618,0.023,0.799,0.7521,0.8994,1.6327,1.6695,0.03669,0.04978
80000,1809,1.222,1.559,33.57,21139,19922,0,1136,9,103528,326604.0,77677.3,0.008,0.679,0.181,0.132,135,35.40,17.96,0.17,1.08,6.74,4.68,0.00,0.09,10.63,8.07,0.02,0.22,0.194,0.106,830,0.087,0.103,0.887,0.000,0.010,20300,15162,9,0.259,0.083,0.002,11883,0.169,2.882,0.178,31.15,15791,245,0.750,0.312,0.061,3109874,1.06,0.60,0.637,0.358,0.012,20.0,32.0,50.0,338.0,31721,0.121,0.00,0.0017,0.093,407,0.454,0.000,0.105,0.138,3.16,4.23,4.24,0.07,0.027,1.08,1.04,1.06,0.459,0.00145,9.47,7.1115,419.17,86672.7,140496.8,0.606,8.9281,64.989,0.000,1.000,0.020,55.0,29.967,32.814,3630,22978.3,19.75,26.736,4.39,7.347,990.1,1.781,0.137,2.00,13.6745,24737.1,1.0204,0.3890,17.54,2.000,0.000,0.4586,0.0000,0.002,0.015,0.000,0.0000,4.39,0.75,10,16,25,169,28.4299,0.0012,0.4804,0.0000,0.0000,11.9905,100.00,81.9432,181.6976,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,14.5680,0.7703,0.0020,0.0010,0.000002,350,1.3546,0.1354,0.0839,73,211,1096,0.0000,0.0000,0.0009,0.002,0.1256,0.2811,0.2284,0.0326,0.4482,0.0426,0.0000,0.00026,0.149,0.0036,0.901,0.400,0.00,0.002,0.269,0.010,0.0584,0.031,0.772,0.8466,1.0165,1.8514,1.7775,0.06034,0.06639
90000,2272,0.923,1.362,32.82,67878,62993,0,3483,23,326031,957745.2,259813.8,0.006,0.746,0.131,0.117,99,28.66,9.65,0.11,0.97,5.13,3.45,0.00,0.02,8.97,4.30,0.01,0.13,0.184,0.104,950,0.222,0.078,0.905,0.000,0.016,75517,56991,11,0.636,0.048,0.000,8773,0.140,2.697,0.156,89.57,51506,217,0.797,0.278,0.033,12946273,1.05,0.72,0.588,0.410,0.006,14.0,32.0,32.0,98.0,32299,0.123,0.00,0.0047,0.098,608,0.545,0.000,0.165,0.194,2.87,3.88,3.89,0.03,0.012,1.06,1.04,1.05,0.550,0.00293,64.32,22.9099,786.54,82202.1,140496.8,0.011,18.6099,195.167,0.000,1.000,0.007,63.9,88.579,100.746,3245,19750.1,16.38,79.125,4.21,18.070,722.5,8.027,0.135,2.01,14.3106,32513.7,1.3004,0.3624,14.22,2.000,0.000,1.5414,0.0000,0.001,0.004,0.000,0.0000,4.06,0.29,7,16,16,49,84.7561,0.0091,0.5163,0.0000,0.0000,44.5013,100.00,57.1358,295.3965,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,36.0734,0.7911,0.0021,0.0009,0.000004,916,4.0990,0.2654,0.0707,65,199,877,0.0000,0.0000,0.0004,0.001,0.3779,0.7766,0.7153,0.0717,0.3758,0.0925,0.0000,0.00011,0.093,0.0029,0.947,0.415,0.00,0.000,0.256,0.006,0.0652,0.019,0.758,0.7397,0.9793,1.7119,1.5881,0.03376,0.04428
100000,1893,1.050,1.340,32.51,21683,20903,0,632,3,78400,327047.7,73761.9,0.008,0.672,0.185,0.135,156,30.72,11.68,0.08,0.90,5.42,3.86,0.00,0.00,9.77,5.39,0.01,0.14,0.181,0.104,690,0.257,0.092,0.892,0.001,0.015,20018,16009,4,0.795,0.114,0.000,1729,0.271,2.686,0.152,31.14,15270,275,0.941,0.285,0.071,2987482,1.04,0.62,0.659,0.340,0.003,18.0,32.0,32.0,162.0,28917,0.110,0.00,0.0018,0.077,466,0.412,0.000,0.111,0.117,2.90,3.97,3.98,0.02,0.007,1.04,1.04,1.03,0.416,0.00130,9.58,8.3652,422.02,91021.0,140496.8,0.255,8.7569,65.195,0.000,1.000,0.018,54.6,29.674,32.675,3161,19551.9,23.32,26.803,4.11,6.409,771.9,1.637,0.137,1.99,12.8458,24317.2,1.0462,0.3817,15.28,2.000,0.000,0.4586,0.0000,0.002,0.005,0.000,0.0000,4.13,0.45,9,16,16,81,28.3655,0.0042,0.4897,0.0000,0.0000,12.0046,100.00,83.3501,174.7092,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,15.7541,0.7985,0.0020,0.0009,0.000002,524,1.6541,0.1067,0.0957,66,203,1355,0.0000,0.0000,0.0004,0.000,0.0775,0.3111,0.2499,0.0269,0.4870,0.0442,0.0000,0.00027,0.143,0.0041,0.918,0.400,0.00,0.000,0.293,0.029,0.0671,0.076,0.706,0.7239,1.0573,1.8376,1.6130,0.03706,0.05196
