step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest
10000,742,1.000,1.250,7.95,46062,43358,0,2899,504,427969,618553.9,255141.0,0.189,0.563,0.170,0.078,156,29.67,15.63,3.72,5.48,8.35,5.19,0.43,2.31,11.18,7.33,1.63,1.44,0.288,0.146,488,0.167,0.055,0.926,0.000,0.019,89427,79612,3,0.751,0.154,0.057,3107075,0.253,2.593,0.131,45.52,29524,300,0.596,0.246,0.194,3932716,2.27,6.30,0.075,0.659,0.580,12.1,29.2,49.8,112.6,17569,0.067,0.00,0.0075,0.112,218,0.514,0.000,0.485,0.513,4.26,5.80,4.61,1.79,0.616,2.68,1.44,2.51,0.533,0.00589,53.44,19.4941,209.67,111830.3,140215.1,0.104,20.9015,117.910,0.000,1.000,0.035,27.6,54.478,68.840,2618,17200.3,12.25,50.712,6.77,18.680,1029.8,5.541,0.137,1.99,9.0233,6695.3,0.5267,0.3265,23.68,1.096,0.171,1.5299,0.0000,0.480,0.086,0.260,0.0000,6.78,0.54,9,24,36,64,51.3036,0.0031,0.4906,0.0000,0.0000,46.9079,100.00,86.6868,165.9409,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,86.0148,0.8692,0.0035,0.0016,0.000007,2,0.1719,0.0377,0.0255,60,193,508,0.0000,0.0000,0.0317,0.122,1.5290,0.0144,0.5003,0.0202,0.3489,0.1698,0.0000,0.00141,0.902,0.0170,0.003,0.001,0.32,0.057,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8845,0.0000,1.3544,0.00000,0.07764
20000,749,1.190,0.949,10.28,10969,10498,0,420,24,71208,166890.3,41819.2,0.104,0.733,0.110,0.053,213,32.51,14.45,0.07,0.65,10.04,5.95,1.13,2.14,11.81,7.20,0.01,0.15,0.296,0.127,487,0.035,0.111,0.876,0.001,0.012,10432,8899,3,0.541,0.029,0.295,336529,0.254,2.271,0.097,15.23,3780,494,0.587,0.257,0.166,1131170,1.02,2.81,0.319,0.522,0.004,12.6,35.0,50.5,74.2,17264,0.066,0.00,0.0019,0.132,182,0.364,0.000,0.402,0.150,4.07,5.13,5.11,0.04,0.012,1.02,1.02,1.02,0.372,0.00279,6.97,1.9762,279.02,114368.0,140215.1,0.000,4.9312,33.215,0.000,1.000,0.063,25.1,15.510,20.053,1972,12664.8,30.18,11.508,5.87,4.956,589.0,1.053,0.135,1.99,11.8858,8902.5,0.6914,0.4495,23.05,1.436,0.191,0.4701,0.0000,0.607,0.066,0.951,0.0000,5.82,0.76,9,25,36,49,14.2117,0.0066,0.4566,0.0000,0.0000,12.5831,100.00,101.0404,90.3862,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,37.2729,0.9028,0.0026,0.0012,0.000003,20,0.2088,0.0935,0.0461,61,190,822,0.0000,0.0000,0.0098,0.017,0.2493,0.0404,0.1115,0.0481,0.4546,0.0922,0.0000,-0.00053,0.829,0.0356,0.003,0.000,1.08,0.295,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7364,0.0000,1.0153,0.00000,0.11430
30000,902,1.136,0.980,12.26,48455,39474,0,8774,51,750901,548839.2,356676.3,0.082,0.749,0.141,0.028,145,39.84,20.11,0.69,2.93,9.88,6.95,1.71,2.53,14.00,10.09,0.06,0.42,0.246,0.125,718,0.019,0.050,0.936,0.000,0.014,63780,45468,9,0.223,0.285,0.484,4919558,0.167,2.316,0.102,48.91,28838,326,0.475,0.172,0.178,5207012,1.15,2.80,0.252,0.635,0.022,14.5,40.4,63.9,151.2,23705,0.090,0.00,0.0043,0.113,194,0.458,0.000,0.489,0.300,4.35,5.34,5.44,0.31,0.100,1.14,1.18,1.15,0.481,0.00973,49.79,13.0580,241.89,112636.9,140215.1,0.000,21.4265,114.288,0.000,1.000,0.067,39.2,48.140,71.743,2020,13260.3,15.86,40.655,5.59,20.828,713.4,6.157,0.134,1.99,10.8056,9746.6,0.5749,0.3927,26.28,1.560,0.342,1.5299,0.0000,0.698,0.162,0.919,0.0000,6.09,0.91,11,25,44,81,42.0519,0.0032,0.5277,0.0000,0.0000,47.6362,100.00,85.7983,174.3331,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,83.5025,0.8981,0.0028,0.0012,0.000015,3,0.1483,0.0455,0.0228,58,188,614,0.0000,0.0000,0.0107,0.024,1.7887,0.0129,0.7379,0.0322,0.3854,0.2283,0.0000,0.00135,0.819,0.0253,0.091,0.009,1.63,0.484,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9937,0.0000,1.3877,0.00000,0.07795
40000,579,1.303,1.116,14.93,7606,7341,0,569,1,81404,157155.1,47765.3,0.056,0.800,0.134,0.010,210,41.26,16.52,0.22,1.56,9.56,5.15,2.75,3.08,12.05,7.28,0.01,0.12,0.227,0.096,436,0.048,0.098,0.893,0.000,0.009,7608,5897,4,0.491,0.036,0.687,1833069,0.207,2.414,0.114,15.01,3881,553,0.587,0.216,0.150,789028,1.05,2.13,0.377,0.608,0.002,17.0,45.0,58.9,103.2,14234,0.054,0.00,0.0023,0.128,153,0.272,0.000,0.318,0.181,4.21,5.13,5.15,0.17,0.057,1.05,1.04,1.05,0.281,0.00471,6.67,2.0275,166.45,111790.3,140215.1,0.000,4.7974,31.677,0.000,1.000,0.037,20.9,14.765,19.476,2327,14956.8,11.88,10.619,5.75,4.641,758.7,0.977,0.137,2.00,15.3514,8888.5,0.8185,0.4770,24.58,1.788,0.201,0.4701,0.0000,0.728,0.159,0.988,0.0000,5.67,0.67,10,25,36,64,13.1965,0.0016,0.4646,0.0000,0.0000,12.6234,100.00,101.2029,91.2529,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,38.0735,0.8864,0.0021,0.0010,0.000006,18,0.2385,0.1209,0.0667,67,227,979,0.0000,0.0000,0.0012,0.004,0.1226,0.0454,0.0751,0.0345,0.5519,0.1035,0.0000,-0.00009,0.805,0.0309,0.000,0.000,2.55,0.687,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7429,0.0000,0.8950,0.00000,0.11106
50000,881,1.290,1.914,34.30,65262,49067,0,15886,3,932797,588754.9,469968.3,0.054,0.793,0.145,0.008,97,43.79,20.90,0.01,0.30,10.50,6.54,2.89,4.58,9.92,9.22,0.00,0.00,0.239,0.114,615,0.078,0.034,0.961,0.001,0.003,85386,53407,0,0.000,1.000,0.641,11176392,0.240,3.145,0.213,52.71,57051,269,0.504,0.233,0.222,6285789,1.01,1.46,0.498,0.502,0.000,20.0,44.0,69.0,196.0,20552,0.078,0.00,0.0067,0.142,198,0.415,0.000,0.394,0.275,3.94,4.88,4.97,0.01,0.001,1.01,1.01,1.01,0.440,0.01052,49.68,14.9985,274.49,94666.3,140215.1,0.000,30.1071,126.137,0.000,1.000,0.000,36.3,50.538,74.009,3977,27482.6,12.58,44.974,4.98,29.652,1757.1,7.809,0.135,2.00,13.9000,12245.9,0.7265,0.4347,23.33,2.000,0.012,1.5299,0.0000,0.870,0.110,0.986,0.0000,5.29,1.02,10,25,36,98,43.6079,0.0003,0.5187,0.0000,0.0000,47.4191,100.00,76.2175,182.6029,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,71.2069,0.7869,0.0028,0.0012,0.000014,4,0.1763,0.1328,0.0171,46,168,578,0.0000,0.0000,0.0001,0.000,1.4511,0.0132,0.6472,0.0159,0.4339,0.2891,0.0000,0.00110,0.373,0.0107,0.000,0.000,2.42,0.641,0.000,0.000,0.0000,0.000,0.000,0.0000,1.3348,0.0000,1.8979,0.00000,0.06634
60000,834,1.433,1.661,35.10,9770,9171,0,594,0,72133,195972.4,43651.4,0.065,0.752,0.169,0.014,163,55.97,32.22,0.19,1.61,9.68,7.53,2.85,4.33,16.51,12.93,0.03,0.33,0.178,0.095,629,0.028,0.076,0.906,0.002,0.016,8813,6162,4,0.330,0.215,0.701,2752724,0.286,2.914,0.177,17.86,7757,407,0.605,0.286,0.061,1151212,1.03,0.78,0.552,0.448,0.010,26.0,48.0,94.0,288.0,24377,0.093,0.00,0.0014,0.108,206,0.361,0.000,0.174,0.138,4.60,5.44,5.47,0.08,0.023,1.06,1.01,1.03,0.369,0.00307,6.71,3.1856,335.35,98129.1,140215.1,0.000,10.5011,37.577,0.000,1.000,0.000,41.6,17.724,23.369,3595,23292.5,17.51,15.048,5.87,10.017,1397.6,1.422,0.136,2.00,15.2393,12709.5,0.7061,0.4243,29.23,2.000,0.002,0.4701,0.0000,0.783,0.203,0.896,0.0000,5.65,1.20,15,25,49,144,16.0828,0.0010,0.5480,0.0000,0.0000,12.5982,100.00,89.7339,109.5538,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,29.8259,0.8229,0.0022,0.0010,0.000004,52,0.4931,0.1115,0.0708,70,221,910,0.0000,0.0000,0.0000,0.000,0.0941,0.1108,0.0888,0.0360,0.5106,0.0567,0.0000,0.00012,0.440,0.0136,0.011,0.001,2.34,0.701,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9287,0.0000,1.3461,0.00000,0.07128
70000,817,1.194,1.571,36.14,32763,30474,0,2133,2,261215,595368.5,153932.4,0.045,0.737,0.210,0.008,114,52.44,24.01,0.00,0.03,9.52,6.17,2.94,3.40,15.23,9.43,0.00,0.00,0.183,0.094,606,0.021,0.049,0.944,0.000,0.007,34195,22682,5,0.487,0.234,0.804,9227048,0.293,2.882,0.171,53.07,28029,302,0.589,0.304,0.040,4896670,1.00,0.94,0.554,0.446,0.000,26.0,48.0,72.0,192.0,22624,0.086,0.00,0.0048,0.137,257,0.490,0.000,0.223,0.193,4.49,5.34,5.34,0.00,0.000,1.00,1.00,1.00,0.498,0.00702,48.55,11.3318,464.38,96126.6,140215.1,0.000,24.9834,116.344,0.000,1.000,0.001,39.0,54.258,80.352,3270,22035.8,13.73,45.882,5.78,26.373,1319.4,6.966,0.133,2.00,20.1661,16475.7,0.9450,0.3705,27.69,2.000,0.000,1.5299,0.0000,0.859,0.128,0.982,0.0000,5.58,0.98,14,25,36,99,50.1957,0.0019,0.5581,0.0000,0.0000,47.8483,100.00,74.6199,196.5110,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,74.8219,0.8289,0.0024,0.0011,0.000009,171,1.5972,0.2399,0.0602,68,220,767,0.0000,0.0000,0.0001,0.000,0.3014,0.3933,0.2999,0.0624,0.4150,0.1309,0.0000,-0.00037,0.758,0.0244,0.000,0.000,2.64,0.804,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8733,0.0000,1.2593,0.00000,0.05848
80000,835,1.306,1.552,36.40,8413,8043,0,208,0,39466,195685.4,32364.3,0.067,0.763,0.157,0.013,165,56.43,29.19,0.13,1.50,8.44,6.92,3.91,5.68,17.56,12.23,0.02,0.30,0.154,0.092,601,0.038,0.091,0.884,0.001,0.024,6438,4611,7,0.323,0.108,0.788,3177587,0.349,2.857,0.165,18.28,6367,237,0.820,0.380,0.040,1101292,1.02,0.69,0.594,0.398,0.004,29.0,48.0,94.0,236.0,25083,0.096,0.00,0.0013,0.113,225,0.352,0.000,0.152,0.098,4.63,5.48,5.50,0.05,0.013,1.04,1.02,1.02,0.356,0.00263,6.67,4.1656,361.81,97987.8,140215.1,0.000,10.0500,37.108,0.000,1.000,0.000,42.5,17.432,24.404,3283,21689.2,21.99,14.999,5.84,9.019,1300.2,1.361,0.138,1.98,17.6334,14723.9,0.7897,0.3685,30.04,2.000,0.002,0.4701,0.0000,0.871,0.115,0.987,0.0000,5.67,1.11,16,25,49,121,16.0216,0.0039,0.5641,0.0000,0.0000,12.5774,100.00,90.6092,111.7488,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,30.4700,0.8348,0.0020,0.0009,0.000003,144,0.8756,0.1533,0.0936,72,225,1143,0.0000,0.0000,0.0008,0.004,0.0354,0.2297,0.1232,0.0275,0.5387,0.0467,0.0000,0.00025,0.820,0.0331,0.001,0.000,3.02,0.788,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8622,0.0000,1.1247,0.00000,0.06124
90000,939,1.298,1.345,36.77,29222,27725,0,1109,0,178016,592331.4,122802.5,0.058,0.741,0.192,0.008,120,52.78,28.55,0.13,1.76,8.94,6.08,2.95,3.76,15.71,9.80,0.01,0.13,0.167,0.086,637,0.046,0.080,0.908,0.001,0.011,28205,19519,5,0.267,0.326,0.745,9585066,0.336,2.673,0.143,52.84,24286,287,0.690,0.315,0.028,4571989,1.02,0.81,0.593,0.407,0.002,28.0,48.0,72.0,438.0,26043,0.099,0.00,0.0040,0.115,200,0.475,0.000,0.201,0.163,4.50,5.34,5.33,0.06,0.017,1.03,1.02,1.02,0.480,0.00555,48.21,11.9066,534.62,97173.4,140215.1,0.000,22.8407,114.831,0.000,1.000,0.000,43.2,53.704,81.460,2788,18420.5,17.28,45.333,5.83,23.788,1068.1,6.696,0.134,2.01,19.9637,18745.9,0.9638,0.3447,27.73,2.000,0.000,1.5299,0.0000,0.869,0.130,0.987,0.0000,5.54,1.02,15,25,37,194,50.2036,0.0045,0.5580,0.0000,0.0000,47.9501,100.00,75.6240,195.7643,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,77.8793,0.8567,0.0022,0.0010,0.000007,284,2.0614,0.2268,0.0711,72,224,847,0.0000,0.0000,0.0000,0.000,0.1637,0.5140,0.3066,0.0639,0.4395,0.0978,0.0000,-0.00021,0.724,0.0360,0.001,0.000,2.62,0.745,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8066,0.0000,1.1285,0.00000,0.05087
100000,872,1.441,1.476,37.35,7883,7638,0,128,0,26646,194835.2,28590.0,0.087,0.706,0.188,0.019,186,49.22,21.04,0.03,0.49,8.44,5.99,3.21,5.39,14.51,7.95,0.00,0.00,0.170,0.087,551,0.034,0.086,0.896,0.000,0.018,5612,4073,4,0.771,0.174,0.780,3332747,0.381,2.742,0.155,18.54,5923,406,1.073,0.383,0.025,1046681,1.00,0.38,0.679,0.321,0.000,29.0,47.0,70.0,203.0,22836,0.087,0.00,0.0015,0.104,238,0.349,0.000,0.110,0.075,4.40,5.17,5.19,0.02,0.006,1.01,1.00,1.01,0.351,0.00219,6.93,4.5479,369.98,95592.3,140215.1,0.000,9.0656,36.737,0.000,1.000,0.000,32.7,16.967,25.315,3219,20463.2,19.92,14.929,5.55,7.654,1070.2,1.241,0.134,1.99,20.9733,18288.7,1.0257,0.3574,26.19,2.000,0.000,0.4701,0.0000,0.964,0.056,0.998,0.0000,5.27,0.86,16,25,36,121,15.7654,0.0028,0.5011,0.0000,0.0000,12.6042,100.00,91.2334,110.4684,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,31.2906,0.8446,0.0018,0.0009,0.000002,184,0.9918,0.1583,0.1122,69,224,1399,0.0000,0.0000,0.0000,0.000,0.0169,0.2629,0.1351,0.0482,0.5440,0.0421,0.0000,-0.00009,0.990,0.0772,0.001,0.000,2.64,0.780,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9360,0.0000,1.4184,0.00000,0.06713
