step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange
100000,4.00,16,0,1,0,1,0,1.00,8,0.250,3548,0.00,128.51,21.37,918,0,0,0,1.00,1.00,1.00,1,2,2,22.1,6.301,2,2.000,0.001,4,1.000,11,28.04,18.00,0,0.0000,0.236,0.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3503,0.00,127.30,29.24,920,0,0,0,1.00,1.00,1.00,1,1,1,7.3,0.086,1,2.000,0.001,4,1.000,11,16.95,10.25,0,0.0000,0.447,0.0000
100000,8.00,16,0,1,0,3,0,1.00,4,0.125,3499,0.00,135.81,39.80,920,0,0,0,1.00,1.00,1.00,2,3,3,24.0,27.146,4,2.000,0.000,4,1.000,12,10.64,9.25,0,0.0000,0.463,0.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3497,0.00,144.59,51.18,920,0,0,0,1.00,1.00,1.00,1,1,1,22.9,7.150,1,2.000,0.001,4,1.000,12,7.08,-3.75,0,0.0000,0.446,0.0000
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3414,0.00,155.19,38.96,920,0,0,0,1.00,1.00,1.00,1,1,1,18.4,4.440,1,2.000,0.001,4,1.000,13,11.29,-11.25,0,0.0000,0.436,0.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3402,0.00,126.38,16.57,920,0,0,0,1.00,1.00,1.00,1,1,1,3.4,0.640,1,2.000,0.001,4,1.000,14,13.78,-2.75,0,0.0000,0.447,0.0000
100000,12.00,16,0,2,0,4,0,1.00,2,0.167,3312,1.62,113.78,42.57,918,0,0,0,1.00,1.00,1.00,2,4,3,11.8,22.289,6,2.000,0.000,4,1.000,10,11.34,8.50,0,0.0000,0.202,0.0000
100000,6.00,16,0,1,0,2,0,1.00,6,0.167,3306,0.60,95.73,42.99,920,0,0,0,1.00,1.00,1.00,1,2,3,2.0,7.293,3,2.000,0.001,4,1.000,11,9.60,6.00,0,0.0000,0.446,0.0000
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,3260,0.92,170.66,37.05,920,2,0,0,1.00,1.00,1.00,1,2,1,40.1,20.000,2,2.000,0.000,4,1.000,12,23.78,15.25,0,0.0000,0.438,0.0000
100000,4.00,16,0,1,0,1,0,1.00,8,0.250,3257,0.00,114.10,51.26,920,1,0,0,1.00,1.00,1.00,1,2,2,29.3,4.495,2,2.000,0.001,4,1.000,12,15.21,-13.50,0,0.0000,0.450,0.0000
100000,8.00,16,0,2,0,2,0,1.00,4,0.250,3226,0.00,143.85,69.15,920,1,0,0,1.00,1.00,1.00,1,3,3,28.0,19.156,4,2.000,0.001,4,1.000,11,16.65,-16.50,0,0.0000,0.450,0.0000
100000,4.00,16,0,1,0,1,0,1.00,10,0.250,3173,0.00,138.87,25.80,920,0,0,0,1.00,1.00,1.00,2,2,1,27.8,8.930,2,2.000,0.001,4,1.000,10,5.26,2.25,0,0.0000,0.447,0.0000
100000,6.00,16,0,1,0,2,0,1.00,6,0.167,3173,0.00,114.42,14.62,920,0,0,0,1.00,1.00,1.00,3,3,2,19.6,6.239,3,2.000,0.001,4,1.000,11,27.12,-25.00,0,0.0000,0.446,0.0000
100000,10.00,16,0,3,0,2,0,1.00,4,0.300,3159,0.00,175.18,27.53,920,1,0,0,1.00,1.00,1.00,1,3,3,36.1,31.389,5,2.000,0.001,4,1.000,10,46.65,14.00,0,0.0000,0.450,0.0000
100000,18.00,16,0,3,0,6,0,1.00,0,0.167,3159,0.00,105.70,62.82,920,0,0,0,1.00,1.00,1.00,3,4,4,6.1,30.716,9,2.000,0.001,4,1.000,7,12.70,-7.50,0,0.0000,0.449,0.0000
100000,14.00,16,0,4,0,3,0,1.00,2,0.286,3157,1.24,154.22,38.46,918,1,0,0,1.00,1.00,1.00,2,3,4,33.3,51.336,7,2.000,0.000,4,1.000,9,33.16,-25.25,0,0.0000,0.202,0.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3118,0.00,156.18,50.10,920,0,0,0,1.00,1.00,1.00,1,1,1,16.7,8.088,1,2.000,0.001,4,1.000,13,17.76,-3.00,0,0.0000,0.446,0.0000
100000,12.00,16,0,3,0,3,0,1.00,2,0.250,3116,0.00,144.86,19.13,920,0,0,0,1.00,1.00,1.00,2,3,4,16.4,17.462,6,2.000,0.000,4,1.000,10,14.41,9.00,0,0.0000,0.438,0.0000
100000,6.00,16,0,2,0,1,0,1.00,8,0.333,3111,0.00,135.78,29.87,920,1,0,0,1.00,1.00,1.00,1,2,2,28.2,12.354,3,2.000,0.000,4,1.000,11,15.22,-14.75,0,0.0000,0.444,0.0000
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3099,0.00,134.02,29.84,920,1,0,0,1.00,1.00,1.00,1,1,1,32.1,4.324,1,2.000,0.000,4,1.000,12,19.24,17.00,0,0.0000,0.438,0.0000
100000,12.00,16,0,2,0,4,0,1.00,0,0.167,3078,0.00,135.36,32.30,920,0,0,0,1.00,1.00,1.00,3,4,4,4.5,30.464,6,2.000,0.001,4,1.000,8,35.26,33.50,0,0.0000,0.447,0.0000
100000,10.00,16,0,1,0,4,0,1.00,4,0.100,3076,0.00,131.47,49.02,920,1,0,0,1.00,1.00,1.00,2,2,4,28.7,24.066,5,2.000,0.000,4,1.000,10,11.60,-1.50,0,0.0000,0.434,0.0000
100000,18.00,16,0,4,0,5,0,1.00,0,0.222,3074,1.34,124.79,19.26,920,1,0,0,1.00,1.00,1.00,4,4,4,28.8,25.049,9,2.000,0.001,4,1.000,7,18.75,-15.00,0,0.0000,0.450,0.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3074,0.00,152.68,32.43,918,0,0,0,1.00,1.00,1.00,1,1,1,1.0,4.956,1,2.000,0.000,4,1.000,12,14.45,-7.25,0,0.0000,0.202,0.0000
100000,12.00,16,0,3,0,3,0,1.00,4,0.250,3073,0.00,110.28,17.30,920,0,0,0,1.00,1.00,1.00,2,3,3,18.9,11.910,6,2.000,0.001,4,1.000,10,3.91,1.75,0,0.0000,0.436,0.0000
100000,4.00,16,0,1,0,1,0,1.00,10,0.250,3066,0.68,128.69,24.28,1082,1,0,0,1.00,1.00,1.00,2,2,1,37.4,9.879,2,2.000,0.001,4,1.000,8,24.01,18.75,0,0.0000,0.347,0.0000
100000,24.00,16,0,5,0,7,0,1.00,0,0.208,3049,0.00,144.06,19.17,920,0,0,0,1.00,1.00,1.00,2,4,4,19.9,51.116,12,2.000,0.001,4,1.000,4,5.06,2.75,0,0.0000,0.436,0.0000
100000,16.00,16,0,4,0,4,0,1.00,4,0.250,3044,2.21,107.38,15.15,918,0,0,0,1.00,1.00,1.00,1,4,2,2.4,15.701,8,2.000,0.000,4,1.000,6,9.62,-4.50,0,0.0000,0.199,0.0000
100000,16.00,16,0,1,0,7,0,1.00,2,0.062,3038,0.00,102.21,15.74,1082,2,0,0,1.00,1.00,1.00,1,3,4,42.2,5.699,8,2.000,0.001,4,1.000,6,19.29,-14.25,0,0.0000,0.337,0.0000
100000,18.00,16,0,3,0,6,0,1.00,0,0.167,3008,0.00,145.83,13.31,920,1,0,0,1.00,1.00,1.00,4,4,4,34.9,35.262,9,2.000,0.000,4,1.000,7,19.28,-16.00,0,0.0000,0.463,0.0000
100000,14.00,16,0,4,0,3,0,1.00,0,0.286,3007,0.00,113.01,27.01,918,1,0,0,1.00,1.00,1.00,3,4,4,31.8,6.399,7,2.000,0.000,4,1.000,9,29.25,-0.50,0,0.0000,0.202,0.0000
100000,20.00,16,0,3,0,7,0,1.00,0,0.150,3004,1.14,127.02,42.25,920,0,0,0,1.00,1.00,1.00,2,4,4,17.6,53.686,10,2.000,0.001,4,1.000,6,25.50,-0.25,0,0.0000,0.447,0.0000
100000,24.00,16,0,6,0,6,0,1.00,0,0.250,3000,0.15,143.65,32.27,920,0,0,0,1.00,1.00,1.00,3,4,4,15.0,72.666,12,2.000,0.001,4,1.000,4,34.25,34.25,0,0.0000,0.450,0.0000
100000,12.00,16,0,4,0,2,0,1.00,2,0.333,2996,0.00,150.95,42.50,920,1,0,0,1.00,1.00,1.00,2,4,3,38.7,34.764,6,2.000,0.001,4,1.000,9,33.55,25.75,0,0.0000,0.447,0.0000
100000,12.00,16,0,3,0,3,0,1.00,2,0.250,2992,0.39,126.39,51.39,918,0,0,0,1.00,1.00,1.00,3,4,3,15.0,37.479,6,2.000,0.000,4,1.000,9,11.74,10.50,0,0.0000,0.194,0.0000
100000,28.00,16,0,6,0,8,0,1.00,0,0.214,2978,3.25,151.95,23.68,920,0,0,0,1.00,1.00,1.00,4,4,4,25.5,55.056,14,2.000,0.001,4,1.000,2,9.00,9.00,0,0.0000,0.447,0.0000
100000,18.00,16,0,4,0,5,0,1.00,0,0.222,2963,1.31,120.41,47.54,920,0,0,0,1.00,1.00,1.00,3,4,4,13.3,26.924,9,2.000,0.001,4,1.000,7,1.95,1.50,0,0.0000,0.450,0.0000
100000,18.00,16,0,4,0,5,0,1.00,0,0.222,2950,0.24,160.35,72.73,920,0,0,0,1.00,1.00,1.00,2,4,4,26.1,73.087,9,2.000,0.001,4,1.000,6,16.78,-14.75,0,0.0000,0.446,0.0000
100000,26.00,16,0,5,0,8,0,1.00,0,0.192,2940,0.00,161.08,16.77,1091,0,0,0,1.00,1.00,1.00,4,4,4,24.4,70.424,13,2.000,0.000,4,1.000,3,11.72,-11.50,0,0.0000,0.206,0.0000
100000,16.00,16,0,3,0,5,0,1.00,0,0.188,2925,1.27,139.84,17.19,920,1,0,0,1.00,1.00,1.00,3,4,4,30.4,41.680,8,2.000,0.000,4,1.000,8,12.06,-12.00,0,0.0000,0.442,0.0000
100000,20.00,16,0,5,0,5,0,1.00,0,0.250,2922,1.02,152.16,61.46,918,0,0,0,1.00,1.00,1.00,4,4,4,3.1,86.551,10,2.000,0.000,4,1.000,6,13.48,-10.25,0,0.0000,0.233,0.0000
100000,16.00,16,0,3,0,5,0,1.00,4,0.188,2910,1.17,133.21,27.43,920,0,0,0,1.00,1.00,1.00,4,2,4,27.4,36.347,8,2.000,0.001,4,1.000,6,27.50,-21.00,0,0.0000,0.450,0.0000
100000,18.00,16,0,3,0,6,0,1.00,2,0.167,2906,0.00,157.74,57.82,920,1,0,0,1.00,1.00,1.00,4,4,3,30.4,60.638,9,2.000,0.001,4,1.000,7,27.06,-21.25,0,0.0000,0.447,0.0000
