step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest
10000,438,1.603,0.998,10.79,32913,30818,0,2657,418,597685,572035.9,281790.4,0.093,0.719,0.077,0.110,179,66.58,27.23,1.92,4.50,15.51,9.44,0.25,2.05,24.10,12.90,0.20,0.71,0.245,0.128,345,0.037,0.053,0.938,0.000,0.009,67988,59224,1,0.870,0.130,0.039,840603,0.229,2.322,0.101,40.84,23766,305,0.471,0.222,0.139,3296011,1.25,2.12,0.326,0.575,0.080,23.8,72.8,98.5,173.1,18302,0.070,0.00,0.0054,0.176,109,0.434,0.000,0.430,0.544,5.80,6.87,6.78,0.34,0.123,1.22,1.20,1.30,0.457,0.01725,47.97,18.0398,188.34,115232.4,140122.1,0.110,18.5301,109.992,0.000,1.000,0.003,28.4,49.843,60.157,2000,13130.1,23.46,45.038,7.19,16.006,859.1,5.135,0.135,2.00,16.4883,7221.9,0.5213,0.3002,41.79,1.525,0.085,1.5345,0.0000,0.487,0.054,0.502,0.0000,7.36,0.66,15,47,64,81,44.7632,0.0006,0.5411,0.0000,0.0000,55.4999,100.00,93.3747,149.6357,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,90.9762,0.8993,0.0032,0.0014,0.000029,3,0.1626,0.1324,0.0326,58,200,547,0.0000,0.0000,0.0139,0.048,1.9362,0.0230,0.5350,0.0342,0.4074,0.3232,0.0000,-0.00027,0.046,0.0003,0.927,0.131,0.16,0.039,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7909,0.0000,0.8612,0.00000,0.10359
20000,564,1.615,1.050,13.16,6131,5755,0,237,0,84953,155322.2,38934.8,0.051,0.851,0.029,0.069,229,55.02,21.30,0.60,2.13,13.47,7.36,0.08,1.26,20.22,9.61,0.06,0.35,0.251,0.120,400,0.043,0.131,0.865,0.000,0.004,5758,4782,4,0.516,0.004,0.014,31927,0.139,2.389,0.108,14.70,2906,466,0.458,0.283,0.147,528497,1.07,1.64,0.360,0.528,0.027,25.0,56.9,78.8,106.6,19387,0.074,0.00,0.0014,0.176,122,0.242,0.000,0.256,0.181,5.04,6.21,6.09,0.09,0.035,1.06,1.07,1.08,0.253,0.00511,5.62,1.9565,179.70,113551.2,140122.1,0.000,5.4102,29.866,0.000,1.000,0.000,29.0,14.340,19.218,2175,14170.2,15.86,10.631,7.10,5.215,838.0,0.956,0.134,2.02,13.8422,7807.0,0.5267,0.3634,34.37,1.575,0.065,0.4655,0.0000,0.474,0.064,0.406,0.0000,6.56,0.78,15,36,49,64,12.6527,0.0001,0.4876,0.0000,0.0000,14.5504,100.00,105.1920,77.9439,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,36.1817,0.8918,0.0023,0.0010,0.000008,13,0.2374,0.0887,0.0753,71,210,941,0.0000,0.0000,0.0002,0.000,0.1656,0.0591,0.0738,0.0177,0.5850,0.0765,0.0000,0.00028,0.025,0.0003,0.927,0.145,0.05,0.014,0.000,0.000,0.0000,0.000,0.000,0.0000,0.5594,0.0000,0.5646,0.00000,0.12236
30000,1059,1.392,1.639,20.67,41921,36214,0,5193,16,650371,507327.6,325241.0,0.066,0.829,0.059,0.045,162,39.17,17.80,0.59,2.60,9.84,6.13,0.03,0.55,8.83,5.98,0.10,0.51,0.255,0.123,673,0.033,0.077,0.905,0.002,0.016,51677,36519,1,0.196,0.804,0.004,28147,0.189,3.002,0.185,45.32,27586,344,0.500,0.202,0.258,4502785,1.19,1.73,0.429,0.559,0.041,13.9,43.8,51.7,190.8,20423,0.078,0.00,0.0054,0.144,213,0.388,0.000,0.409,0.260,3.53,4.62,4.56,0.22,0.080,1.17,1.22,1.19,0.408,0.00842,44.43,10.6392,458.33,101672.0,140122.1,0.000,21.3596,106.536,0.000,1.000,0.000,34.8,45.619,66.437,3350,23422.9,37.20,36.165,5.49,22.842,1405.0,6.877,0.133,2.00,8.7475,9263.6,0.6543,0.4216,19.29,1.978,0.048,1.5345,0.0000,0.590,0.141,0.711,0.0000,5.03,0.52,7,21,25,61,39.4935,0.0000,0.4438,0.0000,0.0000,56.3493,100.00,88.9558,161.1453,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,82.4570,0.8154,0.0028,0.0011,0.000013,3,0.1494,0.0434,0.0246,60,204,669,0.0000,0.0000,0.0013,0.004,1.6850,0.0167,0.6848,0.0274,0.4640,0.1832,0.0000,0.00010,0.803,0.0368,0.985,0.573,0.03,0.004,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8410,0.0000,1.0959,0.00000,0.08099
40000,836,1.366,1.126,25.12,12748,11515,0,1432,14,136019,181190.0,78370.9,0.095,0.776,0.084,0.045,182,42.89,19.80,0.06,0.74,9.68,6.63,0.00,0.00,11.69,6.36,0.02,0.33,0.224,0.109,524,0.030,0.106,0.873,0.006,0.014,13425,9908,5,0.461,0.346,0.000,27226,0.237,2.515,0.121,16.01,8406,415,0.576,0.266,0.215,1029228,1.01,1.42,0.447,0.472,0.007,17.9,47.6,62.0,191.7,17917,0.068,0.00,0.0019,0.127,243,0.259,0.000,0.318,0.185,3.73,4.80,4.81,0.03,0.011,1.01,1.01,1.01,0.271,0.00385,6.49,2.7117,318.53,111256.5,140122.1,0.000,7.6279,37.003,0.000,1.000,0.000,29.5,16.772,20.530,2247,15503.2,30.51,13.270,4.95,7.435,837.2,1.415,0.134,1.99,10.2079,8533.8,0.6527,0.4902,21.43,1.995,0.017,0.4655,0.0000,0.453,0.167,0.376,0.0000,5.16,0.81,9,24,31,81,14.7490,0.0000,0.4557,0.0000,0.0000,14.5182,100.00,98.0751,80.3286,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,31.8219,0.8794,0.0024,0.0010,0.000005,10,0.1706,0.0730,0.0426,59,209,843,0.0000,0.0000,0.0033,0.007,0.2563,0.0285,0.1363,0.0215,0.5733,0.0911,0.0000,-0.00067,0.700,0.0218,0.993,0.729,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9146,0.0000,1.2186,0.00000,0.08918
50000,928,1.008,1.874,37.00,63048,50207,0,12476,267,762919,539408.2,387882.8,0.123,0.790,0.067,0.019,113,41.93,24.17,0.12,0.81,11.34,7.85,0.00,0.00,9.38,8.33,0.00,0.03,0.275,0.131,494,0.081,0.044,0.946,0.000,0.010,75586,48946,1,0.678,0.322,0.000,31556,0.198,3.190,0.216,47.59,52088,247,0.508,0.295,0.199,4939510,1.03,1.19,0.517,0.455,0.001,16.0,34.0,72.0,242.0,19345,0.074,0.00,0.0062,0.178,254,0.353,0.000,0.398,0.229,3.58,4.64,4.63,0.01,0.009,1.01,1.04,1.03,0.376,0.01007,44.98,11.7427,381.40,94752.4,140122.1,0.000,27.3509,114.397,0.000,1.000,0.000,39.6,48.090,67.752,3797,27243.3,16.89,39.397,4.78,29.499,1794.1,8.039,0.134,2.00,13.9081,12906.7,0.8363,0.4343,20.85,2.000,0.005,1.5345,0.0000,0.576,0.228,0.501,0.0000,4.93,1.06,8,16,36,121,41.3327,0.0000,0.5830,0.0000,0.0000,55.7776,100.00,81.6002,166.1573,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,73.5552,0.7842,0.0031,0.0012,0.000015,6,0.2583,0.1713,0.0175,41,157,546,0.0000,0.0000,0.0041,0.010,1.3404,0.0251,0.6413,0.0485,0.4828,0.2803,0.0000,-0.00050,0.710,0.0363,0.713,0.229,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0330,0.0000,1.6283,0.00000,0.07308
60000,960,1.182,1.372,37.04,11074,10041,0,904,49,80446,181142.8,48199.5,0.100,0.822,0.058,0.021,172,35.58,18.23,0.12,0.82,7.80,5.06,0.00,0.00,9.74,7.08,0.00,0.08,0.219,0.114,535,0.052,0.130,0.854,0.000,0.016,10187,6749,5,0.443,0.326,0.000,12919,0.148,2.757,0.152,15.82,8717,304,0.599,0.337,0.101,1099961,1.03,1.09,0.508,0.410,0.003,18.0,32.0,50.0,192.0,16958,0.065,0.00,0.0019,0.150,247,0.278,0.000,0.238,0.133,3.34,4.32,4.32,0.02,0.014,1.01,1.04,1.04,0.285,0.00329,6.14,2.5973,220.15,104680.3,140122.1,0.000,9.0386,35.541,0.000,1.000,0.000,30.6,16.879,19.993,2807,19516.4,16.28,13.162,5.03,9.104,1076.8,1.650,0.137,1.98,11.5858,11122.3,0.8374,0.4630,17.66,2.000,0.000,0.4655,0.0000,0.470,0.239,0.364,0.0000,4.59,0.86,9,16,25,81,14.9882,0.0001,0.4552,0.0000,0.0000,14.5202,100.00,96.1829,84.9835,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,30.6909,0.8481,0.0021,0.0009,0.000004,48,0.4802,0.0875,0.0680,64,216,983,0.0000,0.0000,0.0112,0.029,0.1613,0.1058,0.1289,0.0281,0.5604,0.0787,0.0000,-0.00076,0.570,0.0238,0.394,0.149,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9163,0.0000,1.2832,0.00000,0.08481
70000,945,0.948,1.384,37.93,37992,34334,0,3032,417,232081,537593.4,154647.5,0.082,0.818,0.079,0.021,129,36.54,17.56,0.11,0.92,7.48,5.12,0.00,0.00,10.57,6.06,0.01,0.18,0.201,0.100,575,0.069,0.068,0.922,0.000,0.011,37494,23446,10,0.148,0.659,0.000,4582,0.229,2.775,0.155,46.92,30921,278,0.666,0.293,0.030,5728721,1.02,0.90,0.446,0.419,0.004,18.0,32.0,50.0,136.0,17163,0.065,0.00,0.0054,0.179,257,0.433,0.000,0.278,0.135,3.47,4.43,4.42,0.01,0.006,1.01,1.03,1.02,0.440,0.00700,44.79,9.1918,521.53,100068.9,140122.1,0.000,21.2885,107.735,0.000,1.000,0.000,34.2,49.690,70.935,2803,19520.6,20.53,38.712,4.61,24.521,1066.6,7.550,0.133,2.01,16.6771,15759.8,1.1764,0.4589,18.16,2.000,0.000,1.5345,0.0000,0.501,0.310,0.462,0.0000,4.65,0.81,9,16,25,64,45.2771,0.0016,0.5153,0.0000,0.0000,56.3313,100.00,79.5841,164.9028,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,78.8446,0.8453,0.0022,0.0010,0.000007,224,1.5866,0.2593,0.0569,66,209,822,0.0000,0.0000,0.0123,0.035,0.5659,0.3547,0.4760,0.0847,0.4496,0.1919,0.0000,-0.00002,0.462,0.0250,0.729,0.351,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8722,0.0000,1.3425,0.00000,0.06125
80000,807,1.573,1.145,37.14,7899,7444,0,378,66,41218,180655.2,34717.6,0.062,0.845,0.078,0.015,181,52.13,28.71,0.05,0.55,10.33,8.45,0.00,0.00,15.63,10.25,0.01,0.15,0.198,0.103,527,0.074,0.107,0.879,0.002,0.012,6398,4129,6,0.435,0.405,0.000,726,0.309,2.517,0.124,16.41,6037,487,0.842,0.265,0.086,896807,1.01,1.13,0.405,0.393,0.002,22.0,50.0,72.0,196.0,20993,0.080,0.00,0.0014,0.134,225,0.239,0.000,0.219,0.095,4.36,5.26,5.25,0.01,0.006,1.00,1.02,1.01,0.243,0.00368,6.21,3.4208,277.26,105896.8,140122.1,0.000,7.5557,34.626,0.000,1.000,0.000,30.7,16.306,21.347,2399,15993.6,12.46,13.117,5.28,6.869,800.2,1.404,0.134,1.99,16.5146,13327.2,0.8333,0.5081,26.01,2.000,0.000,0.4655,0.0000,0.329,0.234,0.230,0.0000,5.53,1.13,11,25,36,98,14.6027,0.0007,0.4535,0.0000,0.0000,14.5692,100.00,98.2810,83.4107,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,32.2198,0.8757,0.0017,0.0007,0.000004,149,0.7846,0.1090,0.1186,79,238,1747,0.0000,0.0000,0.0185,0.068,0.0901,0.2081,0.1474,0.0582,0.6164,0.0785,0.0000,-0.00038,0.480,0.0282,0.719,0.333,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8092,0.0000,1.0359,0.00000,0.08393
90000,896,1.017,1.035,37.22,19942,18146,0,1189,132,133167,527831.6,116357.8,0.046,0.824,0.123,0.007,153,47.00,19.54,0.03,0.77,9.92,5.68,0.00,0.00,13.53,6.60,0.00,0.00,0.207,0.090,597,0.041,0.046,0.950,0.000,0.004,17917,10566,8,0.589,0.240,0.000,927,0.142,2.404,0.113,47.27,15602,424,0.874,0.245,0.032,3051473,1.01,1.25,0.440,0.467,0.000,18.0,50.0,72.0,128.0,21034,0.080,0.00,0.0044,0.195,232,0.311,0.000,0.224,0.125,4.15,5.04,5.01,0.00,0.000,1.00,1.01,1.01,0.316,0.00938,46.73,11.9568,605.59,100190.8,140122.1,0.000,15.5328,101.958,0.000,1.000,0.000,36.4,46.475,71.718,2134,14215.1,17.66,38.039,5.51,15.308,592.9,5.855,0.132,2.02,23.6354,21177.3,1.3213,0.4346,23.48,2.000,0.000,1.5345,0.0000,0.495,0.186,0.498,0.0000,5.34,0.85,9,25,36,64,41.6053,0.0013,0.5123,0.0000,0.0000,55.8299,100.00,82.5766,158.4898,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,86.2729,0.8868,0.0015,0.0007,0.000010,386,2.7479,0.3560,0.1075,77,233,1395,0.0000,0.0000,0.0261,0.086,0.3572,0.7550,0.5056,0.1116,0.5524,0.1766,0.0000,-0.00084,0.723,0.0298,0.900,0.435,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7996,0.0000,1.0939,0.00000,0.09037
100000,742,1.549,1.126,35.20,5480,5219,0,147,18,23851,186726.5,31666.6,0.042,0.787,0.163,0.008,196,55.97,23.73,0.00,0.00,10.50,7.45,0.00,0.00,17.49,9.74,0.00,0.00,0.186,0.095,449,0.074,0.106,0.873,0.000,0.020,3745,2365,3,0.330,0.454,0.000,292,0.661,2.470,0.120,17.74,4004,581,1.328,0.259,0.022,538741,1.00,0.73,0.578,0.394,0.000,32.0,50.0,72.0,241.9,20764,0.079,0.00,0.0014,0.166,160,0.168,0.000,0.133,0.077,4.66,5.38,5.39,0.00,0.000,1.00,1.00,1.00,0.170,0.00418,6.55,5.1331,274.74,103277.7,140122.1,0.000,7.1901,35.197,0.000,1.000,0.000,30.6,16.097,23.319,2396,15600.2,20.49,14.018,5.45,5.236,737.2,1.159,0.130,2.02,22.0767,16380.9,0.9956,0.4746,27.98,2.000,0.000,0.4655,0.0000,0.565,0.166,0.648,0.0000,5.57,0.89,16,25,36,121,14.4256,0.0026,0.4542,0.0000,0.0000,14.5649,100.00,98.9213,87.6174,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,32.1840,0.8796,0.0013,0.0006,0.000004,250,1.2452,0.2075,0.1889,85,283,3222,0.0000,0.0000,0.0124,0.047,0.0496,0.3480,0.1893,0.0310,0.6717,0.0823,0.0000,0.00001,0.778,0.0294,0.976,0.508,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9170,0.0000,1.3004,0.00000,0.10691
