step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest
10000,573,1.174,1.056,8.23,44967,39861,0,5313,637,737425,608821.1,369391.5,0.206,0.492,0.169,0.133,155,31.40,17.52,1.74,4.44,11.86,7.78,0.40,1.89,15.09,11.87,0.40,1.17,0.388,0.178,464,0.030,0.054,0.941,0.000,0.005,94452,80453,3,0.377,0.569,0.122,2280590,0.253,2.398,0.109,44.19,32540,267,0.501,0.195,0.230,3203351,1.26,4.46,0.183,0.661,0.115,10.2,30.9,53.3,92.2,16673,0.064,0.00,0.0070,0.148,155,0.484,0.001,0.376,0.542,4.71,5.83,5.71,0.55,0.164,1.36,1.17,1.27,0.520,0.00898,52.40,23.5347,244.87,115759.4,140122.1,0.108,25.0810,120.025,0.000,1.000,0.024,22.3,51.639,67.743,2177,14225.8,11.05,50.663,6.93,20.951,841.6,5.671,0.135,2.00,10.4747,6002.0,0.5873,0.3170,29.10,1.094,0.275,1.5345,0.0000,0.596,0.096,0.794,0.0000,6.88,0.66,8,29,49,81,47.9777,0.0069,0.4607,0.0000,0.0000,54.6889,100.00,88.1625,158.2164,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,79.0697,0.8906,0.0034,0.0015,0.000012,4,0.1539,0.0611,0.0249,56,187,503,0.0000,0.0000,0.0267,0.079,3.3594,0.0155,0.9919,0.0925,0.3426,0.2358,0.0000,-0.00247,0.724,0.0120,0.864,0.108,0.31,0.122,0.520,0.031,0.1284,0.103,0.609,0.9331,0.8822,1.2697,1.1690,0.11210,0.07014
20000,700,1.192,1.046,7.67,11476,10105,0,1175,65,153379,146418.5,64193.0,0.151,0.657,0.117,0.075,221,27.46,16.28,0.42,1.61,11.90,8.16,0.55,2.72,12.09,12.76,0.14,0.74,0.427,0.184,506,0.070,0.076,0.913,0.001,0.010,14245,11368,2,0.816,0.000,0.099,405079,0.226,2.390,0.109,13.65,4924,332,0.419,0.225,0.247,782181,1.05,4.83,0.106,0.561,0.040,8.2,24.7,52.1,78.0,17474,0.067,0.00,0.0017,0.116,143,0.335,0.000,0.331,0.266,4.24,5.23,5.51,0.17,0.053,1.06,1.04,1.05,0.357,0.00316,6.20,2.6123,282.40,116031.6,140122.1,0.000,5.3232,30.169,0.000,1.000,0.000,22.2,13.488,17.818,2158,14196.8,14.73,9.660,6.71,5.131,735.2,1.002,0.131,1.99,8.1591,5711.4,0.5608,0.3260,24.96,1.166,0.212,0.4655,0.0000,0.549,0.081,0.826,0.0000,6.57,0.95,7,21,55,81,12.1547,0.0046,0.4186,0.0000,0.0000,14.6042,100.00,106.4089,73.6441,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,36.6875,0.8907,0.0031,0.0015,0.000005,4,0.1047,0.0357,0.0325,53,156,609,0.0000,0.0000,0.0155,0.026,0.8123,0.0232,0.2823,0.1029,0.4056,0.1081,0.0000,-0.00058,0.824,0.0109,0.854,0.090,0.38,0.099,0.428,0.033,0.0837,0.099,0.500,0.7074,0.5784,0.8941,0.8297,0.15561,0.13622
30000,739,1.222,1.144,9.38,38757,34036,0,4505,171,648797,495617.1,281923.4,0.161,0.611,0.145,0.083,167,41.60,24.82,1.64,5.07,13.20,9.12,0.33,1.98,15.59,12.10,0.21,0.83,0.318,0.160,579,0.030,0.046,0.934,0.003,0.018,53740,41579,3,0.532,0.116,0.073,1304183,0.268,2.487,0.118,44.60,18893,334,0.435,0.194,0.248,3746557,1.26,3.72,0.165,0.640,0.066,12.2,40.4,70.3,297.4,22733,0.087,0.00,0.0043,0.116,173,0.496,0.000,0.461,0.329,4.81,5.89,5.97,0.59,0.191,1.28,1.21,1.27,0.525,0.00730,47.71,11.5744,370.30,111887.0,140122.1,0.000,18.5136,103.981,0.000,1.000,0.003,33.9,44.301,69.280,2396,15430.6,39.32,36.110,6.67,18.633,851.7,5.411,0.135,2.00,10.7382,7935.5,0.5373,0.3389,30.76,1.332,0.308,1.5345,0.0000,0.592,0.093,0.806,0.0000,6.86,0.92,9,30,55,98,40.4798,0.0134,0.5129,0.0000,0.0000,56.1079,100.00,92.6164,153.0500,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,84.3565,0.8823,0.0031,0.0013,0.000009,6,0.1545,0.0690,0.0271,59,188,605,0.0000,0.0000,0.0277,0.050,3.7941,0.0242,1.1718,0.0595,0.3360,0.2036,0.0000,0.00004,0.632,0.0154,0.930,0.114,0.25,0.073,0.488,0.038,0.1353,0.121,0.551,0.8493,0.6800,1.1832,1.0119,0.09322,0.08764
40000,632,1.425,0.983,11.74,8922,8199,0,802,15,115495,162432.5,54799.3,0.073,0.716,0.145,0.067,220,51.66,20.20,0.74,2.78,13.50,8.23,3.28,4.66,18.56,7.23,0.01,0.09,0.250,0.115,483,0.035,0.098,0.897,0.000,0.005,9755,7997,5,0.620,0.134,0.571,483928,0.172,2.284,0.099,15.11,4120,392,0.474,0.254,0.147,801452,1.12,1.86,0.381,0.606,0.008,23.9,52.6,73.7,110.7,22803,0.087,0.00,0.0014,0.161,165,0.338,0.000,0.348,0.228,5.42,6.17,6.28,0.18,0.071,1.08,1.11,1.14,0.353,0.00386,6.57,2.2541,280.03,112622.4,140122.1,0.000,4.9579,32.496,0.000,1.000,0.000,31.9,14.971,20.252,2039,13019.5,22.83,11.479,6.58,4.740,615.2,0.936,0.133,2.00,15.5080,9801.0,0.5442,0.3768,36.08,1.456,0.091,0.4655,0.0000,0.579,0.066,0.935,0.0000,6.69,0.61,17,36,49,64,13.4726,0.0021,0.4921,0.0000,0.0000,14.5164,100.00,105.8745,81.5754,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,35.3294,0.9009,0.0026,0.0012,0.000005,13,0.1826,0.0949,0.0516,61,187,756,0.0000,0.0000,0.0109,0.027,0.2711,0.0331,0.1117,0.0174,0.4722,0.0850,0.0000,0.00105,0.125,0.0011,0.983,0.364,2.67,0.571,0.406,0.013,0.0170,0.041,0.502,0.6369,0.6958,0.8351,0.8772,0.13184,0.13430
50000,493,2.239,0.985,14.48,19712,17967,0,1862,4,453637,517635.2,228858.9,0.050,0.702,0.198,0.050,160,93.91,47.24,1.12,3.55,20.44,14.08,0.25,1.13,30.63,16.08,0.02,0.26,0.210,0.104,409,0.022,0.047,0.951,0.000,0.002,24710,17911,3,0.385,0.400,0.077,2723850,0.177,2.245,0.096,47.25,12659,559,0.504,0.142,0.128,2527394,1.16,2.97,0.331,0.619,0.010,30.8,89.2,148.5,220.9,25856,0.099,0.00,0.0034,0.136,115,0.419,0.000,0.552,0.302,6.66,7.41,7.50,0.18,0.075,1.15,1.16,1.16,0.440,0.01580,46.73,8.8374,270.21,110966.4,140122.1,0.000,15.9877,104.431,0.000,1.000,0.026,35.9,47.210,74.443,2086,12754.3,13.61,38.532,7.60,16.118,700.9,4.756,0.136,2.00,22.2176,10953.3,0.5771,0.4126,52.45,1.734,0.118,1.5345,0.0000,0.621,0.081,0.923,0.0000,8.19,1.07,18,49,81,121,41.5905,0.0009,0.5436,0.0000,0.0000,56.2983,100.00,90.0094,166.7041,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,85.0131,0.9042,0.0022,0.0010,0.000014,18,0.4731,0.1460,0.0770,75,239,903,0.0000,0.0000,0.0068,0.022,0.6416,0.0718,0.2433,0.0345,0.4440,0.1869,0.0000,-0.00020,0.024,0.0001,1.000,0.596,0.24,0.077,0.230,0.006,0.0058,0.030,0.551,0.6153,0.7307,0.8687,0.9536,0.09367,0.09948
60000,470,1.998,0.929,14.78,4649,4338,0,302,1,79647,166408.4,45536.9,0.055,0.724,0.164,0.057,227,88.28,41.36,0.45,2.53,18.33,11.13,0.05,1.06,32.16,16.10,0.01,0.14,0.208,0.096,351,0.032,0.104,0.896,0.000,0.000,4559,3673,4,0.409,0.168,0.002,46450,0.182,2.175,0.088,15.80,2690,574,0.572,0.262,0.145,372338,1.06,2.14,0.440,0.543,0.002,35.1,83.6,147.7,216.7,23964,0.091,0.00,0.0011,0.151,124,0.234,0.000,0.335,0.220,6.67,7.23,7.33,0.12,0.038,1.03,1.08,1.07,0.246,0.00648,6.15,2.7385,282.71,113740.1,140122.1,0.000,5.7433,32.138,0.000,1.000,0.001,33.5,15.281,21.633,2001,11839.5,22.71,12.126,8.30,4.944,601.4,0.776,0.138,1.99,19.9161,9360.6,0.5278,0.4248,50.99,1.706,0.184,0.4655,0.0000,0.656,0.102,0.881,0.0000,7.82,1.14,21,49,81,122,13.4298,0.0003,0.5106,0.0000,0.0000,14.5476,100.00,104.0479,84.0402,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,34.8310,0.9122,0.0021,0.0009,0.000008,31,0.4337,0.1340,0.1066,79,228,1045,0.0000,0.0000,0.0097,0.033,0.0851,0.1110,0.0668,0.0128,0.6059,0.0605,0.0000,-0.00038,0.019,0.0001,1.000,0.533,0.02,0.002,0.140,0.007,0.0052,0.036,0.572,0.5351,0.6159,1.0117,0.6281,0.09292,0.12330
70000,486,2.540,1.168,20.04,16477,14634,0,1792,3,412346,514331.1,225921.2,0.047,0.663,0.201,0.089,168,102.68,50.87,0.32,2.41,23.18,18.35,3.07,5.92,27.11,15.76,0.01,0.14,0.214,0.111,415,0.023,0.056,0.942,0.000,0.002,20886,15380,2,0.290,0.568,0.340,548305,0.198,2.486,0.120,47.71,12062,617,0.548,0.175,0.195,1630128,1.07,3.97,0.323,0.673,0.002,33.5,102.0,172.2,238.8,26087,0.100,0.00,0.0039,0.154,122,0.325,0.000,0.463,0.315,7.00,7.46,7.63,0.06,0.025,1.08,1.06,1.08,0.346,0.01716,45.50,9.7947,394.27,106549.3,140122.1,0.000,16.1008,102.016,0.000,1.000,0.001,37.2,45.998,76.237,2443,15616.6,25.45,38.596,8.17,15.109,815.0,4.268,0.131,2.00,25.0365,12167.7,0.6248,0.4394,53.68,1.953,0.032,1.5345,0.0000,0.633,0.142,0.860,0.0000,8.53,1.31,17,54,91,121,40.3325,0.0016,0.5206,0.0000,0.0000,56.5927,100.00,88.9359,169.1745,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,86.4930,0.8805,0.0021,0.0009,0.000019,32,0.7212,0.1770,0.0915,79,230,953,0.0000,0.0000,0.0042,0.018,0.4693,0.1284,0.1944,0.0329,0.5338,0.1583,0.0000,0.00042,0.016,0.0002,1.000,0.794,1.95,0.340,0.187,0.007,0.0108,0.038,0.832,0.6525,0.6842,0.9434,0.8562,0.13439,0.10365
80000,479,2.862,0.882,22.30,4737,4235,0,486,1,102504,172517.9,59687.9,0.049,0.786,0.117,0.048,210,102.57,51.43,0.42,2.88,19.37,12.09,2.03,5.61,31.29,16.82,0.01,0.14,0.191,0.086,386,0.044,0.090,0.902,0.000,0.008,4664,3282,4,0.336,0.242,0.273,494515,0.185,2.131,0.084,16.00,3290,612,0.582,0.208,0.134,441073,1.08,2.12,0.374,0.618,0.002,32.2,99.2,160.2,327.0,25436,0.097,0.00,0.0012,0.146,110,0.232,0.000,0.400,0.222,6.84,7.36,7.47,0.06,0.025,1.07,1.08,1.09,0.246,0.00785,6.47,2.8874,310.53,111058.9,140122.1,0.000,6.1269,33.665,0.000,1.000,0.000,32.7,15.564,21.808,1863,11242.4,25.78,12.689,8.00,5.244,568.1,0.836,0.134,2.01,25.5297,12228.7,0.6044,0.4653,53.10,1.936,0.089,0.4655,0.0000,0.678,0.091,0.962,0.0000,7.95,1.39,18,50,81,168,13.3013,0.0001,0.4864,0.0000,0.0000,14.5461,100.00,102.3487,84.7801,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,34.0143,0.9157,0.0018,0.0008,0.000011,22,0.4215,0.1608,0.1153,76,242,1139,0.0000,0.0000,0.0030,0.015,0.1214,0.0923,0.0757,0.0313,0.6084,0.0709,0.0000,-0.00061,0.015,0.0003,0.998,0.771,1.34,0.273,0.214,0.010,0.0364,0.039,0.796,0.6268,0.7146,1.1815,0.8292,0.07305,0.11230
90000,792,1.636,1.454,27.20,35227,26810,0,8087,1,833807,521252.7,419238.6,0.066,0.788,0.121,0.025,133,54.34,34.24,0.01,0.36,12.98,10.47,0.00,0.00,14.17,13.57,0.00,0.00,0.249,0.133,561,0.024,0.069,0.914,0.000,0.016,48851,31197,2,0.511,0.389,0.000,1219733,0.212,2.822,0.158,47.94,30404,316,0.503,0.204,0.335,3259082,1.00,2.65,0.436,0.563,0.000,16.0,50.0,98.0,242.0,21511,0.082,0.00,0.0046,0.149,222,0.360,0.000,0.473,0.329,4.41,5.24,5.27,0.01,0.001,1.00,1.01,1.00,0.390,0.01348,47.53,13.6801,359.19,105143.4,140122.1,0.000,21.4642,110.333,0.000,1.000,0.000,33.8,45.578,72.622,3022,20452.0,21.30,39.214,7.03,19.693,1232.3,5.344,0.134,2.01,11.3154,8961.8,0.6078,0.4256,27.16,1.999,0.005,1.5345,0.0000,0.934,0.066,1.000,0.0000,5.92,1.24,8,25,49,121,37.6787,0.0004,0.4495,0.0000,0.0000,55.6452,100.00,86.8849,168.8076,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,80.5996,0.8418,0.0026,0.0010,0.000015,16,0.4055,0.0442,0.0342,53,183,622,0.0000,0.0000,0.0014,0.005,1.1981,0.0627,0.4418,0.0051,0.4802,0.1985,0.0000,0.00030,0.004,0.0000,0.957,0.663,0.00,0.000,0.365,0.009,0.0205,0.039,0.790,0.6851,0.8507,0.9381,1.1808,0.08725,0.08236
100000,636,2.143,1.460,26.29,9120,8144,0,1118,2,140755,171783.1,72124.6,0.054,0.844,0.089,0.013,189,63.40,35.89,0.12,1.66,14.63,12.02,0.00,0.00,16.85,14.41,0.00,0.00,0.232,0.126,471,0.030,0.097,0.887,0.002,0.014,9433,6336,5,0.225,0.458,0.000,2178,0.326,2.806,0.158,16.03,6572,457,0.512,0.223,0.187,854064,1.04,2.43,0.398,0.580,0.000,20.0,58.0,98.0,235.9,20094,0.077,0.00,0.0016,0.146,156,0.274,0.000,0.334,0.190,4.84,5.70,5.78,0.01,0.008,1.04,1.04,1.03,0.289,0.00586,6.10,2.5584,288.51,104454.5,140122.1,0.000,8.3604,34.322,0.000,1.000,0.000,28.4,15.711,21.058,3007,20440.0,14.31,12.624,6.23,8.111,1208.1,1.207,0.131,1.98,15.0135,9548.6,0.6765,0.4338,31.59,1.999,0.005,0.4655,0.0000,0.931,0.068,0.998,0.0000,6.34,1.21,10,29,49,118,13.4350,0.0004,0.4057,0.0000,0.0000,14.5637,100.00,98.6876,84.5452,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,31.4706,0.8418,0.0023,0.0010,0.000010,12,0.2093,0.0786,0.0536,64,208,823,0.0000,0.0000,0.0005,0.001,0.2038,0.0410,0.0855,0.0157,0.5522,0.0979,0.0000,0.00008,0.002,0.0000,0.998,0.796,0.00,0.000,0.076,0.028,0.0068,0.111,0.734,0.6342,0.8373,0.6968,1.1512,0.04198,0.09185
