step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange
100000,1.18,32,0,0,0,1,0,1.00,20,0.000,3431,0.00,198.29,20.45,351,0,0,0,1.00,1.00,1.00,1,1,1,17.0,2.435,1,1.176,0.583,6,1.000,19,41.52,39.00,0,0.0000,0.000,0.0000
100000,7.05,34,0,1,0,5,0,1.00,10,0.142,3246,0.00,213.33,56.28,351,1,0,0,1.00,1.00,1.00,2,3,4,36.3,30.373,6,1.176,0.597,6,1.000,16,22.80,16.00,0,0.0000,0.000,0.0000
100000,3.53,32,0,2,0,1,0,1.00,14,0.567,3201,0.00,194.88,40.05,351,0,0,0,1.00,1.00,1.00,2,3,2,17.2,13.673,3,1.176,0.583,6,1.000,16,21.70,9.00,0,0.0000,0.000,0.0000
100000,4.71,32,0,0,0,4,0,1.00,12,0.000,3124,0.29,146.98,20.90,351,1,1,0,1.00,1.00,1.00,2,4,2,37.8,12.452,4,1.176,0.583,6,1.000,13,49.35,-33.75,0,0.0000,0.000,0.0000
100000,5.88,34,0,3,0,2,0,1.00,12,0.510,3096,-0.00,179.53,20.39,351,0,0,0,1.00,1.00,1.00,2,1,5,1.4,0.939,5,1.176,0.597,6,1.000,6,22.62,-7.75,0,0.0000,0.000,0.0000
100000,2.35,32,0,0,0,2,0,1.00,18,0.000,2923,0.00,170.69,10.08,351,1,0,0,1.00,1.00,1.00,2,2,1,28.3,10.408,2,1.176,0.583,6,1.000,9,15.20,-9.00,0,0.0000,0.000,0.0000
100000,11.76,34,0,0,0,10,0,1.00,10,0.000,2875,2.76,161.40,13.65,351,1,0,0,1.00,1.00,1.00,2,2,5,35.3,27.133,10,1.176,0.597,6,1.000,3,19.00,-10.25,0,0.0000,0.000,0.0000
100000,9.17,33,0,2,0,6,0,1.00,12,0.218,2874,0.00,170.49,21.74,351,1,0,0,1.00,1.00,1.00,2,2,4,28.8,12.408,8,1.146,0.601,6,1.000,8,16.63,-11.25,0,0.0000,0.000,0.0000
100000,4.70,34,0,2,0,2,0,1.00,12,0.425,2836,0.32,114.05,21.98,351,0,0,0,1.00,1.00,1.00,1,3,3,1.7,8.631,4,1.176,0.597,6,1.000,5,6.56,4.25,0,0.0000,0.000,0.0000
100000,1.18,32,0,0,0,1,0,1.00,20,0.000,2821,0.00,177.05,21.25,351,1,0,0,1.00,1.00,1.00,1,1,1,29.7,3.294,1,1.176,0.583,6,1.000,9,24.41,-20.50,0,0.0000,0.000,0.0000
100000,4.71,32,0,0,0,4,0,1.00,12,0.000,2776,0.00,146.35,48.67,351,0,0,0,1.00,1.00,1.00,4,4,2,19.0,15.186,4,1.176,0.583,6,1.000,11,20.91,-9.25,0,0.0000,0.000,0.0000
100000,7.05,34,0,1,0,5,0,1.00,12,0.142,2661,0.00,126.65,11.15,351,0,1,0,1.00,1.00,1.00,2,3,3,21.0,23.212,6,1.176,0.597,6,1.000,2,7.85,-1.25,0,0.0000,0.000,0.0000
100000,4.70,34,0,2,0,2,0,1.00,14,0.425,2354,0.00,120.31,4.60,351,0,0,0,1.00,1.00,1.00,2,3,2,20.1,10.800,4,1.176,0.597,6,1.000,2,20.84,3.75,0,0.0000,0.000,0.0000
100000,6.08,44,0,0,0,5,0,1.00,16,0.000,2345,0.00,191.49,28.59,351,0,0,0,1.00,1.00,1.00,2,5,1,22.6,8.543,5,1.216,0.573,7,1.000,5,3.35,-3.00,0,0.0000,0.000,0.0000
100000,14.00,20,0,4,0,3,0,1.00,6,0.286,2231,0.00,62.16,270.01,385,0,0,0,1.00,1.00,1.00,2,3,4,20.0,16.044,7,2.000,0.135,5,1.000,4,33.10,-12.25,0,0.0000,0.000,0.0000
100000,31.17,32,0,7,3,18,0,1.00,0,0.225,2226,0.73,141.21,20.32,351,2,0,0,1.00,1.00,1.00,6,6,6,54.2,38.828,28,1.176,0.583,6,1.000,4,30.32,8.00,3,0.0000,0.000,0.0000
100000,7.36,29,0,0,1,6,0,1.00,10,0.000,2226,0.00,123.05,10.67,351,1,0,0,1.00,1.00,1.00,3,4,3,37.0,3.354,7,1.132,0.540,6,1.000,2,8.28,4.00,1,0.0000,0.000,0.0000
100000,31.17,32,0,6,3,19,0,1.00,0,0.192,2191,0.01,156.82,2.88,351,2,0,0,1.00,1.00,1.00,9,6,6,51.8,51.231,28,1.176,0.583,6,1.000,1,46.67,-33.00,3,0.0000,0.000,0.0000
100000,7.11,45,0,6,0,0,0,1.00,16,0.844,2175,0.00,129.58,34.41,351,0,0,0,1.00,1.00,1.00,2,2,4,24.0,1.251,6,1.185,0.551,7,1.000,3,41.89,21.00,0,0.0000,0.000,0.0000
100000,14.70,32,0,0,3,11,0,1.00,4,0.000,2144,0.00,117.02,7.49,351,2,0,0,1.00,1.00,1.00,3,4,6,46.8,2.757,14,1.176,0.583,6,1.000,2,35.15,3.25,3,0.0000,0.000,0.0000
100000,29.41,32,0,6,2,18,0,1.00,0,0.204,2113,2.51,121.85,20.83,351,1,0,0,1.00,1.00,1.00,6,6,6,33.2,28.300,26,1.176,0.583,6,1.000,4,27.41,-16.00,2,0.0000,0.000,0.0000
