step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange
100000,1.14,29,0,0,0,1,0,1.00,20,0.000,3349,0.00,201.95,31.41,1054,2,0,0,1.00,1.00,1.00,1,1,1,42.8,0.824,1,1.138,0.739,6,1.000,17,45.81,33.50,0,0.0000,0.000,0.0000
100000,8.34,14,0,3,0,4,0,1.00,10,0.360,3218,0.62,113.23,25.21,1004,1,1,0,1.00,1.00,1.00,3,3,4,34.3,33.599,7,1.192,0.768,6,1.000,3,8.27,0.50,0,0.0173,0.332,0.0820
100000,1.77,46,0,0,0,2,0,1.00,20,0.000,3157,0.00,174.27,29.12,1110,2,0,0,1.00,1.00,1.00,1,2,2,46.6,1.043,2,0.883,0.743,7,1.000,10,45.71,-45.25,0,0.0000,0.000,0.0000
100000,2.64,33,0,0,0,3,0,1.00,14,0.000,3130,0.00,152.57,13.27,1100,0,0,0,1.00,1.00,1.00,1,2,3,10.0,3.202,3,0.879,0.734,6,1.000,10,12.77,0.75,0,0.0000,0.114,0.0000
100000,4.37,19,0,0,0,4,0,1.00,16,0.000,2975,1.07,130.67,34.35,1054,2,0,0,1.00,1.00,1.00,4,2,2,41.2,21.861,4,1.093,0.740,6,1.000,4,49.56,33.25,0,0.0064,0.032,0.1270
100000,1.08,19,0,0,0,1,0,1.00,20,0.000,2948,0.00,96.72,12.87,1054,1,0,0,1.00,1.00,1.00,1,1,1,36.7,2.973,1,1.084,0.741,6,1.000,1,24.15,-21.75,0,0.0062,0.023,0.1420
100000,13.01,25,0,4,0,8,0,1.00,8,0.307,2805,0.00,128.53,13.21,1054,1,0,0,1.00,1.00,1.00,2,4,4,32.9,13.588,12,1.084,0.749,6,1.000,6,15.88,14.00,0,0.0015,0.012,0.0505
100000,23.08,36,0,4,0,19,0,1.00,2,0.173,2656,3.60,150.32,24.37,1110,1,0,0,1.00,1.00,1.00,4,6,5,27.7,19.168,23,1.003,0.818,6,1.000,5,28.13,24.25,0,0.0000,0.000,0.0000
100000,4.23,45,0,2,0,2,0,1.00,18,0.473,2517,0.00,175.28,8.69,1054,1,1,0,1.00,1.00,1.00,2,1,4,33.5,2.760,4,1.058,0.741,7,1.000,6,16.50,16.50,0,0.0000,0.000,0.0000
100000,33.00,29,0,6,0,23,0,1.00,0,0.182,2331,0.00,134.78,4.80,1054,2,2,0,1.00,1.00,1.00,5,6,6,44.0,4.171,29,1.138,0.739,6,1.000,0,31.92,31.75,0,0.0000,0.000,0.0000
100000,2.17,18,0,0,0,2,0,1.00,18,0.000,2302,0.00,83.12,29.93,1054,0,1,0,1.00,1.00,1.00,1,1,2,21.2,1.507,2,1.084,0.741,6,1.000,1,28.71,-23.50,0,0.0062,0.023,0.1625
100000,14.61,47,0,3,1,13,0,1.00,4,0.205,2266,3.16,202.46,17.21,1110,1,0,0,1.00,1.00,1.00,4,6,6,26.5,45.398,17,0.886,0.780,7,1.000,2,27.07,25.25,1,0.0000,0.000,0.0000
100000,10.84,18,0,5,0,5,0,1.00,6,0.461,2266,-0.00,93.31,7.47,1054,2,1,0,1.00,1.00,1.00,2,4,5,47.7,7.583,10,1.084,0.741,6,1.000,1,19.76,-6.25,0,0.0062,0.023,0.1438
100000,25.36,30,0,3,0,17,0,1.00,2,0.118,2235,1.50,112.69,33.39,1004,1,1,0,1.00,1.00,1.00,6,5,6,33.0,12.250,20,1.268,0.842,6,1.000,3,7.36,-7.25,0,0.0095,0.328,0.0241
100000,27.62,29,0,2,0,24,0,1.00,0,0.072,2209,0.00,114.83,19.37,1054,2,2,0,1.00,1.00,1.00,8,6,6,51.1,17.355,26,1.062,0.769,6,1.000,3,14.35,-5.50,0,0.0000,0.019,0.0000
100000,3.12,42,0,2,0,1,0,1.00,18,0.641,2169,0.34,142.92,23.09,1054,1,0,0,1.00,1.00,1.00,1,2,3,26.5,9.781,3,1.040,0.761,7,1.000,2,31.02,-20.25,0,0.0000,0.000,0.0000
100000,20.26,49,0,3,3,18,0,1.00,4,0.148,2156,0.00,210.26,8.73,1110,0,0,0,1.00,1.00,1.00,5,5,7,15.3,30.048,24,0.901,0.774,7,1.000,1,3.48,-3.25,3,0.0007,0.000,0.1586
100000,23.90,38,0,4,0,18,0,1.00,4,0.167,2139,2.03,155.53,5.59,1054,2,1,0,1.00,1.00,1.00,5,5,7,42.1,22.879,22,1.087,0.693,7,1.000,2,16.89,7.25,0,0.0000,0.000,0.0000
100000,35.28,33,0,6,0,25,0,1.00,0,0.170,2085,-0.00,157.93,4.84,1054,2,2,0,1.00,1.00,1.00,4,6,6,46.2,52.057,31,1.138,0.739,6,1.000,0,15.93,11.75,0,0.0000,0.000,0.0000
100000,15.38,16,0,5,0,7,0,1.00,8,0.325,2067,0.66,107.52,38.20,1004,2,0,0,1.00,1.00,1.00,2,4,4,41.5,51.765,12,1.282,0.718,6,1.000,2,29.35,20.50,0,0.0252,0.378,0.1099
100000,20.64,38,0,7,0,12,0,1.00,6,0.339,2048,0.00,129.07,2.18,1054,1,0,0,1.00,1.00,1.00,4,5,6,31.5,15.191,19,1.087,0.693,7,1.000,2,21.21,-15.00,0,0.0000,0.000,0.0000
100000,19.46,61,0,7,1,14,0,1.00,6,0.360,1952,0.00,177.54,11.86,1110,2,2,0,1.00,1.00,1.00,5,8,5,52.9,28.743,22,0.905,0.777,8,1.000,2,19.23,17.25,1,0.0006,0.000,0.1354
100000,6.35,45,0,3,0,3,0,1.00,16,0.473,1926,0.00,130.41,5.00,1054,0,1,0,1.00,1.00,1.00,1,3,3,23.0,0.678,6,1.058,0.741,7,1.000,4,17.34,-7.25,0,0.0000,0.000,0.0000
100000,11.92,14,0,4,0,6,0,1.00,8,0.336,1890,0.00,75.22,12.19,1004,2,1,0,1.00,1.00,1.00,2,3,5,39.7,21.469,10,1.192,0.768,6,1.000,2,7.16,-6.25,0,0.0173,0.332,0.0521
100000,19.99,11,0,8,2,1,0,1.00,0,0.400,1829,0.00,15.37,172.88,1075,2,1,0,1.00,1.00,1.00,2,4,4,41.5,31.574,11,1.999,0.837,4,1.000,0,53.89,48.00,2,0.0000,0.000,0.0000
100000,19.91,40,0,3,0,13,0,1.00,8,0.151,1829,0.00,161.94,14.23,1054,1,2,0,1.00,1.00,1.00,4,3,7,33.5,30.466,16,1.244,0.738,7,1.000,0,13.50,-13.50,0,0.0000,0.000,0.0000
