step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest
10000,2848,1.202,2.573,22.91,101510,79475,0,20268,400,1778980,1050791.9,852505.0,0.062,0.729,0.131,0.078,90,24.73,13.40,0.16,1.05,7.33,5.90,0.02,0.40,4.94,5.13,0.01,0.16,0.286,0.147,1540,0.041,0.037,0.935,0.002,0.026,188221,146184,3,0.009,0.987,0.007,2040589,0.197,3.524,0.309,88.04,89153,214,0.479,0.208,0.487,11512859,1.06,2.57,0.297,0.657,0.006,8.0,24.0,43.6,105.5,35460,0.135,0.00,0.0075,0.091,722,0.574,0.000,0.453,0.477,2.29,3.55,3.79,0.03,0.015,1.08,1.03,1.08,0.605,0.00353,70.44,45.0887,1483.24,80276.1,140496.8,0.102,39.0480,212.932,0.000,1.000,0.003,66.3,86.578,96.184,5597,38436.6,16.91,94.397,6.39,29.560,1583.1,10.417,0.135,2.00,4.6208,13160.2,0.5812,0.3442,12.45,1.978,0.100,1.5414,0.0000,0.060,0.064,0.000,0.0000,4.31,0.58,4,12,22,49,78.3573,0.0002,0.3982,0.0000,0.0000,42.7052,100.00,64.6952,268.8091,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,21.7007,0.6407,0.0032,0.0013,0.000004,1,0.1947,0.0067,0.0166,52,183,485,0.0000,0.0000,0.0102,0.030,5.6744,0.0206,1.9404,0.0221,0.3126,0.0878,0.0000,0.00056,0.329,0.0091,0.965,0.583,0.02,0.007,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0639,0.0000,1.7840,0.00000,0.06168
20000,2118,1.279,2.290,29.58,47086,34859,0,12928,25,540693,343441.1,276616.9,0.016,0.773,0.105,0.106,101,30.67,14.78,0.21,1.61,6.64,4.68,0.06,0.81,8.26,6.98,0.00,0.00,0.226,0.133,816,0.076,0.076,0.896,0.003,0.025,57139,39665,4,0.738,0.131,0.009,189243,0.148,3.373,0.270,31.53,35359,206,0.512,0.254,0.239,3922540,1.08,1.24,0.567,0.425,0.000,14.0,32.0,46.0,145.8,32109,0.122,0.00,0.0020,0.084,515,0.401,0.000,0.252,0.231,2.68,3.90,3.97,0.02,0.012,1.06,1.09,1.10,0.425,0.00259,8.09,8.0265,524.26,81801.6,140496.8,0.744,12.9788,74.134,0.000,1.000,0.016,57.6,30.252,32.297,5094,34351.5,13.32,28.913,4.28,11.549,1658.3,2.636,0.136,2.00,8.0808,17115.1,0.7256,0.4375,15.16,1.999,0.005,0.4586,0.0000,0.005,0.026,0.000,0.0000,4.25,0.64,7,16,23,64,26.1532,0.0022,0.4363,0.0000,0.0000,12.1181,100.00,77.4882,169.8770,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,11.1109,0.6783,0.0030,0.0013,0.000004,4,0.0915,0.0297,0.0112,43,158,494,0.0000,0.0000,0.0012,0.003,0.7874,0.0048,0.3766,0.0080,0.4381,0.0845,0.0000,0.00051,0.700,0.0327,0.947,0.624,0.04,0.009,0.000,0.000,0.0000,0.000,0.000,0.0000,1.3220,0.0000,1.9177,0.00000,0.06967
30000,2320,1.043,1.746,30.86,102885,87615,0,14618,229,748674,1050991.2,431779.3,0.018,0.840,0.070,0.072,80,32.33,12.76,0.06,0.58,6.31,4.02,0.02,0.54,9.73,5.36,0.00,0.00,0.198,0.103,974,0.172,0.081,0.906,0.002,0.010,129375,89841,4,0.829,0.143,0.004,113246,0.136,3.042,0.202,94.82,84787,188,0.577,0.283,0.086,19313995,1.02,0.84,0.597,0.388,0.000,16.0,32.0,50.0,128.0,37393,0.143,0.00,0.0047,0.085,672,0.636,0.000,0.240,0.257,2.85,4.06,4.12,0.01,0.005,1.01,1.02,1.02,0.646,0.00336,57.46,21.3160,626.66,80385.3,140496.8,0.063,26.2033,216.586,0.000,1.000,0.017,76.0,98.759,105.567,3994,25903.9,21.51,87.823,4.25,30.287,1089.9,11.477,0.135,1.99,11.8554,27504.6,0.9337,0.3923,16.12,2.000,0.000,1.5414,0.0000,0.001,0.004,0.000,0.0000,4.30,0.56,8,16,25,64,92.9885,0.0029,0.5259,0.0000,0.0000,45.6186,100.00,55.6521,304.4243,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,24.2966,0.7456,0.0026,0.0011,0.000004,221,1.8990,0.1595,0.0351,57,187,614,0.0000,0.0000,0.0029,0.006,0.8951,0.3078,0.6560,0.0461,0.2906,0.1073,0.0000,-0.00032,0.856,0.0453,0.983,0.664,0.01,0.004,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9764,0.0000,1.5777,0.00000,0.03504
40000,1866,1.267,1.828,32.11,25394,23419,0,2198,55,140358,334103.1,86319.5,0.038,0.777,0.082,0.103,134,32.71,12.96,0.09,1.26,6.42,3.74,0.00,0.00,9.76,5.42,0.00,0.00,0.197,0.101,612,0.244,0.102,0.879,0.002,0.018,24254,16865,9,0.251,0.080,0.000,13744,0.222,3.096,0.212,31.69,18057,198,0.615,0.348,0.079,3702575,1.04,0.76,0.678,0.307,0.000,18.0,32.0,50.0,162.0,30354,0.116,0.00,0.0018,0.095,476,0.460,0.000,0.164,0.130,2.97,4.05,4.10,0.01,0.006,1.04,1.03,1.04,0.466,0.00169,8.51,5.5981,367.00,84999.6,140496.8,0.808,8.7998,67.022,0.000,1.000,0.023,56.0,31.671,33.615,4128,27278.4,12.41,27.450,4.43,8.320,1234.6,2.063,0.135,2.00,11.7410,21908.7,0.8857,0.3976,16.27,2.000,0.000,0.4586,0.0000,0.001,0.003,0.000,0.0000,4.27,0.56,9,16,25,81,29.5453,0.0007,0.4528,0.0000,0.0000,12.1089,100.00,81.9180,188.6902,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,13.7013,0.7383,0.0024,0.0011,0.000002,176,0.9425,0.0949,0.0614,68,200,856,0.0000,0.0000,0.0037,0.009,0.1376,0.1725,0.1762,0.0209,0.4374,0.0503,0.0000,-0.00051,0.616,0.0321,0.939,0.669,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9184,0.0000,1.2191,0.00000,0.05307
50000,2294,0.973,1.486,31.47,81204,70085,0,9925,210,463674,1009169.9,304817.5,0.006,0.861,0.048,0.086,94,30.18,10.37,0.05,0.57,6.22,3.20,0.00,0.00,8.76,4.08,0.00,0.00,0.206,0.093,783,0.267,0.079,0.910,0.001,0.010,90167,56831,10,0.626,0.196,0.000,6505,0.204,2.831,0.171,91.76,60615,155,0.657,0.323,0.059,17530779,1.02,0.78,0.617,0.364,0.000,16.0,32.0,42.0,116.0,34499,0.132,0.00,0.0050,0.112,573,0.599,0.000,0.244,0.180,2.87,3.94,3.97,0.01,0.005,1.02,1.01,1.02,0.606,0.00348,61.55,18.8508,568.70,82279.3,140496.8,0.034,18.3119,203.467,0.000,1.000,0.017,71.4,93.548,102.799,3465,21945.6,21.05,81.822,4.13,20.371,815.5,8.775,0.133,2.01,13.1553,30178.2,1.0636,0.3978,15.04,2.000,0.000,1.5414,0.0000,0.002,0.005,0.000,0.0000,4.15,0.42,8,16,21,58,88.2257,0.0038,0.5235,0.0000,0.0000,44.9188,100.00,58.2567,302.1880,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,33.9112,0.7798,0.0022,0.0010,0.000004,556,3.2457,0.1944,0.0550,62,189,771,0.0000,0.0000,0.0071,0.017,0.5248,0.5934,0.6738,0.0510,0.3216,0.1122,0.0000,0.00038,0.281,0.0096,0.988,0.793,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9664,0.0000,1.4430,0.00000,0.04187
60000,1587,1.185,1.580,31.35,20947,19487,0,1823,73,93822,327954.9,71583.7,0.011,0.800,0.057,0.132,139,36.66,13.77,0.17,1.42,6.93,4.03,0.00,0.00,11.06,5.72,0.00,0.05,0.191,0.096,611,0.130,0.103,0.881,0.002,0.014,18740,12809,8,0.546,0.022,0.000,2479,0.219,2.905,0.181,31.25,13953,195,0.763,0.346,0.053,3715736,1.07,0.81,0.641,0.334,0.001,20.0,32.0,50.0,190.0,28818,0.110,0.00,0.0019,0.103,347,0.447,0.000,0.143,0.099,3.27,4.29,4.34,0.03,0.013,1.06,1.06,1.07,0.452,0.00212,8.86,6.0918,318.04,88080.5,140496.8,0.619,8.0197,65.530,0.000,1.000,0.034,52.5,30.764,32.961,3614,23382.8,14.14,26.843,4.25,6.953,1010.0,1.864,0.135,2.00,14.7676,23436.2,0.9984,0.4275,18.16,2.000,0.000,0.4586,0.0000,0.001,0.002,0.000,0.0000,4.52,0.75,10,16,25,95,28.7092,0.0070,0.4802,0.0000,0.0000,12.0850,100.00,82.8131,183.2567,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,15.3678,0.7709,0.0020,0.0009,0.000003,271,1.3471,0.1582,0.0876,71,210,1196,0.0000,0.0000,0.0075,0.015,0.1073,0.2640,0.2203,0.0284,0.4446,0.0647,0.0000,0.00020,0.632,0.0305,0.997,0.845,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0307,0.0000,1.5140,0.00000,0.06102
70000,2083,1.043,1.426,31.43,66749,58783,0,6591,231,372175,979656.1,267184.9,0.008,0.834,0.048,0.110,100,34.72,13.94,0.20,1.54,6.65,3.75,0.00,0.00,10.30,5.33,0.00,0.03,0.196,0.092,888,0.178,0.087,0.904,0.000,0.010,73878,52398,5,0.460,0.085,0.000,4460,0.184,2.774,0.162,90.28,49896,165,0.718,0.336,0.038,14720437,1.07,0.76,0.573,0.398,0.001,18.0,32.0,50.0,126.0,35730,0.136,0.00,0.0046,0.098,554,0.587,0.000,0.214,0.188,3.19,4.21,4.24,0.04,0.017,1.08,1.05,1.08,0.592,0.00371,64.72,20.2602,670.60,83559.1,140496.8,0.023,17.3689,195.863,0.000,1.000,0.008,67.8,90.300,101.132,3320,20823.5,21.91,79.679,4.49,17.838,774.2,7.874,0.134,2.00,14.3485,29887.9,1.0891,0.3761,17.15,2.000,0.000,1.5414,0.0000,0.001,0.004,0.000,0.0000,4.41,0.58,8,16,25,63,85.3557,0.0034,0.5132,0.0000,0.0000,44.3036,100.00,59.4786,296.0151,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,35.3698,0.7867,0.0021,0.0009,0.000004,648,3.7513,0.2252,0.0668,67,198,864,0.0000,0.0000,0.0068,0.015,0.4328,0.7607,0.6628,0.0600,0.3381,0.1005,0.0000,0.00007,0.628,0.0244,0.993,0.804,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8936,0.0000,1.3193,0.00000,0.04532
80000,1715,1.103,1.451,31.28,20471,18815,0,1618,62,95284,328947.1,75294.2,0.017,0.739,0.057,0.187,141,34.94,13.61,0.26,1.80,6.82,3.49,0.00,0.00,10.14,5.14,0.00,0.00,0.201,0.090,669,0.226,0.089,0.900,0.002,0.010,18676,13379,4,0.357,0.159,0.000,1236,0.180,2.801,0.166,31.43,14015,197,0.790,0.355,0.051,3463605,1.08,0.63,0.644,0.326,0.000,22.0,32.0,50.0,174.0,29522,0.113,0.00,0.0019,0.104,389,0.462,0.000,0.144,0.108,3.12,4.20,4.24,0.04,0.021,1.07,1.06,1.09,0.467,0.00179,9.47,6.9377,404.18,87282.0,140496.8,0.421,7.9196,65.283,0.000,1.000,0.019,53.7,30.109,32.859,3356,21371.9,18.37,26.967,4.35,6.222,818.5,1.620,0.134,2.00,15.3362,26301.6,1.0876,0.4099,17.21,2.000,0.000,0.4586,0.0000,0.002,0.006,0.000,0.0000,4.37,0.60,11,16,25,49,28.2176,0.0052,0.5061,0.0000,0.0000,12.0495,100.00,83.2527,180.1274,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,15.5428,0.7875,0.0019,0.0009,0.000002,344,1.4486,0.1434,0.0851,70,211,1162,0.0000,0.0000,0.0085,0.019,0.0986,0.2991,0.2239,0.0315,0.4355,0.0512,0.0000,0.00006,0.431,0.0173,0.976,0.785,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0296,0.0000,1.5846,0.00000,0.06443
90000,2349,0.866,1.386,31.05,64404,56641,0,6018,190,320108,993813.9,259736.5,0.006,0.783,0.043,0.167,106,28.83,9.18,0.09,0.79,5.94,2.84,0.00,0.00,8.29,3.67,0.00,0.00,0.206,0.090,855,0.312,0.080,0.911,0.002,0.007,69641,48973,9,0.357,0.091,0.000,1494,0.191,2.716,0.159,92.17,46814,159,0.811,0.360,0.032,14971953,1.03,0.75,0.588,0.403,0.000,16.0,32.0,32.0,90.0,33645,0.128,0.00,0.0051,0.086,598,0.592,0.000,0.202,0.166,2.81,3.88,3.90,0.02,0.011,1.02,1.03,1.04,0.597,0.00310,63.77,22.5940,940.11,77490.4,140496.8,0.034,17.1734,197.438,0.000,1.000,0.000,69.3,89.245,103.883,3276,19973.2,26.80,81.019,4.21,15.224,622.4,6.916,0.135,2.00,15.6798,36831.8,1.3731,0.3877,14.32,2.000,0.000,1.5414,0.0000,0.002,0.007,0.000,0.0000,4.08,0.29,8,16,16,36,84.6224,0.0085,0.5241,0.0000,0.0000,44.6187,100.00,55.3568,295.9335,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,36.7185,0.7879,0.0019,0.0008,0.000003,921,4.5142,0.2703,0.0785,65,195,1009,0.0000,0.0000,0.0074,0.017,0.3419,0.8868,0.7351,0.0775,0.3289,0.0949,0.0000,-0.00022,0.123,0.0026,0.956,0.632,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0146,0.0000,1.5888,0.00000,0.04776
100000,1823,1.144,1.637,31.77,21836,20046,0,1811,24,93353,340386.8,81900.0,0.006,0.677,0.056,0.260,144,29.96,8.88,0.07,0.70,6.62,2.96,0.00,0.00,8.21,3.86,0.00,0.05,0.220,0.087,530,0.383,0.102,0.891,0.000,0.007,20273,15039,12,0.539,0.041,0.000,22,0.545,2.929,0.189,33.01,15032,221,0.877,0.343,0.050,3673378,1.03,0.59,0.682,0.307,0.001,20.0,32.0,32.0,162.0,27173,0.104,0.00,0.0023,0.091,393,0.474,0.000,0.126,0.108,2.83,3.90,3.93,0.03,0.013,1.02,1.03,1.03,0.479,0.00155,9.06,8.0632,477.97,82812.2,140496.8,0.636,8.6533,68.163,0.000,1.000,0.009,48.8,31.052,35.441,3851,24260.3,34.34,28.457,4.01,6.161,882.0,1.558,0.136,2.00,15.1569,27631.1,1.2094,0.4477,14.91,2.000,0.000,0.4586,0.0000,0.002,0.003,0.000,0.0000,4.06,0.29,10,16,16,81,29.2581,0.0090,0.4569,0.0000,0.0000,12.1564,100.00,80.1189,182.3744,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,14.1121,0.7571,0.0018,0.0008,0.000002,481,1.6317,0.1432,0.0991,70,217,1397,0.0000,0.0000,0.0052,0.012,0.0873,0.3177,0.2568,0.0230,0.4195,0.0520,0.0000,0.00014,0.149,0.0041,0.978,0.766,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1905,0.0000,1.8768,0.00000,0.06458
