step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest
10000,770,1.495,1.548,11.86,44513,39180,0,5246,799,604262,655462.5,304252.2,0.140,0.677,0.088,0.095,154,61.23,36.38,0.66,4.07,15.84,12.30,0.73,2.99,19.86,13.88,0.02,0.24,0.255,0.148,603,0.023,0.036,0.956,0.001,0.006,88259,79275,1,0.686,0.314,0.130,1471712,0.218,2.896,0.171,48.50,29645,262,0.504,0.197,0.213,5192027,1.12,5.01,0.061,0.583,0.008,18.6,56.1,107.7,213.6,28551,0.109,0.00,0.0043,0.123,188,0.599,0.000,0.489,0.517,6.02,7.84,7.64,0.16,0.039,1.10,1.16,1.12,0.620,0.00724,58.08,22.6481,506.13,103265.7,140496.8,0.102,29.2196,123.752,0.000,1.000,0.021,44.8,55.862,71.187,3188,21877.0,13.49,54.574,8.09,26.259,1317.3,7.192,0.133,2.00,12.6359,9729.7,0.4829,0.3011,37.08,1.624,0.144,1.5414,0.0000,0.296,0.085,0.013,0.0000,8.99,1.48,12,34,64,119,51.6798,0.0015,0.5506,0.0000,0.0000,45.2023,100.00,78.1689,183.5858,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,74.3987,0.8294,0.0034,0.0014,0.000009,0,0.1364,0.0377,0.0238,62,197,494,0.0000,0.0000,0.0489,0.172,4.1918,0.0255,1.0289,0.0948,0.2880,0.1515,0.0000,0.00009,0.022,0.0002,0.657,0.107,0.49,0.130,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8963,0.0000,1.4952,0.00000,0.06534
20000,499,2.120,1.102,9.57,8191,7571,0,827,55,122186,175041.5,54371.0,0.127,0.789,0.031,0.052,203,65.25,27.22,0.10,1.21,17.65,11.05,0.17,1.33,25.96,13.33,0.01,0.18,0.266,0.135,342,0.086,0.122,0.860,0.000,0.018,8408,6817,2,0.649,0.012,0.028,243544,0.169,2.453,0.115,15.69,3966,355,0.445,0.195,0.090,821515,1.03,2.46,0.090,0.511,0.002,25.3,66.7,94.8,169.5,21898,0.084,0.00,0.0014,0.148,112,0.349,0.000,0.459,0.204,6.04,7.29,7.36,0.01,0.004,1.02,1.03,1.03,0.364,0.00644,6.74,2.6860,241.10,112124.4,140496.8,0.000,7.6381,34.146,0.000,1.000,0.059,26.4,16.180,19.745,2261,14971.3,14.94,12.699,8.00,7.238,876.0,1.196,0.135,2.00,17.1910,8578.3,0.5123,0.3502,43.88,1.472,0.107,0.4586,0.0000,0.240,0.061,0.000,0.0000,7.94,0.88,20,46,63,116,14.1491,0.0000,0.4128,0.0000,0.0000,12.2752,100.00,92.5730,93.9524,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,33.1944,0.8849,0.0027,0.0011,0.000010,9,0.1728,0.1142,0.0523,64,200,721,0.0000,0.0000,0.0410,0.227,0.7123,0.0665,0.1574,0.0762,0.4796,0.0957,0.0000,0.00121,0.054,0.0003,0.884,0.107,0.13,0.028,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6697,0.0000,0.9623,0.00000,0.11378
30000,1222,1.011,2.068,18.27,65395,52064,0,11196,1411,852199,568829.5,409183.5,0.132,0.809,0.012,0.047,138,32.99,24.89,0.49,3.16,7.46,8.83,0.03,0.54,8.34,9.14,0.01,0.26,0.226,0.178,866,0.034,0.034,0.946,0.001,0.020,79188,58015,1,0.743,0.257,0.005,180387,0.147,3.261,0.236,50.90,35575,263,0.480,0.178,0.271,6154350,1.15,27.83,0.000,0.484,0.001,9.9,29.7,57.1,312.7,19939,0.076,0.00,0.0056,0.108,289,0.441,0.000,0.617,0.221,3.50,5.59,4.14,0.08,0.025,1.10,1.31,1.14,0.468,0.00736,52.43,16.3867,503.46,95986.3,140496.8,0.000,30.6680,119.563,0.000,1.000,0.000,40.0,48.881,72.093,4303,30061.6,15.06,42.743,6.94,30.260,1874.2,7.938,0.135,2.00,6.9887,8540.2,0.6715,0.3888,16.32,1.970,0.065,1.5414,0.0000,0.047,0.049,0.002,0.0000,11.82,2.18,5,15,28,135,42.2941,0.0001,0.5278,0.0000,0.0000,46.3204,100.00,76.2321,182.8637,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,72.6324,0.7644,0.0033,0.0013,0.000013,1,0.1464,0.0172,0.0148,49,167,506,0.0000,0.0000,0.0396,0.095,7.3625,0.0357,2.3574,0.0998,0.4139,0.1900,0.0000,0.00241,0.003,0.0000,0.196,0.042,0.03,0.005,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9759,0.0000,1.6621,0.00000,0.05629
40000,838,1.236,1.333,21.40,14128,12909,0,1232,358,84741,181396.2,48342.5,0.108,0.855,0.008,0.029,174,47.84,26.49,0.46,2.20,5.46,5.60,0.01,0.32,17.65,11.30,0.00,0.10,0.115,0.088,517,0.056,0.103,0.891,0.000,0.006,12641,8964,5,0.585,0.063,0.002,46125,0.088,2.660,0.139,15.67,7622,357,0.570,0.160,0.037,1408133,1.10,20.83,0.000,0.334,0.002,22.0,42.0,74.0,275.3,19764,0.075,0.00,0.0012,0.100,215,0.333,0.000,0.685,0.091,4.65,4.31,9.00,0.08,0.024,1.02,1.13,1.18,0.341,0.00277,7.29,2.5558,302.72,106654.5,140496.8,0.000,9.2153,35.716,0.000,1.000,0.000,35.3,16.621,20.355,2844,18285.5,14.08,13.345,5.58,9.098,1097.8,1.487,0.135,2.00,12.0935,10134.4,0.7213,0.4475,23.58,1.991,0.022,0.4586,0.0000,0.039,0.034,0.000,0.0000,11.86,2.08,11,21,37,141,15.2844,0.0001,0.5394,0.0000,0.0000,12.2710,100.00,88.1618,94.8814,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,30.8066,0.8612,0.0028,0.0012,0.000006,13,0.1578,0.0943,0.0304,64,205,671,0.0000,0.0000,0.0391,0.194,0.6361,0.0558,0.2282,0.0835,0.5440,0.0726,0.0000,-0.00033,0.000,0.0000,0.012,0.001,0.01,0.002,0.000,0.000,-0.0000,0.000,0.000,0.0000,0.7495,0.0000,1.2779,0.00000,0.05640
50000,844,1.395,1.953,24.52,72255,52797,0,15293,4149,800073,591892.9,414963.7,0.077,0.867,0.023,0.033,86,46.10,34.81,0.40,2.60,11.95,15.54,0.00,0.00,10.31,12.10,0.00,0.00,0.233,0.182,607,0.033,0.033,0.951,0.001,0.014,84756,55609,1,0.678,0.322,0.000,44081,0.105,3.164,0.221,52.34,48715,256,0.519,0.196,0.326,7599449,1.13,40.45,0.000,0.511,0.000,12.0,40.0,92.0,294.0,19123,0.073,0.00,0.0068,0.092,267,0.465,0.000,0.722,0.218,4.21,5.86,5.36,0.06,0.013,1.15,1.26,1.11,0.485,0.00919,54.21,17.2674,487.46,98719.3,140496.8,0.000,33.2691,123.176,0.000,1.000,0.000,34.9,50.432,73.945,4076,28030.9,12.54,45.180,5.67,32.157,1718.7,8.424,0.135,2.00,9.2367,7795.7,0.6556,0.4255,22.66,2.000,0.003,1.5414,0.0000,0.019,0.033,0.000,0.0000,15.72,0.79,6,19,46,147,44.7134,0.0002,0.5095,0.0000,0.0000,45.9618,100.00,73.4384,185.1261,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,67.8758,0.7794,0.0031,0.0013,0.000018,10,0.1717,0.0284,0.0156,49,170,518,0.0000,0.0000,0.0755,0.529,6.3359,0.0495,1.8163,0.0782,0.4273,0.2358,0.0000,0.00146,0.000,0.0000,0.002,0.000,0.00,0.000,0.000,0.000,-0.0000,0.000,0.000,0.0000,0.9861,0.0000,1.8727,0.00000,0.04541
60000,1303,1.269,2.187,25.74,14520,11467,0,1816,760,113436,184490.8,74875.7,0.060,0.849,0.061,0.030,146,33.75,28.03,0.37,3.05,6.49,7.32,0.05,1.07,9.62,12.25,0.00,0.00,0.209,0.169,747,0.039,0.080,0.890,0.008,0.021,14479,9815,1,0.817,0.183,0.005,25159,0.102,3.304,0.248,17.10,9908,417,0.660,0.178,0.227,1219237,1.08,43.46,0.000,0.398,0.000,10.0,28.0,64.0,264.0,21548,0.082,0.00,0.0015,0.086,293,0.282,0.000,0.587,0.196,3.53,5.28,4.61,0.08,0.021,1.03,1.21,1.07,0.293,0.00252,6.75,3.4895,565.56,91643.3,140496.8,0.000,11.1694,36.382,0.000,1.000,0.000,36.4,16.024,21.873,4619,31716.9,17.61,13.715,6.34,10.803,1929.6,1.831,0.138,1.99,8.0254,10457.1,0.7984,0.5495,16.54,2.000,0.001,0.4586,0.0000,0.029,0.062,0.002,0.0000,15.81,0.58,5,14,31,116,14.1700,0.0025,0.4075,0.0000,0.0000,12.3748,100.00,85.4577,99.0461,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,28.1167,0.7519,0.0023,0.0010,0.000005,18,0.1402,0.0315,0.0365,58,201,779,0.0000,0.0000,0.0466,0.299,0.9777,0.0396,0.3121,0.0798,0.5617,0.0621,0.0000,0.00008,0.007,0.0001,0.003,0.000,0.02,0.005,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0570,0.0000,1.5802,0.00000,0.07876
70000,1458,1.001,1.810,27.58,56442,46315,0,7204,2687,425127,613283.4,262159.7,0.042,0.801,0.086,0.071,84,32.13,29.42,0.59,2.98,5.49,5.53,0.00,0.00,9.38,12.72,0.00,0.00,0.199,0.148,817,0.172,0.052,0.934,0.001,0.012,64331,41761,1,0.451,0.549,0.000,19334,0.126,3.074,0.204,52.31,39031,294,0.617,0.200,0.166,7809073,1.13,43.95,0.000,0.418,0.000,12.0,22.0,60.0,434.0,22554,0.086,0.00,0.0045,0.110,386,0.498,0.000,0.688,0.220,3.48,5.23,4.48,0.10,0.038,1.08,1.55,1.09,0.510,0.00402,54.31,13.3075,560.71,93553.1,140496.8,0.000,31.8044,124.072,0.000,1.000,0.010,44.6,54.932,75.862,3893,26125.1,15.43,46.857,6.19,34.233,1397.1,9.332,0.136,1.99,10.1871,14852.9,1.0142,0.4679,15.47,2.000,0.000,1.5414,0.0000,0.029,0.050,0.001,0.0000,15.85,0.46,6,11,26,217,50.8305,0.0125,0.5405,0.0000,0.0000,46.2501,100.00,68.3121,189.1014,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,65.4355,0.7963,0.0025,0.0011,0.000006,81,0.6473,0.0885,0.0315,63,204,667,0.0000,0.0000,0.1298,0.877,4.2336,0.1512,1.2097,0.0892,0.4049,0.1210,0.0000,0.00062,0.002,0.0001,0.066,0.014,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9929,0.0000,1.5918,0.00000,0.04924
80000,922,1.522,1.142,26.79,11389,10859,0,470,511,50615,191194.8,43265.5,0.054,0.740,0.124,0.082,170,45.00,26.51,0.08,1.07,6.74,7.14,0.00,0.00,15.60,10.99,0.00,0.00,0.148,0.105,585,0.062,0.118,0.869,0.000,0.013,9485,5500,2,0.900,0.052,0.000,195,0.062,2.478,0.120,16.69,7218,633,0.855,0.153,0.057,1171677,1.03,36.44,0.000,0.383,0.000,18.0,40.0,76.0,182.0,20670,0.079,0.00,0.0013,0.092,201,0.292,0.000,0.524,0.150,4.46,5.29,6.79,0.01,0.003,1.04,1.09,1.02,0.298,0.00207,7.78,3.4233,359.53,106965.3,140496.8,0.000,7.6259,37.424,0.000,1.000,0.000,28.0,17.371,22.246,2434,15577.9,22.93,14.114,6.05,6.969,784.7,1.535,0.137,2.00,13.6196,12557.3,0.8993,0.5966,22.42,2.000,0.000,0.4586,0.0000,0.028,0.032,0.000,0.0000,15.15,1.04,9,20,38,91,16.1987,0.0116,0.4035,0.0000,0.0000,12.2334,100.00,90.6795,100.2312,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,31.4693,0.8800,0.0021,0.0010,0.000003,85,0.3781,0.1085,0.0718,76,241,1175,0.0000,0.0000,0.2665,1.591,0.6542,0.1079,0.2264,0.0770,0.5934,0.0573,0.0000,0.00047,0.000,0.0000,0.078,0.014,0.00,0.000,0.000,0.000,-0.0000,0.000,0.000,0.0000,0.7735,0.0000,0.7761,0.00000,0.08566
90000,991,1.073,1.312,30.30,35451,30232,0,3370,1654,261987,577030.0,180038.2,0.025,0.808,0.075,0.091,114,42.90,23.32,0.03,0.63,6.93,5.26,0.00,0.00,14.47,10.20,0.00,0.00,0.162,0.092,524,0.093,0.040,0.955,0.001,0.004,37622,22961,1,0.996,0.004,0.000,6748,0.175,2.675,0.143,50.83,25182,411,0.687,0.158,0.029,5600520,1.01,35.98,0.000,0.380,0.000,18.0,40.0,58.0,194.0,21230,0.081,0.00,0.0040,0.150,225,0.468,0.000,0.688,0.215,4.36,7.00,5.09,0.00,0.000,1.01,1.02,1.01,0.476,0.00638,54.80,11.3520,486.71,97832.5,140496.8,0.000,22.5240,114.103,0.000,1.000,0.000,38.6,52.096,76.117,2784,18450.6,13.39,42.864,7.38,24.699,906.1,7.982,0.136,2.00,19.3896,19215.1,1.2169,0.4794,21.42,2.000,0.000,1.5414,0.0000,0.017,0.013,0.000,0.0000,15.04,0.43,9,20,29,97,47.7782,0.0043,0.5378,0.0000,0.0000,46.1778,100.00,74.2581,185.5985,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,76.0321,0.8568,0.0021,0.0009,0.000007,126,1.1928,0.2755,0.0575,74,224,864,0.0000,0.0000,0.1427,0.959,2.5902,0.3226,0.7907,0.1070,0.4430,0.1236,0.0000,0.00008,0.000,0.0000,0.009,0.002,0.00,0.000,0.000,0.000,-0.0000,0.000,0.000,0.0000,0.7856,0.0000,1.1179,0.00000,0.05514
100000,726,1.443,1.211,30.90,6177,5876,0,58,261,14721,187828.8,27728.3,0.014,0.814,0.088,0.083,199,54.48,26.57,0.05,0.81,8.63,7.17,0.00,0.00,18.51,11.24,0.00,0.00,0.155,0.088,323,0.391,0.084,0.905,0.001,0.010,4627,3698,1,1.000,0.000,0.000,1217,0.284,2.546,0.128,17.39,4347,493,1.884,0.241,0.022,1113768,1.01,30.32,0.000,0.321,0.000,24.0,56.0,78.0,196.0,19738,0.075,0.00,0.0014,0.123,167,0.323,0.000,0.488,0.221,5.37,8.48,6.23,0.03,0.006,1.00,1.02,1.01,0.324,0.00268,7.68,5.3584,427.65,101807.0,140496.8,0.000,7.6720,34.738,0.000,1.000,0.000,30.3,15.957,23.137,2585,16513.4,35.12,14.000,8.60,5.841,879.6,1.351,0.138,2.02,23.3876,16979.4,1.1065,0.4020,27.19,2.000,0.000,0.4586,0.0000,0.014,0.017,0.000,0.0000,14.93,0.47,12,28,38,98,14.6935,0.0018,0.4711,0.0000,0.0000,12.2940,100.00,90.7855,96.4865,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,31.9341,0.8724,0.0014,0.0007,0.000003,247,1.0628,0.1956,0.1699,82,276,2775,0.0000,0.0000,0.3209,2.642,0.2124,0.3569,0.2177,0.0675,0.5769,0.0540,0.0000,0.00051,0.000,0.0000,0.001,0.000,0.00,0.000,0.000,0.000,-0.0000,0.000,0.000,0.0000,0.6805,0.0000,0.7064,0.00000,0.08461
