step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,476,37.38,0.33,12.50,1.65,11.84,0.07,1.09,0.032,0.144,361130.9,234736.3,2,84,4.23,1.11,1.06,13.3282,372.72,31353.7,0.0398,29.9607,5462,27.5236,1252,7.6760,31037.8,165.42,2.1556,0.0,0.0000,1.000,0.7635
10000,1,488,37.75,0.30,12.70,1.01,10.62,0.03,1.06,0.018,0.137,342288.7,221744.0,2,93,3.97,1.07,1.05,12.4311,332.70,33395.6,0.0374,28.2316,5461,27.5185,1219,7.2015,29311.9,81.35,15.6605,0.0,0.0000,1.000,0.2025
10000,2,315,41.22,0.23,13.47,0.74,11.28,0.03,1.04,0.016,0.093,254253.0,154436.0,2,106,4.03,1.04,1.04,8.6370,185.60,36365.4,0.0326,20.4027,5461,27.5185,1022,4.3363,17196.5,53.21,32.3518,0.0,0.0000,1.000,0.0207
20000,0,537,36.61,0.09,12.71,3.86,14.55,0.00,1.02,0.002,0.191,165213.4,90842.3,1,57,4.88,1.01,1.03,3.3815,242.71,32091.1,0.0000,15.5306,5462,8.9771,892,2.0538,7986.9,165.42,0.9788,0.0,0.0000,1.000,0.7635
20000,1,432,37.19,0.01,12.78,3.10,13.82,0.00,1.00,0.000,0.147,81763.0,44171.8,1,83,4.55,1.00,1.00,1.6270,214.29,36166.4,0.0000,7.5709,5461,8.9755,745,0.9227,3254.7,81.35,4.4967,0.0,0.0000,1.000,0.2025
20000,2,319,40.11,0.00,15.32,3.71,15.17,0.00,1.00,0.000,0.126,52186.3,25039.6,1,89,5.08,1.00,1.00,0.8912,203.84,40513.7,0.0000,4.7483,5461,8.9755,582,0.5561,1769.8,53.21,8.5099,0.0,0.0000,1.000,0.0207
30000,0,604,33.33,0.41,9.86,2.06,12.09,0.10,1.17,0.038,0.169,352554.1,372302.6,2,78,4.12,1.16,1.16,15.2523,385.01,32520.0,0.0000,32.7196,5462,25.4156,1173,7.5770,31776.9,165.42,2.2372,0.0,0.0000,1.000,0.7635
30000,1,494,33.42,0.63,10.27,2.19,10.38,0.15,1.24,0.053,0.132,327240.9,334529.4,3,95,4.06,1.23,1.24,13.7055,310.91,34790.3,0.0000,30.2821,5461,25.4110,985,7.4378,30348.1,81.35,16.0691,0.0,0.0000,1.000,0.2025
30000,2,353,33.18,0.55,9.99,2.12,11.16,0.14,1.22,0.048,0.096,236720.1,223507.9,3,111,4.14,1.22,1.18,8.7372,142.64,37063.5,0.0000,22.2382,5461,25.4110,866,5.3671,19622.7,53.21,33.4012,0.0,0.0000,1.000,0.0207
40000,0,385,40.55,0.02,16.14,7.94,14.06,0.00,1.00,0.000,0.168,162952.5,89491.5,1,54,5.62,1.00,1.01,3.2999,353.25,31893.0,0.0000,15.6489,5462,8.9070,1175,2.0468,7850.1,165.42,0.9757,0.0,0.0000,1.000,0.7635
