step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange
100000,2.00,36,0,1,0,0,0,1.00,20,0.500,3701,-0.00,293.24,62.14,736,0,0,0,1.00,1.00,1.00,1,1,1,23.1,2.300,1,2.000,0.180,6,1.000,24,3.20,2.50,0,0.0478,0.573,0.0000
100000,2.00,25,0,0,0,1,0,1.00,16,0.000,3658,0.00,168.35,15.30,730,1,0,0,1.00,1.00,1.00,1,1,1,37.0,0.621,1,2.000,0.582,5,1.000,18,29.29,1.50,0,0.0195,0.357,0.0000
100000,2.00,25,0,0,0,1,0,1.00,16,0.000,3633,0.00,194.11,58.82,730,0,0,0,1.00,1.00,1.00,1,1,1,18.7,3.270,1,2.000,0.582,5,1.000,17,8.06,-7.00,0,0.0195,0.357,0.0000
100000,2.00,25,0,0,0,1,0,1.00,16,0.000,3571,0.00,240.42,39.33,621,2,0,0,1.00,1.00,1.00,1,1,1,43.3,7.629,1,2.000,0.580,5,1.000,19,56.60,41.25,0,0.0353,0.482,0.0000
100000,4.00,36,0,2,0,0,0,1.00,18,0.500,3511,0.00,237.30,17.21,621,0,0,0,1.00,1.00,1.00,1,1,2,7.8,0.486,2,2.000,0.521,6,1.000,27,6.19,-4.25,0,0.0000,0.626,0.0000
100000,6.00,36,0,1,0,2,0,1.00,16,0.167,3491,0.00,223.67,26.84,723,1,0,0,1.00,1.00,1.00,2,2,2,36.7,9.413,3,2.000,0.692,6,1.000,23,33.60,32.00,0,0.0815,0.562,0.0000
100000,8.00,25,0,4,0,0,0,1.00,8,0.500,3481,0.00,209.51,22.75,621,1,0,0,1.00,1.00,1.00,2,2,4,36.4,14.973,4,2.000,0.504,5,1.000,17,52.81,-12.75,0,0.0210,0.521,0.0000
100000,2.00,25,0,0,0,1,0,1.00,16,0.000,3366,0.00,123.09,35.72,621,0,0,0,1.00,1.00,1.00,1,1,1,17.0,3.207,1,2.000,0.458,5,1.000,22,3.75,0.00,0,0.0400,0.469,0.0000
100000,12.00,36,0,0,0,6,0,1.00,10,0.000,3344,1.74,213.35,46.70,728,0,0,0,1.00,1.00,1.00,2,4,3,16.0,28.600,6,2.000,0.473,6,1.000,25,13.12,-1.75,0,0.0254,0.364,0.0000
100000,6.00,36,0,0,0,3,0,1.00,16,0.000,3204,0.04,244.03,67.05,728,0,0,0,1.00,1.00,1.00,1,1,3,24.9,17.734,3,2.000,0.473,6,1.000,23,10.37,-2.75,0,0.0254,0.364,0.0000
100000,8.00,25,0,0,0,4,0,1.00,10,0.000,3119,1.63,160.21,42.70,621,0,0,0,1.00,1.00,1.00,2,3,2,0.8,13.580,4,2.000,0.663,5,1.000,13,13.66,5.50,0,0.0000,0.753,0.0000
100000,18.00,36,0,2,0,7,0,1.00,4,0.111,3079,3.88,284.37,37.70,727,2,0,0,1.00,1.00,1.00,3,6,4,43.1,44.056,9,2.000,0.656,6,1.000,20,77.54,-44.50,0,0.0096,0.706,0.0000
100000,32.00,36,0,3,0,13,0,1.00,0,0.094,3059,2.54,243.73,37.34,727,1,0,0,1.00,1.00,1.00,4,6,6,28.1,72.804,16,2.000,0.656,6,1.000,18,63.33,-33.50,0,0.0096,0.706,0.0000
100000,14.00,25,0,4,0,3,0,1.00,4,0.286,3056,0.00,171.34,31.69,621,2,0,0,1.00,1.00,1.00,3,3,5,42.0,29.878,7,2.000,0.663,5,1.000,14,45.68,6.25,0,0.0000,0.753,0.0000
100000,20.00,36,0,4,0,6,0,1.00,4,0.200,3029,0.00,248.83,34.19,727,2,0,0,1.00,1.00,1.00,3,6,4,43.6,31.295,10,2.000,0.765,6,1.000,21,62.34,35.50,0,0.0358,0.827,0.0000
100000,30.00,36,0,3,0,12,0,1.00,0,0.100,3005,4.64,291.40,67.19,727,1,0,0,1.00,1.00,1.00,4,6,6,32.7,102.742,15,2.000,0.656,6,1.000,21,28.15,-21.00,0,0.0096,0.706,0.0000
100000,40.00,36,0,6,0,14,0,1.00,0,0.150,2940,2.42,250.22,14.30,727,2,0,0,1.00,1.00,1.00,5,6,6,38.4,62.230,20,2.000,0.663,6,1.000,13,18.44,4.00,0,0.0086,0.697,0.0000
100000,46.00,36,0,9,0,14,0,1.00,0,0.196,2923,0.00,205.19,19.41,727,1,0,0,1.00,1.00,1.00,6,6,6,27.6,39.770,23,2.000,0.656,6,1.000,13,38.07,13.75,0,0.0096,0.706,0.0000
100000,36.00,36,0,10,0,8,0,1.00,0,0.278,2915,0.69,269.25,37.39,727,1,0,0,1.00,1.00,1.00,7,6,6,32.6,97.078,18,2.000,0.699,6,1.000,17,64.54,14.00,0,0.0112,0.667,0.0000
100000,54.00,36,0,8,0,19,0,1.00,0,0.148,2886,3.68,251.14,23.88,723,2,0,0,1.00,1.00,1.00,6,6,6,40.3,83.813,27,2.000,0.669,6,1.000,9,35.96,-8.25,0,0.0814,0.530,0.0000
100000,28.00,25,0,8,0,6,0,1.00,0,0.286,2883,0.00,154.09,13.67,621,2,2,0,1.00,1.00,1.00,3,5,5,38.4,19.709,14,2.000,0.496,5,1.000,9,16.68,16.25,0,0.0168,0.514,0.0000
100000,44.00,36,0,5,0,17,0,1.00,0,0.114,2871,3.96,159.77,42.34,723,0,0,0,1.00,1.00,1.00,4,6,6,12.6,41.483,22,2.000,0.669,6,1.000,14,12.52,0.75,0,0.0814,0.530,0.0000
100000,42.00,35,0,9,0,12,0,1.00,0,0.214,2862,0.00,170.99,47.82,720,1,0,0,1.00,1.00,1.00,5,6,6,32.6,52.251,21,2.000,0.362,6,1.000,14,50.42,-18.25,0,0.0000,0.454,0.0000
100000,48.00,36,0,11,0,13,0,1.00,0,0.229,2858,0.91,206.97,38.00,727,2,0,0,1.00,1.00,1.00,7,6,6,38.2,51.034,24,2.000,0.677,6,1.000,12,41.92,38.75,0,0.0000,0.635,0.0000
100000,52.00,35,0,11,0,15,0,1.00,0,0.212,2818,0.11,253.08,43.95,720,0,0,0,1.00,1.00,1.00,6,6,6,17.5,101.629,26,2.000,0.362,6,1.000,9,29.52,-29.25,0,0.0000,0.454,0.0000
100000,36.00,25,0,11,0,7,0,1.00,0,0.306,2807,4.51,153.28,93.89,621,1,0,0,1.00,1.00,1.00,4,5,5,26.1,37.172,18,2.000,0.699,5,1.000,7,19.17,9.75,0,0.0250,0.195,0.0000
100000,36.00,25,0,11,0,7,0,1.00,0,0.306,2785,0.35,179.85,74.96,621,0,0,0,1.00,1.00,1.00,4,5,5,18.9,78.711,18,2.000,0.502,5,1.000,7,68.05,27.50,0,0.0164,0.498,0.0000
100000,42.00,36,0,13,0,8,0,1.00,0,0.310,2780,2.89,221.36,50.29,726,1,0,0,1.00,1.00,1.00,8,6,6,29.9,95.820,21,2.000,0.325,6,1.000,15,10.68,9.00,0,0.0529,0.248,0.0000
100000,42.00,25,0,9,0,12,0,1.00,0,0.214,2770,3.17,168.66,14.17,621,1,0,0,1.00,1.00,1.00,4,5,5,35.8,60.908,21,2.000,0.576,5,1.000,4,44.95,27.25,0,0.0230,0.455,0.0000
100000,30.00,25,0,6,0,9,0,1.00,0,0.200,2750,2.80,168.85,21.18,621,0,0,0,1.00,1.00,1.00,3,5,5,24.6,62.976,15,2.000,0.580,5,1.000,10,19.21,-15.00,0,0.0353,0.482,0.0000
100000,40.00,25,0,10,0,10,0,1.00,0,0.250,2685,2.59,207.13,29.54,737,0,1,0,1.00,1.00,1.00,3,5,5,4.9,130.948,20,2.000,0.136,5,1.000,5,20.80,-9.50,0,0.0577,0.605,0.0000
100000,40.00,25,0,6,0,14,0,1.00,0,0.150,2658,0.00,165.00,20.67,726,0,0,0,1.00,1.00,1.00,4,5,5,25.0,65.387,20,2.000,0.494,5,1.000,5,3.40,2.75,0,0.0458,0.466,0.0000
100000,58.00,36,0,13,0,16,0,1.00,0,0.224,2631,3.94,226.72,66.12,727,1,0,0,1.00,1.00,1.00,8,6,6,34.3,93.236,29,2.000,0.699,6,1.000,7,38.46,37.00,0,0.0112,0.667,0.0000
