step,event,lineage,other,size
5000,birth,1,0,1247
6000,birth,7,0,26
8000,extinct,7,0,26
14000,split,14,1,44
14000,split,15,1,79
16000,extinct,14,0,10
21000,split,25,19,25
23000,extinct,1,0,7
25000,extinct,25,0,18
34000,split,80,15,93
35000,split,88,15,21
35000,extinct,15,0,15
39000,split,97,80,114
39000,split,98,80,193
40000,split,99,80,116
42000,split,101,80,1202
42000,extinct,80,0,52
42000,extinct,88,0,5
43000,extinct,98,0,47
43000,extinct,99,0,138
46000,extinct,97,0,8
52000,split,174,101,84
57000,extinct,174,0,14
71000,split,270,101,10
74000,split,289,101,49
74000,split,290,101,24
74000,extinct,270,0,10
80000,extinct,290,0,5
89000,extinct,289,0,25
95000,split,349,101,20
99000,extinct,349,0,5
