step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3742,0.00,143.55,41.17,768,2,1,0,1.00,1.00,1.00,1,1,1,47.6,1.763,1,2.000,0.895,4,1.000,13,19.48,3.00,0,0.0000,0.983,0.0000
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3688,0.00,144.47,57.35,768,1,0,0,1.00,1.00,1.00,1,1,1,26.8,5.802,1,2.000,0.895,4,1.000,13,17.41,-14.25,0,0.0000,0.983,0.0000
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3647,0.00,125.24,30.31,826,1,1,0,1.00,1.00,1.00,1,1,1,26.1,0.799,1,2.000,0.807,4,1.000,11,9.76,2.25,0,0.0000,0.989,0.0000
100000,4.00,16,0,1,0,1,0,1.00,10,0.250,3518,0.00,126.52,45.42,852,0,0,0,1.00,1.00,1.00,2,2,1,16.9,8.865,2,2.000,0.816,4,1.000,10,8.32,7.00,0,0.0119,0.991,0.0000
100000,5.00,16,0,1,1,1,0,1.00,8,0.200,3485,0.00,159.40,44.10,766,0,0,0,1.00,1.00,1.00,2,2,2,16.3,16.171,3,2.000,0.822,4,1.000,11,16.38,3.50,1,0.0000,0.985,0.0000
100000,8.00,16,0,2,0,2,0,1.00,4,0.250,3461,0.00,142.00,28.99,826,1,0,0,1.00,1.00,1.00,3,4,2,26.9,27.623,4,2.000,0.807,4,1.000,11,16.62,4.50,0,0.0000,0.989,0.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3434,0.00,129.09,39.20,826,2,1,0,1.00,1.00,1.00,1,1,1,48.1,1.245,1,2.000,0.798,4,1.000,12,20.94,4.25,0,0.0000,0.988,0.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3415,0.05,122.98,22.67,834,0,0,0,1.00,1.00,1.00,1,1,1,16.3,5.007,1,2.000,0.893,4,1.000,12,13.09,-11.50,0,0.0072,0.990,0.0000
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,3369,0.04,125.25,21.38,826,1,1,0,1.00,1.00,1.00,1,1,2,29.9,9.451,2,2.000,0.798,4,1.000,12,4.60,-4.25,0,0.0000,0.988,0.0000
100000,4.00,16,0,1,0,1,0,1.00,10,0.250,3360,0.00,123.64,43.89,766,0,0,0,1.00,1.00,1.00,2,2,1,21.3,2.893,2,2.000,0.850,4,1.000,11,25.50,-5.00,0,0.0000,0.988,0.0000
100000,10.00,16,0,3,0,2,0,1.00,4,0.300,3359,0.00,172.51,33.36,834,0,0,0,1.00,1.00,1.00,2,3,3,8.6,34.270,5,2.000,0.924,4,1.000,9,14.10,8.50,0,0.0000,0.988,0.0000
100000,4.00,16,0,2,0,0,0,1.00,10,0.500,3355,0.00,124.34,15.64,766,1,0,0,1.00,1.00,1.00,2,1,2,36.2,4.502,2,2.000,0.847,4,1.000,11,14.56,-4.00,0,0.0000,0.988,0.0000
100000,8.00,16,0,0,0,4,0,1.00,6,0.000,3341,0.31,114.34,61.76,834,0,0,0,1.00,1.00,1.00,2,1,4,8.3,13.975,4,2.000,0.893,4,1.000,10,9.30,9.25,0,0.0072,0.990,0.0000
100000,12.00,16,0,2,0,4,0,1.00,4,0.167,3328,0.00,131.55,15.65,826,0,0,0,1.00,1.00,1.00,2,4,2,22.6,16.752,6,2.000,0.822,4,1.000,8,4.53,-0.50,0,0.0000,0.953,0.0000
100000,6.00,16,0,1,0,2,0,1.00,6,0.167,3314,0.00,159.42,24.36,826,1,0,0,1.00,1.00,1.00,2,3,2,27.8,14.908,3,2.000,0.773,4,1.000,11,9.30,-9.25,0,0.0000,0.971,0.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3290,0.00,165.94,31.11,834,2,0,0,1.00,1.00,1.00,1,1,1,46.0,4.502,1,2.000,0.900,4,1.000,14,12.89,-4.00,0,0.0053,0.991,0.0000
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3287,0.00,142.50,11.38,766,1,0,0,1.00,1.00,1.00,1,1,1,28.8,6.403,1,2.000,0.880,4,1.000,12,18.17,-10.25,0,0.0000,0.991,0.0000
100000,8.00,16,0,2,0,2,0,1.00,6,0.250,3285,0.00,131.19,30.39,834,2,0,0,1.00,1.00,1.00,2,2,3,53.5,18.401,4,2.000,0.877,4,1.000,12,23.94,-15.50,0,0.0000,0.990,0.0000
100000,6.00,16,0,1,0,2,0,1.00,8,0.167,3243,0.00,108.53,27.74,835,0,0,0,1.00,1.00,1.00,3,2,2,21.6,0.325,3,2.000,0.703,4,1.000,7,23.25,-22.25,0,0.0267,0.981,0.0000
100000,4.00,16,0,1,0,1,0,1.00,8,0.250,3242,0.00,127.79,24.85,834,0,0,0,1.00,1.00,1.00,2,2,2,7.0,8.874,2,2.000,0.877,4,1.000,11,2.37,0.75,0,0.0000,0.990,0.0000
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3235,0.00,128.17,42.49,856,0,0,0,1.00,1.00,1.00,1,1,1,0.4,1.666,1,2.000,0.767,4,1.000,14,12.07,-7.75,0,0.0000,0.986,0.0000
100000,6.00,16,0,2,2,0,0,1.00,6,0.333,3225,-0.00,110.08,21.96,850,0,0,0,1.00,1.00,1.00,4,2,3,16.5,11.399,4,2.000,0.865,4,1.000,10,7.27,-4.75,2,0.0000,0.988,0.0000
100000,4.00,16,0,0,0,2,0,1.00,8,0.000,3216,0.00,110.04,21.88,760,1,0,0,1.00,1.00,1.00,2,2,2,23.7,6.377,2,2.000,0.921,4,1.000,9,6.58,-1.00,0,0.0663,0.986,0.0000
