step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange
100000,10.00,16,0,5,0,0,0,1.00,2,0.500,3043,0.00,78.02,149.02,525,0,0,0,1.00,1.00,1.00,2,3,4,15.5,20.576,5,2.000,0.009,4,1.000,10,51.37,3.50,0,0.0711,0.006,0.5709
100000,19.54,18,0,5,0,9,0,1.00,6,0.256,2690,0.30,106.30,34.98,793,0,0,0,1.00,1.00,1.00,4,3,6,9.3,46.235,14,1.396,0.289,6,1.000,2,16.99,14.25,0,0.0099,0.000,0.5921
100000,29.00,16,0,12,1,2,0,1.00,0,0.414,2509,0.00,65.36,148.31,525,0,0,0,1.00,1.00,1.00,2,4,4,13.0,57.912,15,2.000,0.009,4,1.000,1,23.26,-23.25,1,0.0711,0.006,0.5266
100000,29.00,16,0,11,1,3,0,1.00,0,0.379,2423,0.00,50.73,150.42,525,2,0,0,1.00,1.00,1.00,4,4,4,46.7,29.379,15,2.000,0.009,4,1.000,1,63.16,51.00,1,0.0711,0.006,0.5289
100000,40.99,36,0,11,0,19,0,1.00,0,0.268,2285,-0.00,163.84,29.23,793,2,0,0,1.00,1.00,1.00,4,6,6,64.0,30.232,30,1.366,0.423,6,1.000,6,46.59,-35.00,0,0.0038,0.000,0.3712
100000,40.78,36,0,26,0,5,0,1.00,0,0.638,2154,0.00,118.75,119.39,793,2,0,0,1.00,1.00,1.00,6,6,6,64.3,54.993,31,1.316,0.321,6,1.000,5,36.34,-16.25,0,0.0087,0.000,0.4493
100000,28.00,16,0,11,0,3,0,1.00,0,0.393,2014,0.00,55.43,182.87,785,1,0,0,1.00,1.00,1.00,4,4,4,27.0,72.500,14,2.000,0.010,4,1.000,2,17.00,15.00,0,0.0686,0.080,0.3829
100000,3.91,25,0,0,0,4,0,1.00,10,0.000,1918,0.00,66.80,44.57,794,2,1,0,1.00,1.00,1.00,2,4,1,45.0,5.438,4,0.978,0.407,5,1.000,0,31.35,-30.25,0,0.0309,0.000,0.5056
100000,2.79,18,0,1,0,1,0,1.00,18,0.358,1762,0.00,75.24,6.43,793,0,0,0,1.00,1.00,1.00,1,2,1,5.1,3.781,2,1.396,0.289,6,1.000,0,8.49,-8.25,0,0.0099,0.000,0.4655
100000,45.09,36,0,15,0,18,0,1.00,0,0.333,1724,0.00,85.12,42.58,793,2,1,0,1.00,1.00,1.00,4,6,6,51.4,15.735,33,1.366,0.423,6,1.000,0,12.14,10.25,0,0.0038,0.000,0.3933
100000,21.12,20,0,5,0,13,0,1.00,8,0.237,1594,0.00,77.28,24.38,777,0,0,0,1.00,1.00,1.00,4,4,6,17.9,10.027,18,1.174,0.526,7,1.000,0,7.98,-4.25,0,0.0000,0.000,0.0000
100000,31.00,16,0,12,1,3,0,1.00,0,0.387,1553,0.00,37.49,74.26,525,2,0,0,1.00,1.00,1.00,4,4,4,48.8,36.578,16,2.000,0.009,4,1.000,0,69.34,-34.75,1,0.0711,0.006,0.4771
