step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,747,41.55,0.18,7.94,2.46,11.82,0.01,1.06,0.007,0.192,364666.1,319414.3,3,94,3.87,1.08,1.04,14.6092,430.34,26334.8,0.0405,30.4174,5462,27.8818,1904,9.8451,33308.0,160.59,3.5131,0.0,0.0000,1.000,0.7105
10000,1,713,40.27,0.18,8.36,2.36,10.55,0.01,1.05,0.011,0.175,348314.6,310527.1,3,87,3.75,1.07,1.01,14.3337,396.53,25839.7,0.0306,28.8490,5461,27.8766,1685,9.3689,31436.3,80.07,15.4915,0.0,0.0000,1.000,0.1979
10000,2,521,41.13,0.16,8.71,2.14,10.74,0.00,1.03,0.000,0.130,296102.1,242011.3,3,123,3.78,1.04,1.02,11.4581,312.88,30404.8,0.0324,24.4134,5461,27.8766,1762,7.6235,24486.0,59.33,28.1521,0.0,0.0000,1.000,0.0179
20000,0,652,44.12,0.01,12.41,1.12,9.08,0.00,1.00,0.000,0.169,186571.0,105891.0,2,72,3.98,1.00,1.01,4.0850,398.40,22847.6,0.0000,17.2383,5462,10.3451,1601,5.7033,13675.9,160.59,1.7214,0.0,0.0000,1.000,0.7105
20000,1,479,46.81,0.02,12.34,1.00,10.53,0.00,1.00,0.000,0.130,93711.9,51928.4,3,99,4.06,1.00,1.00,1.8403,224.29,29366.4,0.0000,8.7649,5461,10.3432,1475,2.7539,5640.4,80.07,5.0007,0.0,0.0000,1.000,0.1979
20000,2,319,49.58,0.02,12.65,0.75,11.85,0.00,1.00,0.000,0.093,63455.2,37084.7,3,86,4.34,1.00,1.00,1.3298,143.39,36971.6,0.0000,5.8107,5461,10.3432,1370,1.9707,3387.5,59.33,7.3666,0.0,0.0000,1.000,0.0179
30000,0,1069,28.46,0.04,5.70,0.76,8.12,0.00,1.01,0.001,0.179,328420.8,241618.4,3,102,3.17,1.01,1.01,8.5060,281.84,23686.4,0.0000,29.7110,5462,26.2972,1661,11.2724,31736.5,160.59,3.5673,0.0,0.0000,1.000,0.7105
30000,1,792,28.90,0.08,6.70,0.96,7.19,0.00,1.03,0.000,0.135,312144.6,226315.8,4,116,3.19,1.03,1.02,8.0622,215.15,24756.7,0.0000,28.2106,5461,26.2923,1375,10.8243,30947.4,80.07,15.8108,0.0,0.0000,1.000,0.1979
30000,2,576,27.88,0.03,7.02,0.68,6.53,0.00,1.01,0.000,0.094,256785.4,179014.9,2,92,3.22,1.01,1.01,6.3191,116.93,30625.7,0.0000,23.6639,5461,26.2923,1418,8.8348,23478.0,59.33,28.6570,0.0,0.0000,1.000,0.0179
40000,0,778,29.10,0.03,5.71,1.20,8.25,0.00,1.01,0.001,0.136,186339.7,49299.4,6,67,3.22,1.01,1.01,3.4696,172.28,23164.3,0.0000,17.3130,5462,10.4214,1108,3.7082,10095.8,160.59,1.7212,0.0,0.0000,1.000,0.7105
