step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest
10000,1279,1.429,1.572,13.69,75532,66452,0,8738,484,1341908,956785.1,609675.4,0.073,0.717,0.090,0.120,112,38.46,22.16,0.29,1.47,12.82,10.43,1.18,3.84,11.24,10.04,0.04,0.31,0.313,0.166,974,0.052,0.035,0.942,0.003,0.020,146322,116841,2,0.602,0.073,0.159,3255927,0.244,2.945,0.181,78.60,56297,272,0.454,0.182,0.387,9017437,1.07,3.46,0.342,0.646,0.023,9.7,38.4,69.7,124.4,32648,0.125,0.00,0.0067,0.138,315,0.570,0.001,0.457,0.506,4.08,5.20,5.20,0.08,0.036,1.08,1.05,1.07,0.597,0.00734,71.50,34.3963,891.02,101114.7,140122.1,0.110,25.3595,192.025,0.000,1.000,0.021,50.3,82.561,91.323,3493,22955.8,15.87,83.596,6.59,19.214,959.9,7.755,0.133,2.00,8.1211,10386.9,0.4921,0.3051,25.53,1.574,0.465,1.5345,0.0000,0.580,0.144,0.686,0.0000,6.07,0.89,6,25,47,64,75.4712,0.0023,0.4605,0.0000,0.0000,50.1679,100.00,80.9853,239.7099,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,31.8220,0.7766,0.0033,0.0014,0.000012,0,0.2100,0.0344,0.0226,54,193,524,0.0000,0.0000,0.0092,0.027,5.2641,0.0163,1.6959,0.0149,0.3083,0.1735,0.0000,0.00087,0.185,0.0027,0.955,0.463,0.87,0.159,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8662,0.0000,1.1886,0.00000,0.07789
20000,1288,1.412,0.954,11.28,21110,18488,0,2608,2,366187,300550.0,160068.6,0.061,0.749,0.086,0.104,160,37.67,19.71,0.04,0.95,13.38,10.18,3.57,4.67,14.46,10.45,0.00,0.03,0.336,0.174,900,0.027,0.073,0.904,0.005,0.018,27476,20444,1,0.451,0.549,0.541,3059831,0.315,2.336,0.106,27.85,12120,361,0.437,0.197,0.305,1799724,1.01,2.78,0.430,0.564,0.001,11.2,39.3,55.2,198.8,40509,0.155,0.00,0.0016,0.109,319,0.359,0.000,0.384,0.298,4.82,5.78,5.73,0.01,0.002,1.00,1.01,1.01,0.383,0.00358,10.36,5.8998,660.84,108771.3,140122.1,0.000,5.2199,62.401,0.000,1.000,0.032,54.6,26.928,29.280,2219,13568.6,27.62,24.042,6.62,3.533,385.6,1.301,0.134,1.99,10.0010,12881.2,0.4535,0.3558,31.45,1.321,0.450,0.4655,0.0000,0.599,0.108,0.849,0.0000,6.45,1.01,10,30,49,100,23.9044,0.0126,0.4449,0.0000,0.0000,13.9854,100.00,105.3330,131.9598,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,20.5417,0.8574,0.0030,0.0012,0.000007,3,0.1957,0.0497,0.0339,47,162,646,0.0000,0.0000,0.0010,0.002,0.8845,0.0250,0.3159,0.0109,0.4514,0.0860,0.0000,-0.00033,0.211,0.0021,0.667,0.370,2.88,0.541,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7271,0.0000,0.8947,0.00000,0.12107
30000,1451,1.275,1.318,18.38,110632,87359,0,23086,23,2169616,912682.8,923118.3,0.105,0.751,0.070,0.074,82,33.32,18.04,0.52,2.66,10.03,8.00,2.12,3.68,11.28,11.34,0.13,0.64,0.293,0.169,1055,0.032,0.031,0.930,0.009,0.030,177972,116892,3,0.476,0.196,0.349,5515100,0.274,2.699,0.152,85.24,86669,236,0.425,0.201,0.367,10849188,1.21,3.40,0.365,0.631,0.045,9.7,32.0,50.0,238.0,34754,0.133,0.00,0.0056,0.119,353,0.508,0.001,0.515,0.401,4.10,5.05,4.96,0.16,0.056,1.19,1.19,1.22,0.547,0.00839,65.67,37.6951,838.56,104373.8,140122.1,0.000,28.9446,199.229,0.000,1.000,0.044,52.0,76.238,98.788,3024,19098.9,24.71,77.957,6.08,20.382,666.8,8.175,0.133,2.01,7.7767,11284.0,0.5190,0.3338,23.95,1.527,0.492,1.5345,0.0000,0.711,0.118,0.982,0.0000,5.86,1.31,7,21,49,64,66.3542,0.0050,0.4673,0.0000,0.0000,51.7075,100.00,79.7510,248.4430,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,28.4058,0.8055,0.0035,0.0013,0.000013,1,0.1739,0.0296,0.0139,45,156,478,0.0000,0.0000,0.0008,0.002,7.1603,0.0100,2.3524,0.0159,0.3534,0.2206,0.0000,0.00081,0.009,0.0000,0.596,0.488,1.84,0.349,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9619,0.0000,1.4425,0.00000,0.05767
40000,893,1.464,1.291,8.34,19931,17558,0,2925,0,381847,294755.6,164657.3,0.112,0.705,0.061,0.122,155,40.89,21.24,0.04,0.75,16.19,13.06,6.85,8.03,15.01,10.85,0.00,0.00,0.362,0.190,662,0.032,0.057,0.927,0.000,0.016,25386,17939,1,1.000,0.000,0.804,3583449,0.287,2.702,0.148,28.15,10787,394,0.431,0.209,0.327,1599445,1.01,3.81,0.344,0.616,0.000,9.9,43.4,67.3,107.7,34012,0.130,0.00,0.0022,0.134,230,0.343,0.001,0.349,0.285,5.61,6.37,6.39,0.02,0.004,1.00,1.02,1.01,0.370,0.00566,10.44,5.8724,753.04,107812.5,140122.1,0.000,5.4679,62.206,0.000,1.000,0.013,43.9,26.718,29.755,2877,18714.9,22.81,23.544,6.70,3.691,647.3,1.300,0.133,2.00,10.1639,9076.4,0.3902,0.3582,38.09,1.165,0.113,0.4655,0.0000,0.585,0.061,0.879,0.0000,7.33,0.55,10,43,64,81,23.4871,0.0090,0.4367,0.0000,0.0000,14.0242,100.00,103.9779,133.4474,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,19.9675,0.8156,0.0029,0.0012,0.000011,6,0.2541,0.0437,0.0413,47,163,680,0.0000,0.0000,0.0031,0.004,0.8487,0.0332,0.2967,0.0123,0.4474,0.1280,0.0000,0.00052,0.604,0.0132,0.395,0.071,4.17,0.804,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7889,0.0000,0.8877,0.00000,0.12497
50000,1022,1.626,0.972,10.43,47700,36028,0,11396,147,1480786,844679.8,637660.5,0.070,0.703,0.086,0.141,103,53.36,40.94,0.09,1.25,16.19,15.50,7.03,6.04,18.74,11.07,0.00,0.00,0.285,0.132,755,0.053,0.048,0.944,0.000,0.008,77114,55844,2,0.695,0.303,0.864,9712486,0.253,2.358,0.109,78.43,28529,346,0.431,0.136,0.253,5121690,1.02,3.30,0.325,0.669,0.000,14.3,44.9,122.3,248.4,42986,0.164,0.00,0.0044,0.126,278,0.465,0.001,0.502,0.421,6.01,6.72,6.64,0.05,0.013,1.01,1.03,1.02,0.501,0.01388,69.88,24.3847,668.68,105497.2,140122.1,0.000,20.1247,176.743,0.000,1.000,0.007,56.7,71.650,91.095,2263,13873.4,28.07,69.514,7.37,13.572,383.3,6.050,0.136,1.99,15.5462,15888.2,0.4950,0.3528,42.06,1.296,0.401,1.5345,0.0000,0.615,0.070,0.918,0.0000,7.50,1.07,14,45,69,121,60.9236,0.0018,0.4785,0.0000,0.0000,50.6305,100.00,83.8626,241.8595,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,38.8863,0.8563,0.0026,0.0010,0.000017,0,0.2716,0.0646,0.0389,54,188,643,0.0000,0.0000,0.0030,0.008,2.2910,0.0120,0.7118,0.0117,0.3767,0.1871,0.0000,0.00159,0.206,0.0035,0.327,0.063,5.31,0.864,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8655,0.0000,0.9693,0.00000,0.11534
60000,1020,1.282,0.905,7.17,12927,11072,0,1835,1,258426,283985.5,126777.4,0.071,0.687,0.080,0.162,167,35.48,16.33,0.00,0.00,14.10,10.66,7.25,5.49,14.71,9.67,0.00,0.00,0.365,0.194,673,0.047,0.069,0.923,0.000,0.009,15930,13421,1,1.000,0.000,0.871,4313580,0.301,2.309,0.101,27.30,5326,510,0.491,0.178,0.323,1163137,1.00,3.55,0.390,0.605,0.000,9.3,40.7,52.2,78.8,36781,0.140,0.00,0.0019,0.144,258,0.317,0.001,0.305,0.284,5.42,6.15,6.19,0.00,0.000,1.00,1.00,1.00,0.336,0.00459,10.71,5.0902,801.44,112715.5,140122.1,0.000,4.2795,59.453,0.000,1.000,0.065,48.3,26.345,28.945,2033,12731.5,27.14,22.534,6.91,2.605,335.9,1.002,0.135,2.00,10.2876,10493.3,0.4210,0.3978,36.06,1.087,0.063,0.4655,0.0000,0.615,0.062,0.960,0.0000,7.06,0.31,10,42,49,81,23.4557,0.0111,0.4627,0.0000,0.0000,13.9127,100.00,104.7095,129.8074,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,21.7472,0.8685,0.0022,0.0010,0.000006,21,0.4947,0.0500,0.0749,52,180,961,0.0000,0.0000,0.0011,0.002,0.2803,0.1040,0.1562,0.0108,0.4773,0.0870,0.0000,-0.00018,0.100,0.0006,0.343,0.016,5.67,0.871,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6949,0.0000,0.6744,0.00000,0.16220
70000,1614,1.176,1.291,13.61,97360,70505,0,26241,18,2313311,890568.6,923237.4,0.087,0.735,0.074,0.103,88,35.07,16.77,0.27,1.66,10.31,7.64,3.33,5.65,11.89,10.63,0.01,0.15,0.282,0.148,1216,0.043,0.033,0.942,0.002,0.023,160579,114793,2,0.455,0.250,0.641,12890119,0.210,2.682,0.149,82.85,58015,239,0.399,0.168,0.348,9061387,1.08,3.03,0.336,0.658,0.009,10.7,37.2,50.0,127.7,41651,0.159,0.00,0.0046,0.104,414,0.486,0.001,0.484,0.415,4.23,5.23,5.19,0.06,0.026,1.10,1.05,1.09,0.530,0.00883,67.74,35.4596,729.79,102184.6,140122.1,0.000,29.4501,192.479,0.000,1.000,0.006,64.3,72.032,94.786,2953,18852.8,15.46,75.780,6.12,19.688,637.2,7.762,0.135,2.00,8.4815,13689.2,0.5002,0.3256,25.81,1.557,0.483,1.5345,0.0000,0.309,0.307,0.454,0.0000,5.97,1.12,7,25,49,121,60.6254,0.0037,0.4975,0.0000,0.0000,50.7622,100.00,79.8013,242.2364,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,30.3677,0.8115,0.0032,0.0012,0.000012,2,0.1465,0.0260,0.0142,46,161,477,0.0000,0.0000,0.0013,0.003,4.5755,0.0063,1.5891,0.0143,0.3503,0.2047,0.0000,-0.00050,0.038,0.0004,0.605,0.326,2.72,0.641,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1630,0.0000,1.5087,0.00000,0.08608
80000,1203,1.454,1.593,9.03,18661,16315,0,2726,20,336090,290794.8,150171.6,0.069,0.706,0.078,0.147,158,37.11,17.19,0.56,2.16,13.17,9.68,4.93,5.68,14.51,11.50,0.01,0.14,0.343,0.193,875,0.063,0.044,0.941,0.000,0.015,24099,17721,1,1.000,0.000,0.762,4540511,0.262,2.949,0.184,28.26,9182,393,0.447,0.198,0.328,1696360,1.11,3.47,0.174,0.609,0.003,11.9,41.1,56.5,126.7,39897,0.152,0.00,0.0017,0.131,303,0.370,0.000,0.344,0.292,5.22,6.19,6.24,0.25,0.088,1.05,1.19,1.11,0.394,0.00382,10.51,5.9743,830.86,101003.0,140122.1,0.000,5.5244,60.845,0.000,1.000,0.000,49.6,26.379,29.911,3564,23398.3,17.35,23.257,6.66,3.760,904.5,1.309,0.136,2.00,8.5896,10333.3,0.4003,0.3622,33.16,1.190,0.131,0.4655,0.0000,0.665,0.049,0.993,0.0000,7.08,0.45,11,34,49,81,23.3460,0.0184,0.4431,0.0000,0.0000,13.9624,100.00,103.6712,131.1127,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,19.7834,0.7708,0.0027,0.0011,0.000006,11,0.3886,0.0141,0.0453,50,167,725,0.0000,0.0000,0.0059,0.019,0.7618,0.0750,0.3092,0.0349,0.4258,0.0921,0.0000,0.00033,0.366,0.0043,0.060,0.006,3.73,0.762,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7707,0.0000,0.8300,0.00000,0.13581
90000,1413,1.687,1.128,11.93,60280,49829,0,10077,163,1260490,853546.7,563560.9,0.090,0.697,0.073,0.140,100,47.82,26.87,0.30,2.07,12.83,9.17,2.45,3.77,16.38,11.08,0.03,0.31,0.271,0.128,1069,0.050,0.053,0.931,0.001,0.015,93586,68377,2,0.464,0.147,0.454,11880380,0.263,2.499,0.128,79.26,34564,348,0.447,0.161,0.256,7302071,1.07,2.80,0.257,0.645,0.013,16.1,45.4,85.6,176.7,45166,0.172,0.00,0.0037,0.125,390,0.536,0.000,0.528,0.391,4.89,5.98,5.90,0.08,0.033,1.07,1.07,1.07,0.564,0.00725,70.78,23.0669,609.92,99904.2,140122.1,0.000,17.9945,178.669,0.000,1.000,0.002,57.9,74.287,93.130,2677,16380.6,12.78,70.349,6.63,13.131,489.6,6.023,0.135,1.99,12.7024,17948.5,0.5633,0.3519,31.96,1.573,0.432,1.5345,0.0000,0.795,0.122,0.999,0.0000,6.64,0.82,12,32,49,81,66.4834,0.0017,0.4444,0.0000,0.0000,50.8389,100.00,84.7296,238.9875,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,37.3962,0.8292,0.0028,0.0012,0.000009,1,0.2610,0.0701,0.0304,54,187,645,0.0000,0.0000,0.0159,0.052,3.0617,0.0164,1.1218,0.0382,0.3281,0.1466,0.0000,0.00086,0.064,0.0009,0.598,0.180,2.19,0.454,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8355,0.0000,1.0099,0.00000,0.08101
100000,1199,1.649,1.626,8.77,14984,13172,0,1987,13,273682,291394.7,137677.5,0.063,0.690,0.086,0.161,170,36.87,18.05,0.09,1.18,13.56,10.34,4.54,5.81,12.89,11.16,0.00,0.03,0.342,0.190,854,0.028,0.045,0.934,0.001,0.020,18738,14629,2,0.875,0.000,0.651,3613836,0.268,2.984,0.188,28.69,7091,480,0.503,0.194,0.333,1456019,1.02,3.33,0.324,0.616,0.001,10.0,40.7,57.7,141.3,37263,0.142,0.00,0.0019,0.139,238,0.346,0.000,0.360,0.278,4.88,5.67,5.83,0.02,0.008,1.01,1.03,1.01,0.366,0.00410,10.21,5.4455,805.40,100786.8,140122.1,0.000,4.9839,61.173,0.000,1.000,0.000,46.0,27.195,30.711,3630,23954.8,20.61,23.340,6.66,3.402,893.2,1.220,0.131,2.00,8.1668,9792.0,0.4302,0.4091,31.08,1.297,0.297,0.4655,0.0000,0.711,0.101,0.992,0.0000,6.58,0.77,9,33,49,81,24.0362,0.0180,0.3945,0.0000,0.0000,14.0680,100.00,103.2088,133.6823,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,19.9095,0.7695,0.0023,0.0010,0.000005,26,0.5108,0.0267,0.0691,53,189,935,0.0000,0.0000,0.0055,0.014,0.4245,0.1070,0.2151,0.0183,0.4512,0.0843,0.0000,-0.00039,0.148,0.0011,0.186,0.105,3.39,0.651,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7488,0.0000,0.8277,0.00000,0.13387
