step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange
100000,4.00,16,0,1,0,1,0,1.00,10,0.250,3267,0.00,128.65,47.13,850,0,0,0,1.00,1.00,1.00,1,1,2,12.1,13.562,2,2.000,0.171,4,1.000,12,12.26,-4.25,0,0.0000,0.674,0.0000
100000,10.00,16,0,1,0,4,0,1.00,4,0.100,3234,0.60,136.24,32.28,628,1,0,0,1.00,1.00,1.00,2,2,4,27.6,21.621,5,2.000,0.086,4,1.000,6,56.16,55.75,0,0.0534,0.885,0.0000
100000,4.00,16,0,1,0,1,0,1.00,10,0.250,3222,0.00,110.89,62.89,628,0,0,0,1.00,1.00,1.00,1,2,1,11.0,5.473,2,2.000,0.038,4,1.000,10,11.23,-3.25,0,0.0453,0.833,0.0000
100000,8.00,16,0,2,0,2,0,1.00,6,0.250,3169,0.00,152.84,23.10,844,0,1,0,1.00,1.00,1.00,3,3,2,21.1,20.810,4,2.000,0.230,4,1.000,10,25.95,-23.50,0,0.0000,0.632,0.0000
100000,12.00,16,0,1,0,5,0,1.00,4,0.083,3150,1.05,145.98,17.40,663,2,0,0,1.00,1.00,1.00,2,3,3,43.2,29.881,6,2.000,0.041,4,1.000,8,20.13,20.00,0,0.0157,0.596,0.0000
100000,4.00,16,0,1,0,1,0,1.00,10,0.250,3142,0.00,115.42,30.69,842,1,0,0,1.00,1.00,1.00,2,1,2,26.4,11.685,2,2.000,0.083,4,1.000,9,10.51,9.25,0,0.0937,0.000,0.0000
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,3113,0.00,151.27,19.13,842,2,0,0,1.00,1.00,1.00,2,2,1,49.1,13.413,2,2.000,0.081,4,1.000,5,34.82,6.25,0,0.0934,0.000,0.0000
100000,12.00,16,0,2,0,4,0,1.00,4,0.167,3107,0.62,100.52,24.16,842,1,1,0,1.00,1.00,1.00,1,2,4,32.9,13.757,6,2.000,0.172,4,1.000,9,3.48,-1.25,0,0.0977,0.000,0.0000
100000,8.00,16,0,1,0,3,0,1.00,4,0.125,3068,0.00,106.56,36.77,844,1,0,0,1.00,1.00,1.00,2,4,2,30.7,9.535,4,2.000,0.229,4,1.000,10,11.03,0.75,0,0.0000,0.632,0.0000
100000,16.00,16,0,3,0,5,0,1.00,2,0.188,3049,1.26,149.47,11.65,663,1,0,0,1.00,1.00,1.00,2,3,4,27.7,36.802,8,2.000,0.041,4,1.000,6,20.91,18.75,0,0.0157,0.596,0.0000
100000,26.00,16,0,10,0,3,0,1.00,0,0.385,3047,0.00,99.92,29.84,628,0,0,0,1.00,1.00,1.00,4,4,4,12.6,28.241,13,2.000,0.041,4,1.000,3,46.30,46.25,0,0.0329,0.873,0.0000
