step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest
10000,2289,1.316,1.712,17.19,106024,85204,0,19325,646,1668972,1019086.6,909021.7,0.314,0.334,0.178,0.173,94,30.10,16.97,0.54,2.34,9.39,6.98,0.27,1.41,8.47,8.53,0.08,0.52,0.307,0.167,1542,0.020,0.035,0.927,0.011,0.027,218546,178692,4,0.061,0.872,0.060,3056973,0.347,3.006,0.196,83.99,93604,219,0.545,0.220,0.426,5217500,1.14,3.00,0.353,0.590,0.028,8.0,31.9,49.9,127.8,42725,0.163,0.00,0.0053,0.049,568,0.498,0.001,0.367,0.524,3.53,4.47,4.55,0.19,0.059,1.14,1.14,1.15,0.559,0.00256,73.02,48.9011,1261.83,92649.1,140215.1,0.197,43.4303,210.130,0.000,1.000,0.002,65.6,81.256,92.494,3910,24623.9,20.49,92.678,6.03,31.428,1200.8,9.071,0.136,1.99,6.5797,15060.9,0.5427,0.3845,18.67,1.674,0.455,1.5299,0.0000,0.697,0.181,0.837,0.0000,5.26,1.24,5,16,34,100,76.6605,0.0163,0.4439,0.0000,0.0000,42.9531,100.00,65.1680,270.5976,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,19.0684,0.7433,0.0033,0.0013,0.000004,3,0.1934,0.0144,0.0163,54,184,487,0.0000,0.0000,0.0151,0.039,5.0849,0.0108,1.8854,0.0227,0.3461,0.0733,0.0000,-0.00011,0.902,0.0501,0.374,0.054,0.25,0.060,0.582,0.073,0.2815,0.223,0.668,1.1365,1.0800,1.7263,1.9372,0.06243,0.03027
20000,1206,1.439,1.215,12.32,25887,23551,0,3383,32,356245,303573.0,162623.6,0.169,0.547,0.156,0.128,163,40.02,20.64,0.56,2.96,13.06,10.34,0.35,2.08,15.83,9.48,0.07,0.47,0.306,0.174,935,0.026,0.067,0.906,0.003,0.023,36061,28562,4,0.405,0.201,0.061,573370,0.307,2.631,0.137,28.19,17832,245,0.456,0.240,0.251,1718077,1.13,2.95,0.196,0.638,0.022,13.0,40.3,63.1,190.3,35933,0.137,0.00,0.0016,0.100,264,0.390,0.000,0.323,0.340,4.92,5.81,5.88,0.20,0.053,1.17,1.07,1.15,0.418,0.00281,11.26,6.9646,773.99,106689.8,140215.1,0.000,7.2481,63.360,0.000,1.000,0.213,51.2,27.981,28.050,2765,17436.1,23.38,24.294,6.25,5.640,660.1,1.514,0.136,2.00,9.0126,10869.2,0.4500,0.3463,29.80,1.331,0.226,0.4701,0.0000,0.669,0.087,0.961,0.0000,6.58,0.90,10,31,48,96,25.7579,0.0027,0.4428,0.0000,0.0000,12.0590,100.00,99.7128,172.5420,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,19.8749,0.8228,0.0033,0.0014,0.000005,4,0.1360,0.0390,0.0251,56,177,565,0.0000,0.0000,0.0262,0.073,1.3129,0.0204,0.4338,0.0506,0.4304,0.0750,0.0000,0.00016,0.297,0.0061,0.246,0.025,0.24,0.061,0.508,0.044,0.1266,0.127,0.557,0.7556,0.7371,1.0670,0.9782,0.10056,0.13134
30000,1619,1.286,1.021,13.21,86469,71261,0,14585,209,1496103,904879.4,729722.9,0.165,0.551,0.187,0.097,102,37.89,19.18,1.45,3.71,10.45,7.37,0.41,2.44,15.71,11.48,0.45,1.16,0.278,0.162,1319,0.009,0.042,0.940,0.002,0.016,150493,113335,14,0.213,0.368,0.095,1223183,0.181,2.389,0.115,83.65,74572,249,0.488,0.222,0.230,7514262,1.35,2.47,0.282,0.662,0.152,13.2,37.5,61.0,226.0,45361,0.173,0.00,0.0036,0.066,376,0.517,0.000,0.396,0.446,4.65,5.54,5.56,0.60,0.183,1.49,1.13,1.40,0.555,0.00475,71.38,33.2681,600.13,103723.3,140215.1,0.000,28.2185,191.525,0.000,1.000,0.112,66.5,76.908,92.182,2425,14653.4,17.81,77.124,6.09,21.773,478.9,8.058,0.135,2.00,10.1169,16379.3,0.5193,0.3664,28.02,1.350,0.335,1.5299,0.0000,0.670,0.159,0.846,0.0000,6.17,1.00,10,27,49,113,71.0279,0.0024,0.4954,0.0000,0.0000,43.4693,100.00,76.4491,273.2405,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,30.3943,0.8436,0.0031,0.0012,0.000007,1,0.2562,0.0574,0.0209,55,182,562,0.0000,0.0000,0.0110,0.039,5.0901,0.0212,1.7808,0.0432,0.3588,0.1188,0.0000,0.00033,0.295,0.0078,0.500,0.076,0.29,0.095,0.585,0.024,0.1981,0.077,0.653,0.9546,0.8528,1.4596,1.3018,0.06260,0.06432
40000,1405,1.492,1.475,13.51,20878,18533,0,2539,14,309029,280678.0,135552.7,0.060,0.751,0.150,0.040,179,39.45,21.99,0.71,3.08,12.11,9.53,0.72,3.19,11.49,10.02,0.10,0.52,0.294,0.164,1178,0.014,0.053,0.927,0.001,0.020,24811,18008,5,0.514,0.043,0.106,657852,0.176,2.863,0.170,27.43,11871,349,0.439,0.192,0.365,1870665,1.19,5.35,0.090,0.672,0.040,10.2,39.4,66.3,128.4,35161,0.134,0.00,0.0017,0.112,341,0.364,0.000,0.363,0.248,4.26,5.13,5.80,0.33,0.100,1.28,1.12,1.19,0.384,0.00319,10.64,4.8633,725.86,102198.1,140215.1,0.000,5.3814,58.832,0.000,1.000,0.103,54.2,26.425,27.166,3253,21540.2,21.76,21.838,6.18,4.528,869.7,1.383,0.138,1.99,7.5443,10599.7,0.4574,0.3557,25.03,1.565,0.353,0.4701,0.0000,0.724,0.269,0.690,0.0000,6.80,1.09,7,25,41,100,23.6101,0.0010,0.4370,0.0000,0.0000,12.1275,100.00,102.5566,171.2131,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,22.2878,0.7910,0.0029,0.0013,0.000006,6,0.1758,0.0320,0.0359,56,179,687,0.0000,0.0000,0.0105,0.022,0.8638,0.0305,0.3301,0.0605,0.4455,0.0827,0.0000,-0.00057,0.063,0.0011,0.077,0.007,0.46,0.106,0.426,0.006,0.1832,0.022,0.605,0.6754,0.7420,1.0232,0.9474,0.11831,0.12154
50000,1734,1.204,1.398,19.91,122198,93359,0,28162,347,2022335,950207.2,913446.3,0.034,0.831,0.103,0.032,75,31.29,16.79,0.73,2.82,8.28,7.07,0.88,1.84,13.92,14.40,0.14,0.62,0.265,0.180,1461,0.009,0.036,0.934,0.002,0.028,204135,143062,5,0.155,0.750,0.295,7614737,0.101,2.760,0.160,87.47,110525,219,0.452,0.206,0.329,13445516,1.20,3.03,0.190,0.656,0.063,10.2,30.5,50.0,130.0,41298,0.158,0.00,0.0039,0.086,471,0.530,0.000,0.484,0.418,4.12,5.22,5.12,0.25,0.095,1.23,1.18,1.21,0.562,0.00661,68.03,42.6201,712.55,101489.9,140215.1,0.000,38.8394,201.039,0.000,1.000,0.036,60.8,77.096,95.157,3229,20354.8,13.81,83.396,5.90,28.533,816.3,9.212,0.135,2.00,7.2631,12594.2,0.5218,0.3437,23.82,1.460,0.507,1.5299,0.0000,0.702,0.288,0.724,0.0000,5.93,1.24,8,22,44,100,68.2159,0.0061,0.4723,0.0000,0.0000,43.9011,100.00,70.5657,265.0276,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,22.7301,0.7922,0.0034,0.0013,0.000012,1,0.1381,0.0288,0.0106,46,159,459,0.0000,0.0000,0.0193,0.035,9.0734,0.0083,3.3904,0.0461,0.3470,0.1985,0.0000,0.00017,0.086,0.0012,0.276,0.046,0.84,0.295,0.443,0.004,0.1172,0.013,0.852,0.9946,1.2050,1.6924,2.0971,0.05975,0.04662
60000,1513,1.096,1.555,12.91,28525,25445,0,3209,83,368528,298766.8,156928.6,0.064,0.721,0.133,0.083,161,27.36,16.62,0.61,2.57,8.14,6.61,0.16,1.30,9.50,9.29,0.04,0.39,0.295,0.166,1190,0.024,0.047,0.921,0.008,0.024,36693,27555,2,0.412,0.540,0.039,829440,0.185,2.911,0.178,28.63,17910,269,0.426,0.240,0.370,2546796,1.15,3.95,0.147,0.660,0.013,8.5,24.3,48.3,124.9,27860,0.106,0.00,0.0021,0.081,367,0.418,0.000,0.361,0.288,3.53,4.56,4.55,0.23,0.077,1.13,1.15,1.17,0.440,0.00244,10.65,6.3162,604.23,102019.0,140215.1,0.000,6.5316,62.693,0.000,1.000,0.151,46.5,27.667,28.601,3491,22766.1,24.25,23.844,6.02,5.516,1002.1,1.566,0.132,2.01,6.7351,10190.2,0.5792,0.3252,18.41,1.546,0.310,0.4701,0.0000,0.332,0.133,0.144,0.0000,5.54,1.06,5,16,34,81,25.2536,0.0029,0.4739,0.0000,0.0000,12.1462,100.00,99.9574,174.6477,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,20.0717,0.7764,0.0033,0.0015,0.000005,9,0.1383,0.0251,0.0255,54,165,573,0.0000,0.0000,0.0116,0.023,1.4544,0.0195,0.5380,0.0595,0.4117,0.0803,0.0000,-0.00023,0.325,0.0046,0.102,0.011,0.12,0.039,0.467,0.008,0.1486,0.038,0.783,0.7969,0.7748,1.1137,1.1281,0.10593,0.09512
70000,1237,1.032,0.980,11.53,89788,75180,0,14583,297,1316643,904723.2,643202.7,0.104,0.654,0.128,0.115,104,32.53,15.95,3.96,5.58,10.54,7.54,0.36,1.99,18.85,14.62,1.46,1.95,0.330,0.208,1116,0.006,0.023,0.965,0.002,0.010,145291,106076,6,0.709,0.158,0.068,1050226,0.279,2.337,0.108,83.35,67175,256,0.489,0.217,0.183,10100369,1.55,3.61,0.088,0.762,0.398,11.2,32.0,52.1,111.7,41706,0.159,0.00,0.0039,0.086,286,0.563,0.000,0.464,0.404,5.24,6.33,6.15,1.57,0.423,1.97,1.25,1.50,0.592,0.00592,72.69,28.9559,522.61,108357.7,140215.1,0.000,22.6348,193.315,0.000,1.000,0.152,59.5,79.366,92.564,2341,13945.7,34.56,76.093,6.35,18.014,435.7,7.307,0.135,1.99,11.0432,13660.5,0.5190,0.3628,33.72,1.024,0.464,1.5299,0.0000,0.618,0.115,0.874,0.0000,7.14,1.52,9,32,62,81,73.7833,0.0069,0.5247,0.0000,0.0000,43.3383,100.00,79.7159,272.2763,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,33.2700,0.8505,0.0031,0.0013,0.000008,4,0.2350,0.0614,0.0195,50,183,587,0.0000,0.0000,0.0142,0.033,8.0035,0.0257,2.6195,0.0768,0.3144,0.1996,0.0000,0.00028,0.439,0.0056,0.402,0.050,0.27,0.068,0.454,0.047,0.1205,0.136,0.647,0.9385,0.8870,1.3564,1.5548,0.07369,0.05343
80000,1017,1.237,0.819,9.33,14632,14321,0,490,34,152274,283811.8,73761.4,0.092,0.707,0.112,0.089,187,35.52,15.08,2.01,4.72,11.13,7.03,0.98,3.74,24.31,12.14,0.57,1.40,0.322,0.183,743,0.029,0.079,0.905,0.001,0.016,17070,13829,1,0.679,0.321,0.110,361758,0.258,2.102,0.087,27.14,7170,535,0.484,0.167,0.064,1834697,1.21,2.41,0.083,0.545,0.154,17.8,34.4,52.9,205.0,39082,0.149,0.00,0.0011,0.100,211,0.475,0.000,0.427,0.254,5.75,6.83,6.80,0.64,0.176,1.37,1.10,1.18,0.486,0.00287,11.09,3.5384,258.48,112115.6,140215.1,0.000,3.4870,57.657,0.000,1.000,0.266,50.6,27.176,27.177,2009,11490.5,22.21,21.925,7.44,3.146,351.5,1.075,0.131,2.02,12.4374,12648.8,0.4246,0.3434,38.43,0.908,0.118,0.4701,0.0000,0.665,0.078,0.989,0.0000,7.42,1.01,19,37,61,121,25.4710,0.0054,0.4730,0.0000,0.0000,12.1394,100.00,104.1631,162.4630,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,23.4975,0.8731,0.0028,0.0013,0.000004,7,0.2375,0.0826,0.0585,54,195,832,0.0000,0.0000,0.0180,0.037,0.8891,0.0453,0.2716,0.0423,0.3586,0.0796,0.0000,0.00018,0.259,0.0021,0.381,0.026,0.63,0.110,0.365,0.037,0.0673,0.113,0.502,0.6147,0.5799,0.8371,0.7865,0.19061,0.12692
90000,1214,0.971,0.923,12.07,93467,74630,0,18430,208,1417382,891099.8,674812.7,0.123,0.678,0.117,0.082,103,28.34,14.26,2.55,4.59,8.65,6.23,0.46,2.08,17.60,13.63,0.77,1.49,0.311,0.181,1006,0.026,0.037,0.949,0.003,0.011,149657,112121,5,0.505,0.418,0.135,2496620,0.224,2.259,0.101,83.00,65768,236,0.476,0.208,0.168,10420802,1.32,3.52,0.104,0.681,0.236,10.9,26.6,48.1,80.7,35526,0.136,0.00,0.0042,0.086,247,0.580,0.000,0.513,0.398,4.65,5.79,5.89,0.84,0.260,1.53,1.17,1.29,0.609,0.00680,70.03,28.9810,314.63,110489.5,140215.1,0.000,22.4961,190.756,0.000,1.000,0.170,54.1,78.351,92.189,2199,13196.8,14.54,74.525,6.04,18.008,426.1,7.522,0.136,2.00,10.4481,12684.0,0.5283,0.3607,29.26,1.050,0.449,1.5299,0.0000,0.685,0.128,0.965,0.0000,6.72,1.36,8,25,55,81,71.7775,0.0055,0.5387,0.0000,0.0000,43.8648,100.00,81.0213,263.3429,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,35.7640,0.8609,0.0032,0.0013,0.000008,2,0.2489,0.0659,0.0186,51,175,530,0.0000,0.0000,0.0129,0.024,5.2518,0.0314,2.0157,0.0675,0.2962,0.2074,0.0000,0.00045,0.423,0.0051,0.468,0.065,0.36,0.135,0.325,0.025,0.1124,0.087,0.652,0.9500,0.8578,1.3712,1.4439,0.08677,0.05989
100000,1318,0.967,1.163,12.64,21090,19193,0,1667,110,176367,274581.9,91742.2,0.115,0.701,0.078,0.106,187,23.60,13.15,0.11,0.87,6.64,5.00,1.09,2.47,11.34,11.22,0.01,0.10,0.283,0.157,880,0.082,0.059,0.897,0.007,0.037,25039,19862,6,0.392,0.022,0.395,1439651,0.221,2.541,0.129,26.74,10868,352,0.520,0.284,0.269,2052294,1.04,3.55,0.083,0.545,0.003,7.9,20.0,43.4,74.4,25292,0.096,0.00,0.0018,0.090,283,0.414,0.000,0.410,0.247,3.76,4.66,4.94,0.09,0.033,1.03,1.04,1.03,0.426,0.00201,10.84,4.3839,501.53,109062.6,140215.1,0.000,3.9243,56.550,0.000,1.000,0.236,44.8,25.924,26.729,2644,16644.3,15.22,21.120,6.14,3.249,651.8,1.122,0.135,2.00,7.7087,10160.0,0.5904,0.3764,19.19,1.405,0.437,0.4701,0.0000,0.766,0.072,0.995,0.0000,5.69,1.19,6,15,38,64,24.3350,0.0156,0.4954,0.0000,0.0000,12.1499,100.00,103.9650,162.5167,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,24.0365,0.8306,0.0029,0.0014,0.000004,16,0.2455,0.0379,0.0415,52,169,723,0.0000,0.0000,0.0164,0.034,0.9226,0.0445,0.3561,0.0706,0.4183,0.0767,0.0000,0.00009,0.302,0.0040,0.315,0.064,0.96,0.395,0.315,0.024,0.0545,0.077,0.500,0.6945,0.5807,0.9478,0.7666,0.13112,0.09293
