step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest
10000,1205,1.182,1.099,6.94,73327,66098,0,6443,1000,1031600,972354.5,540111.2,0.154,0.545,0.135,0.167,117,43.46,17.23,3.20,5.26,8.91,6.62,0.22,1.81,23.32,11.49,0.41,1.14,0.213,0.143,824,0.032,0.037,0.958,0.000,0.005,145033,124548,5,0.755,0.081,0.034,1481524,0.276,2.473,0.122,79.41,49147,251,0.524,0.204,0.099,6324314,1.57,1.33,0.263,0.549,0.142,21.9,41.7,62.3,136.9,42953,0.164,0.00,0.0035,0.105,250,0.527,0.000,0.444,0.513,5.39,6.44,6.39,0.64,0.271,1.56,1.55,1.60,0.555,0.00483,73.41,35.5896,298.08,107031.2,140122.1,0.108,26.2793,192.961,0.000,1.000,0.062,68.2,83.923,92.953,2554,15913.4,13.57,85.320,7.00,20.089,664.6,7.874,0.134,2.00,10.4166,12552.0,0.3954,0.3181,35.65,1.129,0.153,1.5345,0.0000,0.580,0.077,0.894,0.0000,6.75,0.76,18,36,49,81,79.6406,0.0046,0.5701,0.0000,0.0000,49.8892,100.00,79.6995,243.8738,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,28.4958,0.8381,0.0034,0.0015,0.000008,2,0.2682,0.0631,0.0250,59,193,526,0.0000,0.0000,0.0118,0.029,6.4198,0.0244,1.8745,0.0340,0.3645,0.1194,0.0000,-0.00010,0.109,0.0019,0.834,0.111,0.14,0.034,0.565,0.032,0.1688,0.115,0.636,0.9187,0.7311,1.3397,0.9526,0.10298,0.05400
20000,1604,1.420,1.558,14.38,25709,23154,0,2134,20,324103,297797.5,132987.0,0.049,0.785,0.068,0.097,160,33.95,18.08,2.16,4.90,7.58,6.06,0.74,2.83,12.27,8.88,0.49,1.38,0.231,0.155,1185,0.026,0.072,0.903,0.002,0.023,30716,25568,5,0.219,0.504,0.122,567650,0.140,2.897,0.180,28.99,13760,245,0.410,0.288,0.250,2418502,1.60,2.08,0.312,0.593,0.137,12.2,31.7,58.7,150.1,36487,0.139,0.00,0.0015,0.090,334,0.431,0.000,0.293,0.257,3.94,4.95,5.03,0.66,0.201,1.57,1.37,1.81,0.450,0.00207,9.75,5.5176,686.46,100019.0,140122.1,0.000,7.1584,60.640,0.000,1.000,0.006,47.1,27.397,30.185,3568,22865.6,14.00,24.039,6.15,6.272,932.2,1.571,0.133,2.00,6.9628,11168.3,0.4854,0.3182,22.75,1.486,0.299,0.4655,0.0000,0.614,0.123,0.832,0.0000,5.51,1.06,8,22,36,81,25.1595,0.0002,0.3928,0.0000,0.0000,14.0327,100.00,100.6912,143.7749,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,17.2356,0.7719,0.0035,0.0016,0.000004,2,0.1142,0.0212,0.0269,53,169,544,0.0000,0.0000,0.0028,0.006,1.0246,0.0151,0.3409,0.0237,0.4314,0.0554,0.0000,0.00054,0.237,0.0038,0.843,0.377,0.56,0.122,0.253,0.005,0.0202,0.019,0.562,0.8414,0.7086,1.3815,1.0483,0.08034,0.09075
30000,1311,1.206,1.168,11.05,92878,77982,0,15133,54,1703175,902046.4,709961.5,0.049,0.794,0.096,0.062,100,38.57,22.66,4.12,6.83,8.79,7.90,1.15,3.17,18.03,13.51,1.11,1.90,0.227,0.167,1089,0.016,0.040,0.956,0.000,0.005,141437,109975,6,0.494,0.387,0.305,4712946,0.140,2.560,0.131,83.23,65392,237,0.417,0.244,0.282,10626578,2.07,2.85,0.222,0.712,0.304,12.9,33.7,69.3,217.9,42076,0.161,0.00,0.0038,0.113,323,0.526,0.000,0.459,0.375,4.90,5.90,5.96,1.22,0.333,2.26,1.31,2.56,0.554,0.00659,66.93,29.3702,688.19,107254.0,140122.1,0.000,24.3988,192.819,0.000,1.000,0.052,60.2,78.392,96.904,2698,16761.6,20.99,76.047,6.01,18.836,633.5,7.480,0.135,2.00,8.4534,11082.5,0.4185,0.3239,32.09,1.177,0.336,1.5345,0.0000,0.573,0.135,0.760,0.0000,6.64,1.43,9,25,63,100,71.6181,0.0043,0.5088,0.0000,0.0000,51.5464,100.00,81.9523,253.3348,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,30.8652,0.8276,0.0034,0.0014,0.000010,2,0.1837,0.0374,0.0176,49,170,524,0.0000,0.0000,0.0029,0.009,6.1823,0.0095,1.8148,0.0252,0.3711,0.1698,0.0000,-0.00051,0.130,0.0015,0.795,0.298,0.91,0.305,0.242,0.005,0.0509,0.021,0.629,0.9349,0.8531,1.5770,1.3425,0.04968,0.05494
40000,1378,1.340,1.213,12.79,21729,19827,0,1820,8,286131,294629.3,126080.5,0.081,0.729,0.118,0.072,171,34.76,16.67,0.19,1.12,8.94,6.25,2.02,3.38,13.06,7.76,0.03,0.25,0.258,0.139,1005,0.015,0.087,0.901,0.002,0.009,26026,21843,4,0.458,0.318,0.485,3133865,0.219,2.567,0.136,28.38,11825,335,0.441,0.240,0.228,2126434,1.03,1.48,0.403,0.552,0.012,13.9,33.7,57.1,110.5,33347,0.127,0.00,0.0016,0.094,304,0.402,0.000,0.311,0.264,4.05,5.13,5.14,0.06,0.025,1.03,1.03,1.03,0.417,0.00225,10.11,4.9814,526.92,103289.4,140122.1,0.000,4.9220,60.513,0.000,1.000,0.011,44.9,26.931,29.809,2844,17471.4,21.18,23.486,5.88,3.866,606.5,1.197,0.135,2.01,10.2403,14111.1,0.5663,0.3449,24.20,1.479,0.166,0.4655,0.0000,0.594,0.099,0.823,0.0000,5.51,0.75,10,25,36,64,24.8759,0.0045,0.4245,0.0000,0.0000,14.0566,100.00,103.9749,133.5606,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,19.8529,0.8195,0.0029,0.0013,0.000003,7,0.2038,0.0566,0.0366,56,177,674,0.0000,0.0000,0.0040,0.012,0.9912,0.0350,0.2983,0.0283,0.4612,0.0599,0.0000,0.00011,0.065,0.0008,0.821,0.278,1.78,0.485,0.299,0.006,0.0510,0.029,0.507,0.6765,0.7388,0.9177,1.0027,0.09549,0.08655
50000,1788,1.067,1.073,14.12,100460,77555,0,22402,89,1959081,934896.7,898828.7,0.092,0.737,0.122,0.048,89,31.73,17.40,1.32,2.86,7.44,6.36,0.18,0.91,13.69,8.23,0.22,0.71,0.235,0.153,1362,0.012,0.061,0.926,0.002,0.011,161887,115991,3,0.309,0.666,0.054,2514878,0.234,2.429,0.120,86.08,84435,237,0.459,0.192,0.194,10567146,1.41,1.49,0.292,0.598,0.105,12.5,28.7,50.0,162.0,40449,0.154,0.00,0.0038,0.077,460,0.526,0.000,0.470,0.404,4.01,5.06,5.04,0.61,0.227,1.42,1.37,1.45,0.560,0.00722,63.22,36.6284,478.58,104822.0,140122.1,0.000,35.1549,196.137,0.000,1.000,0.022,68.2,76.421,99.435,2561,15504.5,12.03,80.741,5.61,25.341,528.6,8.566,0.135,1.99,8.1729,14613.1,0.4982,0.3703,22.62,1.323,0.349,1.5345,0.0000,0.535,0.188,0.435,0.0000,5.42,0.63,10,23,36,81,65.9170,0.0002,0.5168,0.0000,0.0000,52.3820,100.00,73.0016,247.0387,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,24.3827,0.8371,0.0032,0.0012,0.000010,4,0.2096,0.0397,0.0160,47,169,501,0.0000,0.0000,0.0054,0.014,4.7488,0.0223,1.8509,0.0285,0.3452,0.1585,0.0000,0.00020,0.157,0.0017,0.414,0.194,0.17,0.054,0.255,0.006,0.0568,0.035,0.629,1.1023,1.1111,2.0512,1.8916,0.05663,0.05439
60000,1530,1.277,1.090,13.50,25860,23731,0,2347,27,275207,309622.8,133019.8,0.147,0.650,0.156,0.047,173,36.90,17.02,0.71,2.25,10.10,6.79,0.02,0.36,13.66,8.12,0.14,0.64,0.276,0.151,1129,0.021,0.046,0.938,0.002,0.014,31553,26564,9,0.397,0.193,0.010,254253,0.233,2.442,0.121,29.69,15431,271,0.483,0.268,0.266,2262518,1.18,1.78,0.386,0.576,0.050,13.2,37.4,55.9,110.9,37474,0.143,0.00,0.0015,0.090,397,0.428,0.000,0.301,0.271,4.16,5.19,5.19,0.43,0.127,1.15,1.17,1.20,0.445,0.00205,10.37,5.7576,712.09,105476.9,140122.1,0.000,5.8363,63.280,0.000,1.000,0.022,58.4,28.643,31.441,2596,15467.7,19.43,25.133,5.55,4.722,529.8,1.325,0.133,2.00,8.9128,13636.6,0.5076,0.3641,24.49,1.493,0.328,0.4655,0.0000,0.539,0.203,0.544,0.0000,5.63,0.65,9,25,36,64,26.5539,0.0036,0.4837,0.0000,0.0000,13.9802,100.00,102.4520,143.3824,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,17.5139,0.8333,0.0031,0.0014,0.000003,13,0.1956,0.0333,0.0313,58,180,625,0.0000,0.0000,0.0077,0.020,0.7021,0.0363,0.3065,0.0235,0.4369,0.0532,0.0000,0.00022,0.163,0.0022,0.424,0.265,0.02,0.010,0.331,0.012,0.0851,0.066,0.512,0.7096,0.7284,1.0998,1.0371,0.09500,0.07771
70000,1709,1.233,1.240,15.84,88949,73089,0,15649,21,1418616,927111.6,716920.2,0.122,0.650,0.190,0.039,99,40.65,17.71,2.71,4.29,9.04,6.06,0.07,0.69,14.32,9.40,0.68,1.21,0.229,0.138,1327,0.011,0.036,0.956,0.000,0.008,135488,104342,8,0.359,0.496,0.028,571191,0.183,2.598,0.140,86.44,71223,260,0.505,0.240,0.195,8862363,1.77,1.59,0.356,0.626,0.278,16.4,42.9,59.2,250.0,44679,0.170,0.00,0.0038,0.066,383,0.507,0.000,0.491,0.376,4.50,5.35,5.40,0.88,0.314,1.96,1.30,1.96,0.536,0.00553,66.05,29.8245,694.06,96971.9,140122.1,0.000,26.2046,194.150,0.000,1.000,0.005,70.3,79.276,101.769,2969,17910.6,19.74,78.871,5.51,19.889,603.4,8.050,0.135,1.99,11.2743,19267.8,0.5979,0.4007,26.14,1.504,0.406,1.5345,0.0000,0.539,0.204,0.382,0.0000,5.77,0.77,10,25,36,121,71.8294,0.0016,0.5178,0.0000,0.0000,51.8678,100.00,75.3728,253.0775,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,27.1575,0.8105,0.0030,0.0012,0.000007,11,0.3299,0.0702,0.0219,48,178,582,0.0000,0.0000,0.0017,0.005,2.9931,0.0401,1.2266,0.0351,0.3776,0.1285,0.0000,-0.00019,0.100,0.0022,0.391,0.362,0.06,0.028,0.283,0.006,0.0495,0.037,0.683,0.9355,0.9578,1.7948,1.6238,0.07067,0.05694
80000,1174,1.344,0.826,10.67,17303,16908,0,894,4,157968,302645.1,90205.2,0.179,0.622,0.164,0.034,180,41.27,16.23,0.88,3.07,11.33,6.64,0.68,1.90,17.85,8.07,0.18,0.78,0.272,0.132,778,0.032,0.089,0.907,0.001,0.003,19015,15823,8,0.318,0.082,0.141,377503,0.231,2.112,0.089,28.55,9427,443,0.571,0.283,0.136,1679256,1.20,1.17,0.443,0.518,0.060,19.4,43.0,63.7,108.0,36087,0.138,0.00,0.0014,0.095,294,0.391,0.000,0.322,0.230,5.09,5.83,5.74,0.38,0.106,1.25,1.16,1.21,0.402,0.00251,11.38,4.6236,431.49,107619.5,140122.1,0.000,4.6247,61.253,0.000,1.000,0.008,47.0,28.528,30.551,2036,11557.2,27.59,24.199,6.03,3.536,295.1,1.073,0.131,2.02,13.9455,16372.1,0.5934,0.4124,30.74,1.326,0.208,0.4655,0.0000,0.442,0.121,0.186,0.0000,6.08,0.52,15,34,46,64,26.6914,0.0018,0.4702,0.0000,0.0000,13.8960,100.00,102.4568,139.5312,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,18.9086,0.8710,0.0026,0.0012,0.000004,32,0.4597,0.1099,0.0554,61,204,833,0.0000,0.0000,0.0040,0.008,0.4224,0.0978,0.1988,0.0307,0.4717,0.0587,0.0000,-0.00014,0.062,0.0003,0.076,0.049,0.65,0.141,0.352,0.007,0.0731,0.033,0.477,0.8146,0.7050,1.1781,1.0225,0.12000,0.09074
90000,1481,1.193,1.049,14.71,75344,65344,0,9640,27,999925,877013.2,551231.8,0.147,0.623,0.185,0.045,101,37.38,17.92,1.43,3.21,8.44,6.27,0.71,1.76,14.56,9.14,0.43,1.04,0.225,0.136,1165,0.016,0.053,0.941,0.001,0.005,114737,87671,12,0.184,0.373,0.209,2163652,0.218,2.386,0.116,82.51,59932,304,0.551,0.255,0.184,7965554,1.39,1.67,0.325,0.627,0.168,15.4,35.4,60.0,99.0,37244,0.142,0.00,0.0041,0.098,348,0.514,0.000,0.449,0.378,4.28,5.32,5.21,0.60,0.210,1.52,1.20,1.43,0.536,0.00490,67.90,24.4477,509.72,103509.3,140122.1,0.000,18.9282,184.968,0.000,1.000,0.037,59.6,78.497,97.674,2521,15018.3,14.38,72.876,5.66,15.324,476.5,6.819,0.134,2.00,11.1383,16495.8,0.5992,0.4138,25.15,1.450,0.308,1.5345,0.0000,0.489,0.214,0.281,0.0000,5.68,0.79,11,25,36,64,73.1822,0.0035,0.5219,0.0000,0.0000,51.5870,100.00,81.1914,252.2973,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,34.0849,0.8398,0.0029,0.0012,0.000007,26,0.5018,0.0736,0.0311,53,187,662,0.0000,0.0000,0.0035,0.009,2.6623,0.0776,1.0347,0.0405,0.3807,0.1208,0.0000,0.00016,0.060,0.0006,0.201,0.185,0.68,0.209,0.390,0.005,0.0672,0.025,0.484,0.8281,0.8026,1.2261,1.2817,0.08775,0.05839
100000,1337,1.482,1.110,12.61,18479,17371,0,1197,16,184506,297351.9,105622.6,0.092,0.697,0.167,0.045,169,38.34,20.37,1.11,3.50,8.76,6.63,1.93,2.72,14.32,8.45,0.22,0.75,0.231,0.137,1004,0.021,0.076,0.907,0.002,0.016,20797,16636,4,0.574,0.028,0.544,3210295,0.209,2.453,0.123,28.78,10352,499,0.572,0.226,0.226,1820523,1.26,1.88,0.370,0.597,0.093,13.5,35.6,62.0,149.0,34919,0.133,0.00,0.0016,0.102,303,0.354,0.000,0.301,0.233,4.37,5.37,5.33,0.35,0.132,1.31,1.14,1.30,0.366,0.00221,10.69,4.8345,587.92,104408.2,140122.1,0.000,4.3974,61.142,0.000,1.000,0.005,45.0,27.705,30.771,2643,15855.9,20.33,23.731,5.71,3.229,509.0,1.078,0.134,2.01,10.8296,14479.2,0.5598,0.4334,26.12,1.436,0.240,0.4655,0.0000,0.373,0.056,0.022,0.0000,5.82,0.62,10,25,36,64,25.8972,0.0047,0.4271,0.0000,0.0000,14.0087,100.00,103.6095,135.6170,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,19.5625,0.8312,0.0025,0.0011,0.000004,39,0.4679,0.0681,0.0592,59,193,893,0.0000,0.0000,0.0030,0.009,0.4984,0.0966,0.2321,0.0165,0.5141,0.0573,0.0000,-0.00025,0.057,0.0004,0.010,0.001,1.81,0.544,0.394,0.005,0.0875,0.025,0.423,0.6630,0.7171,0.7893,0.9541,0.11312,0.08535
