step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange
100000,1.74,49,0,0,0,1,0,1.00,24,0.000,3356,0.00,152.07,208.80,892,1,0,0,1.00,1.00,1.00,1,1,1,37.5,2.808,1,1.739,0.313,7,1.000,13,18.00,-11.00,0,0.0000,0.000,0.0000
100000,5.57,25,0,0,1,4,0,1.00,8,0.000,3259,0.00,148.75,20.25,871,2,0,0,1.00,1.00,1.00,2,3,3,39.3,7.443,5,1.238,0.355,5,1.000,12,26.20,3.25,1,0.0000,0.000,0.0000
100000,21.59,36,0,5,2,13,0,1.00,2,0.232,2830,0.00,174.06,15.26,871,2,0,0,1.00,1.00,1.00,6,6,5,44.4,29.313,20,1.136,0.359,6,1.000,8,16.60,-5.25,2,0.0000,0.000,0.0000
100000,31.01,36,0,7,0,12,0,1.00,0,0.226,2806,0.00,134.45,30.40,892,1,1,0,1.00,1.00,1.00,3,6,6,33.5,5.557,19,1.632,0.345,6,1.000,4,7.70,-7.50,0,0.0000,0.000,0.0000
100000,11.36,36,0,2,2,7,0,1.00,8,0.176,2740,0.00,174.49,14.41,871,1,0,0,1.00,1.00,1.00,2,4,4,37.5,21.433,11,1.136,0.359,6,1.000,2,22.25,-0.25,2,0.0000,0.000,0.0000
100000,3.51,36,0,2,0,1,0,1.00,14,0.569,2637,0.00,144.95,34.11,871,1,0,0,1.00,1.00,1.00,1,3,2,30.4,3.566,3,1.171,0.297,6,1.000,5,15.59,-4.25,0,0.0000,0.000,0.0000
100000,6.19,25,0,1,2,3,0,1.00,6,0.161,2531,0.00,83.21,9.41,871,2,1,0,1.00,1.00,1.00,2,5,2,41.6,3.678,6,1.238,0.355,5,1.000,4,12.97,6.00,2,0.0000,0.000,0.0000
100000,37.54,36,0,9,0,14,0,1.00,2,0.240,2496,5.19,196.36,32.33,892,2,1,0,1.00,1.00,1.00,4,5,6,46.6,55.724,23,1.632,0.345,6,1.000,5,33.70,-28.00,0,0.0000,0.000,0.0000
100000,45.87,49,0,11,0,16,0,1.00,2,0.240,2434,-0.00,179.57,96.17,892,1,0,0,1.00,1.00,1.00,4,6,7,30.7,93.143,27,1.699,0.270,7,1.000,4,15.25,-0.25,0,0.0000,0.000,0.0000
100000,33.26,35,1,9,4,9,0,1.08,0,0.271,2347,0.00,88.05,108.56,1041,0,0,2,1.00,1.33,1.00,7,6,6,25.1,51.252,23,1.512,0.473,6,1.000,4,13.69,13.50,4,0.0000,0.000,0.0000
100000,2.16,25,0,0,0,2,0,1.00,14,0.000,2338,0.00,94.24,10.95,871,1,0,0,1.00,1.00,1.00,2,1,2,37.2,2.158,2,1.082,0.375,5,1.000,1,16.47,14.25,0,0.0000,0.000,0.0000
100000,3.32,25,0,1,0,2,0,1.00,12,0.301,2284,0.04,129.80,3.24,871,2,1,0,1.00,1.00,1.00,2,3,1,38.8,6.602,3,1.108,0.354,5,1.000,2,15.27,11.75,0,0.0000,0.000,0.0000
