step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest
10000,1453,1.489,2.111,18.45,62061,53405,0,8346,336,998411,670612.2,460164.0,0.187,0.583,0.132,0.098,132,35.08,18.34,0.85,2.73,9.01,6.51,0.38,1.63,7.58,6.93,0.09,0.50,0.265,0.141,938,0.037,0.051,0.938,0.003,0.008,113124,91035,1,0.009,0.991,0.092,4320962,0.245,3.263,0.242,50.87,47267,222,0.461,0.234,0.317,4776017,1.28,1.85,0.430,0.565,0.036,10.0,31.9,53.9,138.8,25888,0.099,0.00,0.0061,0.083,306,0.486,0.000,0.376,0.477,3.38,4.37,4.33,0.36,0.123,1.17,1.34,1.32,0.522,0.00431,53.82,25.1687,695.69,91276.9,140496.8,0.102,32.4079,133.175,0.000,1.000,0.000,40.4,55.780,73.572,4536,30443.0,26.43,56.430,6.34,28.192,1944.5,7.017,0.134,2.00,7.8514,11408.2,0.6463,0.3248,17.82,1.919,0.149,1.5414,0.0000,0.116,0.126,0.026,0.0000,4.81,0.82,5,16,26,63,50.9645,0.0038,0.4425,0.0000,0.0000,45.9273,100.00,75.9387,186.0624,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,73.6313,0.7580,0.0036,0.0014,0.000006,3,0.1190,0.0248,0.0160,50,172,476,0.0000,0.0000,0.0090,0.032,2.6746,0.0067,0.9027,0.0186,0.3629,0.1147,0.0000,-0.00004,0.547,0.0105,0.674,0.189,0.33,0.092,0.497,0.014,0.0959,0.050,0.625,1.0072,1.0596,1.2921,1.6194,0.12058,0.06088
20000,474,1.054,1.203,14.30,14647,14035,0,1583,0,174576,184794.3,90264.1,0.209,0.588,0.081,0.122,187,33.28,15.58,1.32,3.13,9.35,5.42,2.31,3.79,11.34,8.81,0.23,0.79,0.301,0.154,369,0.038,0.046,0.947,0.000,0.006,18261,14626,5,0.430,0.219,0.466,1218904,0.264,2.466,0.118,15.95,10078,287,0.517,0.279,0.175,1206621,1.31,1.33,0.454,0.544,0.084,13.5,32.0,50.0,100.3,11528,0.044,0.00,0.0034,0.099,117,0.372,0.000,0.278,0.272,4.24,5.17,5.05,0.85,0.268,1.24,1.35,1.34,0.392,0.00458,7.45,3.6181,142.30,114438.2,140496.8,0.000,9.1160,38.998,0.000,1.000,0.037,17.7,17.485,20.776,2491,15776.0,15.02,14.048,5.27,8.339,931.4,1.246,0.134,2.01,11.6247,5510.1,0.6448,0.4172,24.32,1.404,0.340,0.4586,0.0000,0.361,0.190,0.215,0.0000,5.45,0.90,10,25,36,64,16.0989,0.0005,0.5148,0.0000,0.0000,12.2782,100.00,89.7070,95.4666,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,31.1216,0.8817,0.0028,0.0012,0.000006,8,0.1365,0.0844,0.0364,59,204,715,0.0000,0.0000,0.0000,0.000,0.4814,0.0196,0.2002,0.0169,0.4654,0.1280,0.0000,0.00092,0.213,0.0119,0.669,0.127,1.97,0.466,0.331,0.011,0.1469,0.047,0.595,1.0262,0.9911,1.2315,1.5420,0.08157,0.09574
30000,840,0.820,1.040,12.87,50915,44904,0,5633,3,619084,556932.3,326753.3,0.113,0.574,0.121,0.191,136,32.82,14.99,2.84,4.24,8.30,5.03,1.60,2.87,11.19,6.79,0.86,1.32,0.261,0.138,746,0.008,0.032,0.967,0.000,0.001,68257,51851,10,0.401,0.415,0.480,3881990,0.249,2.351,0.108,49.78,36720,297,0.528,0.254,0.164,4415427,1.81,1.72,0.299,0.695,0.336,13.1,32.8,50.1,148.7,20096,0.077,0.00,0.0059,0.106,207,0.445,0.000,0.325,0.303,4.26,5.22,5.17,1.31,0.442,1.88,1.44,2.03,0.469,0.00605,51.44,12.3478,207.42,112464.9,140496.8,0.000,20.3705,117.604,0.000,1.000,0.045,34.5,49.429,74.978,2179,14107.1,9.15,41.727,5.28,20.222,684.0,5.891,0.136,2.00,11.5658,9715.3,0.6571,0.4271,23.92,1.296,0.212,1.5414,0.0000,0.420,0.134,0.349,0.0000,5.62,0.70,9,25,36,64,45.9226,0.0082,0.5679,0.0000,0.0000,46.9016,100.00,80.6481,175.8701,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,84.2015,0.8920,0.0028,0.0012,0.000007,9,0.2146,0.0833,0.0245,58,194,669,0.0000,0.0000,0.0001,0.000,2.0495,0.0256,0.7980,0.0440,0.4141,0.1888,0.0000,0.00045,0.033,0.0023,0.346,0.051,1.45,0.480,0.516,0.006,0.2206,0.033,0.581,1.2022,0.9592,1.5389,1.5661,0.09734,0.08372
40000,816,0.848,0.927,15.71,10479,9872,0,599,0,85991,169385.2,54377.5,0.038,0.737,0.057,0.168,196,25.88,10.23,0.41,1.08,5.87,3.17,1.53,2.35,9.24,4.68,0.05,0.36,0.231,0.096,552,0.036,0.076,0.922,0.000,0.002,11018,8842,4,0.634,0.099,0.491,2139022,0.218,2.196,0.093,15.82,6251,487,0.632,0.270,0.131,1125038,1.08,0.90,0.469,0.531,0.018,12.0,25.7,41.7,65.6,13905,0.053,0.00,0.0022,0.116,171,0.320,0.000,0.247,0.188,3.25,4.33,4.22,0.42,0.137,1.04,1.11,1.09,0.328,0.00242,6.90,2.2707,151.50,113969.6,140496.8,0.000,4.7098,34.687,0.000,1.000,0.035,25.0,15.754,21.182,1896,12167.8,12.36,12.056,5.07,4.489,543.7,0.988,0.134,2.00,12.4940,10195.1,0.9612,0.5074,17.04,1.585,0.287,0.4586,0.0000,0.269,0.171,0.206,0.0000,4.50,0.57,8,16,25,49,14.5756,0.0056,0.5074,0.0000,0.0000,12.3812,100.00,95.0473,92.8999,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,35.5409,0.9070,0.0022,0.0010,0.000003,32,0.2904,0.1348,0.0655,64,212,1018,0.0000,0.0000,0.0001,0.000,0.1976,0.0511,0.1207,0.0368,0.5242,0.0790,0.0000,0.00046,0.097,0.0071,0.336,0.083,1.46,0.491,0.420,0.006,0.1268,0.032,0.488,0.9665,0.8920,1.1527,1.2327,0.12586,0.09909
50000,1115,0.938,0.969,16.47,56090,48634,0,7129,7,580784,549149.9,336599.5,0.075,0.615,0.162,0.147,132,28.21,14.68,0.86,2.47,7.21,5.17,1.41,2.67,10.46,7.16,0.27,0.85,0.265,0.145,852,0.020,0.057,0.932,0.004,0.007,73765,55700,12,0.093,0.548,0.327,3459468,0.204,2.246,0.099,49.45,41666,351,0.580,0.240,0.175,5002217,1.25,1.36,0.395,0.597,0.107,11.7,26.7,46.8,128.0,22233,0.085,0.00,0.0047,0.088,319,0.433,0.000,0.270,0.289,3.61,4.68,4.60,0.43,0.161,1.30,1.22,1.25,0.454,0.00470,49.01,12.2288,278.11,112453.2,140496.8,0.000,18.9237,117.836,0.000,1.000,0.108,38.5,49.312,74.857,2079,12891.6,11.27,40.716,4.80,18.939,608.9,5.734,0.135,2.00,9.3701,10447.6,0.6540,0.4692,19.94,1.447,0.373,1.5414,0.0000,0.332,0.223,0.353,0.0000,4.98,0.74,8,21,32,64,45.7539,0.0109,0.5318,0.0000,0.0000,47.2732,100.00,81.5634,179.2976,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,87.8752,0.9012,0.0028,0.0012,0.000006,21,0.2622,0.0556,0.0257,56,187,674,0.0000,0.0000,0.0003,0.001,1.6173,0.0402,0.7215,0.0278,0.4260,0.1651,0.0000,0.00054,0.226,0.0141,0.787,0.247,1.31,0.327,0.404,0.006,0.1173,0.029,0.521,1.0968,0.9355,1.5404,1.3871,0.11469,0.06752
60000,993,0.795,0.958,15.60,11809,11197,0,702,0,82917,168828.8,54243.3,0.035,0.747,0.066,0.152,200,25.71,10.77,0.54,1.57,6.32,3.58,0.58,1.67,7.82,5.44,0.08,0.47,0.251,0.127,683,0.034,0.082,0.905,0.003,0.010,12019,9494,3,0.788,0.012,0.176,1336322,0.231,2.284,0.099,15.91,6590,552,0.654,0.224,0.236,1180080,1.12,1.31,0.420,0.580,0.031,10.7,27.8,38.8,73.1,15155,0.058,0.00,0.0022,0.136,246,0.301,0.000,0.221,0.164,2.99,4.11,4.03,0.38,0.152,1.07,1.16,1.13,0.309,0.00204,6.64,2.2442,296.86,113905.4,140496.8,0.000,4.4814,34.843,0.000,1.000,0.077,31.2,15.883,21.398,1950,12851.2,21.61,11.943,4.69,4.310,587.8,1.023,0.138,1.98,9.6245,9557.2,0.8245,0.5282,15.26,1.700,0.221,0.4586,0.0000,0.298,0.133,0.160,0.0000,4.40,0.66,6,16,25,49,14.6536,0.0114,0.4945,0.0000,0.0000,12.4374,100.00,95.7369,92.5410,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,35.8420,0.9006,0.0022,0.0010,0.000002,32,0.2519,0.0866,0.0547,63,203,985,0.0000,0.0000,0.0000,0.000,0.2332,0.0437,0.1325,0.0393,0.5318,0.0775,0.0000,0.00003,0.038,0.0005,0.407,0.084,0.56,0.176,0.368,0.007,0.1142,0.035,0.506,0.7925,0.8917,1.0316,1.1571,0.14737,0.08882
70000,629,1.109,1.615,22.86,61939,52538,0,9756,2,907008,570737.2,450368.2,0.057,0.797,0.065,0.081,125,46.66,29.11,2.27,4.44,11.12,9.74,0.77,2.25,11.83,10.44,0.58,1.35,0.241,0.141,515,0.022,0.040,0.954,0.000,0.006,80865,55995,4,0.108,0.690,0.208,2278825,0.163,2.929,0.173,51.26,46808,282,0.497,0.235,0.258,6661364,1.60,2.46,0.342,0.657,0.180,15.9,44.0,72.0,250.0,16341,0.062,0.00,0.0077,0.130,195,0.456,0.000,0.347,0.281,4.34,5.39,5.29,0.67,0.207,1.73,1.38,1.68,0.480,0.01284,49.63,15.7336,374.73,105393.3,140496.8,0.000,26.3632,122.473,0.000,1.000,0.036,29.2,49.561,73.429,3346,22451.5,31.76,42.832,5.26,25.519,1549.9,7.290,0.136,2.00,11.6419,7322.8,0.6402,0.4152,25.98,1.739,0.384,1.5414,0.0000,0.138,0.193,0.029,0.0000,5.95,1.13,8,25,49,121,43.4570,0.0000,0.5533,0.0000,0.0000,46.8626,100.00,78.1471,184.1935,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,79.2701,0.8268,0.0031,0.0012,0.000017,7,0.1474,0.0684,0.0181,48,180,584,0.0000,0.0000,0.0002,0.000,2.7431,0.0178,1.0458,0.0175,0.4092,0.3527,0.0000,0.00027,0.086,0.0052,0.878,0.572,0.66,0.208,0.290,0.005,0.0839,0.025,0.629,1.0215,1.0434,1.7037,1.6607,0.06883,0.06857
80000,528,1.065,0.869,12.63,9965,9276,0,782,0,145199,175109.8,70575.8,0.052,0.821,0.048,0.079,196,39.23,18.25,0.54,1.82,11.59,6.31,0.48,1.65,13.68,8.45,0.22,0.87,0.305,0.145,403,0.023,0.053,0.945,0.000,0.002,11041,8532,2,0.723,0.250,0.150,847016,0.147,2.129,0.084,15.35,6318,408,0.486,0.216,0.222,1073559,1.12,2.13,0.428,0.570,0.074,11.3,39.2,57.9,88.7,13885,0.053,0.00,0.0024,0.136,109,0.333,0.000,0.308,0.225,4.49,5.37,5.28,0.29,0.089,1.19,1.05,1.13,0.347,0.00551,6.86,2.7835,225.16,118944.8,140496.8,0.000,6.0117,35.488,0.000,1.000,0.158,21.9,16.121,19.444,1775,11100.6,25.80,12.541,6.18,5.427,554.4,1.080,0.133,2.00,11.9605,6315.2,0.5801,0.4015,26.30,1.468,0.111,0.4586,0.0000,0.318,0.062,0.004,0.0000,5.86,0.63,8,25,36,64,14.3443,0.0015,0.5208,0.0000,0.0000,12.3716,100.00,95.2653,92.0989,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,35.1274,0.9163,0.0025,0.0011,0.000008,8,0.1659,0.0758,0.0536,58,199,859,0.0000,0.0000,0.0001,0.000,0.5528,0.0392,0.1692,0.0133,0.5006,0.1181,0.0000,-0.00162,0.021,0.0001,0.818,0.178,0.45,0.150,0.205,0.003,0.0087,0.019,0.590,0.7473,0.8062,1.3041,1.0502,0.05787,0.10921
90000,1421,1.314,1.526,20.81,63079,49730,0,12431,20,970140,581210.3,476840.8,0.121,0.588,0.172,0.119,128,34.93,19.28,0.72,2.21,7.94,5.41,0.47,1.68,9.46,8.23,0.23,0.79,0.243,0.143,1022,0.023,0.049,0.930,0.003,0.018,89188,66756,10,0.150,0.661,0.146,2845084,0.199,2.813,0.167,53.10,50668,237,0.492,0.272,0.239,4662029,1.17,1.51,0.421,0.547,0.093,13.9,32.0,51.2,205.5,26408,0.101,0.00,0.0043,0.061,360,0.430,0.000,0.325,0.329,3.55,4.49,4.44,0.33,0.125,1.24,1.08,1.20,0.465,0.00470,50.24,17.6567,509.98,99981.2,140496.8,0.000,26.9971,122.320,0.000,1.000,0.000,41.7,47.924,77.244,3317,21375.6,15.56,45.156,5.34,23.714,1174.6,6.280,0.133,2.01,8.8759,12612.7,0.6816,0.4104,18.58,1.864,0.197,1.5414,0.0000,0.091,0.103,0.000,0.0000,4.84,0.93,7,16,28,100,42.8612,0.0033,0.4546,0.0000,0.0000,47.0699,100.00,77.7331,183.0151,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,78.4182,0.8325,0.0030,0.0012,0.000006,5,0.1614,0.0380,0.0180,46,168,560,0.0000,0.0000,0.0023,0.006,2.5497,0.0157,1.0341,0.0225,0.4219,0.1222,0.0000,0.00011,0.374,0.0216,0.679,0.327,0.43,0.146,0.598,0.008,0.2162,0.042,0.737,1.4593,1.0794,2.0069,1.6347,0.11067,0.07613
100000,982,1.527,1.054,16.27,13350,12416,0,1340,4,129030,183373.6,74553.7,0.097,0.631,0.162,0.110,195,43.14,19.49,1.46,2.68,8.73,5.50,0.64,2.41,12.65,7.51,0.32,0.77,0.209,0.116,756,0.021,0.090,0.899,0.002,0.009,14797,11936,3,0.762,0.112,0.153,959621,0.218,2.377,0.109,16.63,9154,297,0.578,0.351,0.190,1183058,1.34,1.46,0.390,0.600,0.162,18.5,42.7,65.8,180.7,23068,0.088,0.00,0.0015,0.076,275,0.349,0.000,0.211,0.215,4.13,5.08,5.07,0.56,0.274,1.44,1.18,1.39,0.363,0.00196,7.25,3.1822,435.80,109885.6,140496.8,0.000,6.9561,37.696,0.000,1.000,0.000,32.3,16.897,22.774,2246,14133.0,32.67,13.779,5.08,6.232,659.8,1.035,0.132,2.02,11.1716,10970.5,0.6503,0.4637,23.49,1.755,0.130,0.4586,0.0000,0.235,0.108,0.010,0.0000,5.43,0.73,10,25,36,92,15.6778,0.0031,0.4420,0.0000,0.0000,12.3224,100.00,90.9605,94.8691,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,32.7013,0.8911,0.0025,0.0011,0.000002,29,0.2275,0.0642,0.0456,55,204,830,0.0000,0.0000,0.0024,0.005,0.3393,0.0423,0.1622,0.0224,0.5207,0.0507,0.0000,-0.00010,0.288,0.0042,0.958,0.357,0.51,0.153,0.351,0.015,0.0314,0.055,0.642,1.0036,0.9261,1.5806,1.4479,0.09640,0.07330
