step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free
10000,3596,0.969,0.579,16.50,259940,166876,90,84044,6786,3569342,1349049.1,1687860.5,0.103,0.725,0.095,0.077,56,20.98,18.14,0.41,2.35,4.17,6.46,1.16,3.63,9.51,10.61,0.09,0.63,0.135,0.177,2428,0.024,0.051,0.921,0.001,0.028,457448,335106,3,0.474,0.089,0.202,4657548,0.168,1.626,0.052,61.59,208573,184,0.473,0.270,0.370,34091548,1.15,10.45,0.174,0.665,0.023,2.8,16.0,47.0,168.0,54849,0.209,0.00,0.0039,0.094,856,0.835,0.001,0.737,0.442,3.09,4.26,4.00,0.10,0.025,1.17,1.12,1.16,0.873,0.00445,28.55,81.6186,1546.28,107937.5,140307.6,0.553,61.2580,328.330,0.000,1.000,0.226,96.9,122.387,193.988,1225,5556.8,15.61,73.264,6.09,111.259,1253.7,81.734,0.135,2.00,4.9471,17789.8,0.6086,0.3540,15.25,1.368,0.614,1.5299,0.0000,0.709,0.158,0.946,0.0000,6.68,2.04,3,14,26,100,108.1640,0.2216,0.4263,0.0000,0.0000,48.7123,100.00,73.1159,328.7593,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0034,0.0013,0.000006
20000,3364,0.961,0.520,20.50,65799,45753,108,18989,1181,848683,507786.2,407167.6,0.092,0.681,0.084,0.144,151,21.26,14.67,0.11,1.17,5.92,6.40,0.24,1.50,8.07,8.20,0.00,0.00,0.211,0.211,1824,0.154,0.094,0.889,0.001,0.016,75116,45058,2,0.495,0.231,0.049,2101719,0.200,1.616,0.046,38.09,39744,360,0.480,0.167,0.380,6715037,1.04,7.90,0.323,0.535,0.000,3.0,20.6,34.0,100.0,48265,0.184,0.00,0.0019,0.095,838,0.515,0.000,0.432,0.210,2.72,3.68,4.60,0.01,0.006,1.02,1.05,1.05,0.543,0.00340,11.40,9.9084,814.10,105741.9,140307.6,0.080,7.1408,112.427,0.000,1.000,0.358,86.8,46.863,33.239,1197,5462.5,60.49,11.250,4.43,16.133,1065.6,12.910,0.135,2.01,6.3286,21289.4,0.6959,0.4095,14.35,1.428,0.597,0.4701,0.0000,0.539,0.141,0.642,0.0000,6.04,1.90,3,16,25,81,36.6737,1.7519,0.4120,0.0000,0.0000,11.3153,100.00,107.7700,245.8829,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0026,0.0012,0.000006
30000,3582,0.904,0.441,23.57,168577,115317,2107,47534,3401,1787838,1342196.0,999314.1,0.107,0.728,0.100,0.065,67,23.74,14.47,0.04,0.55,5.30,5.39,0.21,1.47,9.05,7.43,0.00,0.00,0.175,0.172,1627,0.097,0.104,0.882,0.000,0.014,262282,166931,7,0.473,0.141,0.042,1663700,0.202,1.571,0.032,67.43,138342,266,0.559,0.194,0.339,34839798,1.01,6.47,0.468,0.406,0.000,3.7,30.0,38.0,82.0,52321,0.200,0.00,0.0041,0.093,890,0.844,0.000,0.665,0.377,2.64,3.78,4.31,0.00,0.001,1.01,1.02,1.01,0.864,0.00387,28.85,42.1516,1210.70,92301.2,140307.6,2.129,37.1321,320.250,0.000,1.000,0.158,101.8,133.508,186.107,990,3743.5,50.91,52.509,4.10,104.556,929.9,83.377,0.135,2.00,9.9793,35746.0,0.8824,0.4198,14.61,1.546,0.591,1.5299,0.0000,0.573,0.152,0.790,0.0000,5.62,1.89,4,16,25,81,121.7741,0.6122,0.4609,0.0000,0.0000,47.6990,100.00,66.7129,412.4385,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0023,0.0010,0.000003
40000,3120,0.869,0.495,22.12,50985,36311,735,13483,918,496843,510553.0,297068.8,0.073,0.760,0.086,0.081,165,21.25,12.21,0.04,0.72,6.06,5.28,0.82,1.96,6.62,5.88,0.00,0.00,0.232,0.186,1428,0.107,0.109,0.866,0.000,0.025,53666,28666,5,0.443,0.014,0.317,3089402,0.149,1.412,0.037,38.26,30244,397,0.598,0.154,0.366,7860583,1.02,6.94,0.446,0.423,0.000,3.7,25.8,32.0,83.7,42248,0.161,0.00,0.0025,0.121,730,0.551,0.000,0.359,0.163,2.91,3.56,4.50,0.00,0.001,1.01,1.01,1.02,0.568,0.00387,10.77,7.8807,563.80,98626.8,140307.6,0.198,6.5779,110.969,0.000,1.000,0.302,82.5,48.738,32.365,1226,4952.1,21.54,10.056,3.92,16.423,1171.1,13.192,0.134,1.99,9.4392,29450.2,0.9060,0.5072,13.54,1.548,0.543,0.4701,0.0000,0.573,0.144,0.666,0.0000,5.71,1.92,4,16,18,64,39.6135,0.9193,0.4439,0.0000,0.0000,11.3608,100.00,105.7548,281.3754,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0021,0.0009,0.000005
50000,3344,0.751,0.326,28.75,111002,77144,4807,26223,2604,930031,1342935.6,674513.1,0.059,0.811,0.096,0.033,75,25.57,11.59,0.02,0.37,3.32,4.30,0.82,1.96,10.19,5.99,0.00,0.02,0.109,0.136,1186,0.121,0.124,0.862,0.000,0.013,159040,94245,14,0.379,0.054,0.307,12600650,0.178,1.375,0.019,67.62,92767,311,0.725,0.192,0.213,35197565,1.01,3.86,0.633,0.259,0.001,6.0,30.0,32.0,98.0,48002,0.183,0.00,0.0039,0.124,884,0.840,0.000,0.529,0.332,2.65,3.69,4.19,0.00,0.001,1.01,1.01,1.01,0.850,0.00476,29.90,43.1340,1220.26,76496.5,140307.6,6.791,37.5583,298.251,0.000,1.000,0.072,107.6,125.679,185.209,618,2029.4,50.74,45.592,3.96,97.828,589.1,79.252,0.135,2.00,16.1886,54134.8,1.3076,0.4695,14.35,1.769,0.482,1.5299,0.0000,0.489,0.199,0.469,0.0000,4.88,1.69,6,16,16,74,113.6802,0.4347,0.4967,0.0000,0.0000,48.5228,100.00,48.8660,393.1439,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0016,0.0007,0.000003
60000,2514,0.842,0.468,28.33,34188,23698,1561,8907,852,241241,500660.3,222877.1,0.050,0.781,0.084,0.084,186,24.06,10.33,0.01,0.30,4.88,3.66,1.71,1.98,7.52,5.27,0.00,0.02,0.167,0.121,849,0.250,0.163,0.826,0.000,0.011,31577,15100,7,0.323,0.071,0.552,5810620,0.153,1.557,0.032,42.97,21212,518,0.924,0.085,0.176,5359993,1.00,3.87,0.665,0.272,0.000,5.1,29.0,32.0,67.0,35502,0.135,0.00,0.0026,0.166,592,0.402,0.000,0.217,0.129,2.53,3.66,4.09,0.00,0.001,1.00,1.01,1.00,0.412,0.00625,13.46,8.7006,582.98,90514.4,140307.6,0.257,5.2612,103.806,0.000,1.000,0.234,72.4,48.129,20.317,1157,4501.4,52.23,5.026,3.76,9.022,863.2,7.622,0.136,2.00,15.4033,38723.9,1.2367,0.7226,14.12,1.760,0.493,0.4701,0.0000,0.549,0.131,0.613,0.0000,4.82,1.64,5,16,16,67,36.7413,2.0170,0.4280,0.0000,0.0000,11.3054,100.00,103.2037,257.7513,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0014,0.0006,0.000007
70000,2887,0.687,0.307,30.16,68420,47546,6858,12493,1150,440395,1322453.5,507672.8,0.105,0.776,0.100,0.019,91,27.42,10.79,0.02,0.30,2.92,3.76,0.54,1.48,11.30,5.57,0.00,0.00,0.095,0.120,907,0.220,0.114,0.879,0.000,0.006,99859,52744,16,0.224,0.108,0.209,14908817,0.238,1.835,0.013,78.65,64792,348,1.153,0.139,0.193,26054275,1.01,2.76,0.711,0.216,0.000,8.2,32.0,32.0,102.0,42663,0.163,0.00,0.0041,0.158,751,0.751,0.000,0.373,0.354,2.81,3.79,4.11,0.00,0.001,1.00,1.01,1.00,0.757,0.00805,37.71,50.9100,2023.86,76404.7,140307.6,13.675,35.2159,272.818,0.000,1.000,0.042,102.4,115.903,160.508,371,1000.0,70.91,40.174,3.96,73.876,276.9,62.341,0.135,1.99,19.1235,55209.5,1.4263,0.5349,14.78,1.837,0.418,1.5299,0.0000,0.625,0.192,0.740,0.0000,4.63,1.42,7,16,16,55,99.7261,0.2508,0.5061,0.0000,0.0000,46.7531,100.00,39.0699,357.3898,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0011,0.0005,0.000003
80000,2687,0.849,0.221,26.55,30934,20634,1767,8024,709,219981,494637.8,216724.3,0.054,0.760,0.093,0.092,200,22.91,12.31,0.08,1.02,4.47,3.91,0.91,1.95,7.72,4.51,0.00,0.10,0.150,0.126,955,0.144,0.186,0.801,0.000,0.013,28935,13275,10,0.264,0.011,0.332,3383567,0.143,0.883,0.007,43.74,19414,515,0.985,0.097,0.235,4107255,1.03,5.53,0.583,0.346,0.003,3.5,30.0,32.0,90.0,35435,0.135,0.00,0.0024,0.162,623,0.337,0.000,0.183,0.137,2.65,3.43,4.13,0.01,0.006,1.03,1.03,1.03,0.347,0.00657,15.28,9.6569,427.81,98920.9,140307.6,0.105,5.2901,101.505,0.000,1.000,0.303,77.0,47.428,15.423,374,1020.0,45.11,2.883,3.76,6.731,336.3,5.868,0.137,1.99,12.7173,34171.3,1.1428,0.7412,13.19,1.667,0.556,0.4701,0.0000,0.602,0.165,0.759,0.0000,5.13,1.84,4,16,16,54,35.5472,1.8221,0.4019,0.0000,0.0000,11.1652,100.00,103.3651,248.8060,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0013,0.0006,0.000006
90000,3010,0.741,0.223,30.89,62676,44164,6641,10219,1329,363064,1307273.5,497309.1,0.111,0.756,0.108,0.026,106,26.40,11.64,0.33,1.47,2.22,3.09,0.17,0.82,11.08,5.44,0.13,0.59,0.074,0.102,1218,0.206,0.113,0.877,0.000,0.010,92147,48845,16,0.344,0.166,0.071,8691481,0.224,1.148,0.008,84.66,58249,379,1.370,0.097,0.204,22269345,1.14,3.18,0.525,0.404,0.052,8.0,32.0,32.0,128.0,41540,0.158,0.00,0.0039,0.155,794,0.689,0.000,0.372,0.366,2.89,3.73,4.04,0.15,0.059,1.15,1.11,1.15,0.694,0.00901,49.30,49.7722,1155.91,78463.5,140307.6,10.975,30.1055,265.206,0.000,1.000,0.031,98.7,113.845,132.233,248,593.8,46.97,30.560,3.97,61.340,254.8,53.387,0.135,2.00,18.0315,54274.7,1.4839,0.6076,13.80,1.828,0.434,1.5299,0.0000,0.706,0.236,0.766,0.0000,4.66,1.54,6,16,16,64,95.0336,0.3083,0.4728,0.0000,0.0000,44.3972,100.00,42.5470,341.4010,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0011,0.0005,0.000004
100000,2575,0.805,0.157,26.08,28352,20654,1583,5903,647,175487,480156.6,210262.5,0.039,0.728,0.098,0.135,211,22.36,13.10,0.34,1.47,3.50,3.58,0.09,0.79,8.63,4.58,0.18,0.68,0.115,0.113,1169,0.080,0.195,0.790,0.000,0.015,25913,11522,5,0.341,0.043,0.024,597101,0.148,0.577,0.004,43.58,17175,697,1.198,0.043,0.228,4099009,1.13,6.63,0.406,0.511,0.070,3.0,28.0,32.0,96.0,32322,0.123,0.00,0.0022,0.155,642,0.346,0.000,0.230,0.129,2.87,3.35,4.20,0.21,0.083,1.16,1.10,1.14,0.354,0.00632,17.24,8.2707,315.72,103284.8,140307.6,0.037,4.1451,99.774,0.000,1.000,0.339,76.6,47.092,12.306,161,404.5,21.48,1.695,3.64,5.175,162.1,4.571,0.133,2.01,12.0959,31146.8,1.2054,0.9241,12.55,1.601,0.590,0.4701,0.0000,0.764,0.180,0.932,0.0000,5.41,2.05,4,15,16,48,35.0160,2.3765,0.4043,0.0000,0.0000,10.9816,100.00,103.5532,237.7501,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0012,0.0006,0.000007
