step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,2996,1.34,225.28,0.96,583,0,0,0,1.00,1.00,1.00,4,4,4,23.8,125.302,16,2.000,0.079,4,1.000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2996,0.00,117.53,54.91,612,2,0,0,1.00,1.00,1.00,4,4,4,39.1,17.658,16,2.000,0.032,4,1.000
100000,32.00,16,0,7,0,9,0,1.00,0,0.219,2993,0.00,161.86,36.63,644,2,1,0,1.00,1.00,1.00,2,4,4,47.7,43.415,16,2.000,0.014,4,1.000
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,2990,0.06,148.16,12.07,654,0,0,0,1.00,1.00,1.00,4,4,4,25.3,31.836,16,2.000,0.187,4,1.000
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,2989,0.00,164.71,6.23,622,1,0,0,1.00,1.00,1.00,2,4,4,33.1,66.750,16,2.000,0.112,4,1.000
100000,32.00,16,0,5,0,11,0,1.00,0,0.156,2986,2.06,224.66,20.97,662,1,2,0,1.00,1.00,1.00,2,4,4,26.5,110.661,16,2.000,0.161,4,1.000
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,2974,0.00,210.11,25.41,654,2,2,0,1.00,1.00,1.00,4,4,4,38.3,137.478,16,2.000,0.200,4,1.000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2972,0.00,162.56,17.50,612,0,0,0,1.00,1.00,1.00,2,4,4,24.5,31.479,16,2.000,0.032,4,1.000
100000,34.00,16,1,0,0,15,0,1.25,0,0.000,2971,0.00,176.04,7.29,583,2,0,0,1.00,1.50,1.25,4,4,4,43.9,63.082,16,2.000,0.029,4,1.000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2967,0.00,170.45,8.69,662,1,2,0,1.00,1.00,1.00,2,4,4,31.0,57.919,16,2.000,0.266,4,1.000
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,2948,0.43,203.98,58.21,613,2,1,0,1.00,1.00,1.00,2,4,4,55.9,132.818,16,2.000,0.069,4,1.000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2948,0.00,128.52,134.36,253,2,0,0,1.00,1.00,1.00,2,4,4,43.2,58.440,16,2.000,0.075,4,1.000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2947,0.00,119.57,129.18,612,2,0,0,1.00,1.00,1.00,1,4,4,42.8,23.883,16,2.000,0.032,4,1.000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2946,0.00,154.85,19.46,612,1,0,0,1.00,1.00,1.00,2,4,4,27.2,36.800,16,2.000,0.032,4,1.000
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,2935,0.00,172.72,27.60,583,2,1,0,1.00,1.00,1.00,4,4,4,57.9,94.045,16,2.000,0.098,4,1.000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2934,0.12,122.07,38.01,644,0,0,0,1.00,1.00,1.00,2,4,4,22.2,11.677,16,2.000,0.024,4,1.000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2932,0.10,144.44,69.71,612,1,0,0,1.00,1.00,1.00,4,4,4,33.9,65.865,16,2.000,0.032,4,1.000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2926,0.00,131.58,54.52,644,1,0,0,1.00,1.00,1.00,4,4,4,31.5,51.323,16,2.000,0.024,4,1.000
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,2926,0.02,206.55,2.20,613,1,0,0,1.00,1.00,1.00,4,4,4,34.8,88.433,16,2.000,0.069,4,1.000
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,2926,0.21,203.57,0.72,583,0,1,0,1.00,1.00,1.00,1,4,4,16.8,95.646,16,2.000,0.062,4,1.000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2924,0.00,132.02,68.63,612,1,0,0,1.00,1.00,1.00,4,4,4,28.6,38.411,16,2.000,0.032,4,1.000
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,2915,0.64,194.06,6.77,622,2,1,0,1.00,1.00,1.00,4,4,4,46.0,85.062,16,2.000,0.142,4,1.000
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,2913,0.00,194.92,27.94,654,0,0,0,1.00,1.00,1.00,4,4,4,2.8,98.579,16,2.000,0.187,4,1.000
