step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,1062,24.48,0.53,3.39,3.31,13.81,0.01,1.17,0.006,0.256,488017.9,398157.3,4,119,3.77,1.12,1.20,19.3614,484.13,32242.8,0.0302,42.7466,5462,38.8605,839,3.2763,20053.2,148.26,2.2130,0.0,0.0000,1.000,0.7810
10000,1,965,24.63,0.55,3.61,3.72,13.52,0.01,1.17,0.005,0.235,485624.0,388134.8,4,131,3.76,1.18,1.18,19.1718,422.66,34302.8,0.0285,42.6426,5461,38.8534,815,3.0637,19042.1,93.87,10.6564,0.0,0.0000,1.000,0.3216
10000,2,784,23.99,0.48,3.55,3.66,12.70,0.01,1.17,0.003,0.185,386728.0,253115.2,4,174,3.64,1.16,1.16,12.3746,320.10,42467.8,0.0282,33.4975,5461,38.8534,590,1.8013,11075.6,57.87,27.3764,0.0,0.0000,1.000,0.0291
20000,0,990,25.25,0.54,4.78,1.28,10.64,0.01,1.19,0.004,0.195,252689.5,179221.2,4,130,3.42,1.19,1.19,4.8439,345.31,22066.9,0.0001,25.0162,5462,15.1082,749,0.3906,2617.2,148.26,1.0174,0.0,0.0000,1.000,0.7810
20000,1,855,25.45,0.28,5.23,1.55,10.76,0.00,1.08,0.001,0.175,142672.9,80461.8,3,138,3.42,1.08,1.10,2.1266,243.98,38707.2,0.0000,14.0539,5461,15.1054,601,0.1384,944.7,93.87,2.9889,0.0,0.0000,1.000,0.3216
20000,2,610,25.02,0.18,4.41,1.26,12.20,0.00,1.05,0.000,0.127,94177.1,41637.5,3,172,3.43,1.04,1.06,1.1079,91.56,49067.6,0.0000,9.2601,5461,15.1054,282,0.0526,350.7,57.87,6.9954,0.0,0.0000,1.000,0.0291
30000,0,1332,19.57,0.14,3.87,1.50,8.07,0.01,1.06,0.005,0.207,444388.6,373133.7,7,172,2.97,1.08,1.05,11.8376,414.64,28336.3,0.0000,42.9036,5462,36.8845,609,1.7026,11657.9,148.26,2.1013,0.0,0.0000,1.000,0.7810
30000,1,1008,20.02,0.25,3.56,1.34,8.90,0.00,1.10,0.004,0.163,442535.7,355934.1,8,201,3.01,1.15,1.08,11.7797,230.08,32989.9,0.0000,42.5924,5461,36.8777,277,1.7925,12167.4,93.87,10.2390,0.0,0.0000,1.000,0.3216
30000,2,673,18.93,0.15,2.84,1.24,10.11,0.00,1.04,0.001,0.110,342405.7,256676.5,8,171,3.04,1.04,1.05,7.4485,75.25,42230.0,0.0000,33.4472,5461,36.8777,108,0.8905,6120.3,57.87,26.5319,0.0,0.0000,1.000,0.0291
40000,0,1269,17.10,0.38,4.42,0.22,8.15,0.11,1.15,0.050,0.192,243163.9,127441.1,7,150,3.02,1.18,1.12,3.8574,248.19,22704.5,0.0140,24.2053,5462,14.8229,755,0.2069,1368.3,148.26,0.9756,0.0,0.0000,1.000,0.7810
40000,1,1054,16.31,0.40,4.04,0.27,8.26,0.14,1.15,0.052,0.156,135412.6,64007.2,6,162,3.02,1.19,1.11,2.1762,136.16,39207.6,0.0000,13.6055,5461,14.8202,628,0.0569,378.0,93.87,2.9001,0.0,0.0000,1.000,0.3216
40000,2,755,16.00,0.38,4.50,0.28,7.65,0.18,1.17,0.081,0.111,89588.7,43038.0,6,186,2.91,1.21,1.09,1.5754,120.44,49677.9,0.0000,8.9996,5461,14.8202,216,0.0161,113.0,57.87,6.8429,0.0,0.0000,1.000,0.0291
50000,0,937,26.92,3.36,3.65,0.05,12.30,0.96,2.26,0.386,0.208,436919.3,376622.9,6,135,3.57,2.60,1.40,11.0766,148.79,32744.4,0.0000,42.2876,5462,36.9693,444,1.5368,10716.5,148.26,2.0632,0.0,0.0000,1.000,0.7810
