step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water
100000,32.00,16,0,6,0,10,0,1.00,0,0.188,2993,0.05,126.43,123.25,506,0,0,0,1.00,1.00,1.00,4,4,4,25.7,44.344,16,2.000,0.930,4,1.000
100000,30.00,16,0,5,0,10,0,1.00,0,0.167,2992,0.00,105.74,128.13,506,2,0,0,1.00,1.00,1.00,4,4,4,43.9,48.265,15,2.000,0.930,4,1.000
100000,32.00,16,0,6,0,10,0,1.00,0,0.188,2975,0.00,128.00,93.46,506,0,0,0,1.00,1.00,1.00,2,4,4,17.7,72.912,16,2.000,0.932,4,1.000
100000,32.00,16,0,6,0,10,0,1.00,0,0.188,2973,0.00,87.29,109.49,734,1,1,0,1.00,1.00,1.00,4,4,4,29.0,52.452,16,2.000,0.927,4,1.000
100000,32.00,16,0,6,0,10,0,1.00,0,0.188,2971,0.00,137.73,100.80,506,1,0,0,1.00,1.00,1.00,4,4,4,31.2,81.165,16,2.000,0.930,4,1.000
100000,30.00,16,0,6,0,9,0,1.00,0,0.200,2962,0.00,107.05,112.08,506,2,0,0,1.00,1.00,1.00,4,4,4,47.4,42.267,15,2.000,0.927,4,1.000
100000,32.00,16,0,6,0,10,0,1.00,0,0.188,2961,1.30,122.53,77.33,506,1,0,0,1.00,1.00,1.00,4,4,4,30.6,30.634,16,2.000,0.927,4,1.000
100000,10.00,16,0,1,0,4,0,1.00,2,0.100,2912,0.00,95.61,79.06,506,0,0,0,1.00,1.00,1.00,2,4,3,5.2,0.579,5,2.000,0.927,4,1.000
100000,24.00,16,0,8,0,4,0,1.00,0,0.333,2909,0.00,57.32,170.56,506,0,1,0,1.00,1.00,1.00,3,4,4,12.5,34.388,12,2.000,0.931,4,1.000
100000,32.00,16,0,6,0,10,0,1.00,0,0.188,2904,1.60,141.97,92.78,506,0,0,0,1.00,1.00,1.00,2,4,4,19.5,70.551,16,2.000,0.930,4,1.000
100000,32.00,16,0,4,0,12,0,1.00,0,0.125,2893,0.00,133.06,65.69,734,2,0,0,1.00,1.00,1.00,1,4,4,46.7,32.178,16,2.000,0.876,4,1.000
100000,18.00,16,0,3,2,5,0,1.00,2,0.167,2893,2.11,102.99,78.78,653,0,1,0,1.00,1.00,1.00,3,3,4,1.4,32.253,10,2.000,0.713,4,1.000
100000,16.00,16,0,0,0,8,0,1.00,4,0.000,2878,0.85,150.04,74.42,696,0,0,0,1.00,1.00,1.00,2,2,4,21.6,53.101,8,2.000,0.791,4,1.000
100000,30.00,16,0,7,0,8,0,1.00,0,0.233,2876,1.30,70.89,115.53,734,2,0,0,1.00,1.00,1.00,4,4,4,45.9,16.208,15,2.000,0.912,4,1.000
100000,30.00,16,0,3,0,12,0,1.00,0,0.100,2857,0.73,135.93,43.87,696,1,1,0,1.00,1.00,1.00,2,4,4,33.5,54.605,15,2.000,0.365,4,1.000
100000,32.00,16,0,6,0,10,0,1.00,0,0.188,2825,0.02,118.36,56.86,506,0,0,0,1.00,1.00,1.00,4,4,4,17.8,48.328,16,2.000,0.934,4,1.000
