step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water
100000,28.00,14,0,8,0,6,0,1.00,0,0.286,2993,0.71,79.40,112.58,276,1,0,0,1.00,1.00,1.00,2,4,4,34.6,23.483,14,2.000,0.993,4,1.000
100000,22.00,13,0,8,0,3,0,1.00,0,0.364,2975,0.00,67.50,173.04,488,2,0,0,1.00,1.00,1.00,1,4,4,44.0,40.399,11,2.000,0.998,4,1.000
100000,30.00,15,0,8,0,7,0,1.00,0,0.267,2959,2.77,95.52,219.24,276,1,2,0,1.00,1.00,1.00,2,4,4,32.0,63.899,15,2.000,0.994,4,1.000
100000,28.00,14,0,8,0,6,0,1.00,0,0.286,2956,0.00,73.03,105.40,276,0,0,0,1.00,1.00,1.00,2,4,4,22.3,8.923,14,2.000,0.992,4,1.000
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2949,3.27,138.76,73.99,487,0,1,0,1.00,1.00,1.00,2,4,4,5.4,66.035,16,2.000,0.975,4,1.000
100000,28.00,15,0,8,0,6,0,1.00,0,0.286,2927,4.45,96.14,96.73,502,1,0,0,1.00,1.00,1.00,4,4,4,33.2,16.457,14,2.000,0.987,4,1.000
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2922,0.11,158.87,100.58,487,0,0,0,1.00,1.00,1.00,4,4,4,25.3,125.207,16,2.000,0.976,4,1.000
100000,30.00,15,0,9,0,6,0,1.00,0,0.300,2907,0.00,108.63,92.28,487,0,0,0,1.00,1.00,1.00,2,4,4,20.4,56.865,15,2.000,0.972,4,1.000
100000,28.00,14,0,8,0,6,0,1.00,0,0.286,2905,4.27,80.43,230.62,276,1,0,0,1.00,1.00,1.00,4,4,4,34.7,37.169,14,2.000,0.995,4,1.000
100000,24.00,12,0,8,0,4,0,1.00,0,0.333,2901,0.00,84.27,89.48,487,0,0,0,1.00,1.00,1.00,2,4,4,19.2,60.105,12,2.000,0.969,4,1.000
100000,22.00,12,0,8,0,3,0,1.00,0,0.364,2895,0.60,79.34,162.50,276,1,0,0,1.00,1.00,1.00,2,4,4,31.2,51.317,11,2.000,0.993,4,1.000
100000,26.00,14,0,7,0,6,0,1.00,0,0.269,2857,3.36,123.92,109.16,487,0,0,0,1.00,1.00,1.00,1,4,4,15.1,86.816,13,2.000,0.954,4,1.000
100000,30.00,15,0,8,0,7,0,1.00,0,0.267,2851,0.04,98.20,75.66,495,0,0,0,1.00,1.00,1.00,4,4,4,25.5,17.792,15,2.000,0.997,4,1.000
100000,28.00,14,0,8,0,6,0,1.00,0,0.286,2851,0.00,113.62,66.13,487,0,0,0,1.00,1.00,1.00,4,4,4,25.2,84.543,14,2.000,0.954,4,1.000
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2824,0.49,113.34,119.70,487,0,1,0,1.00,1.00,1.00,4,4,4,16.5,66.136,16,2.000,0.976,4,1.000
100000,28.00,14,0,9,0,5,0,1.00,0,0.321,2809,0.00,89.43,169.56,487,1,0,0,1.00,1.00,1.00,4,4,4,33.6,45.774,14,2.000,0.959,4,1.000
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2802,-0.00,115.84,198.92,487,2,1,0,1.00,1.00,1.00,2,4,4,37.6,73.510,16,2.000,0.976,4,1.000
100000,28.00,14,0,8,0,6,0,1.00,0,0.286,2792,0.00,91.48,126.95,276,1,1,0,1.00,1.00,1.00,4,4,4,29.3,34.854,14,2.000,0.993,4,1.000
100000,24.00,12,0,9,0,3,0,1.00,0,0.375,2788,0.00,45.35,138.80,276,2,0,0,1.00,1.00,1.00,4,4,4,47.1,1.531,12,2.000,0.993,4,1.000
100000,28.00,15,0,8,0,6,0,1.00,0,0.286,2737,0.00,56.72,119.47,487,1,0,0,1.00,1.00,1.00,4,4,4,36.0,2.652,14,2.000,0.973,4,1.000
100000,28.00,15,0,8,0,6,0,1.00,0,0.286,2724,0.00,88.46,81.33,487,1,1,0,1.00,1.00,1.00,2,4,4,35.5,6.210,14,2.000,0.973,4,1.000
