step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,2850,0.4418,27686.7,257,1007,1096,747,41,74,65,26108,26939,32251,0,0,0,1.000,1.000,1.000,785,409,44,0.3231,0.1861,0.4421,0.0997
2000,3955,0.4544,26286.4,261,1443,1411,1101,126,137,145,27237,27219,35437,0,0,0,1.000,1.000,1.000,1146,497,49,0.4178,0.1634,0.5197,0.0944
3000,3982,0.4854,33683.3,318,1305,1485,1192,104,124,112,24411,23776,34035,0,0,0,1.000,1.000,1.000,1047,571,68,0.4037,0.1566,0.5015,0.0987
4000,6054,0.4065,32585.7,248,2210,2248,1596,161,195,189,23763,22891,33345,0,0,0,1.000,1.000,1.000,1754,943,106,0.4813,0.1313,0.5463,0.0884
5000,5548,0.4342,30376.8,249,2041,2163,1344,151,201,176,24988,22829,33523,0,0,0,1.000,1.000,1.000,1637,818,54,0.4909,0.1295,0.5554,0.0842
6000,6281,0.4031,29784.8,213,2336,2333,1612,176,200,188,24863,23417,34019,0,0,0,1.000,1.000,1.000,1872,897,58,0.4620,0.1237,0.5302,0.0895
7000,6385,0.3815,24420.8,166,1966,2439,1980,171,226,256,27988,25183,34571,0,0,0,1.000,1.000,1.000,1595,909,114,0.4870,0.1261,0.5612,0.0827
8000,4500,0.3429,20755.8,160,1547,1634,1319,174,196,201,30142,26780,35139,0,0,0,1.000,1.000,1.000,1233,614,64,0.4836,0.1269,0.5729,0.0901
9000,4496,0.3832,21488.4,191,1776,1580,1140,146,202,176,30833,29672,37388,0,0,0,1.000,1.000,1.000,1461,580,72,0.4107,0.1464,0.5540,0.1071
10000,3596,0.4263,17789.8,214,1480,1260,856,180,158,159,32165,33833,41940,0,0,0,1.000,1.000,1.000,1222,464,32,0.3239,0.1960,0.5811,0.1469
11000,2583,0.4247,15211.0,287,1082,869,632,138,144,137,32797,37626,45932,0,0,0,1.000,1.000,1.000,884,375,30,0.2064,0.2834,0.6255,0.2451
12000,1810,0.4105,11672.1,325,835,556,419,100,137,145,32588,40941,48629,0,0,0,1.000,1.000,1.000,681,200,18,0.1431,0.4010,0.7285,0.2912
13000,1216,0.4457,10157.0,450,683,335,198,72,121,103,31562,43929,50828,0,0,0,1.000,1.000,1.000,554,145,8,0.0658,0.5467,0.7528,0.3638
14000,961,0.5276,7315.3,577,668,190,103,31,106,80,30470,46760,53357,0,0,0,1.000,1.000,1.000,581,66,7,0.0328,0.7820,0.7377,0.3236
15000,676,0.4068,5661.1,560,561,101,14,25,76,14,28755,48620,55277,0,0,0,1.000,1.000,1.000,469,47,0,0.0193,0.8722,0.6258,0.3460
16000,795,0.4164,6736.0,487,598,147,50,13,123,50,26434,48793,55915,0,0,0,1.000,1.000,1.000,500,58,2,0.0282,0.8366,0.7926,0.3253
17000,1208,0.3427,10382.4,467,796,248,164,27,175,131,23923,47185,55264,0,0,0,1.000,1.000,1.000,664,84,10,0.0463,0.6779,0.7482,0.4105
18000,1781,0.3885,13451.4,428,971,498,312,70,204,199,22621,45432,54376,0,0,0,1.000,1.000,1.000,803,217,8,0.0620,0.5391,0.7156,0.3857
19000,2334,0.4015,14621.8,306,1092,717,525,134,155,211,20640,42474,52811,0,0,0,1.000,1.000,1.000,901,269,27,0.2168,0.2937,0.6965,0.2021
20000,3364,0.4120,21289.4,309,1415,1111,838,162,157,213,18206,37871,49665,0,0,0,1.000,1.000,1.000,1179,416,46,0.2905,0.2123,0.6131,0.1680
21000,4201,0.4161,28859.0,329,1623,1482,1096,171,166,184,15924,32330,46451,0,0,0,1.000,1.000,1.000,1330,536,38,0.3383,0.1822,0.5521,0.1366
22000,4824,0.4627,36858.4,389,1751,1760,1313,208,176,182,13815,27473,43138,0,0,0,1.000,1.000,1.000,1431,718,61,0.3568,0.1765,0.5245,0.1307
23000,5341,0.4679,44508.2,446,1873,1966,1502,147,202,172,12239,22703,39873,0,0,0,1.000,1.000,1.000,1490,805,83,0.3747,0.1643,0.5154,0.1154
24000,5605,0.4814,54170.5,487,1936,2078,1591,189,225,194,11151,17926,35410,0,0,0,1.000,1.000,1.000,1542,773,105,0.3518,0.1766,0.4908,0.1315
25000,5856,0.4635,59748.8,520,1934,2167,1755,224,194,207,10769,15232,32388,0,0,0,1.000,1.000,1.000,1562,796,90,0.3672,0.1716,0.4926,0.1415
26000,5553,0.5017,61306.0,577,1888,2114,1551,177,188,182,11213,14672,31018,0,0,0,1.000,1.000,1.000,1512,810,69,0.3747,0.1662,0.5048,0.1251
27000,5423,0.4896,58327.6,563,1858,1987,1578,203,178,165,12760,15734,31142,0,0,0,1.000,1.000,1.000,1465,732,83,0.3772,0.1586,0.5087,0.1292
28000,4924,0.4878,53389.1,600,1759,1766,1399,168,161,162,15151,18594,34017,0,0,0,1.000,1.000,1.000,1444,721,58,0.3360,0.1843,0.5214,0.1603
29000,4502,0.4673,47624.7,573,1709,1619,1174,177,145,159,17384,22335,37438,0,0,0,1.000,1.000,1.000,1379,643,66,0.2763,0.2147,0.5308,0.1956
30000,3582,0.4609,35746.0,575,1390,1302,890,145,187,164,21184,28642,42476,0,0,0,1.000,1.000,1.000,1166,531,44,0.2472,0.2442,0.5994,0.2329
31000,2665,0.4634,25473.5,590,1179,857,629,165,136,160,24053,34525,46868,0,0,0,1.000,1.000,1.000,981,353,42,0.2008,0.2742,0.6736,0.2420
32000,1940,0.4943,16866.4,608,951,574,415,151,156,160,26251,39841,50486,0,0,0,1.000,1.000,1.000,798,257,10,0.1390,0.3707,0.7347,0.2921
33000,1317,0.4913,12033.9,581,799,315,203,93,132,132,26793,43602,52906,0,0,0,1.000,1.000,1.000,678,126,6,0.0902,0.4828,0.7620,0.3715
34000,894,0.4687,7987.5,608,644,161,89,47,107,68,27180,46932,55371,0,0,0,1.000,1.000,1.000,559,57,2,0.0372,0.7082,0.7655,0.4085
35000,718,0.4526,6243.1,561,593,104,21,13,79,21,25833,48903,57065,0,0,0,1.000,1.000,1.000,509,50,1,0.0347,0.7244,0.5622,0.3625
36000,693,0.4300,7225.9,572,527,130,36,15,105,36,24214,49174,57529,0,0,0,1.000,1.000,1.000,440,50,2,0.0222,0.8095,0.8148,0.2244
37000,1071,0.4071,10393.4,558,654,273,144,21,175,125,22255,47767,56840,0,0,0,1.000,1.000,1.000,538,113,2,0.0378,0.7334,0.7964,0.2712
38000,1608,0.4080,13482.1,432,828,468,312,94,193,171,21181,45525,55081,0,0,0,1.000,1.000,1.000,696,190,12,0.0966,0.4746,0.7655,0.3247
39000,2331,0.4239,20523.1,424,1071,801,459,155,160,153,18454,40905,52071,0,0,0,1.000,1.000,1.000,906,344,32,0.2007,0.2755,0.7015,0.2403
40000,3120,0.4439,29450.2,472,1367,1023,730,226,152,154,15700,35076,47851,0,0,0,1.000,1.000,1.000,1125,450,56,0.3134,0.2017,0.6578,0.1713
41000,3788,0.4578,42375.1,541,1573,1254,961,205,154,180,11299,27949,42422,0,0,0,1.000,1.000,1.000,1220,474,60,0.3878,0.1653,0.5979,0.1351
42000,4536,0.4603,57954.1,605,1667,1644,1225,219,202,182,7818,20309,36541,0,0,0,1.000,1.000,1.000,1317,626,64,0.3687,0.1744,0.5454,0.1697
