step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,1480,21.67,0.52,4.33,1.10,9.57,0.12,1.18,0.030,0.262,540411.2,657424.7,3,180,3.12,1.20,1.14,30.2941,733.42,32165.1,0.3870,21.4267,5462,40.8006,456,41.4419,303680.0,148.26,2.7563,0.0,0.0000,1.000,0.7810
10000,1,1260,20.92,0.36,3.93,1.15,10.14,0.06,1.13,0.017,0.225,546308.1,641026.0,3,158,3.13,1.15,1.12,30.9132,483.67,33832.9,0.1372,21.1351,5461,40.7932,414,43.0458,313122.8,93.87,13.5327,0.0,0.0000,1.000,0.3216
10000,2,856,19.87,0.31,4.24,1.27,8.49,0.08,1.12,0.021,0.140,421490.4,446067.2,3,159,3.00,1.15,1.08,20.4113,329.19,41939.5,0.0289,19.0306,5461,40.7932,355,26.7712,200532.8,57.87,32.4233,0.0,0.0000,1.000,0.0291
20000,0,1415,23.14,0.12,6.42,0.24,8.67,0.00,1.04,0.000,0.251,264909.7,233023.8,2,162,2.81,1.02,1.05,5.9471,352.41,18205.9,0.0801,18.5142,5462,15.6231,511,10.4788,83821.9,148.26,1.0337,0.0,0.0000,1.000,0.7810
20000,1,1111,20.92,0.14,6.02,0.22,7.34,0.00,1.05,0.000,0.174,145813.2,110067.5,2,157,2.62,1.02,1.05,2.5993,278.09,37870.7,0.0000,11.5021,5461,15.6202,414,3.8810,31132.7,93.87,3.1005,0.0,0.0000,1.000,0.3216
20000,2,838,18.55,0.06,4.94,0.27,8.05,0.00,1.02,0.000,0.128,94780.5,64654.4,2,213,2.69,1.02,1.03,1.3620,183.60,49665.2,0.0000,8.0744,5461,15.6202,272,1.7733,14149.9,57.87,7.1811,0.0,0.0000,1.000,0.0291
30000,0,1390,24.89,0.03,5.33,0.16,9.24,0.00,1.01,0.000,0.235,535266.1,352777.7,7,145,2.57,1.01,1.01,15.2299,536.45,21183.5,1.6272,23.4504,5462,44.5082,394,38.5765,309276.4,148.26,2.7256,0.0,0.0000,1.000,0.7810
30000,1,1302,24.15,0.03,5.38,0.30,9.27,0.00,1.01,0.000,0.223,543240.8,374865.0,7,187,2.70,1.00,1.02,16.9416,530.20,28641.6,0.5017,22.9740,5461,44.5001,364,41.1855,326323.8,93.87,13.5028,0.0,0.0000,1.000,0.3216
30000,2,890,21.35,0.06,5.14,0.17,8.44,0.00,1.02,0.000,0.140,403508.7,280750.8,7,164,2.67,1.01,1.04,9.9801,144.05,42476.1,0.0000,21.0042,5461,44.5001,232,24.7940,198173.1,57.87,31.4706,0.0,0.0000,1.000,0.0291
40000,0,1367,22.16,0.05,6.18,0.90,6.81,0.00,1.02,0.000,0.219,267331.7,160953.5,5,226,2.91,1.01,1.02,4.5409,286.53,15700.2,0.1984,18.5452,5462,16.2480,451,10.6410,85572.8,148.26,1.0534,0.0,0.0000,1.000,0.7810
40000,1,1023,21.44,0.08,6.08,0.89,6.45,0.00,1.02,0.000,0.157,147148.1,85048.9,5,152,2.88,1.01,1.02,2.2288,150.84,35075.8,0.0000,11.4543,5461,16.2451,467,4.2044,33642.9,93.87,3.1261,0.0,0.0000,1.000,0.3216
40000,2,730,19.29,0.00,5.78,0.59,6.48,0.00,1.00,0.000,0.108,94359.4,51386.2,5,154,2.97,1.00,1.00,1.1111,126.44,47850.8,0.0000,8.2609,5461,16.2451,308,1.5778,12702.1,57.87,7.1814,0.0,0.0000,1.000,0.0291
50000,0,1314,27.08,0.03,3.14,0.95,10.65,0.00,1.01,0.002,0.222,518056.7,229446.8,12,229,2.60,1.01,1.01,15.4759,570.37,17075.0,4.1152,24.2020,5462,41.8983,243,34.1004,280156.6,148.26,2.7284,0.0,0.0000,1.000,0.7810
50000,1,1146,26.19,0.00,3.42,0.78,10.33,0.00,1.00,0.000,0.192,533434.9,251173.6,13,184,2.69,1.00,1.00,16.6327,468.33,22445.2,2.6205,22.9789,5461,41.8906,254,38.7155,309749.2,93.87,13.5813,0.0,0.0000,1.000,0.3216
50000,2,884,22.54,0.04,3.46,0.68,9.32,0.00,1.01,0.000,0.136,403167.2,195545.6,12,194,2.69,1.00,1.02,11.0254,181.56,36976.3,0.0557,20.4416,5461,41.8906,121,25.0124,202616.5,57.87,32.2131,0.0,0.0000,1.000,0.0291
60000,0,1030,25.98,0.00,5.27,2.01,7.62,0.00,1.00,0.001,0.175,261695.7,120157.6,7,224,2.49,1.00,1.00,4.5849,363.28,12317.6,0.2572,21.5985,5462,16.0449,569,5.7969,48976.2,148.26,1.0561,0.0,0.0000,1.000,0.7810
60000,1,892,23.04,0.02,4.70,1.63,7.17,0.00,1.01,0.000,0.138,145578.1,62852.9,6,193,2.53,1.01,1.01,2.6750,187.76,32310.6,0.0000,12.6187,5461,16.0420,389,2.3950,20183.4,93.87,3.0778,0.0,0.0000,1.000,0.3216
60000,2,592,22.26,0.02,4.47,1.30,7.88,0.00,1.01,0.000,0.092,93772.1,39977.8,6,219,2.60,1.00,1.01,1.4407,31.94,45886.2,0.0000,8.7486,5461,16.0420,199,0.8306,7060.2,57.87,7.1714,0.0,0.0000,1.000,0.0291
70000,0,1113,28.80,0.02,2.73,0.47,12.00,0.00,1.01,0.000,0.194,494002.4,167683.8,15,240,2.83,1.00,1.01,18.7016,824.95,17626.9,7.0208,27.5855,5462,38.6390,150,26.2965,220621.5,148.26,2.7013,0.0,0.0000,1.000,0.7810
70000,1,1023,27.42,0.01,2.94,0.61,11.18,0.00,1.00,0.000,0.172,509915.2,185991.6,16,216,2.78,1.00,1.01,19.4123,724.52,23054.0,5.8675,27.1328,5461,38.6319,163,28.7459,243247.5,93.87,13.0031,0.0,0.0000,1.000,0.3216
70000,2,751,25.39,0.02,3.18,0.56,10.42,0.00,1.01,0.000,0.122,395686.1,152600.1,14,196,2.84,1.01,1.01,12.7962,474.39,35723.8,0.7864,23.9359,5461,38.6319,58,18.8332,159538.4,57.87,31.0488,0.0,0.0000,1.000,0.0291
80000,0,1128,24.66,0.05,4.93,1.01,7.93,0.00,1.02,0.001,0.179,257960.7,117563.1,10,241,2.64,1.02,1.02,4.8001,144.00,15808.2,0.1055,22.1647,5462,15.8113,190,4.3588,37899.2,148.26,1.0328,0.0,0.0000,1.000,0.7810
80000,1,936,22.81,0.14,4.33,0.85,7.78,0.01,1.05,0.003,0.140,143183.6,59881.3,10,194,2.72,1.05,1.06,2.9198,238.74,35235.5,0.0000,12.8583,5461,15.8084,137,1.6672,14612.9,93.87,3.0341,0.0,0.0000,1.000,0.3216
80000,2,623,19.87,0.06,3.85,0.84,7.24,0.01,1.03,0.006,0.086,92856.1,39381.8,10,204,2.55,1.04,1.02,1.9370,45.07,47877.3,0.0000,8.7123,5461,15.8084,47,0.7053,6166.9,57.87,7.0983,0.0,0.0000,1.000,0.0291
90000,0,1122,28.03,0.32,2.08,0.19,11.63,0.10,1.14,0.040,0.183,483758.5,165417.0,14,225,2.96,1.15,1.12,18.3421,469.62,18924.4,5.6824,29.8887,5462,37.9530,132,21.8862,190006.3,148.26,2.5009,0.0,0.0000,1.000,0.7810
90000,1,1094,25.87,0.24,2.31,0.18,10.91,0.12,1.10,0.049,0.171,498829.2,184363.8,15,241,2.82,1.11,1.07,19.3104,419.27,24912.4,4.6842,29.1152,5461,37.9461,81,24.4386,213138.1,93.87,12.2261,0.0,0.0000,1.000,0.3216
90000,2,794,24.82,0.45,2.31,0.11,10.53,0.19,1.19,0.073,0.122,383649.6,145574.2,12,245,2.86,1.21,1.15,12.1197,267.02,34626.8,0.6080,25.6524,5461,37.9461,35,15.0155,130729.0,57.87,29.6702,0.0,0.0000,1.000,0.0291
100000,0,1072,23.74,0.32,3.71,0.11,8.76,0.20,1.12,0.077,0.158,250042.7,113906.4,5,198,2.90,1.16,1.09,4.0160,62.40,17612.0,0.0366,22.1525,5462,15.6994,113,3.3685,29756.3,148.26,1.0082,0.0,0.0000,1.000,0.7810
100000,1,861,21.61,0.38,3.51,0.07,8.31,0.16,1.14,0.064,0.121,138470.9,60196.4,5,202,2.83,1.15,1.10,2.6038,104.49,37136.7,0.0000,12.7627,5461,15.6965,43,1.2266,10936.7,93.87,2.9811,0.0,0.0000,1.000,0.3216
100000,2,642,21.07,0.33,3.14,0.06,8.83,0.17,1.13,0.064,0.090,91337.1,36241.9,5,236,2.87,1.17,1.09,1.6510,148.84,48536.1,0.0000,8.6657,5461,15.6965,5,0.5796,5014.4,57.87,6.9922,0.0,0.0000,1.000,0.0291
