step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,1014,0.7002,31403.7,666,407,318,289,18,20,12,27490,29773,32658,0,0,0,1.000,1.000,1.000,311,98,3,0.2020,0.2500,0.4210,0.1833
2000,907,0.5910,36288.3,825,360,287,260,13,37,20,25556,26326,28923,0,0,0,1.000,1.000,1.000,308,72,8,0.2331,0.2277,0.4315,0.1657
3000,1681,0.5283,49837.8,637,713,516,452,44,46,38,21760,25056,28316,0,0,0,1.000,1.000,1.000,552,119,14,0.1111,0.3725,0.3585,0.2839
4000,2197,0.5020,38653.6,401,775,778,644,74,61,76,27137,28408,31992,0,0,0,1.000,1.000,1.000,590,194,14,0.0894,0.4393,0.3408,0.3167
5000,3073,0.4601,31779.8,321,1051,1180,842,97,121,107,27660,29357,32057,0,0,0,1.000,1.000,1.000,785,252,22,0.1458,0.3247,0.3634,0.2383
6000,2900,0.4290,23826.0,277,1071,1014,815,104,91,128,31618,32392,31427,0,0,0,1.000,1.000,1.000,841,266,35,0.1633,0.3198,0.3415,0.2271
7000,2820,0.4298,20655.9,244,1017,1086,717,111,138,118,32748,31848,32288,0,0,0,1.000,1.000,1.000,819,277,27,0.1806,0.2720,0.3345,0.2012
8000,2404,0.4243,18088.9,274,843,930,631,123,124,128,34182,33817,33387,0,0,0,1.000,1.000,1.000,660,246,21,0.1783,0.2848,0.3265,0.2137
9000,2330,0.3575,12509.3,186,887,785,658,105,122,152,37552,36007,36009,0,0,0,1.000,1.000,1.000,737,189,34,0.1586,0.3016,0.3170,0.2135
10000,1868,0.4550,10518.0,227,668,726,474,88,127,134,39629,38163,36806,0,0,0,1.000,1.000,1.000,535,204,13,0.1469,0.3138,0.3217,0.2347
11000,1849,0.4770,10274.8,255,796,626,427,99,129,123,41157,40316,38437,0,0,0,1.000,1.000,1.000,641,169,24,0.0943,0.3721,0.3890,0.2700
12000,1505,0.4565,8227.9,267,776,448,281,87,106,111,40617,42737,41662,0,0,0,1.000,1.000,1.000,665,109,16,0.0601,0.5178,0.5305,0.3383
13000,1047,0.4986,6643.0,339,651,239,157,49,109,103,39863,44672,44244,0,0,0,1.000,1.000,1.000,549,79,4,0.0374,0.6311,0.5936,0.3989
14000,708,0.5184,4764.9,418,495,130,83,26,96,75,39338,46198,46736,0,0,0,1.000,1.000,1.000,436,35,2,0.0186,0.8766,0.6833,0.4180
15000,500,0.4300,3745.5,368,390,74,36,14,64,36,38250,47000,48833,0,0,0,1.000,1.000,1.000,330,22,0,0.0193,0.8819,0.4041,0.5019
16000,587,0.5060,4867.7,436,441,85,61,8,79,61,36285,46512,49842,0,0,0,1.000,1.000,1.000,385,21,3,0.0097,1.0000,0.7577,0.3384
17000,1075,0.4372,7309.1,386,647,238,190,37,171,151,34943,44964,49696,0,0,0,1.000,1.000,1.000,525,57,6,0.0102,0.9997,0.7469,0.2988
18000,1527,0.4132,7818.6,279,800,420,307,77,164,184,34085,43601,49151,0,0,0,1.000,1.000,1.000,672,81,3,0.0361,0.6325,0.6424,0.3749
19000,2106,0.4179,9458.7,228,966,672,468,130,189,187,33466,41560,48087,0,0,0,1.000,1.000,1.000,751,168,16,0.0593,0.5101,0.5188,0.3340
20000,2800,0.4189,12857.3,218,1133,971,696,159,169,230,32095,38798,46488,0,0,0,1.000,1.000,1.000,875,276,30,0.0723,0.4696,0.4417,0.3155
