step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,2116,0.6323,17843.6,249,715,666,735,63,42,55,32497,34013,35882,0,0,0,1.000,1.000,1.000,504,136,22,0.2303,0.1759,0.5032,0.0808
2000,2559,0.4959,24125.8,327,866,954,739,77,77,68,30595,31145,35383,0,0,0,1.000,1.000,1.000,610,208,47,0.1808,0.2216,0.4875,0.0921
3000,3314,0.4113,16933.9,202,1136,1154,1024,132,141,108,30445,29810,34201,0,0,0,1.000,1.000,1.000,809,240,56,0.3042,0.1669,0.5824,0.0644
4000,4000,0.3927,19088.3,159,1393,1350,1257,149,144,149,30205,28303,32574,0,0,0,1.000,1.000,1.000,1017,231,64,0.2854,0.1599,0.5479,0.0646
5000,4081,0.4028,20626.9,177,1340,1427,1314,177,161,135,30992,28163,32490,0,0,0,1.000,1.000,1.000,922,290,58,0.2350,0.2041,0.5187,0.0721
6000,4399,0.3978,19969.6,166,1448,1550,1401,174,189,160,31056,28021,31210,0,0,0,1.000,1.000,1.000,1040,347,69,0.2789,0.1671,0.5499,0.0651
7000,4071,0.3866,20633.5,172,1371,1440,1260,175,154,140,29200,26077,30782,0,0,0,1.000,1.000,1.000,959,284,54,0.3176,0.1643,0.5649,0.0608
8000,3513,0.4372,18313.4,190,1190,1223,1100,142,154,113,31097,28880,33533,0,0,0,1.000,1.000,1.000,866,249,62,0.2856,0.1615,0.5583,0.0657
9000,3346,0.4316,18179.6,204,1197,1165,984,147,145,138,32628,30892,35340,0,0,0,1.000,1.000,1.000,861,272,45,0.2250,0.1998,0.5639,0.0785
10000,3364,0.3549,12331.8,148,1436,1164,764,163,155,170,32529,31748,36990,0,0,0,1.000,1.000,1.000,1079,263,59,0.2643,0.1644,0.6293,0.0675
11000,2303,0.4182,12004.9,210,954,826,523,127,132,80,33165,35075,40580,0,0,0,1.000,1.000,1.000,744,201,28,0.2042,0.1686,0.6544,0.0853
12000,1696,0.4499,10791.0,256,804,549,343,94,107,94,32464,37992,45179,0,0,0,1.000,1.000,1.000,633,129,11,0.1289,0.2235,0.6854,0.1168
13000,1186,0.4764,9317.5,359,652,344,190,94,123,81,31464,40933,50020,0,0,0,1.000,1.000,1.000,501,87,6,0.0568,0.3743,0.7397,0.1878
14000,897,0.4470,7436.0,422,604,226,67,56,112,60,29681,43330,54454,0,0,0,1.000,1.000,1.000,457,62,4,0.0302,0.6064,0.7523,0.3020
15000,821,0.4324,7313.8,458,592,201,28,32,153,26,28072,44621,57624,0,0,0,1.000,1.000,1.000,443,42,1,0.0061,0.9952,0.5544,0.4845
16000,796,0.4648,6279.8,417,563,195,38,27,153,38,26931,44937,59511,0,0,0,1.000,1.000,1.000,447,44,0,0.0052,1.0000,0.7760,0.3555
17000,1071,0.4192,8571.1,388,613,314,144,53,203,108,25171,43501,59103,0,0,0,1.000,1.000,1.000,470,70,10,0.0083,0.9904,0.7542,0.3820
18000,1392,0.3750,11258.3,398,678,432,282,82,206,159,24135,41450,57483,0,0,0,1.000,1.000,1.000,522,93,15,0.0204,0.7090,0.7408,0.3186
19000,1956,0.4013,14733.9,331,894,620,442,151,185,180,23643,38534,54702,0,0,0,1.000,1.000,1.000,653,144,41,0.0389,0.5155,0.6752,0.2318
20000,2435,0.3737,18409.2,316,979,790,666,165,192,200,23466,34936,51008,0,0,0,1.000,1.000,1.000,704,192,39,0.0777,0.3434,0.6371,0.1586
