step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,668,26.70,0.40,4.95,0.15,9.52,0.00,1.17,0.000,0.116,393945.0,286136.1,3,88,2.79,1.10,1.18,21.0952,265.52,39629.3,3.6791,6.9437,5462,27.5566,422,59.7214,280068.8,165.42,2.8287,0.0,0.0000,1.000,0.7635
10000,1,726,26.03,0.57,4.71,0.17,8.97,0.00,1.23,0.001,0.119,376180.8,274180.1,3,127,2.82,1.15,1.26,20.2551,560.46,38162.8,6.1498,6.8205,5461,27.5516,362,55.1699,263715.9,81.35,19.9343,0.0,0.0000,1.000,0.2025
10000,2,474,25.63,0.38,3.99,0.21,11.29,0.00,1.12,0.002,0.087,284745.1,176165.0,3,134,3.05,1.10,1.15,12.4695,163.94,36806.1,3.1159,6.8747,5461,27.5516,257,35.8309,172714.5,53.21,35.9254,0.0,0.0000,1.000,0.0207
20000,0,1133,18.31,0.72,2.63,0.14,9.78,0.01,1.29,0.007,0.172,234697.3,146418.8,3,159,2.69,1.21,1.33,5.8648,286.23,32094.6,0.1371,11.3645,5462,13.1164,201,20.7846,120058.6,165.42,0.8938,0.0,0.0000,1.000,0.7635
20000,1,971,17.62,0.50,2.99,0.13,9.30,0.02,1.22,0.014,0.143,116625.1,71786.7,2,169,2.66,1.20,1.20,2.5229,234.04,38797.6,0.0148,6.6044,5461,13.1140,174,9.1197,49768.2,81.35,4.4526,0.0,0.0000,1.000,0.2025
20000,2,696,16.81,0.59,3.12,0.22,8.49,0.02,1.24,0.014,0.100,76746.0,44394.1,2,230,2.70,1.18,1.26,1.2666,133.77,46487.6,0.0000,5.2376,5461,13.1140,118,4.5116,24322.9,53.21,7.7968,0.0,0.0000,1.000,0.0207
30000,0,1166,24.05,0.50,5.12,0.04,8.70,0.01,1.21,0.007,0.192,431837.8,379532.6,5,184,2.32,1.24,1.16,19.3358,344.31,31883.0,3.6029,10.3133,5462,32.0596,218,58.0541,324717.4,165.42,2.4111,0.0,0.0000,1.000,0.7635
30000,1,939,22.73,0.43,5.01,0.03,8.03,0.01,1.20,0.006,0.145,414693.1,353191.1,5,173,2.18,1.22,1.13,17.5014,264.97,34362.6,5.4151,11.3641,5461,32.0537,214,51.0576,297452.4,81.35,18.7148,0.0,0.0000,1.000,0.2025
30000,2,728,19.84,0.32,4.32,0.03,8.36,0.01,1.13,0.004,0.108,292135.6,232520.0,4,203,2.34,1.14,1.10,10.1388,159.54,40488.4,2.2365,9.8578,5461,32.0537,135,32.2588,192238.0,53.21,33.2660,0.0,0.0000,1.000,0.0207
40000,0,1100,18.99,0.33,3.98,0.07,8.67,0.07,1.13,0.032,0.165,248221.0,117686.3,3,134,2.45,1.13,1.10,4.5788,297.93,30327.4,0.2898,13.2309,5462,14.5150,172,17.9911,115511.0,165.42,0.9480,0.0,0.0000,1.000,0.7635
40000,1,884,17.61,0.36,3.60,0.05,8.76,0.04,1.13,0.017,0.128,128090.2,61612.5,3,195,2.50,1.14,1.10,2.3022,153.31,38078.7,0.0235,7.2842,5461,14.5124,130,7.9899,54938.6,81.35,4.4912,0.0,0.0000,1.000,0.2025
40000,2,762,17.65,0.37,3.48,0.10,8.17,0.04,1.15,0.022,0.106,81857.3,38047.9,3,314,2.33,1.17,1.11,1.2954,127.91,46266.2,0.0025,5.6896,5461,14.5124,97,3.7211,25199.8,53.21,7.6669,0.0,0.0000,1.000,0.0207
