step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,5268,480.8055,521.62,89.13,1.84,199,2.52,0.215,14.844,0.2073,101.161
1000,-60,1,2464,445.4980,400.26,626.79,0.90,262,0.33,0.099,16.358,0.3354,137.384
1000,-60,2,2,1.3765,0.00,2.50,22.54,0,9.05,0.490,9.940,0.8452,57.326
1000,-50,0,7125,763.6321,688.38,96.26,15.01,359,11.85,2.198,10.188,0.1651,119.708
1000,-50,1,1569,274.5506,189.34,478.36,14.36,179,10.59,1.971,10.962,0.2055,183.158
1000,-50,2,4,2.0429,4.71,6.65,30.22,0,13.44,1.574,7.922,0.4754,155.627
1000,-40,0,6350,636.5507,424.16,61.39,26.38,295,21.32,6.385,6.820,0.1536,175.995
1000,-40,1,1729,298.4585,180.92,609.43,23.35,222,19.29,5.709,7.778,0.1812,258.421
1000,-40,2,2,0.1504,0.00,2.35,13.17,0,21.68,5.175,5.171,0.2055,259.105
1000,-30,0,4351,543.3946,365.57,88.00,33.47,356,27.91,10.258,5.140,0.1625,290.065
1000,-30,1,3268,611.1154,434.69,1509.30,29.57,472,27.23,10.116,5.554,0.1805,360.201
1000,-30,2,558,92.5853,38.31,777.69,35.01,69,28.96,11.017,4.992,0.2306,458.044
1000,-20,0,1839,218.1613,78.79,42.24,55.63,154,33.35,13.797,4.022,0.1611,382.737
1000,-20,1,2556,467.0765,195.61,1090.28,30.18,359,32.56,13.431,4.305,0.1871,488.980
1000,-20,2,3824,871.4796,319.94,10708.82,33.01,714,31.72,13.087,4.637,0.3508,682.848
1000,-10,0,1814,317.6260,239.52,24.60,65.16,178,36.98,16.283,3.358,0.2007,480.096
1000,-10,1,2091,437.8761,219.20,919.97,35.09,319,36.82,16.193,3.390,0.1902,609.075
1000,-10,2,4319,1070.0047,456.67,15405.81,34.82,1149,34.14,14.818,4.256,0.3660,840.252
1000,0,0,1833,406.4709,488.31,31.28,71.92,141,38.85,17.518,2.983,0.1622,438.449
1000,0,1,1777,401.1920,320.96,858.90,40.70,315,38.60,17.325,3.011,0.1761,663.047
1000,0,2,4757,1077.6518,474.44,14787.56,38.04,1385,35.17,15.574,4.126,0.3019,819.844
1000,10,0,3027,544.8374,411.88,51.79,74.46,289,37.73,16.753,3.208,0.1489,430.740
1000,10,1,2793,668.0112,495.61,1389.45,44.64,482,37.16,16.391,3.346,0.1760,604.562
1000,10,2,3625,809.9874,435.10,9293.39,22.40,932,32.04,13.876,5.092,0.2584,638.622
1000,20,0,4021,385.0955,253.03,62.38,62.05,224,32.29,13.503,4.648,0.1034,225.898
1000,20,1,3307,700.5945,409.91,1558.49,36.24,592,32.27,13.446,4.583,0.1774,471.579
1000,20,2,1117,262.1758,133.55,1923.40,7.43,280,29.19,12.076,5.762,0.2334,489.538
1000,30,0,6781,603.0426,406.44,85.92,37.36,388,26.44,9.897,6.051,0.1162,191.211
1000,30,1,2326,544.6226,305.94,1002.71,43.35,415,29.28,11.093,4.850,0.1947,378.767
1000,30,2,167,60.0740,46.97,180.95,70.95,31,26.47,9.471,5.611,0.2616,281.721
1000,40,0,6715,545.3944,383.42,63.59,28.39,188,19.88,6.118,7.793,0.1365,108.976
1000,40,1,1266,310.4420,171.01,498.47,50.52,175,23.74,7.461,5.927,0.2463,229.551
1000,40,2,189,50.4069,22.42,216.71,65.46,27,23.91,7.783,6.081,0.2499,227.349
1000,50,0,5143,297.1860,261.05,13.88,19.42,24,11.21,2.314,10.932,0.1422,32.153
1000,50,1,563,124.1752,63.21,133.78,53.64,36,17.60,4.004,7.477,0.3575,136.120
1000,50,2,10,2.5737,1.47,12.07,38.88,1,19.26,4.322,6.355,0.2910,191.132
1000,60,0,3853,63.3936,62.32,0.76,11.91,2,2.35,0.233,15.057,0.1093,6.555
1000,60,1,2,1.1847,1.12,0.32,20.07,0,9.32,0.587,10.123,0.6273,56.602
1000,70,0,4656,3.6103,4.71,0.16,8.42,0,-5.43,0.001,20.728,0.0783,1.901
1000,80,0,3564,0.0227,0.47,0.06,4.84,0,-11.91,0.000,26.913,0.0669,0.977
2000,-60,0,5320,46.9257,327.67,90.22,-15.60,4,-8.97,0.000,24.036,0.4728,12.927
2000,-60,1,2412,16.8843,181.82,592.68,-19.20,10,-11.29,0.000,26.315,0.7453,18.641
2000,-60,2,2,0.0016,0.00,2.41,-6.37,0,0.29,0.000,15.175,0.7507,43.602
2000,-50,0,7147,373.3051,624.49,95.32,-8.97,72,0.99,0.123,15.925,0.3691,26.090
2000,-50,1,1547,75.6534,127.84,462.54,-2.37,26,0.60,0.109,16.272,0.5786,42.125
2000,-50,2,4,0.6732,1.63,6.42,-2.40,0,5.28,0.039,11.713,0.4948,62.416
2000,-40,0,6368,465.6981,477.10,61.10,2.58,138,12.02,2.271,10.121,0.3192,58.949
2000,-40,1,1711,134.4716,156.09,597.14,8.32,35,10.78,2.020,10.934,0.5070,86.040
2000,-40,2,2,0.0005,0.00,2.32,-7.22,0,13.35,1.702,8.058,0.7598,136.778
2000,-30,0,4363,370.6839,300.21,87.26,12.56,153,20.48,6.085,7.177,0.3249,131.657
2000,-30,1,3267,383.8959,375.75,1497.80,19.55,149,20.59,6.322,7.368,0.4064,177.875
2000,-30,2,547,56.3596,48.62,760.56,25.33,30,23.21,7.536,6.412,0.5629,263.665
2000,-20,0,1844,110.1338,83.61,42.21,14.35,73,28.02,10.380,5.168,0.2890,226.641
