step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err
1000,14369,8636,147712,746214,709552,587466,11036,62960,659,1,284077,5011149,167718.890,81075.010,1.0968,61602.305,0.225,0.294,0.255,0.227,0.612,0.342,950,0.0304,0.6861,0.098,10.7,42.8,82.8,39.39,4.02,6.36,1.99,27.01,7.34,1.122,0.172,0.071,0.074,16.226,0.597,0.0026,104,446,1869,12921,69,0,0.000,7492,3679,3654,7036,1667,4797,7905,0.00,0.97,9911,15.3945,64706,9535,577063,2289.1,-0.0,435286,60.109,2631002.543,1.01e-14,0.00174,30.00,224524,93.398,2.162,89.945,1.290,93.401,11213,1126,2030,0.3008,0.872,1.109,1.379,1.136,0.923,1.159,37477.933,12567.143,155534.752,38004.003,35782.441,14580.773,2475.992,2415.940,0.655,0.556,0.539,0.842,0.704,0.658,7017,57171,0.7039,0.5226,0.5201,0.9987,0.0480,0.0573,0.5913,0.7085,0.7811,0.1180,0.0615,0.0340,0.0000,0.7277,0.9653,0.2117,0.8710,0.9744,0.00247,17415,0.9998,0.6528,0.7584,0.9987,0.0481,0.0573,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2362,4.9875,5.1027,0.0795,0.1600,0.1386,0.305,0.312,0.339,0.274,8162,0.1596,0.0093,0.0116,0.00266,0.00165,0.00153,24.01,28.18,28.11,122.8781,0.0354,73.0624,38.2294,21.8794,1083344,1531150,1.4502,0.0339,1759.0,122.8781,21.62,0,0,0,0,0,0,10951,19472.705,17524.607,0.9645,24639.6793,9597.3598,15550.4316,21752.2754,18542.2327,1510.6811,48372,3385723.9,3.99e-14
2000,13815,2408,85598,160809,142196,73951,1260,39226,418,0,370919,3374159,36248.496,37740.623,1.0267,13939.219,0.118,0.648,0.107,0.127,0.521,0.340,696,0.0801,0.6786,0.078,12.8,35.4,71.1,32.93,1.95,7.82,0.60,22.55,7.06,1.184,0.215,0.094,0.098,6.341,0.293,0.0043,90,554,870,18781,81,0,0.000,6604,1274,2837,9704,740,1322,11753,0.25,9.95,8218,8.0998,64099,9857,538845,2940.8,-0.0,490922,21.816,2631002.543,2.65e-15,0.00178,25.34,54348,31.373,2.158,28.408,0.807,31.376,3500,3581,6734,0.2914,0.915,1.143,1.558,1.310,0.919,1.259,14730.835,15173.067,10479.819,14666.777,25041.119,13960.250,1667.601,8173.553,0.496,0.566,0.523,0.383,0.492,0.493,9220,23026,0.6626,0.3879,0.3921,0.9991,0.0388,0.0602,0.6374,0.7908,0.8766,0.1674,0.0173,0.0220,0.0000,0.4264,0.9331,0.1222,0.7881,0.9795,0.00301,6823,0.9966,0.6913,0.7528,0.9984,0.0389,0.0603,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3957,4.9793,5.1081,0.0385,0.0836,0.0729,0.084,0.125,0.110,0.129,2603,0.0893,0.0029,0.0039,0.00335,0.00103,0.00117,26.89,28.22,27.32,797.7533,0.1030,40.1067,13.3231,8.4931,1095977,1526917,4.8405,0.0873,2507.2,797.7533,26.00,0,0,0,0,0,0,14056,23801.404,21192.251,0.9616,7522.9467,2010.4078,5176.1596,8671.3654,8530.5240,1574.7037,17929,2006558.0,5.00e-14
3000,11534,2460,86732,154619,135233,66553,1334,36628,243,0,341174,3862679,36923.680,35014.764,0.9641,14457.752,0.080,0.772,0.069,0.079,0.507,0.353,399,0.1130,0.6980,0.069,13.5,36.0,69.8,29.69,2.42,8.05,0.61,18.62,6.72,1.274,0.212,0.204,0.211,6.521,0.303,0.0041,85,321,583,16547,30,0,0.000,5963,40,1734,9760,1778,1926,7830,5.00,14.33,8217,9.5954,63452,10120,501887,2072.9,-0.0,529682,15.801,2631002.543,8.50e-15,0.00253,14.43,54212,28.387,2.139,25.586,0.662,28.390,4183,2840,4511,0.2676,0.928,1.288,1.658,1.394,0.939,1.373,13705.909,15875.510,10303.299,13628.120,27450.012,7756.033,2341.884,10459.095,0.482,0.542,0.504,0.295,0.442,0.480,8120,32733,0.7197,0.4127,0.3680,0.9993,0.0309,0.0601,0.6545,0.9076,0.8641,0.1631,0.0430,0.0302,0.0000,0.0000,0.9051,0.0382,0.7513,0.9888,0.00306,6452,0.9983,0.7892,0.7742,0.9982,0.0311,0.0602,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6676,4.9590,5.3013,0.0392,0.0774,0.0688,0.085,0.162,0.158,0.083,1577,0.0694,0.0033,0.0037,0.00328,0.00117,0.00127,23.43,27.26,27.55,1952.4845,0.1122,41.6500,5.9676,9.8331,1097804,1526399,3.9386,0.1113,2088.5,1952.4845,22.38,0,0,0,0,0,0,11380,20557.012,18125.695,0.9539,4954.3283,1203.5848,4240.3942,5827.8769,7142.8814,1244.9398,16484,1586972.1,4.43e-14
4000,11654,2379,79362,142195,124905,61790,1043,32625,162,0,279014,3382483,36199.408,29715.287,1.0403,11573.924,0.075,0.771,0.077,0.077,0.481,0.377,284,0.1024,0.6925,0.072,12.9,35.2,69.0,28.67,2.15,9.19,0.31,17.02,6.68,1.281,0.239,0.210,0.216,6.019,0.285,0.0039,87,342,584,14427,57,0,0.000,5903,59,1689,9906,1965,1767,7922,9.00,16.99,7608,9.2915,62851,9892,471928,2874.2,-0.0,564613,15.006,2631002.543,4.78e-15,0.00278,37.93,48980,26.681,2.135,23.923,0.623,26.684,4152,2857,4645,0.2727,0.941,1.237,1.730,1.447,0.946,1.339,14677.554,13706.192,10837.722,14559.611,22375.999,8786.397,2096.244,7258.722,0.450,0.534,0.472,0.296,0.451,0.492,9622,31874,0.6898,0.2417,0.2733,0.9993,0.0401,0.0652,0.6533,0.9225,0.8850,0.1495,0.0289,0.0300,0.0000,0.8333,0.9657,0.0766,0.7946,0.9912,0.00317,4515,0.9980,0.7407,0.7839,0.9982,0.0403,0.0655,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4955,4.9812,5.3250,0.0387,0.0500,0.0394,0.059,0.060,0.069,0.051,1588,0.0687,0.0036,0.0038,0.00310,0.00088,0.00130,26.72,28.29,28.22,1922.4368,0.1276,37.5973,6.3713,8.6349,1099787,1524701,4.3664,0.1472,1790.2,1922.4368,25.42,0,0,0,0,0,0,8478,18141.363,16011.587,0.9526,5113.0034,1237.0951,3725.7438,4929.9690,5532.9637,1060.1076,17078,1280023.8,2.85e-14
5000,12448,2392,87934,150455,129869,61305,1216,34084,281,0,357413,3501486,35211.737,33647.126,0.9619,12159.267,0.069,0.833,0.052,0.045,0.455,0.393,392,0.1117,0.6956,0.055,13.3,34.9,66.4,26.64,2.52,8.78,0.25,15.08,6.38,1.326,0.240,0.269,0.275,5.591,0.271,0.0041,76,307,563,18275,92,14,0.073,6468,100,1938,10410,2680,1706,8062,11.25,17.48,6969,9.3540,62227,12472,444094,1996.1,-0.0,597933,13.973,2631002.543,3.42e-14,0.00069,12.68,52858,26.770,2.144,23.866,0.760,26.773,4818,2705,4925,0.2479,0.971,1.283,1.860,1.445,0.961,1.410,13358.339,13990.065,10937.152,13221.842,23212.009,9153.495,3154.764,9179.601,0.400,0.492,0.482,0.284,0.411,0.464,11979,33960,0.6481,0.2997,0.3737,0.9988,0.0384,0.0660,0.6640,0.9825,0.8529,0.1610,0.0463,0.0492,0.0000,0.0000,0.7729,0.1593,0.7677,0.9642,0.00316,4828,0.9983,0.8264,0.7396,0.9981,0.0386,0.0662,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6758,4.9435,5.4705,0.0366,0.0398,0.0366,0.044,0.061,0.066,0.045,1581,0.0707,0.0038,0.0038,0.00294,0.00096,0.00129,25.64,27.55,28.04,1501.8503,0.1359,37.1336,6.6174,7.3552,1101770,1522599,3.8586,0.1395,1919.7,1501.8503,23.03,0,0,0,0,0,0,12406,21487.859,18807.669,0.9453,5299.3999,1344.8375,3577.0355,4484.3397,5460.8344,1177.4818,17722,1456563.6,5.50e-14
6000,13597,2344,96897,164542,141331,66543,1102,37708,378,0,431264,3823943,37740.746,37136.126,0.9417,11753.731,0.065,0.853,0.051,0.031,0.448,0.393,327,0.1179,0.6966,0.054,14.7,32.5,60.6,25.37,2.67,8.40,0.25,14.04,6.06,1.380,0.245,0.270,0.273,4.915,0.277,0.0042,76,304,586,21136,68,16,0.070,6952,314,1985,11298,2372,1829,9396,12.25,18.71,7486,10.5627,61564,13699,414623,2328.3,-0.0,632494,14.612,2631002.543,1.03e-14,0.00052,23.20,61658,30.181,2.141,26.951,1.088,30.183,5248,3105,5244,0.2644,0.935,1.315,1.963,1.498,0.938,1.524,13464.009,16136.215,11202.312,13303.099,24989.065,10802.903,2753.583,11825.909,0.412,0.503,0.452,0.289,0.427,0.447,14747,34353,0.6804,0.3157,0.3604,0.9989,0.0404,0.0603,0.6552,0.9571,0.9006,0.1698,0.0644,0.0576,0.0000,0.5545,0.9455,0.1261,0.7549,0.9499,0.00328,4874,0.9993,0.8087,0.8274,0.9985,0.0406,0.0605,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6495,4.9446,5.4710,0.0329,0.0369,0.0288,0.033,0.041,0.049,0.039,1628,0.0596,0.0042,0.0034,0.00283,0.00099,0.00139,24.48,27.75,27.96,1657.1117,0.1580,38.9903,7.1335,7.4785,1103875,1520587,3.4883,0.1206,1869.8,1657.1117,19.40,0,0,0,0,0,0,16807,25382.395,21988.687,0.9439,5975.5811,1450.0629,3852.7180,5214.1138,6123.1462,1517.0616,20074,1521334.5,2.36e-14
7000,12383,2558,106824,190692,164977,82324,1544,42183,466,0,422406,4678046,41978.380,39480.341,0.9658,13983.669,0.063,0.858,0.046,0.034,0.471,0.387,399,0.1330,0.7140,0.052,17.5,34.7,59.2,26.17,2.86,8.09,0.30,14.93,6.17,1.377,0.228,0.312,0.317,5.306,0.293,0.0041,78,304,561,20274,54,20,0.173,6418,1135,1658,9590,2051,1826,8506,10.50,17.33,6750,10.9029,60911,11758,383469,2251.4,-0.0,666539,16.653,2631002.543,2.67e-14,0.00044,24.47,71232,35.613,2.176,32.484,0.953,35.616,5394,2341,4648,0.2275,0.966,1.309,1.981,1.484,0.955,1.466,15408.712,16843.046,13406.297,15204.570,27351.183,12366.532,3048.139,10082.001,0.406,0.536,0.496,0.306,0.475,0.474,14130,41976,0.6587,0.2894,0.3532,0.9991,0.0366,0.0580,0.6520,1.0030,0.8292,0.1802,0.0545,0.0541,0.0000,0.4977,0.9238,0.3050,0.7940,0.9488,0.00308,4438,0.9986,0.8224,0.7486,0.9986,0.0367,0.0582,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5884,4.8437,5.5200,0.0327,0.0395,0.0323,0.034,0.060,0.062,0.034,1980,0.0609,0.0035,0.0028,0.00287,0.00109,0.00141,27.12,28.24,28.27,1724.3083,0.1679,43.2633,7.9858,8.6670,1105981,1518750,3.6570,0.0827,1738.4,1724.3083,21.78,0,0,0,0,0,0,16995,25496.672,21996.815,0.9454,6634.5772,1625.2169,4284.8461,5550.0903,6217.3269,1522.6057,23577,1390479.5,9.37e-14
8000,11329,2403,102291,178031,153945,74540,1200,36689,265,0,392865,3897179,39815.912,37134.284,0.9856,12934.308,0.072,0.853,0.046,0.030,0.445,0.404,338,0.1366,0.7057,0.056,15.9,32.5,58.2,25.42,3.08,7.73,0.20,14.41,6.19,1.348,0.229,0.318,0.324,5.351,0.290,0.0040,71,294,500,18881,78,25,0.247,5856,630,1456,9243,1732,1461,8136,14.25,19.74,6211,8.5624,60187,10147,355629,2488.9,-0.0,696565,14.435,2631002.543,3.54e-16,0.00087,7.77,66386,34.461,2.218,31.428,0.814,34.464,4223,2584,4522,0.2790,0.942,1.215,1.993,1.412,0.959,1.509,14673.263,17392.396,10821.001,14503.640,27425.579,11387.525,2438.126,10374.326,0.387,0.517,0.462,0.260,0.436,0.477,12121,43173,0.6909,0.4337,0.3689,0.9990,0.0374,0.0585,0.6171,0.9853,0.8434,0.2120,0.0680,0.0619,0.0000,0.0000,0.8890,0.1746,0.7284,0.9382,0.00309,5624,0.9986,0.7959,0.7595,0.9987,0.0376,0.0588,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5210,4.9491,5.5230,0.0353,0.0271,0.0228,0.035,0.045,0.048,0.035,1539,0.0503,0.0034,0.0025,0.00325,0.00126,0.00160,24.92,27.43,28.33,1796.1416,0.1613,42.5137,7.1287,7.3061,1108617,1516617,3.7999,0.1226,1544.0,1796.1416,16.84,0,0,0,0,0,0,16055,24199.976,20860.469,0.9410,6029.0385,1373.9901,4406.4598,5207.9812,6392.4444,1494.3507,21035,1329180.6,1.39e-13
9000,10279,2024,80625,136514,118012,54819,1070,29014,273,0,282038,3302557,32454.438,29153.998,1.0290,11015.899,0.072,0.855,0.052,0.022,0.450,0.403,342,0.1242,0.7101,0.086,15.5,33.3,58.9,27.52,2.99,8.69,0.13,15.70,6.17,1.264,0.253,0.327,0.333,5.369,0.283,0.0037,74,316,516,16369,61,28,0.188,5419,32,1019,9228,1583,1816,6880,14.75,19.97,6765,8.8542,59566,10325,334061,1760.4,-0.0,720667,12.824,2631002.543,6.73e-15,0.00117,30.68,49452,28.286,2.213,25.466,0.608,28.289,4024,2707,3548,0.3167,0.898,1.104,1.992,1.374,0.935,1.389,12577.634,13001.550,9368.807,12436.244,21665.286,8404.158,2565.869,7168.072,0.372,0.521,0.478,0.235,0.413,0.466,12457,36221,0.6740,0.3897,0.3893,0.9989,0.0396,0.0577,0.6180,0.8604,0.8646,0.1962,0.0523,0.0518,0.0000,0.7601,0.9529,0.1516,0.7988,0.9534,0.00296,4172,0.9992,0.7768,0.7754,0.9982,0.0398,0.0579,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5648,4.9440,5.5379,0.0333,0.0221,0.0190,0.029,0.025,0.033,0.023,1411,0.0669,0.0038,0.0025,0.00353,0.00113,0.00142,27.26,28.44,28.34,1819.0220,0.1342,34.6044,5.9683,6.8552,1110532,1515246,4.1097,0.2066,1320.1,1819.0220,18.95,0,0,0,0,0,0,10584,18138.099,15766.514,0.9457,4937.7027,1084.6909,3727.5645,4216.5065,5089.3738,1049.6995,16565,1277795.7,2.08e-13
10000,10809,2166,89488,152638,133557,62244,906,31730,186,0,314017,3596404,36027.472,32247.382,1.0335,11964.130,0.069,0.854,0.049,0.027,0.467,0.387,372,0.1240,0.7091,0.052,16.9,33.4,57.2,26.96,3.42,8.72,0.10,14.72,6.35,1.232,0.257,0.395,0.400,5.269,0.277,0.0038,70,289,538,16719,81,23,0.322,6016,47,1347,9415,1608,1943,7258,13.75,20.00,6724,8.9414,58905,8669,312203,2110.6,-0.0,743704,13.350,2631002.543,9.56e-15,0.00307,11.37,52619,29.095,2.209,26.261,0.625,29.098,4271,2354,4184,0.2713,0.935,1.131,1.945,1.309,0.946,1.314,14840.041,13690.304,10402.383,14714.512,22874.707,9436.949,3502.989,7343.313,0.408,0.511,0.496,0.248,0.434,0.463,10904,38791,0.6705,0.3105,0.3037,0.9994,0.0404,0.0576,0.5923,0.9364,0.8963,0.2205,0.0625,0.0638,0.0000,0.0063,0.7577,0.2181,0.7657,0.9434,0.00296,6581,0.9985,0.7593,0.7302,0.9985,0.0406,0.0578,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6721,4.9356,5.3710,0.0326,0.0169,0.0157,0.021,0.024,0.030,0.022,1228,0.0594,0.0023,0.0018,0.00357,0.00120,0.00149,25.95,28.24,28.59,1891.3943,0.1332,38.1009,6.1488,7.2009,1112289,1513338,4.1780,0.2425,1043.7,1891.3943,19.36,0,0,0,0,0,0,10442,20283.251,17780.755,0.9381,5529.6901,1155.8691,4268.7236,4752.7492,5753.6664,1139.5791,18956,1244231.2,2.46e-13
