step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err
1000,12312,8135,162611,753484,714365,579896,10977,59079,814,0,324952,4582521,169766.041,85790.349,1.0539,64385.383,0.224,0.296,0.260,0.220,0.596,0.342,943,0.0466,0.6751,0.099,15.9,46.6,85.2,42.49,4.53,6.54,2.31,29.11,7.57,1.109,0.149,0.066,0.066,19.042,0.617,0.0026,79,379,1722,18042,56,0,0.000,6377,3431,3132,5749,1154,4324,6834,0.00,0.92,13434,22.9952,65183,9661,567078,2370.0,-0.0,440918,52.622,2631002.543,7.08e-15,0.00090,30.00,224792,89.235,2.099,86.177,0.959,89.238,9420,887,2005,0.3215,0.874,1.087,1.369,1.101,0.928,1.223,37403.563,12365.472,160157.826,37994.008,35999.591,14946.833,2915.761,3542.372,0.638,0.557,0.532,0.827,0.698,0.617,7206,76828,0.5522,0.4804,0.3761,0.9996,0.0467,0.0534,0.5546,0.7717,0.8470,0.1171,0.0942,0.0403,0.0000,0.7177,0.9604,0.3098,0.7954,0.9606,0.00239,16940,0.9999,0.7927,0.8079,0.9993,0.0467,0.0535,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0282,5.1585,4.9579,0.0865,0.1803,0.1564,0.329,0.377,0.301,0.353,8742,0.1611,0.0096,0.0117,0.00242,0.00168,0.00149,24.29,26.99,27.60,77.2494,0.0398,73.2585,31.4692,21.1525,1082901,1531695,1.1399,0.0312,1795.1,77.2494,21.62,0,0,0,0,0,0,11872,21404.966,19269.419,0.9691,18604.4234,7454.7125,14201.5879,20006.1969,18345.2367,1332.0673,30669,2569655.2,1.50e-14
2000,11057,2119,77655,137527,119800,58121,1751,32185,435,1,310553,2698113,31859.997,31462.028,1.0571,10943.807,0.121,0.618,0.134,0.127,0.501,0.337,854,0.0983,0.6692,0.087,11.0,35.7,74.3,31.04,2.55,8.23,0.91,19.35,7.08,1.234,0.243,0.094,0.094,6.744,0.305,0.0041,77,568,815,23262,50,0,0.000,5665,1009,2517,7531,610,1085,9362,0.00,9.41,12415,11.3366,64530,13231,533612,2671.2,-0.0,495399,19.709,2631002.543,4.42e-15,0.00059,25.34,46070,27.710,2.085,24.965,0.660,27.713,3019,2563,5475,0.2654,0.931,1.217,1.596,1.293,0.938,1.339,12179.680,13121.131,10364.354,12144.595,20294.855,11759.886,1862.076,6896.258,0.458,0.594,0.481,0.382,0.462,0.435,13510,27823,0.5118,0.2723,0.3198,0.9996,0.0369,0.0573,0.6092,0.8767,0.9003,0.1766,0.0365,0.0315,0.0000,0.4119,0.9337,0.1722,0.7506,0.9781,0.00268,4453,0.9990,0.8356,0.8362,0.9994,0.0370,0.0574,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0924,4.7041,4.7551,0.0439,0.0896,0.0812,0.126,0.201,0.137,0.166,2360,0.0816,0.0042,0.0041,0.00291,0.00084,0.00088,26.89,27.11,27.51,421.2142,0.0814,32.8306,12.4656,7.2433,1096142,1528127,3.7517,0.0560,2900.4,421.2142,26.00,0,0,0,0,0,0,11653,20518.220,18367.831,0.9553,5506.4465,1673.9375,4185.0335,5737.5972,5818.2688,1051.1102,10879,1246692.1,1.23e-14
3000,9583,2342,83219,157452,140851,72635,1598,30069,451,0,269843,3292996,37478.050,29887.745,0.9975,13063.941,0.082,0.724,0.095,0.100,0.519,0.340,582,0.1145,0.6998,0.069,12.0,42.6,79.5,31.90,2.92,8.47,0.41,20.10,6.81,1.311,0.213,0.154,0.154,7.026,0.293,0.0038,71,305,556,18339,52,0,0.000,5254,23,1947,7613,1037,2023,6523,2.50,11.52,14252,14.2568,64031,13177,500919,2874.0,-0.0,529975,13.175,2631002.543,5.66e-15,0.00077,14.43,58149,26.876,2.082,24.258,0.536,26.879,3468,2228,3887,0.2460,0.944,1.339,1.710,1.428,0.942,1.418,14364.275,16339.232,9695.264,14290.249,26556.478,5591.298,2426.111,8806.395,0.454,0.569,0.519,0.334,0.474,0.497,14943,39052,0.5067,0.1567,0.2626,0.9990,0.0295,0.0527,0.6294,0.9030,0.8780,0.1552,0.0225,0.0586,0.0000,0.0000,0.9039,0.0668,0.7098,0.9905,0.00279,2739,0.9990,0.8583,0.8022,0.9983,0.0296,0.0528,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0341,5.2244,5.0781,0.0425,0.0557,0.0489,0.062,0.084,0.077,0.068,1451,0.0719,0.0049,0.0043,0.00266,0.00072,0.00087,24.52,26.54,26.67,1153.5709,0.0797,41.3212,4.4288,8.7465,1098182,1526616,3.4332,0.1067,3111.0,1153.5709,22.38,0,0,0,0,0,0,10931,16823.804,14701.648,0.9483,3099.6859,837.7568,2898.7833,3245.5410,4323.5154,740.4654,9758,947346.9,1.59e-14
4000,16568,3481,83055,170964,155495,86522,1387,28026,239,0,264729,3568162,45109.884,32301.687,1.0707,14586.302,0.069,0.748,0.067,0.116,0.543,0.344,300,0.0535,0.6627,0.076,12.0,40.9,71.6,32.99,2.36,6.51,0.78,23.33,7.17,1.242,0.166,0.138,0.142,6.765,0.282,0.0035,75,324,581,11564,33,0,0.000,7850,49,2509,14010,1133,2278,13157,1.50,8.35,14469,14.7041,63457,12510,472412,4693.8,-0.0,561525,13.356,2631002.543,4.25e-15,0.00243,37.93,61083,29.820,2.082,26.471,1.267,29.823,3997,4535,8036,0.2911,0.933,1.130,1.708,1.437,0.943,1.315,15031.782,20905.061,12875.013,14946.796,31874.377,8763.784,2322.969,6628.633,0.521,0.564,0.545,0.382,0.481,0.572,15412,34495,0.5616,0.2421,0.2778,0.9990,0.0212,0.0547,0.6011,0.8765,0.8399,0.1866,0.0277,0.0316,0.0000,0.8316,0.9652,0.1312,0.7546,0.9936,0.00287,3961,0.9992,0.8037,0.6904,0.9984,0.0213,0.0548,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1266,5.2765,4.9863,0.0396,0.0719,0.0649,0.121,0.148,0.194,0.078,1542,0.0877,0.0029,0.0030,0.00240,0.00079,0.00115,26.70,28.03,28.44,1835.8667,0.0907,47.4116,5.7249,7.6309,1099996,1520555,3.4343,0.1145,2703.9,1835.8667,25.42,0,0,0,0,0,0,7807,17715.386,15786.110,0.9605,4064.4764,1100.6141,3456.5248,3703.8388,5789.2330,778.7733,12892,1761305.3,6.67e-15
5000,14078,2933,86001,177996,161008,90414,1581,29344,417,0,292381,3624080,43593.694,36322.007,1.0738,16699.040,0.068,0.762,0.063,0.107,0.518,0.361,416,0.0711,0.6613,0.071,14.3,44.2,80.8,33.44,2.91,9.32,0.44,20.77,6.83,1.323,0.216,0.172,0.178,6.511,0.258,0.0035,75,335,695,14981,55,15,0.157,7183,182,2653,11243,2587,2442,9049,3.75,11.09,11850,14.5253,62845,12587,442430,3063.9,-0.0,594060,13.923,2631002.543,9.56e-15,0.00093,12.68,63982,29.961,2.084,26.926,0.951,29.964,5603,3222,5253,0.2637,0.967,1.255,1.775,1.448,0.967,1.409,14124.834,17581.424,16627.285,14036.121,29629.328,9885.175,2325.562,7412.231,0.497,0.539,0.522,0.417,0.510,0.557,13760,43053,0.4169,0.2412,0.2795,0.9990,0.0290,0.0589,0.5800,0.9645,0.8308,0.1552,0.0218,0.0327,0.0000,0.0000,0.7500,0.2285,0.7348,0.9673,0.00286,4938,0.9988,0.8582,0.7510,0.9980,0.0291,0.0590,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0898,4.9607,4.8216,0.0363,0.0565,0.0487,0.074,0.086,0.105,0.054,1161,0.0542,0.0030,0.0025,0.00273,0.00089,0.00127,26.50,27.38,27.77,1659.3904,0.1071,44.3175,5.6075,8.3152,1101201,1520921,3.3158,0.1180,2535.9,1659.3904,23.03,0,0,0,0,0,0,9578,19622.968,17408.633,0.9498,4405.6075,1202.0317,4063.4146,3305.6015,4601.5278,772.4253,13010,1424967.6,1.30e-14
6000,12422,2925,79750,153904,135980,73229,925,31649,247,0,348900,3393259,39811.416,37765.026,1.0850,14104.944,0.061,0.795,0.059,0.085,0.488,0.375,390,0.0915,0.6343,0.065,15.6,45.3,80.2,32.37,3.54,9.96,0.22,18.65,6.65,1.375,0.209,0.225,0.232,6.517,0.282,0.0039,82,357,648,13431,79,15,0.313,6786,277,2011,10134,1969,2328,8125,7.00,13.56,9477,12.5380,62230,14518,414509,2347.8,-0.0,631750,14.389,2631002.543,1.70e-14,0.00026,23.20,54350,29.357,2.074,26.417,0.866,29.360,5228,2599,4595,0.2478,0.922,1.339,1.848,1.493,0.928,1.493,12453.216,15603.394,16658.606,12336.465,24921.289,14194.936,1652.957,7812.189,0.458,0.543,0.485,0.380,0.486,0.532,17062,33535,0.4805,0.2398,0.2991,0.9993,0.0344,0.0730,0.5850,0.8510,0.9021,0.1904,0.0218,0.0422,0.0000,0.5459,0.9443,0.1640,0.7246,0.9521,0.00292,4817,0.9996,0.7964,0.8168,0.9988,0.0345,0.0731,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1100,4.9024,4.8675,0.0356,0.0314,0.0265,0.031,0.050,0.041,0.036,1308,0.0504,0.0039,0.0038,0.00260,0.00087,0.00106,25.00,27.97,27.52,1891.3553,0.1536,37.9845,7.3255,7.0639,1103885,1519437,3.0544,0.0844,2170.8,1891.3553,19.40,0,0,0,0,0,0,9850,23660.082,21125.786,0.9457,5575.9281,1545.5719,3986.2030,3714.8281,4533.1839,886.9883,15811,1400488.2,6.38e-14
7000,10795,2737,74804,146192,128306,70662,726,28165,204,0,332498,3241904,39555.629,36138.618,1.1306,12643.780,0.044,0.821,0.050,0.085,0.482,0.383,210,0.0985,0.6223,0.066,17.0,43.4,78.4,28.89,3.38,10.57,0.15,14.78,6.39,1.508,0.245,0.247,0.255,6.674,0.284,0.0037,85,361,637,14044,46,14,0.188,6158,920,1593,8282,1566,1873,7356,7.00,13.74,8897,12.2635,61699,15316,385291,2264.2,-0.0,666464,13.302,2631002.543,2.48e-15,0.00027,24.47,53782,30.096,2.113,27.226,0.756,30.099,4608,1658,4529,0.1788,0.998,1.650,1.924,1.554,0.979,1.654,11627.621,17778.363,13934.358,11467.652,26797.400,12831.859,1112.125,9550.853,0.438,0.524,0.510,0.356,0.519,0.530,18688,32528,0.4969,0.2685,0.2889,0.9996,0.0374,0.0633,0.5982,1.0952,0.9676,0.2026,0.0167,0.0415,0.0000,0.4923,0.9205,0.3633,0.7601,0.9474,0.00289,4220,0.9992,0.9022,0.8301,0.9993,0.0374,0.0634,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0859,4.7663,5.1149,0.0376,0.0273,0.0247,0.038,0.043,0.039,0.025,1440,0.0554,0.0044,0.0032,0.00262,0.00085,0.00099,26.74,25.97,27.25,1809.4240,0.1511,39.0409,7.0521,6.2499,1106455,1517863,3.1173,0.0625,1910.6,1809.4240,21.78,0,0,0,0,0,0,9874,23494.838,20904.477,0.9370,5149.8334,1398.5787,3694.3691,3488.3052,4028.0498,885.5082,14232,1111610.2,7.53e-14
8000,9667,2552,73430,136014,118979,61637,947,25891,190,0,285464,3047258,35908.478,31720.355,1.1052,12001.235,0.045,0.825,0.067,0.063,0.480,0.384,262,0.1051,0.6381,0.071,18.9,46.6,79.3,31.25,3.74,10.59,0.20,16.73,6.45,1.425,0.230,0.269,0.277,6.869,0.277,0.0036,76,343,533,14795,43,17,0.203,5336,703,1150,7814,1341,1665,6661,7.75,15.35,10709,12.7807,61054,15161,362364,2023.7,0.0,693810,12.158,2631002.543,2.65e-15,0.00147,7.77,50401,29.170,2.161,26.402,0.607,29.174,4025,1760,3882,0.2136,0.987,1.395,1.934,1.504,0.962,1.554,11526.878,16622.588,10718.931,11417.884,25772.897,9489.465,1300.092,8929.564,0.435,0.573,0.467,0.308,0.450,0.507,21746,35057,0.5222,0.1793,0.2957,0.9993,0.0307,0.0584,0.5454,1.0248,0.8688,0.2117,0.0164,0.0398,0.0000,0.0000,0.8878,0.2465,0.6996,0.9409,0.00279,3673,0.9987,0.8716,0.7814,0.9987,0.0308,0.0585,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0771,4.8724,5.2132,0.0363,0.0329,0.0303,0.048,0.049,0.058,0.034,964,0.0444,0.0038,0.0036,0.00278,0.00081,0.00107,25.44,27.04,27.75,1695.8341,0.1243,37.8562,5.5400,6.6182,1108688,1516064,2.9212,0.1198,1770.5,1695.8341,16.84,0,0,0,0,0,0,8783,19719.121,17490.351,0.9469,4126.2232,1045.1244,3253.4641,3179.0583,4105.7759,783.2490,11208,1082713.5,1.36e-13
9000,9283,2443,64514,115181,100107,50088,579,20108,146,0,246324,2711204,32611.400,26985.695,1.1254,9659.901,0.039,0.840,0.057,0.064,0.487,0.384,171,0.0907,0.6232,0.070,23.6,48.4,78.2,32.99,3.57,9.22,0.29,19.92,6.36,1.459,0.196,0.270,0.281,6.955,0.265,0.0033,70,354,536,11246,56,19,0.210,4849,27,1250,8006,755,2369,6159,6.50,13.30,13326,14.7755,60483,16785,345479,2023.6,-0.0,714069,10.563,2631002.543,1.42e-15,0.00190,30.68,44384,26.069,2.157,23.363,0.548,26.072,3891,1442,3950,0.1747,0.998,1.468,1.953,1.557,0.959,1.546,8661.723,16186.238,10575.957,8587.743,23107.600,8482.664,1236.676,7606.455,0.456,0.560,0.479,0.310,0.410,0.494,25071,33889,0.5404,0.1940,0.2716,0.9993,0.0386,0.0677,0.5562,0.8459,0.7861,0.2093,0.0316,0.0326,0.0000,0.7585,0.9505,0.2381,0.7711,0.9541,0.00281,2324,0.9985,0.6598,0.6775,0.9985,0.0387,0.0678,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2114,4.7308,5.0763,0.0351,0.0408,0.0379,0.082,0.058,0.082,0.033,994,0.0562,0.0040,0.0066,0.00289,0.00084,0.00127,26.58,27.15,28.37,1558.7060,0.1085,32.2070,5.0824,5.4808,1110823,1513999,3.3998,0.1811,1769.3,1558.7060,18.95,0,0,0,0,0,0,7437,17325.795,15412.184,0.9482,3687.5318,909.0339,3062.0145,2672.2921,3640.1669,668.4574,10659,1098614.2,8.81e-14
10000,10411,2435,72632,139146,123347,65782,732,23153,133,0,262889,3055267,37042.639,30266.562,1.1013,12171.122,0.057,0.831,0.047,0.065,0.504,0.369,253,0.0875,0.6364,0.065,21.2,45.1,78.5,31.98,3.06,8.77,0.19,19.97,6.25,1.456,0.202,0.232,0.239,6.450,0.259,0.0034,73,330,539,11109,67,21,0.158,5483,25,1372,9014,1098,2517,6796,7.00,14.04,16327,16.8852,59894,15105,330133,3079.5,-0.0,729710,10.908,2631002.543,4.60e-15,0.00211,11.37,52696,28.617,2.166,25.654,0.797,28.620,4329,1984,4098,0.2135,0.966,1.420,1.971,1.563,0.953,1.586,11534.614,17479.754,10777.709,11447.825,26988.227,9138.382,1436.930,7520.128,0.457,0.567,0.509,0.309,0.466,0.534,26358,35532,0.4941,0.1615,0.2327,0.9996,0.0256,0.0505,0.5679,0.8576,0.8059,0.1916,0.0209,0.0230,0.0000,0.0000,0.7579,0.2850,0.7426,0.9439,0.00274,4209,0.9977,0.8151,0.7247,0.9983,0.0256,0.0506,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1640,5.0471,5.4547,0.0328,0.0310,0.0218,0.026,0.028,0.034,0.022,798,0.0468,0.0018,0.0019,0.00290,0.00096,0.00139,26.34,27.58,28.34,1624.9161,0.1065,38.9332,4.8196,6.0887,1112373,1512101,3.9084,0.2124,1699.3,1624.9161,19.36,0,0,0,0,0,0,7679,18095.441,16048.196,0.9488,3773.7994,881.7039,3419.6330,3051.7647,4239.6790,765.9558,11111,993035.1,6.52e-14
