step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,486,31.56,0.60,8.64,1.14,10.93,0.09,1.12,0.027,0.117,216549.4,169475.9,3,17,3.82,1.16,1.09,15.9581,491.08,32161.5,0.0396,17.0609,5462,11.2867,1721,4.4202,15550.1,164.76,43.8259,0.0,0.0000,0.873,0.4123
10000,1,241,34.24,0.94,8.05,0.84,16.90,0.17,1.17,0.046,0.076,210079.7,186720.8,4,18,4.28,1.31,1.04,17.7254,379.78,36843.1,0.0413,16.1724,5461,11.2846,1518,4.2403,16210.3,92.11,56.6664,0.0,0.0000,0.920,0.2771
10000,2,189,44.62,0.37,9.63,1.83,19.67,0.11,1.09,0.032,0.067,200611.3,167576.1,3,21,4.99,1.07,1.12,17.1004,515.58,33778.3,0.0469,15.1063,5461,11.2846,1220,3.7296,15108.9,43.11,60.8615,0.0,0.0000,0.871,0.1785
20000,0,312,38.08,0.20,13.71,1.63,9.17,0.02,1.06,0.010,0.088,108596.7,56888.7,2,34,3.94,1.05,1.08,4.4933,505.52,27884.1,0.0037,10.3637,5462,5.2936,1583,1.7593,5226.1,98.90,20.7021,0.0,0.0000,0.917,0.2457
20000,1,325,36.86,0.69,11.43,2.46,9.72,0.18,1.15,0.052,0.090,58223.4,26441.3,2,50,4.00,1.14,1.13,2.2971,303.46,37890.2,0.0000,5.6522,5461,5.2926,1599,0.9615,2524.4,138.57,14.5848,0.0,0.0000,0.956,0.4333
20000,2,109,44.75,0.27,14.79,2.39,13.64,0.04,1.06,0.009,0.039,44369.2,19287.9,2,25,4.67,1.01,1.08,1.8656,177.64,37463.6,0.0000,4.4752,5461,5.2926,1485,0.7156,1876.6,62.53,13.8092,0.0,0.0000,0.836,0.2587
30000,0,240,35.19,1.37,9.34,0.16,11.97,0.02,1.37,0.017,0.064,189648.5,151870.0,0,22,3.62,1.31,1.49,11.6886,478.22,34601.3,0.0040,17.6220,5462,11.5207,1656,4.5285,15453.5,56.73,44.9335,0.0,0.0000,0.880,0.2131
30000,1,592,37.95,1.92,8.30,0.62,16.45,0.05,1.41,0.020,0.185,185896.2,159843.1,0,34,4.37,1.44,1.30,11.8279,472.98,34456.2,0.0000,16.8840,5461,11.5185,1281,4.3470,16658.6,162.20,57.0847,0.0,0.0000,0.944,0.4671
30000,2,356,31.34,0.75,8.41,0.17,13.35,0.04,1.14,0.014,0.092,171947.3,142899.0,0,43,3.52,1.14,1.09,11.2175,213.11,34194.0,0.0001,15.6289,5461,11.5185,1247,3.8336,15108.6,81.07,61.4871,0.0,0.0000,0.925,0.3142
40000,0,244,39.32,0.34,14.02,1.73,13.49,0.00,1.07,0.000,0.083,107651.5,59194.0,1,36,4.57,1.10,1.07,4.9706,458.72,33922.9,0.0256,10.1383,5462,5.2562,1296,1.9415,5132.9,92.43,21.1904,0.0,0.0000,0.893,0.2373
40000,1,328,37.08,0.40,12.21,2.11,13.33,0.01,1.13,0.003,0.105,61587.7,35191.4,1,36,4.41,1.13,1.12,2.8435,590.17,36914.3,0.0000,5.8803,5461,5.2552,1171,0.8763,2443.4,124.92,14.1101,0.0,0.0000,0.876,0.3699
40000,2,290,42.02,0.66,14.87,1.11,11.99,0.01,1.21,0.003,0.095,49553.7,30376.2,1,54,4.41,1.29,1.13,2.3556,390.57,38331.9,0.0000,4.7102,5461,5.2552,1253,0.7281,1890.0,82.65,13.5173,0.0,0.0000,0.879,0.2926
50000,0,390,40.61,0.53,8.64,2.92,9.29,0.05,1.19,0.023,0.094,183405.8,157599.7,2,39,3.74,1.23,1.13,10.3936,300.74,33319.5,0.0620,17.3599,5462,10.8964,1844,4.5335,15413.2,130.30,44.3500,0.0,0.0000,0.984,0.3317
50000,1,291,39.87,0.24,8.40,2.97,9.66,0.00,1.09,0.000,0.072,175956.5,147608.5,2,34,3.64,1.10,1.07,10.5881,731.56,29860.0,0.0054,16.5077,5461,10.8944,1810,4.4270,16754.9,74.16,58.7745,0.0,0.0000,0.872,0.2141
50000,2,337,39.14,0.16,8.04,3.93,9.36,0.02,1.04,0.009,0.082,164207.4,150320.8,2,28,3.64,1.06,1.02,10.7282,405.21,30962.1,0.0036,15.4225,5461,10.8944,1772,4.1960,15644.6,95.53,61.4298,0.0,0.0000,0.909,0.3340
60000,0,240,28.36,0.13,6.95,1.55,6.19,0.00,1.03,0.000,0.041,103143.7,80074.3,1,39,2.54,1.01,1.07,4.4961,151.59,28217.2,0.0195,9.9347,5462,4.8618,2015,2.5563,5920.4,126.73,20.9207,0.0,0.0000,0.968,0.3982
60000,1,274,29.53,0.00,7.23,1.33,6.89,0.00,1.00,0.000,0.048,56056.4,38630.3,1,36,2.68,1.00,1.00,2.6368,271.15,34996.9,0.0000,5.2786,5461,4.8609,1640,1.1636,2603.7,76.86,14.6814,0.0,0.0000,0.939,0.2545
60000,2,456,31.68,0.03,7.22,0.87,8.12,0.00,1.01,0.000,0.085,48584.7,33514.8,1,46,2.78,1.01,1.02,2.5750,477.71,34705.2,0.0000,4.4846,5461,4.8609,1570,1.1324,2277.3,96.41,13.5434,0.0,0.0000,0.945,0.3333
70000,0,504,32.04,0.38,9.83,0.38,11.20,0.02,1.11,0.008,0.126,192987.0,148586.0,2,54,3.10,1.06,1.14,11.9256,672.58,33019.1,0.0272,17.5305,5462,11.4739,1689,6.1097,17630.6,158.53,44.1385,0.0,0.0000,0.825,0.4405
70000,1,168,30.12,0.54,9.25,0.18,8.60,0.06,1.11,0.012,0.036,182518.6,146961.3,2,44,2.76,1.08,1.16,12.0919,623.30,32792.6,0.0270,16.5773,5461,11.4718,1693,5.7778,19021.1,69.69,57.1248,0.0,0.0000,0.885,0.2078
70000,2,358,29.59,0.12,7.10,0.23,11.83,0.01,1.05,0.006,0.079,172849.8,141797.3,2,47,3.09,1.03,1.05,11.6381,639.50,31611.6,0.0009,15.5265,5461,11.4718,1408,5.4425,17875.3,71.77,61.9615,0.0,0.0000,0.871,0.2538
80000,0,570,27.43,0.52,5.89,0.10,6.73,0.01,1.20,0.004,0.086,97251.5,53618.6,1,33,2.37,1.18,1.22,5.0936,607.79,23126.7,0.0000,9.6493,5462,3.9669,2357,3.6336,6241.6,192.14,20.5740,0.0,0.0000,0.929,0.4572
80000,1,283,25.56,0.44,5.69,0.17,6.13,0.02,1.17,0.007,0.041,49079.3,19862.1,1,37,2.53,1.11,1.25,2.2312,242.49,31535.4,0.0000,5.0299,5461,3.9662,2192,1.3826,2668.4,59.64,14.6219,0.0,0.0000,0.812,0.1868
80000,2,323,29.83,0.30,5.39,0.05,8.91,0.02,1.10,0.012,0.054,38114.8,17153.4,1,25,2.70,1.10,1.12,2.1424,433.01,31350.3,0.0000,4.0703,5461,3.9662,2037,1.3652,2347.4,48.21,14.1277,0.0,0.0000,0.794,0.2009
90000,0,444,31.77,0.58,7.53,0.23,10.27,0.03,1.24,0.018,0.093,198790.2,120390.8,2,33,2.86,1.19,1.28,9.9319,488.78,29717.9,0.2608,17.8173,5462,13.0219,1530,5.2784,17508.8,164.76,44.5367,0.0,0.0000,0.938,0.4123
90000,1,262,31.13,0.32,6.26,0.07,13.08,0.00,1.09,0.004,0.060,187878.6,120123.6,2,45,3.20,1.05,1.13,10.1421,434.04,34901.5,0.1514,16.6599,5461,13.0195,1653,5.2440,19176.0,92.11,57.0076,0.0,0.0000,0.949,0.2771
90000,2,190,29.88,0.61,5.47,0.12,8.21,0.01,1.19,0.005,0.032,170954.5,112544.6,2,28,2.66,1.12,1.25,9.8512,263.09,32999.6,0.0183,15.3802,5461,13.0195,1803,4.8641,16962.4,43.11,62.8123,0.0,0.0000,0.831,0.1785
100000,0,464,27.33,0.41,4.97,0.03,7.86,0.02,1.19,0.013,0.070,106613.5,46301.8,1,36,2.35,1.16,1.21,4.3324,366.64,21415.4,0.0392,10.4407,5462,4.9472,1871,2.2189,5882.2,98.90,20.7980,0.0,0.0000,0.917,0.2457
100000,1,402,29.91,0.56,4.60,0.01,9.23,0.01,1.26,0.007,0.066,57810.9,20986.1,1,43,2.42,1.28,1.22,2.4250,148.43,34109.4,0.0000,5.7947,5461,4.9463,1945,1.0443,2659.0,138.57,14.4377,0.0,0.0000,0.951,0.4333
100000,2,257,31.30,0.73,5.39,0.02,8.79,0.05,1.27,0.035,0.044,43595.9,15497.7,1,44,2.49,1.29,1.25,1.9445,205.89,33294.1,0.0000,4.5382,5461,4.9463,2361,0.8208,1848.7,62.53,13.9246,0.0,0.0000,0.872,0.2587
