step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange
100000,7.03,36,1,2,0,1,1,1.60,14,0.284,3227,0.00,124.16,84.45,1349,2,2,1,1.67,1.00,2.00,2,2,3,41.9,4.041,4,1.407,0.574,6,1.000,4,10.64,9.75,0,0.0000,0.000,0.0000
100000,2.60,36,0,1,0,1,0,1.00,16,0.385,2798,0.00,141.15,44.83,423,1,0,0,1.00,1.00,1.00,1,2,2,29.7,5.497,2,1.300,0.670,6,1.000,4,12.96,-8.25,0,0.0000,0.000,0.0000
100000,22.41,49,0,3,1,8,0,1.00,10,0.134,2768,0.00,139.81,132.90,1345,0,0,0,1.00,1.00,1.00,2,4,5,25.5,52.976,12,1.949,0.291,7,1.000,9,49.65,-37.75,1,0.0000,0.000,0.0000
100000,10.31,36,3,0,0,2,0,3.40,14,0.000,2659,0.00,119.79,54.97,423,2,0,0,3.00,1.67,5.00,1,2,3,45.5,9.402,5,1.289,0.674,6,1.000,3,21.13,4.00,0,0.0000,0.000,0.0000
100000,35.35,49,8,12,0,0,5,3.88,4,0.339,2603,0.00,110.33,98.04,423,2,0,5,5.00,2.00,4.14,5,7,5,47.9,11.483,20,1.263,0.718,7,1.000,5,40.85,15.00,0,0.0000,0.000,0.0000
100000,20.64,36,3,3,0,7,2,2.22,6,0.145,2365,0.00,106.66,32.14,423,1,2,2,2.50,1.00,2.60,2,5,4,31.5,27.308,13,1.290,0.668,6,1.000,1,14.63,5.00,0,0.0000,0.000,0.0000
100000,13.36,49,1,3,0,5,2,1.33,10,0.225,2311,0.32,165.29,35.59,423,1,1,2,1.50,1.00,1.40,3,5,4,29.8,36.140,9,1.336,0.636,7,1.000,3,9.18,4.50,0,0.0000,0.000,0.0000
100000,10.13,49,5,0,0,1,0,4.29,14,0.000,2214,0.52,99.98,75.94,1337,1,0,0,3.00,2.60,8.00,3,2,5,33.3,6.741,6,0.921,0.694,7,1.000,1,17.95,17.50,0,0.0000,0.055,0.0000
100000,7.74,36,3,0,0,0,0,4.50,16,0.000,2200,0.00,105.19,46.36,423,2,1,0,3.00,3.00,9.00,2,1,3,44.1,1.939,3,1.289,0.674,6,1.000,0,25.04,-11.00,0,0.0000,0.000,0.0000
100000,6.45,36,0,2,0,3,0,1.00,12,0.310,1967,0.00,90.35,24.65,423,2,2,0,1.00,1.00,1.00,3,2,4,48.0,1.128,5,1.290,0.668,6,1.000,0,14.87,-4.25,0,0.0000,0.000,0.0000
100000,7.64,36,0,5,0,1,0,1.00,8,0.655,1917,0.00,80.01,15.78,423,1,1,0,1.00,1.00,1.00,3,5,3,28.0,6.617,6,1.273,0.695,6,1.000,0,13.20,4.25,0,0.0000,0.000,0.0000
100000,26.33,49,0,4,1,9,0,1.00,10,0.152,1868,1.03,96.38,110.99,1345,1,2,0,1.00,1.00,1.00,4,6,3,29.8,46.852,14,1.950,0.345,7,1.000,1,52.56,-47.50,1,0.0000,0.000,0.0000
100000,31.24,36,2,7,0,13,3,1.38,0,0.224,1865,0.00,99.41,18.09,423,0,0,3,1.67,1.00,1.42,6,6,6,1.2,12.616,22,1.302,0.660,6,1.000,0,8.40,5.00,0,0.0000,0.000,0.0000
100000,12.21,36,5,0,0,0,0,6.00,14,0.000,1853,0.00,65.12,35.49,423,1,2,0,5.00,5.00,7.50,2,2,3,34.1,3.233,5,1.221,0.575,6,1.000,0,19.86,-19.50,0,0.0000,0.126,0.0000
100000,15.09,64,0,0,0,10,0,1.00,18,0.000,1851,1.81,124.56,59.70,1354,0,0,0,1.00,1.00,1.00,4,4,3,9.1,31.033,10,1.509,0.644,8,1.000,2,4.37,-2.25,0,0.0000,0.000,0.0000
100000,3.87,36,0,1,0,2,0,1.00,16,0.259,1846,0.00,90.61,37.54,423,0,0,0,1.00,1.00,1.00,1,1,3,21.4,2.464,3,1.289,0.674,6,1.000,0,16.12,-16.00,0,0.0000,0.000,0.0000
100000,30.94,36,3,6,0,12,2,1.64,2,0.194,1816,4.89,113.27,35.45,423,0,0,2,2.20,1.00,1.67,5,6,5,17.1,72.574,21,1.289,0.674,6,1.000,1,15.33,6.25,0,0.0000,0.000,0.0000
100000,10.32,36,4,0,0,0,0,4.80,14,0.000,1804,0.00,80.11,15.38,423,1,2,0,4.00,4.00,6.00,2,2,3,30.3,7.073,4,1.290,0.668,6,1.000,1,16.57,13.75,0,0.0000,0.000,0.0000
100000,11.39,36,1,0,0,7,0,1.33,6,0.000,1749,0.00,101.77,24.00,423,2,2,0,1.67,1.67,1.17,2,6,3,54.3,11.113,8,1.265,0.664,6,1.000,2,29.89,28.50,0,0.0000,0.000,0.0000
100000,36.69,36,4,10,0,11,4,2.04,0,0.273,1734,4.74,96.18,26.65,423,0,0,4,2.67,1.00,2.25,6,6,6,10.6,25.953,25,1.265,0.664,6,1.000,1,7.79,-7.75,0,0.0000,0.000,0.0000
100000,11.48,36,4,0,0,2,0,3.92,12,0.000,1733,0.00,61.29,16.25,423,0,0,0,3.50,3.50,4.75,1,2,4,8.1,4.163,6,1.148,0.719,6,1.000,0,6.50,6.00,0,0.0000,0.000,0.0000
100000,31.08,49,3,5,0,13,3,1.32,6,0.161,1729,1.36,126.01,7.46,423,1,2,3,2.17,1.00,1.00,5,5,6,36.4,25.403,21,1.295,0.639,7,1.000,1,5.10,1.00,0,0.0000,0.000,0.0000
100000,12.89,36,3,2,0,2,2,2.71,10,0.155,1721,1.96,76.95,33.30,423,0,0,2,3.00,1.67,3.00,1,4,3,1.3,27.650,7,1.289,0.674,6,1.000,0,10.41,-4.25,0,0.0000,0.000,0.0000
100000,11.20,36,0,0,0,8,0,1.00,12,0.000,1720,0.07,136.80,24.64,1252,2,1,0,1.00,1.00,1.00,2,4,2,43.6,19.940,8,1.400,0.614,6,1.000,0,10.49,2.25,0,0.0000,0.000,0.0000
100000,6.49,36,0,2,0,4,0,1.00,14,0.308,1707,0.00,115.01,6.14,1360,1,1,0,1.00,1.00,1.00,2,3,2,35.7,4.795,6,1.082,0.576,6,1.000,0,9.86,5.00,0,0.0000,0.000,0.0000
100000,7.74,36,3,0,0,0,0,4.50,16,0.000,1692,0.00,82.53,22.41,423,0,0,0,3.00,3.00,9.00,2,1,3,24.4,2.261,3,1.289,0.674,6,1.000,0,8.05,7.25,0,0.0000,0.000,0.0000
100000,29.61,49,6,6,0,5,2,3.17,10,0.203,1645,2.95,98.24,61.06,423,1,1,2,4.75,1.00,3.40,4,5,4,34.6,42.548,17,1.288,0.655,7,1.000,1,1.46,-1.25,0,0.0000,0.000,0.0000
100000,8.40,36,0,3,0,3,0,1.00,10,0.357,1640,0.52,72.74,24.24,1252,0,1,0,1.00,1.00,1.00,2,3,4,12.0,34.652,6,1.400,0.614,6,1.000,1,9.17,-2.75,0,0.0000,0.000,0.0000
