step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange
100000,6.93,49,0,0,0,4,0,1.00,18,0.000,2845,0.00,113.41,28.59,1012,0,1,0,1.00,1.00,1.00,3,2,3,19.6,1.485,4,1.733,0.162,7,1.000,2,21.95,13.25,0,0.0000,0.128,0.0000
100000,5.66,25,2,0,0,0,0,3.00,12,0.000,2823,0.00,133.97,25.75,743,0,0,0,3.00,3.00,3.00,2,2,2,16.3,3.836,2,1.416,0.376,5,1.000,3,8.62,2.50,0,0.0000,0.000,0.0000
100000,2.31,30,0,1,0,1,0,1.00,18,0.433,2254,0.00,111.63,9.57,942,1,1,0,1.00,1.00,1.00,2,2,1,30.9,1.632,2,1.156,0.560,6,1.000,1,8.53,-4.50,0,0.0000,0.000,0.0000
100000,34.07,25,0,5,0,13,0,1.00,2,0.147,2077,0.00,76.11,14.30,1012,2,2,0,1.00,1.00,1.00,4,5,4,62.9,8.334,18,1.893,0.167,5,1.000,0,17.89,16.00,0,0.0000,0.000,0.0000
100000,12.74,25,3,1,0,2,1,3.00,8,0.078,1900,0.00,79.41,23.29,743,1,0,1,4.50,3.50,2.50,2,4,2,31.4,15.624,6,1.416,0.376,5,1.000,0,34.40,13.25,0,0.0000,0.000,0.0000
100000,9.55,25,2,2,0,1,2,2.00,8,0.209,1899,0.00,95.36,11.04,849,2,2,2,3.00,2.00,1.75,1,4,2,60.0,5.969,5,1.365,0.604,5,1.000,0,3.50,0.00,0,0.0000,0.000,0.0000
100000,24.07,25,4,4,0,5,1,2.25,0,0.166,1861,0.00,63.14,23.41,743,0,0,1,2.80,2.40,1.90,4,5,5,16.6,9.841,13,1.416,0.376,5,1.000,0,19.95,-19.25,0,0.0000,0.000,0.0000
100000,5.46,25,2,0,0,0,0,3.00,12,0.000,1837,0.00,83.02,9.29,849,2,2,0,3.00,3.00,3.00,2,2,2,37.8,2.384,2,1.365,0.604,5,1.000,1,15.27,-5.50,0,0.0000,0.000,0.0000
100000,11.80,36,4,0,0,2,0,3.33,12,0.000,1714,0.00,60.31,18.44,942,1,0,0,3.25,3.25,3.50,2,2,4,26.8,0.870,6,1.180,0.592,6,1.000,1,12.61,12.25,0,0.0000,0.024,0.0000
100000,16.38,25,2,5,0,3,2,1.44,2,0.305,1707,0.00,88.70,8.42,849,1,2,2,1.80,1.00,1.50,4,4,5,32.8,34.338,10,1.365,0.604,5,1.000,0,7.11,1.25,0,0.0000,0.000,0.0000
100000,17.70,36,4,3,0,4,2,2.19,8,0.169,1678,2.42,100.20,1.86,942,1,1,2,3.25,1.50,2.00,4,4,4,26.2,30.209,11,1.180,0.592,6,1.000,0,1.03,0.25,0,0.0000,0.024,0.0000
100000,4.30,36,0,1,0,2,0,1.00,16,0.233,1668,0.00,70.40,36.06,743,0,1,0,1.00,1.00,1.00,1,3,1,24.8,1.624,3,1.433,0.390,6,1.000,0,21.07,-1.75,0,0.0000,0.000,0.0000
100000,4.09,25,0,1,0,2,0,1.00,12,0.244,1658,0.00,76.23,5.83,849,2,1,0,1.00,1.00,1.00,2,2,2,65.2,2.864,3,1.365,0.604,5,1.000,0,18.25,0.25,0,0.0000,0.000,0.0000
100000,14.57,49,0,1,0,8,0,1.00,14,0.069,1656,0.00,103.63,85.01,1012,1,2,0,1.00,1.00,1.00,2,4,3,34.3,15.276,9,1.619,0.212,7,1.000,0,21.57,-21.50,0,0.0000,0.000,0.0000
