step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange
100000,6.00,16,0,2,0,1,0,1.00,6,0.333,3525,-0.00,77.18,157.20,735,0,0,0,1.00,1.00,1.00,2,2,3,17.5,11.565,3,2.000,0.011,4,1.000,10,14.88,-13.50,0,0.0547,0.001,0.6598
100000,8.00,16,0,3,0,1,0,1.00,4,0.375,3493,1.87,107.67,172.72,735,0,0,0,1.00,1.00,1.00,1,3,3,19.2,19.139,4,2.000,0.010,4,1.000,12,28.04,-28.00,0,0.0476,0.005,0.5657
100000,6.00,16,0,3,0,0,0,1.00,6,0.500,3491,0.00,71.08,140.56,735,0,1,0,1.00,1.00,1.00,2,3,2,10.1,10.281,3,2.000,0.010,4,1.000,10,62.80,-10.00,0,0.0455,0.002,0.6218
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3465,0.00,109.43,161.34,735,2,0,0,1.00,1.00,1.00,1,1,1,40.7,0.017,1,2.000,0.010,4,1.000,12,73.30,-43.50,0,0.0476,0.005,0.5307
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3451,0.00,93.82,99.39,735,2,0,0,1.00,1.00,1.00,1,1,1,62.0,2.122,1,2.000,0.010,4,1.000,13,30.57,-23.75,0,0.0477,0.004,0.4739
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3445,0.00,62.63,182.05,735,1,0,0,1.00,1.00,1.00,1,1,1,25.6,0.540,1,2.000,0.011,4,1.000,11,72.49,34.50,0,0.0547,0.001,0.6860
100000,4.00,16,0,2,0,0,0,1.00,10,0.500,3432,0.00,103.79,83.39,735,1,0,0,1.00,1.00,1.00,2,1,2,31.3,8.279,2,2.000,0.010,4,1.000,12,67.97,33.75,0,0.0476,0.005,0.4580
100000,6.00,16,0,3,0,0,0,1.00,8,0.500,3379,0.00,79.49,107.41,735,1,0,0,1.00,1.00,1.00,2,2,2,24.0,11.433,3,2.000,0.010,4,1.000,11,57.59,55.25,0,0.0476,0.005,0.5108
100000,4.00,16,0,2,0,0,0,1.00,8,0.500,3365,0.00,79.36,173.12,735,2,0,0,1.00,1.00,1.00,2,2,2,44.0,9.490,2,2.000,0.011,4,1.000,10,47.41,42.50,0,0.0547,0.001,0.5831
100000,6.00,16,0,3,0,0,0,1.00,6,0.500,3338,0.00,81.14,125.48,735,0,0,0,1.00,1.00,1.00,2,2,3,18.2,6.274,3,2.000,0.010,4,1.000,9,19.23,18.50,0,0.0476,0.005,0.5488
100000,12.00,16,0,5,0,1,0,1.00,0,0.417,3331,0.01,60.23,109.51,735,2,0,0,1.00,1.00,1.00,3,4,4,60.9,6.878,6,2.000,0.010,4,1.000,10,58.33,-31.25,0,0.0476,0.005,0.5198
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,3325,0.00,68.98,135.25,735,2,0,0,1.00,1.00,1.00,1,1,1,45.9,0.210,1,2.000,0.010,4,1.000,10,25.25,-24.75,0,0.0476,0.005,0.5144
100000,6.00,16,0,2,0,1,0,1.00,6,0.333,3314,0.00,84.31,86.02,735,1,0,0,1.00,1.00,1.00,2,2,3,28.4,6.549,3,2.000,0.010,4,1.000,11,86.35,-58.25,0,0.0476,0.004,0.5693
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3251,0.00,62.93,145.62,735,0,0,0,1.00,1.00,1.00,1,1,1,22.8,7.311,1,2.000,0.010,4,1.000,10,9.41,6.00,0,0.0476,0.004,0.5095
100000,4.00,16,0,2,0,0,0,1.00,8,0.500,3247,0.00,60.60,259.35,735,1,0,0,1.00,1.00,1.00,1,2,2,32.1,6.296,2,2.000,0.010,4,1.000,12,28.00,-9.75,0,0.0485,0.040,0.4184
100000,10.00,16,0,4,0,1,0,1.00,2,0.400,3180,0.00,69.95,82.34,735,0,0,0,1.00,1.00,1.00,2,4,3,18.0,24.357,5,2.000,0.010,4,1.000,10,14.70,9.75,0,0.0476,0.005,0.4953
100000,12.00,16,0,4,0,2,0,1.00,2,0.333,3127,0.00,92.87,162.70,735,1,0,0,1.00,1.00,1.00,3,3,4,31.8,34.094,6,2.000,0.010,4,1.000,9,54.21,-12.50,0,0.0476,0.005,0.4964
100000,2.00,16,0,0,0,1,0,1.00,12,0.000,3073,0.00,66.83,109.59,735,2,0,0,1.00,1.00,1.00,1,1,1,40.8,3.218,1,2.000,0.010,4,1.000,10,63.33,6.50,0,0.0476,0.005,0.5873
100000,20.00,16,0,8,0,2,0,1.00,0,0.400,3026,0.00,53.65,97.81,735,1,0,0,1.00,1.00,1.00,3,4,4,31.9,9.590,10,2.000,0.010,4,1.000,6,30.28,28.75,0,0.0476,0.005,0.5832
100000,18.00,16,0,7,0,2,0,1.00,0,0.389,3002,3.72,64.20,83.09,735,1,0,0,1.00,1.00,1.00,4,4,4,31.1,28.319,9,2.000,0.010,4,1.000,7,42.02,-41.75,0,0.0476,0.005,0.5369
