step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange
100000,38.00,25,0,8,0,11,0,1.00,0,0.211,2716,2.47,194.17,39.20,762,1,0,0,1.00,1.00,1.00,4,5,5,24.8,44.593,19,2.000,0.018,5,1.000,6,31.25,-31.25,0,0.0000,0.985,0.0000
100000,42.00,25,0,6,0,15,0,1.00,0,0.143,2646,5.97,227.64,43.30,762,1,1,0,1.00,1.00,1.00,3,5,5,35.7,123.382,21,2.000,0.018,5,1.000,4,18.25,-18.25,0,0.0000,0.985,0.0000
100000,40.00,25,0,6,0,14,0,1.00,0,0.150,2323,0.00,135.58,51.45,762,0,0,0,1.00,1.00,1.00,3,5,5,20.1,57.139,20,2.000,0.018,5,1.000,5,24.00,-24.00,0,0.0000,0.985,0.0000
100000,32.00,16,0,7,0,9,0,1.00,0,0.219,2323,0.00,95.97,19.15,746,1,1,0,1.00,1.00,1.00,4,4,4,24.7,35.641,16,2.000,0.131,4,1.000,0,55.00,-55.00,0,0.0000,0.966,0.0000
100000,30.00,16,0,6,0,9,0,1.00,0,0.200,1945,0.00,116.49,11.35,762,2,1,0,1.00,1.00,1.00,4,4,4,49.5,57.384,15,2.000,0.031,4,1.000,1,57.75,-57.75,0,0.0000,0.989,0.0000
100000,50.00,25,0,10,0,15,0,1.00,0,0.200,1800,3.70,125.73,111.22,762,0,2,0,1.00,1.00,1.00,4,5,5,22.8,82.575,25,2.000,0.018,5,1.000,0,53.50,-53.50,0,0.0000,0.985,0.0000
100000,24.00,36,0,4,0,8,0,1.00,8,0.167,1790,3.75,171.06,18.13,762,1,2,0,1.00,1.00,1.00,6,2,6,33.3,39.469,12,2.000,0.024,6,1.000,0,61.50,61.50,0,0.0000,0.994,0.0000
100000,46.00,25,0,8,0,15,0,1.00,0,0.174,1756,0.97,141.54,45.87,762,1,2,0,1.00,1.00,1.00,4,5,5,33.2,87.506,23,2.000,0.018,5,1.000,2,58.00,58.00,0,0.0000,0.985,0.0000
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,1749,0.00,113.62,5.63,746,0,2,0,1.00,1.00,1.00,2,4,4,20.5,65.033,15,2.000,0.227,4,1.000,1,69.05,55.00,0,0.0000,0.982,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1724,0.00,133.78,13.87,746,2,1,0,1.00,1.00,1.00,1,4,4,49.4,97.382,16,2.000,0.227,4,1.000,0,50.42,-50.00,0,0.0000,0.982,0.0000
100000,46.00,25,0,9,0,14,0,1.00,0,0.196,1654,0.77,120.18,41.85,762,0,2,0,1.00,1.00,1.00,4,5,5,10.7,82.607,23,2.000,0.018,5,1.000,2,42.00,-42.00,0,0.0000,0.985,0.0000
100000,50.00,25,0,10,0,15,0,1.00,0,0.200,1640,0.00,111.97,116.31,762,1,2,0,1.00,1.00,1.00,4,5,5,30.8,79.436,25,2.000,0.018,5,1.000,0,62.75,-62.75,0,0.0000,0.985,0.0000
100000,33.00,25,0,8,1,8,0,1.00,2,0.242,1623,2.23,138.67,46.35,762,0,2,0,1.00,1.00,1.00,4,5,4,18.4,88.623,17,2.000,0.018,5,1.000,0,37.50,-37.50,1,0.0000,0.985,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1595,0.00,61.10,98.19,746,0,1,0,1.00,1.00,1.00,4,4,4,22.9,52.079,16,2.000,0.227,4,1.000,0,66.92,55.25,0,0.0000,0.982,0.0000
100000,50.00,25,0,11,0,14,0,1.00,0,0.220,1561,3.82,148.22,44.69,762,1,1,0,1.00,1.00,1.00,4,5,5,26.6,84.809,25,2.000,0.013,5,1.000,0,61.79,-59.75,0,0.0000,0.987,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1518,0.29,72.53,59.39,633,1,1,0,1.00,1.00,1.00,4,4,4,33.6,43.182,16,2.000,0.238,4,1.000,0,59.25,59.25,0,0.0000,0.998,0.0000
100000,48.00,25,0,10,0,14,0,1.00,0,0.208,1480,0.51,143.20,25.98,762,1,2,0,1.00,1.00,1.00,4,5,5,30.8,54.450,24,2.000,0.018,5,1.000,1,57.00,57.00,0,0.0000,0.985,0.0000
100000,48.00,25,0,9,0,15,0,1.00,0,0.188,1478,0.00,64.83,143.15,762,1,0,0,1.00,1.00,1.00,4,5,5,23.3,46.127,24,2.000,0.017,5,1.000,1,54.75,54.75,0,0.0000,0.987,0.0000
100000,10.00,16,0,1,0,4,0,1.00,6,0.100,1474,0.00,52.18,14.00,746,2,0,0,1.00,1.00,1.00,2,2,3,46.6,5.386,5,2.000,0.234,4,1.000,0,61.75,61.75,0,0.0000,0.979,0.0000
100000,32.00,16,0,3,0,13,0,1.00,0,0.094,1429,0.00,73.31,6.01,842,0,0,0,1.00,1.00,1.00,2,4,4,0.4,47.934,16,2.000,0.040,4,0.189,0,21.75,0.00,0,0.0000,0.980,0.0000
100000,48.00,25,0,10,0,14,0,1.00,0,0.208,1397,4.94,84.19,74.97,762,1,0,0,1.00,1.00,1.00,4,5,5,25.3,39.338,24,2.000,0.018,5,1.000,1,47.75,47.75,0,0.0000,0.985,0.0000
100000,48.00,25,0,10,0,14,0,1.00,0,0.208,1382,2.09,84.33,60.66,762,0,1,0,1.00,1.00,1.00,4,5,5,18.4,51.511,24,2.000,0.018,5,1.000,1,60.25,60.25,0,0.0000,0.985,0.0000
100000,50.00,25,0,10,0,15,0,1.00,0,0.200,1372,3.19,198.19,50.12,762,1,2,0,1.00,1.00,1.00,4,5,5,30.5,112.504,25,2.000,0.018,5,0.343,0,51.00,-51.00,0,0.0000,0.985,0.0000
100000,48.00,25,0,11,0,13,0,1.00,0,0.229,1370,0.00,83.91,49.90,762,0,0,0,1.00,1.00,1.00,4,5,5,20.0,16.145,24,2.000,0.013,5,1.000,1,43.00,43.00,0,0.0000,0.987,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1369,0.03,75.73,33.69,746,2,0,0,1.00,1.00,1.00,4,4,4,54.2,59.402,16,2.000,0.227,4,1.000,0,57.00,-57.00,0,0.0000,0.982,0.0000
100000,49.00,25,0,10,1,14,0,1.00,0,0.204,1356,0.00,129.84,30.24,762,1,1,0,1.00,1.00,1.00,4,5,5,27.6,75.264,25,2.000,0.028,5,1.000,0,47.75,47.75,1,0.0000,0.990,0.0000
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,1347,0.04,33.22,24.24,633,0,0,0,1.00,1.00,1.00,4,4,4,21.9,18.782,15,2.000,0.238,4,1.000,1,37.50,37.50,0,0.0000,0.998,0.0000
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,1331,1.68,46.33,37.18,633,0,0,0,1.00,1.00,1.00,4,4,4,22.9,37.439,16,2.000,0.050,4,1.000,0,55.75,55.75,0,0.0000,0.998,0.0000
100000,49.00,25,0,10,1,14,0,1.00,0,0.204,1330,2.98,50.30,49.01,762,1,1,0,1.00,1.00,1.00,4,5,5,28.7,26.383,25,2.000,0.028,5,1.000,0,39.50,39.50,1,0.0000,0.990,0.0000
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,1324,0.00,37.53,37.50,762,1,0,0,1.00,1.00,1.00,4,4,4,23.9,20.114,15,2.000,0.014,4,1.000,1,46.75,46.75,0,0.0000,0.976,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1318,4.06,69.37,132.27,746,1,0,0,1.00,1.00,1.00,4,4,4,25.6,80.970,16,2.000,0.227,4,1.000,0,45.50,-45.50,0,0.0000,0.982,0.0000
100000,12.00,16,0,4,0,2,0,1.00,2,0.333,1306,0.34,79.36,16.70,746,2,0,0,1.00,1.00,1.00,2,4,3,46.3,19.123,6,2.000,0.452,4,1.000,0,43.96,42.75,0,0.0000,0.938,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1295,2.18,68.73,25.04,746,2,0,0,1.00,1.00,1.00,4,4,4,54.1,43.400,16,2.000,0.261,4,1.000,0,63.75,63.75,0,0.0000,0.985,0.0000
100000,50.00,25,0,10,0,15,0,1.00,0,0.200,1288,0.00,126.82,78.78,762,1,2,0,1.00,1.00,1.00,4,5,5,28.6,60.769,25,2.000,0.018,5,1.000,0,59.00,-59.00,0,0.0000,0.985,0.0000
