step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat
10000,916,1.963,1.731,11.40,64338,35823,0,10195,715,893478,630339.9,523959.4,0.200,0.408,0.199,0.192,48,34.96,18.65,0.64,2.36,8.69,7.50,1.20,3.19,14.30,10.67,0.11,0.68,0.258,0.193,653,0.027,0.044,0.930,0.009,0.017,141511,120328,4,0.273,0.558,0.229,2077447,0.334,2.868,0.202,48.34,56620,177,0.586,0.215,0.246,3000557,1.13,2.57,0.284,0.501,0.033,10.9,35.1,55.6,137.5,22747,0.087,0.00,0.0048,0.038,189,0.489,0.001,0.385,0.555,4.18,5.25,5.35,0.21,0.063,1.18,1.08,1.13,0.546,0.00345,28.45,50.7839,1386.44,102783.0,140215.1,0.128,37.1519,105.222,0.000,1.000,0.156,21.8,33.856,161.926,4459,25357.4,14.20,57.708,6.45,12.390,547.6,4.687,0.137,2.00,7.2247,6617.8,0.4401,0.3506,24.83,1.426,0.333,1.5299,0.0000,0.614,0.107,0.834,0.0000,5.94,0.91,8,25,40,81,31.2154,0.0004,0.3035,0.0000,0.0000,161.3538,100.00,82.8692,163.3316,0.0,0.0000,0.0000,0.8852,0.7387,18132,0.2893,0.0000,0.0000,0.0029,0.0011,0.000004,0,0.0763,0.0131,0.0114,42,148,390,0.0000,0.0000,0.0263,0.082,3.0941,0.0046,1.1382,0.0197,0.3623,0.1020,0.5858,0.00246,0.769,0.0289,0.230,0.021,0.98,0.229,0.588,0.067,0.3392,0.235,0.766
20000,746,1.952,1.823,12.65,17038,12161,0,1677,36,222125,211985.2,102622.1,0.113,0.685,0.116,0.087,67,38.52,22.16,0.42,2.03,12.88,10.51,2.10,4.53,10.06,8.04,0.09,0.56,0.315,0.183,594,0.017,0.059,0.905,0.000,0.036,23750,19588,2,0.483,0.059,0.275,690840,0.219,2.980,0.205,20.49,11421,208,0.462,0.177,0.294,1709133,1.10,3.83,0.174,0.621,0.028,9.7,37.0,69.8,117.4,18998,0.072,0.00,0.0028,0.113,109,0.556,0.000,0.341,0.343,4.07,5.21,5.31,0.17,0.051,1.09,1.10,1.11,0.578,0.00243,3.99,8.6560,986.62,103237.9,140215.1,0.004,8.0944,39.365,0.000,1.000,0.256,20.2,15.879,52.025,4667,26852.5,20.30,16.671,6.46,3.436,655.9,0.963,0.134,1.99,6.7740,5053.4,0.4397,0.3245,25.47,1.551,0.106,0.4701,0.0000,0.667,0.073,0.988,0.0000,6.22,0.85,7,24,49,64,14.4502,0.0000,0.3204,0.0000,0.0000,49.0961,100.00,93.8687,89.7241,0.0,0.0000,0.0000,0.9222,0.8118,3334,0.3126,0.0000,0.0000,0.0030,0.0013,0.000003,0,0.0404,0.0147,0.0191,59,180,471,0.0000,0.0000,0.0123,0.026,0.6487,0.0039,0.2346,0.0416,0.3238,0.0568,0.6110,0.00456,0.276,0.0032,0.453,0.056,1.50,0.275,0.531,0.031,0.1542,0.098,0.736
30000,1188,1.302,1.584,15.03,55843,33746,0,9080,62,955825,548540.6,454537.5,0.101,0.748,0.103,0.048,44,35.41,18.66,1.46,3.99,8.54,6.91,0.39,1.91,14.62,12.69,0.04,0.33,0.256,0.171,908,0.025,0.027,0.933,0.015,0.025,100649,74598,0,0.000,1.000,0.077,2458410,0.146,2.779,0.180,50.13,50464,191,0.476,0.206,0.285,5706683,1.32,2.33,0.287,0.616,0.018,11.5,32.0,61.1,113.5,29714,0.113,0.00,0.0032,0.047,356,0.586,0.000,0.491,0.463,3.96,5.20,5.20,0.36,0.132,1.32,1.27,1.35,0.620,0.00402,24.31,34.7340,1164.31,103251.5,140215.1,0.004,28.2877,98.042,0.000,1.000,0.213,46.0,34.558,166.589,4184,23367.1,16.07,47.325,6.38,12.709,331.0,4.722,0.135,2.00,7.2220,8579.7,0.4414,0.3253,25.01,1.462,0.378,1.5299,0.0000,0.757,0.161,0.987,0.0000,5.78,1.35,8,21,48,80,30.6079,0.0001,0.4739,0.0000,0.0000,163.5054,100.00,83.4296,159.6758,0.0,0.0000,0.0000,0.9254,0.7807,12513,0.3315,0.0000,0.0000,0.0029,0.0011,0.000005,0,0.0721,0.0101,0.0125,42,160,418,0.0000,0.0000,0.0076,0.015,3.3354,0.0039,1.1283,0.0303,0.3003,0.1017,0.6099,0.00612,0.494,0.0087,0.346,0.128,0.33,0.077,0.449,0.009,0.2765,0.040,0.813
40000,862,1.638,1.392,10.00,20674,13995,0,2474,49,290409,219345.4,124780.4,0.074,0.719,0.098,0.109,60,39.38,22.30,0.47,2.32,13.62,11.13,1.67,3.45,12.92,10.09,0.01,0.14,0.324,0.198,683,0.023,0.026,0.951,0.001,0.022,29337,23436,1,0.795,0.205,0.354,592113,0.160,2.646,0.154,20.73,14554,185,0.430,0.251,0.348,1882180,1.14,5.00,0.202,0.637,0.002,10.0,39.5,65.9,107.2,24722,0.094,0.00,0.0020,0.084,290,0.532,0.000,0.369,0.345,4.46,5.67,5.73,0.09,0.026,1.18,1.11,1.15,0.559,0.00244,3.90,10.1697,1439.46,109169.0,140215.1,0.026,9.0998,40.401,0.000,1.000,0.261,33.8,15.767,52.944,3720,19933.8,19.61,17.649,6.51,3.546,296.1,0.947,0.133,2.00,7.0896,6111.2,0.4015,0.3045,28.68,1.380,0.167,0.4701,0.0000,0.596,0.123,0.865,0.0000,6.95,0.67,7,30,49,65,14.0759,0.0006,0.4420,0.0000,0.0000,48.8179,100.00,92.2297,90.7012,0.0,0.0000,0.0000,0.8817,0.7796,4481,0.2999,0.0000,0.0000,0.0031,0.0013,0.000003,1,0.0325,0.0046,0.0142,47,160,437,0.0000,0.0000,0.0112,0.033,0.8882,0.0016,0.3131,0.0557,0.3267,0.0682,0.5520,0.00418,0.030,0.0002,0.154,0.027,1.38,0.354,0.494,0.013,0.1204,0.048,0.738
50000,1018,1.532,2.212,19.65,51049,28621,0,10962,101,913549,522496.3,454984.8,0.064,0.795,0.069,0.073,52,39.91,20.01,0.33,1.93,8.37,6.34,3.27,3.00,9.42,8.18,0.02,0.24,0.210,0.122,804,0.027,0.035,0.938,0.002,0.025,86150,62693,2,0.048,0.935,0.752,5243375,0.180,3.216,0.261,49.29,44840,199,0.498,0.180,0.388,5929132,1.11,2.49,0.346,0.647,0.012,14.0,41.0,64.9,145.1,21771,0.083,0.00,0.0054,0.072,337,0.583,0.000,0.494,0.429,3.67,4.74,4.87,0.08,0.028,1.14,1.08,1.12,0.613,0.00505,23.59,31.7099,1437.50,94141.5,140215.1,0.071,28.2586,95.909,0.000,1.000,0.126,32.6,32.685,164.901,5426,33261.5,20.57,44.380,5.94,13.157,489.5,4.781,0.135,2.00,7.2934,7424.6,0.5022,0.3700,21.39,1.990,0.020,1.5299,0.0000,0.904,0.077,0.991,0.0000,5.43,0.83,8,23,35,71,28.2698,0.0001,0.4430,0.0000,0.0000,164.5543,100.00,80.6506,161.3091,0.0,0.0000,0.0000,0.9272,0.7989,11208,0.2933,0.0000,0.0000,0.0025,0.0009,0.000004,1,0.0706,0.0118,0.0133,49,177,453,0.0000,0.0000,0.0095,0.024,2.3450,0.0012,0.9038,0.0128,0.3116,0.1143,0.6369,0.00880,0.194,0.0036,0.551,0.149,3.08,0.752,0.458,0.010,0.2329,0.041,0.859
60000,970,1.603,2.101,25.49,21656,13850,0,3957,0,302744,208455.4,152204.7,0.110,0.794,0.059,0.038,57,30.25,17.49,0.05,0.48,7.16,5.48,1.17,2.78,7.30,8.38,0.00,0.00,0.248,0.158,679,0.056,0.043,0.912,0.002,0.042,29275,20616,1,0.655,0.345,0.319,2268847,0.186,3.160,0.243,19.70,19269,195,0.503,0.267,0.390,1889159,1.01,2.61,0.416,0.584,0.000,9.0,30.0,50.0,128.0,15199,0.058,0.00,0.0029,0.077,456,0.422,0.000,0.342,0.311,2.69,3.97,4.06,0.02,0.011,1.01,1.03,1.01,0.447,0.00253,3.30,9.7079,900.45,97919.3,140215.1,0.019,10.3443,39.435,0.000,1.000,0.131,22.3,14.584,50.339,5225,31513.6,16.35,17.075,5.41,4.852,730.6,1.080,0.135,2.01,5.8765,5700.2,0.6053,0.3986,15.67,2.000,0.004,0.4701,0.0000,0.939,0.077,0.994,0.0000,4.67,0.91,5,16,25,64,12.6091,0.0000,0.3680,0.0000,0.0000,49.1456,100.00,85.8748,88.4303,0.0,0.0000,0.0000,0.9487,0.8103,3896,0.3287,0.0000,0.0000,0.0027,0.0011,0.000002,1,0.0362,0.0052,0.0142,51,174,472,0.0000,0.0000,0.0000,0.000,0.5544,0.0016,0.1939,0.0093,0.4522,0.0629,0.5801,0.01049,0.093,0.0021,0.984,0.637,1.00,0.319,0.372,0.014,0.0771,0.044,0.879
70000,1030,1.447,1.975,25.20,69279,40398,0,14452,306,893720,550566.6,437319.0,0.061,0.768,0.119,0.052,46,30.87,16.51,0.32,2.15,8.79,8.61,0.29,1.60,11.00,14.14,0.02,0.30,0.267,0.170,556,0.082,0.050,0.918,0.007,0.024,120502,87584,2,0.305,0.492,0.081,1794108,0.181,3.091,0.229,49.63,69209,148,0.489,0.282,0.379,6462908,1.09,2.55,0.436,0.493,0.008,12.0,32.0,44.9,115.7,21007,0.080,0.00,0.0049,0.095,358,0.554,0.000,0.391,0.437,3.04,4.55,4.42,0.21,0.083,1.05,1.11,1.09,0.585,0.00396,20.42,35.6555,1935.38,97423.4,140215.1,0.055,32.4972,97.046,0.000,1.000,0.187,30.4,34.418,155.276,4790,28771.5,30.88,47.919,6.08,17.330,637.2,5.453,0.135,2.00,8.0320,8272.9,0.6431,0.3230,20.40,1.774,0.430,1.5299,0.0000,0.823,0.144,0.969,0.0000,5.12,2.12,8,16,43,121,31.1663,0.0011,0.4039,0.0000,0.0000,163.2247,100.00,77.2804,158.9471,0.0,0.0000,0.0000,0.8507,0.7872,14062,0.3007,0.0000,0.0000,0.0030,0.0012,0.000005,1,0.0631,0.0165,0.0085,40,147,387,0.0000,0.0000,0.0125,0.053,4.2926,0.0032,1.0610,0.0058,0.3342,0.1390,0.6099,0.01123,0.161,0.0027,0.450,0.119,0.23,0.081,0.485,0.016,0.1886,0.056,0.870
80000,1176,1.418,2.759,28.98,19838,11520,0,2594,27,172911,184533.3,90644.5,0.044,0.823,0.093,0.040,51,27.64,13.53,0.44,1.75,5.70,4.74,0.10,0.63,7.18,6.59,0.01,0.17,0.214,0.151,662,0.055,0.059,0.909,0.002,0.031,25113,17823,1,0.732,0.268,0.041,260840,0.148,3.461,0.328,18.75,15666,164,0.524,0.303,0.259,1862809,1.17,1.64,0.418,0.577,0.007,10.0,30.0,40.0,144.0,15793,0.060,0.00,0.0022,0.060,323,0.461,0.000,0.259,0.269,2.50,3.74,3.79,0.15,0.075,1.14,1.20,1.17,0.478,0.00151,2.56,9.4672,1283.29,86012.5,140215.1,0.000,12.0905,31.608,0.000,1.000,0.086,26.1,11.899,48.850,6586,41833.7,40.04,15.351,5.22,6.381,997.8,1.126,0.136,2.00,5.6553,6650.6,0.6568,0.3707,13.43,2.000,0.001,0.4701,0.0000,0.851,0.132,0.974,0.0000,4.17,0.49,5,15,16,49,10.5404,0.0010,0.3656,0.0000,0.0000,49.3236,100.00,81.1157,80.6882,0.0,0.0000,0.0000,0.8636,0.7452,5549,0.2816,0.0000,0.0000,0.0026,0.0011,0.000002,2,0.0439,0.0102,0.0141,45,164,453,0.0000,0.0000,0.0026,0.010,0.6537,0.0023,0.1718,0.0094,0.4095,0.0512,0.5042,0.00708,0.025,0.0004,0.899,0.617,0.10,0.041,0.451,0.009,0.0709,0.031,0.860
90000,896,1.639,2.031,28.55,67996,43827,0,10304,91,678175,555658.3,352746.0,0.036,0.828,0.090,0.046,48,31.19,11.66,0.51,1.71,6.72,6.32,0.16,2.31,10.65,13.44,0.02,0.16,0.213,0.146,415,0.211,0.056,0.904,0.009,0.031,105907,78931,2,0.492,0.231,0.026,868400,0.117,3.134,0.239,49.86,60455,153,0.520,0.282,0.202,8155400,1.19,1.30,0.603,0.384,0.011,16.2,32.0,40.0,82.0,16164,0.062,0.00,0.0058,0.087,190,0.596,0.000,0.315,0.384,2.92,4.22,4.28,0.20,0.103,1.13,1.23,1.19,0.615,0.00404,20.63,29.9252,1185.91,97618.9,140215.1,0.430,27.3435,102.212,0.000,1.000,0.144,21.5,39.061,158.337,4986,30411.7,27.76,47.183,5.22,15.386,697.0,5.365,0.134,2.00,8.1238,7278.9,0.6739,0.3350,18.04,1.907,0.323,1.5299,0.0000,0.814,0.187,0.905,0.0000,4.57,1.87,9,16,16,121,36.1071,0.0008,0.3504,0.0000,0.0000,164.3566,100.00,76.7758,162.6513,0.0,0.0000,0.0000,0.9185,0.8083,14054,0.2893,0.0000,0.0000,0.0029,0.0012,0.000005,0,0.0847,0.0179,0.0105,45,165,437,0.0000,0.0000,0.0036,0.011,2.4155,0.0016,0.7728,0.0045,0.3209,0.1397,0.6323,0.01529,0.089,0.0016,0.874,0.592,0.08,0.026,0.460,0.010,0.1765,0.035,0.882
100000,1123,1.486,2.531,29.22,19547,13330,0,1912,42,181615,208269.1,82760.8,0.035,0.821,0.086,0.059,75,29.16,10.82,0.54,2.27,4.93,3.93,0.02,0.30,8.56,5.14,0.02,0.19,0.177,0.131,460,0.200,0.138,0.838,0.001,0.023,22977,16900,1,0.882,0.118,0.010,122891,0.175,3.381,0.296,20.77,14010,167,0.456,0.329,0.166,1885905,1.24,1.00,0.612,0.381,0.016,16.0,32.0,34.0,176.0,15782,0.060,0.00,0.0022,0.070,257,0.441,0.000,0.233,0.240,2.41,3.78,3.84,0.17,0.090,1.23,1.23,1.24,0.456,0.00170,2.96,8.7018,720.96,88818.8,140215.1,0.039,9.1377,37.077,0.000,0.999,0.131,26.0,14.840,50.489,6177,38633.1,26.66,16.498,6.23,4.084,911.8,1.039,0.132,2.01,6.7469,7576.8,0.6528,0.3111,14.05,2.000,0.001,0.4701,0.0000,0.878,0.122,0.968,0.0000,4.06,0.27,7,16,16,49,13.3953,0.0042,0.3998,0.0000,0.0000,49.1604,100.00,90.3930,91.1331,0.0,0.0000,0.0000,0.9191,0.8120,4031,0.3126,0.0000,0.0000,0.0028,0.0012,0.000002,5,0.0761,0.0214,0.0203,49,162,499,0.0000,0.0000,0.0138,0.072,1.2379,0.0059,0.2497,0.0027,0.4369,0.0534,0.5894,0.00966,0.020,0.0005,0.979,0.617,0.02,0.010,0.461,0.020,0.1002,0.075,0.846
