step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,837,32.06,4.50,9.68,0.28,12.31,1.12,2.39,0.336,0.256,466476.5,453563.2,5,93,4.46,2.69,1.59,23.5367,630.09,29674.2,0.0739,40.1191,5462,33.9095,1405,8.2876,37326.0,165.42,2.1578,0.0,0.0000,1.000,0.7635
10000,1,770,31.60,3.35,9.75,0.37,14.07,1.01,1.97,0.294,0.245,443169.3,407302.3,5,96,4.48,2.15,1.35,21.3623,436.00,31820.4,0.0599,37.8281,5461,33.9033,1185,7.7564,34655.0,81.35,15.7605,0.0,0.0000,1.000,0.2025
10000,2,583,33.37,3.91,9.33,0.20,14.45,0.93,2.12,0.288,0.184,358273.2,293821.6,3,111,4.44,2.31,1.49,14.8347,234.11,35051.7,0.0323,30.3254,5461,33.9033,1002,4.7931,20480.7,53.21,32.7198,0.0,0.0000,1.000,0.0207
20000,0,1076,29.09,3.02,6.40,0.15,10.07,0.74,1.88,0.217,0.243,259359.9,178875.8,5,102,3.47,2.13,1.43,6.4958,541.11,21817.7,0.0000,25.1578,5462,14.4241,1558,2.4887,10265.0,165.42,0.9627,0.0,0.0000,1.000,0.7635
20000,1,785,27.25,1.69,6.76,0.05,9.22,0.45,1.47,0.135,0.158,133254.8,87821.8,5,123,3.43,1.56,1.30,3.0150,363.99,29249.3,0.0000,13.2915,5461,14.4215,1604,1.2079,4259.4,81.35,4.5156,0.0,0.0000,1.000,0.2025
20000,2,691,26.24,1.57,6.64,0.05,8.30,0.30,1.45,0.093,0.131,87598.6,53681.9,5,165,3.22,1.46,1.31,1.7616,263.61,38493.8,0.0000,8.7884,5461,14.4215,1306,0.7434,2353.9,53.21,8.4022,0.0,0.0000,1.000,0.0207
30000,0,987,31.24,3.04,8.02,0.25,12.48,0.90,1.90,0.284,0.269,459396.6,352487.2,10,101,4.09,2.12,1.38,16.1643,504.81,26877.2,0.0000,43.2715,5462,35.7671,1353,5.5366,28639.1,165.42,2.2143,0.0,0.0000,1.000,0.7635
30000,1,726,33.29,3.21,8.79,0.21,13.65,1.05,1.95,0.293,0.215,430262.2,332261.1,7,100,4.34,2.11,1.44,14.9377,321.62,30830.4,0.0000,40.4250,5461,35.7605,1261,5.3483,27340.3,81.35,15.7725,0.0,0.0000,1.000,0.2025
30000,2,628,31.61,2.71,9.01,0.07,13.04,1.00,1.85,0.293,0.178,335908.2,254650.4,8,96,4.24,2.00,1.31,10.3981,296.02,36847.8,0.0000,31.9127,5461,35.7605,1037,3.4014,16200.6,53.21,33.0379,0.0,0.0000,1.000,0.0207
40000,0,946,29.20,2.83,8.07,0.64,12.90,1.05,1.83,0.291,0.265,262064.8,186333.1,8,108,4.26,1.99,1.34,6.7989,561.26,24469.9,0.0000,25.2717,5462,14.7024,1210,2.3181,9594.9,165.42,0.9693,0.0,0.0000,1.000,0.7635
40000,1,793,29.86,3.12,7.86,0.49,13.82,1.18,1.91,0.332,0.230,137690.2,87098.8,8,106,4.28,2.12,1.40,3.0225,364.08,32312.8,0.0000,13.3058,5461,14.6997,1147,1.0787,3971.7,81.35,4.4469,0.0,0.0000,1.000,0.2025
