step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange
100000,8.00,16,0,3,0,1,0,1.00,8,0.375,3177,0.00,108.29,113.10,853,1,1,0,1.00,1.00,1.00,2,2,2,27.7,14.382,4,2.000,0.015,4,0.669,11,17.76,-14.50,0,0.0000,0.973,0.0000
100000,14.00,16,0,1,0,6,0,1.00,4,0.071,2712,0.00,123.60,107.77,853,0,0,0,1.00,1.00,1.00,2,2,4,19.8,39.197,7,2.000,0.015,4,1.000,6,41.41,-15.25,0,0.0000,0.973,0.0000
100000,24.00,16,0,7,0,5,0,1.00,0,0.292,2495,0.00,151.93,66.32,811,0,0,0,1.00,1.00,1.00,2,4,4,22.2,56.980,12,2.000,0.020,4,1.000,4,49.83,-46.75,0,0.0000,0.887,0.0000
100000,30.00,16,0,7,0,8,0,1.00,0,0.233,2321,0.00,176.82,18.41,811,2,1,0,1.00,1.00,1.00,4,4,4,47.0,108.083,15,2.000,0.045,4,1.000,1,24.75,-24.75,0,0.0000,0.913,0.0000
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2314,0.00,130.79,58.27,853,0,0,0,1.00,1.00,1.00,1,4,4,25.2,60.388,16,2.000,0.015,4,1.000,0,17.75,-17.75,0,0.0000,0.973,0.0000
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2239,0.00,114.47,31.42,811,1,0,0,1.00,1.00,1.00,3,4,4,25.7,56.941,13,2.000,0.019,4,1.000,3,50.38,-32.50,0,0.0000,0.898,0.0000
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2161,0.00,97.59,19.87,853,1,2,0,1.00,1.00,1.00,2,4,4,32.8,55.368,16,2.000,0.015,4,0.848,0,51.48,-48.50,0,0.0000,0.973,0.0000
100000,30.00,16,0,7,0,8,0,1.00,0,0.233,2063,0.00,94.48,67.27,811,0,0,0,1.00,1.00,1.00,2,4,4,21.2,49.893,15,2.000,0.020,4,1.000,1,38.51,-37.50,0,0.0000,0.887,0.0000
100000,26.00,16,0,9,0,4,0,1.00,0,0.346,1954,0.00,80.71,30.88,811,0,2,0,1.00,1.00,1.00,2,4,4,17.5,46.176,13,2.000,0.023,4,0.636,3,62.25,-62.25,0,0.0000,0.894,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1667,5.19,74.86,12.15,811,1,2,0,1.00,1.00,1.00,4,4,4,35.8,25.715,16,2.000,0.020,4,1.000,0,59.75,-59.75,0,0.0000,0.887,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1585,0.00,129.03,13.76,811,1,0,0,1.00,1.00,1.00,4,4,4,35.4,80.113,16,2.000,0.046,4,1.000,0,74.00,60.75,0,0.0000,0.913,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1567,0.77,56.33,13.39,811,1,0,0,1.00,1.00,1.00,2,4,4,27.9,6.762,16,2.000,0.023,4,0.758,0,32.37,29.75,0,0.0000,0.875,0.0000
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,1549,3.34,78.35,48.02,853,1,2,0,1.00,1.00,1.00,4,4,4,34.4,47.093,16,2.000,0.015,4,0.946,0,37.75,37.75,0,0.0000,0.975,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1548,3.52,100.93,20.25,811,2,2,0,1.00,1.00,1.00,1,4,4,42.6,48.822,16,2.000,0.045,4,1.000,0,39.03,-39.00,0,0.0000,0.913,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1543,0.00,77.03,5.42,811,1,2,0,1.00,1.00,1.00,2,4,4,31.9,21.163,16,2.000,0.020,4,1.000,0,46.00,46.00,0,0.0000,0.887,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1510,0.00,103.80,43.28,811,1,1,0,1.00,1.00,1.00,2,4,4,28.7,76.424,16,2.000,0.037,4,1.000,0,65.04,-60.25,0,0.0000,0.882,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1485,-0.00,78.74,35.36,811,0,2,0,1.00,1.00,1.00,4,4,4,23.2,25.364,16,2.000,0.020,4,1.000,0,36.02,32.75,0,0.0000,0.887,0.0000
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,1474,0.00,39.41,28.14,811,1,2,0,1.00,1.00,1.00,2,4,4,31.2,9.806,16,2.000,0.018,4,1.000,0,52.89,36.00,0,0.0000,0.899,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1469,1.92,104.92,51.59,811,2,0,0,1.00,1.00,1.00,4,4,4,45.6,70.452,16,2.000,0.023,4,1.000,0,62.80,-59.00,0,0.0000,0.873,0.0000
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,1449,0.00,100.74,31.26,811,0,0,0,1.00,1.00,1.00,4,4,4,22.2,61.159,14,2.000,0.023,4,1.000,2,43.77,43.75,0,0.0000,0.873,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1442,0.00,54.24,34.06,811,0,1,0,1.00,1.00,1.00,4,4,4,11.3,16.346,16,2.000,0.020,4,1.000,0,23.77,23.75,0,0.0000,0.887,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1436,1.35,100.30,42.11,811,1,0,0,1.00,1.00,1.00,2,4,4,27.5,72.498,16,2.000,0.045,4,1.000,0,75.86,63.00,0,0.0000,0.913,0.0000
100000,28.00,16,0,8,0,6,0,1.00,0,0.286,1429,0.00,56.47,50.32,811,1,0,0,1.00,1.00,1.00,4,4,4,33.1,7.109,14,2.000,0.023,4,0.162,2,44.90,36.25,0,0.0000,0.873,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1415,0.21,71.51,34.00,811,0,0,0,1.00,1.00,1.00,4,4,4,19.9,32.556,16,2.000,0.023,4,1.000,0,57.25,57.25,0,0.0000,0.873,0.0000
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,1362,0.00,59.15,32.11,853,1,2,0,1.00,1.00,1.00,4,4,4,35.7,26.393,16,2.000,0.015,4,1.000,0,48.75,47.25,0,0.0000,0.975,0.0000
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,1349,0.00,71.77,58.14,811,2,2,0,1.00,1.00,1.00,4,4,4,50.1,45.503,16,2.000,0.019,4,0.963,0,60.08,23.00,0,0.0000,0.898,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1348,3.17,80.54,61.11,811,2,0,0,1.00,1.00,1.00,4,4,4,50.7,42.203,16,2.000,0.023,4,0.821,0,54.98,38.50,0,0.0000,0.873,0.0000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,1333,0.00,51.01,61.52,811,2,0,0,1.00,1.00,1.00,4,4,4,38.1,20.829,16,2.000,0.020,4,1.000,0,35.72,24.50,0,0.0000,0.887,0.0000
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,1297,4.44,87.58,35.14,811,1,1,0,1.00,1.00,1.00,4,4,4,31.3,63.973,15,2.000,0.016,4,1.000,1,48.04,48.00,0,0.0000,0.850,0.0000
