step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat
10000,2190,1.313,1.398,9.66,118142,94802,0,21440,1129,2384291,1238315.2,1141026.1,0.188,0.540,0.136,0.137,71,32.25,17.46,3.94,5.98,9.61,8.17,0.29,1.84,13.50,10.12,1.03,1.76,0.297,0.217,1878,0.006,0.026,0.962,0.002,0.010,242288,193373,5,0.468,0.323,0.054,1674948,0.269,2.642,0.153,108.27,93423,236,0.479,0.207,0.355,10218374,2.17,3.63,0.216,0.743,0.308,10.1,31.5,53.5,124.4,59871,0.228,0.00,0.0042,0.086,583,0.551,0.001,0.503,0.524,4.46,5.54,5.61,1.11,0.341,2.40,1.48,2.58,0.594,0.00408,71.49,59.7336,1300.19,96546.3,140122.1,0.166,37.0483,261.797,0.000,1.000,0.030,78.8,101.716,118.013,3592,19668.7,25.61,109.523,6.37,20.837,468.1,9.246,0.134,2.00,7.4428,16299.8,0.4391,0.3428,27.34,1.087,0.300,1.5345,0.0000,0.571,0.111,0.832,0.0000,6.49,0.80,8,26,49,76,94.1551,0.0055,0.4443,0.0000,0.0000,50.6380,100.00,66.8068,274.7604,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0032,0.0013,0.000004,2,0.2379,0.0237,0.0183,55,187,513,0.0000,0.0000,0.0106,0.030,9.9087,0.0196,3.0187,0.0333,0.3369,0.0986,0.0000,0.00011,0.464,0.0055,0.787,0.104,0.21,0.054,0.544,0.033,0.1093,0.115,0.665
20000,2552,1.235,1.827,15.97,47837,41470,0,5987,17,751681,483065.6,320319.8,0.097,0.758,0.064,0.081,100,27.76,14.13,2.22,5.12,6.58,5.60,0.09,0.84,9.33,7.68,0.53,1.37,0.244,0.168,1639,0.028,0.053,0.920,0.004,0.023,61033,44828,5,0.600,0.064,0.028,750628,0.209,2.996,0.205,47.24,26936,265,0.426,0.265,0.338,4794273,1.64,2.24,0.329,0.650,0.158,9.0,28.9,45.9,100.5,46489,0.177,0.00,0.0020,0.088,691,0.451,0.000,0.439,0.279,3.39,4.45,4.47,0.57,0.175,1.77,1.36,1.77,0.476,0.00212,10.71,11.2724,1168.71,89560.7,140122.1,0.000,7.7122,103.659,0.000,1.000,0.037,73.6,43.267,43.410,4468,26489.6,17.53,35.201,5.76,4.440,823.5,1.688,0.133,2.00,6.2645,15986.9,0.5716,0.3431,18.22,1.609,0.494,0.4655,0.0000,0.603,0.116,0.847,0.0000,5.02,1.29,5,16,36,64,39.1238,0.0067,0.4350,0.0000,0.0000,13.8806,100.00,97.5048,200.4641,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0033,0.0014,0.000003,1,0.1465,0.0141,0.0210,50,169,584,0.0000,0.0000,0.0020,0.005,3.5926,0.0179,1.0922,0.0196,0.4118,0.0639,0.0000,-0.00027,0.091,0.0010,0.308,0.061,0.08,0.028,0.354,0.010,0.0859,0.038,0.534
30000,2341,1.211,1.386,10.80,124490,107461,0,17123,115,2026247,1198092.0,932261.8,0.068,0.759,0.086,0.088,72,31.98,15.09,3.00,4.75,8.53,6.87,0.18,1.30,13.00,9.79,0.97,1.72,0.268,0.185,1959,0.017,0.029,0.954,0.004,0.013,204019,150447,10,0.256,0.499,0.046,1598632,0.174,2.620,0.148,115.61,84818,249,0.460,0.251,0.319,16929524,1.90,2.80,0.241,0.738,0.289,12.1,32.0,50.4,95.2,57844,0.221,0.00,0.0039,0.086,628,0.600,0.000,0.557,0.412,4.21,5.22,5.29,1.08,0.319,2.08,1.38,2.23,0.625,0.00369,70.49,41.5001,1122.45,94555.4,140122.1,0.000,23.1069,263.606,0.000,1.000,0.022,88.1,107.288,124.969,3651,19610.8,21.26,99.206,5.76,14.286,481.9,7.218,0.135,2.00,7.8749,18435.1,0.4733,0.3395,24.71,1.236,0.315,1.5345,0.0000,0.496,0.124,0.493,0.0000,5.95,0.92,8,25,40,79,100.1931,0.0042,0.4912,0.0000,0.0000,51.0247,100.00,74.5446,285.0591,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0032,0.0013,0.000004,2,0.2918,0.0265,0.0189,52,185,576,0.0000,0.0000,0.0024,0.005,11.5945,0.0294,3.6023,0.0290,0.3113,0.1149,0.0000,0.00025,0.276,0.0021,0.815,0.142,0.15,0.046,0.286,0.007,0.0355,0.034,0.599
40000,2236,1.301,1.289,10.41,48480,42094,0,6451,38,828878,491884.4,328483.4,0.063,0.762,0.085,0.090,97,30.07,15.43,3.36,5.00,8.19,7.34,0.51,1.72,13.39,9.42,1.20,2.01,0.263,0.197,1874,0.012,0.039,0.947,0.001,0.012,61738,45060,8,0.436,0.153,0.137,1350377,0.173,2.506,0.139,47.37,26482,246,0.396,0.277,0.297,4884563,1.97,3.38,0.192,0.743,0.335,9.8,29.3,49.6,103.0,56901,0.217,0.00,0.0016,0.096,497,0.458,0.001,0.453,0.275,4.32,5.38,5.36,1.30,0.362,2.17,1.41,2.31,0.485,0.00250,11.10,11.6930,1129.30,98021.5,140122.1,0.000,7.6329,105.745,0.000,1.000,0.093,72.4,44.102,44.031,3450,18039.5,17.97,36.496,5.90,4.015,375.2,1.559,0.134,2.00,7.4473,16652.2,0.4632,0.3185,25.45,1.113,0.277,0.4655,0.0000,0.548,0.085,0.735,0.0000,6.21,0.96,8,24,47,81,39.8371,0.0018,0.4164,0.0000,0.0000,13.7873,100.00,97.7455,200.0740,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0033,0.0014,0.000004,2,0.1350,0.0188,0.0206,49,167,577,0.0000,0.0000,0.0037,0.010,5.1658,0.0116,1.4055,0.0389,0.4025,0.0757,0.0000,-0.00003,0.129,0.0011,0.604,0.122,0.46,0.137,0.282,0.008,0.0545,0.030,0.540
50000,2490,1.295,1.340,11.01,130605,108244,0,21987,113,2533181,1200504.6,1078368.8,0.050,0.755,0.100,0.095,74,30.37,15.76,3.36,5.11,8.10,7.00,0.32,1.43,11.27,8.04,1.17,1.89,0.259,0.183,2130,0.007,0.033,0.954,0.002,0.012,219349,162171,13,0.373,0.261,0.074,2269205,0.165,2.545,0.144,117.30,86463,242,0.426,0.260,0.332,16925668,2.02,3.06,0.214,0.747,0.335,9.4,29.7,49.0,124.1,57390,0.219,0.00,0.0043,0.087,600,0.584,0.001,0.570,0.423,3.95,5.09,5.07,1.28,0.367,2.24,1.41,2.35,0.614,0.00394,70.42,47.5339,1252.82,95357.5,140122.1,0.000,25.5730,266.450,0.000,1.000,0.010,79.0,104.099,126.374,3548,18728.0,19.67,99.551,5.62,12.635,391.2,6.579,0.136,1.99,7.2271,17995.4,0.5025,0.3217,23.05,1.244,0.327,1.5345,0.0000,0.543,0.096,0.731,0.0000,5.85,0.92,7,23,38,81,95.8504,0.0055,0.4313,0.0000,0.0000,51.0464,100.00,75.1721,285.7391,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0032,0.0013,0.000004,7,0.2442,0.0273,0.0166,50,180,562,0.0000,0.0000,0.0056,0.013,16.6582,0.0199,4.7993,0.0325,0.3195,0.1200,0.0000,-0.00006,0.222,0.0021,0.724,0.193,0.29,0.074,0.295,0.007,0.0364,0.034,0.580
60000,2302,1.333,1.218,10.05,48350,41173,0,7339,23,976543,491994.8,367362.3,0.045,0.787,0.084,0.084,103,30.92,15.76,3.10,5.23,8.30,7.08,0.23,1.40,13.07,8.30,1.01,1.87,0.262,0.185,1865,0.009,0.045,0.946,0.001,0.008,62843,45518,6,0.363,0.239,0.054,981040,0.174,2.431,0.128,47.49,24069,254,0.376,0.261,0.300,4846846,1.91,3.11,0.254,0.720,0.281,9.9,31.4,49.9,100.4,56838,0.217,0.00,0.0016,0.090,586,0.443,0.001,0.459,0.285,4.19,5.30,5.25,1.13,0.314,2.11,1.41,2.18,0.473,0.00273,11.72,12.8160,1021.23,98844.7,140122.1,0.000,7.7364,107.002,0.000,1.000,0.086,73.5,43.501,42.814,3268,16948.2,16.34,35.319,5.89,3.395,356.2,1.394,0.136,2.00,7.2825,16764.4,0.4691,0.3043,24.69,1.182,0.285,0.4655,0.0000,0.513,0.088,0.578,0.0000,6.05,0.91,8,25,45,64,38.7109,0.0021,0.4209,0.0000,0.0000,13.6598,100.00,99.6466,195.8122,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0033,0.0014,0.000004,3,0.1182,0.0191,0.0209,48,164,575,0.0000,0.0000,0.0062,0.018,7.1058,0.0096,1.8744,0.0269,0.4075,0.0809,0.0000,-0.00008,0.083,0.0006,0.609,0.090,0.19,0.054,0.278,0.007,0.0631,0.036,0.514
70000,2375,1.218,1.384,10.33,124601,103302,0,21174,51,2448009,1194693.9,1059681.4,0.061,0.767,0.102,0.071,92,32.08,16.24,4.65,6.77,8.01,7.36,0.13,1.04,12.06,8.13,1.28,1.95,0.239,0.182,2033,0.007,0.031,0.957,0.002,0.011,207992,153744,13,0.423,0.277,0.035,1134240,0.179,2.626,0.151,116.92,79941,264,0.433,0.232,0.313,16789596,2.39,3.21,0.184,0.748,0.370,11.6,31.8,50.3,164.6,59023,0.225,0.00,0.0042,0.090,586,0.589,0.000,0.574,0.421,4.18,5.27,5.28,1.40,0.408,2.72,1.59,2.78,0.617,0.00416,70.50,45.8199,1160.03,95018.3,140122.1,0.000,25.4778,265.171,0.000,1.000,0.048,86.6,104.057,125.687,3583,19563.4,24.03,99.077,5.63,12.998,434.8,6.647,0.135,2.00,7.5443,17917.6,0.4848,0.3301,24.85,1.212,0.393,1.5345,0.0000,0.523,0.137,0.729,0.0000,6.08,1.02,8,24,46,100,95.8003,0.0021,0.4712,0.0000,0.0000,50.9937,100.00,74.9333,286.1243,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0031,0.0013,0.000004,1,0.2439,0.0173,0.0176,53,186,570,0.0000,0.0000,0.0034,0.009,14.5075,0.0210,4.0842,0.0269,0.3193,0.1187,0.0000,-0.00016,0.094,0.0008,0.536,0.095,0.11,0.035,0.311,0.009,0.0730,0.041,0.590
80000,2191,1.293,1.586,10.86,44284,37702,0,6747,13,831108,485775.3,337390.4,0.049,0.776,0.104,0.070,137,32.27,17.25,4.26,6.19,8.36,7.41,0.20,1.23,11.67,9.22,1.24,1.90,0.259,0.192,1841,0.014,0.035,0.953,0.001,0.011,57101,40424,7,0.468,0.157,0.052,281825,0.168,2.794,0.178,47.36,23464,311,0.406,0.226,0.328,4614463,2.29,3.74,0.153,0.741,0.366,9.6,32.1,50.7,116.5,53651,0.205,0.00,0.0019,0.103,504,0.432,0.000,0.473,0.282,4.13,5.15,5.28,1.43,0.393,2.54,1.49,2.76,0.458,0.00286,11.57,11.4568,1124.01,93806.6,140122.1,0.000,7.4542,104.947,0.000,1.000,0.061,73.5,43.421,42.801,4039,22825.9,15.65,34.936,5.74,3.641,553.9,1.441,0.134,2.01,7.3061,16007.8,0.5070,0.3324,24.49,1.265,0.436,0.4655,0.0000,0.463,0.170,0.592,0.0000,6.15,1.09,7,23,46,81,38.7352,0.0016,0.4286,0.0000,0.0000,13.7033,100.00,98.2588,200.2087,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0030,0.0013,0.000004,6,0.1628,0.0178,0.0245,52,174,628,0.0000,0.0000,0.0028,0.007,4.9917,0.0183,1.3394,0.0246,0.4227,0.0805,0.0000,0.00015,0.066,0.0005,0.521,0.109,0.17,0.052,0.320,0.007,0.0998,0.033,0.530
90000,2443,1.243,1.458,10.01,116809,97798,0,18645,110,2142067,1191296.8,958110.0,0.043,0.762,0.117,0.078,98,34.05,16.88,4.88,5.88,8.18,7.17,0.17,1.25,11.04,8.47,1.46,1.85,0.235,0.174,2029,0.034,0.032,0.950,0.002,0.017,189434,138620,15,0.239,0.253,0.036,1100642,0.181,2.688,0.159,115.95,75851,286,0.447,0.221,0.312,16877370,2.54,2.95,0.211,0.767,0.460,11.8,33.3,57.0,143.2,59271,0.226,0.00,0.0044,0.087,603,0.592,0.000,0.603,0.405,4.18,5.12,5.29,1.62,0.479,2.85,1.53,3.10,0.617,0.00401,70.84,40.0974,1179.85,91776.6,140122.1,0.000,23.3288,263.673,0.000,1.000,0.034,88.0,106.178,124.664,3777,20731.6,28.86,98.541,5.55,13.757,470.5,6.932,0.134,2.00,8.0521,19671.3,0.5434,0.3433,24.26,1.286,0.383,1.5345,0.0000,0.476,0.151,0.550,0.0000,5.94,0.96,7,24,43,81,98.0803,0.0016,0.4801,0.0000,0.0000,50.8559,100.00,72.9590,288.3430,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0029,0.0012,0.000004,4,0.2768,0.0393,0.0197,57,196,622,0.0000,0.0000,0.0039,0.011,11.9350,0.0205,3.4292,0.0315,0.3170,0.1140,0.0000,-0.00032,0.047,0.0003,0.498,0.125,0.13,0.036,0.362,0.007,0.0534,0.036,0.592
100000,2175,1.215,1.465,9.63,40338,36661,0,3912,22,642675,484834.1,280046.2,0.042,0.778,0.098,0.082,129,30.34,15.56,4.04,5.56,8.31,7.27,0.33,2.07,11.13,8.60,1.40,1.88,0.272,0.202,1812,0.023,0.042,0.944,0.001,0.013,50761,37419,6,0.442,0.063,0.061,590210,0.196,2.683,0.158,46.89,18770,364,0.436,0.182,0.329,4996228,2.22,3.03,0.208,0.757,0.428,10.1,30.8,50.7,125.9,51774,0.198,0.00,0.0020,0.096,533,0.478,0.000,0.433,0.268,4.14,5.17,5.19,1.60,0.448,2.56,1.45,2.56,0.497,0.00244,11.74,9.8844,1119.72,96316.5,140122.1,0.000,6.9664,103.909,0.000,1.000,0.096,75.8,44.354,42.906,3801,20820.7,15.44,35.322,5.67,3.978,478.8,1.480,0.135,2.00,7.2493,15767.2,0.4782,0.3525,23.80,1.161,0.317,0.4655,0.0000,0.521,0.123,0.705,0.0000,5.94,0.71,7,24,36,72,40.4825,0.0011,0.4616,0.0000,0.0000,13.6704,100.00,96.9415,207.9758,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0030,0.0013,0.000003,11,0.2209,0.0308,0.0300,57,187,687,0.0000,0.0000,0.0040,0.010,3.3241,0.0312,1.0784,0.0418,0.3975,0.0693,0.0000,0.00018,0.055,0.0004,0.565,0.099,0.23,0.061,0.278,0.006,0.0294,0.033,0.543
