step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest,side
5000,4,958,34.0,0.5,9.4,0.1,7.6,0.0,1.13,2.4,634,204,8.82,11.41,472,314,172,0.1,1.16,1.14,1.13,3.19,4.28,4.43,26.9,1.907,0.129,4.96
5000,14,26,50.7,6.3,7.3,0.8,17.6,1.3,2.05,1.3,24,408,27.67,6.10,24,2,0,1.5,3.09,1.17,1.99,5.54,6.08,5.96,18.4,1.332,0.393,6.35
6000,4,1996,28.0,0.0,9.0,0.1,5.2,0.0,1.00,2.0,1092,206,6.61,12.30,861,705,430,0.0,1.00,1.00,1.00,2.80,3.86,3.95,28.5,1.967,0.107,4.40
6000,14,9,34.8,3.8,4.2,0.0,13.9,0.3,2.32,5.6,9,499,30.26,6.98,9,0,0,0.3,2.01,2.25,2.52,4.11,4.67,4.78,13.5,1.371,0.347,6.11
7000,4,2891,27.9,0.1,8.5,0.0,5.4,0.0,1.02,1.8,1535,212,7.20,11.46,946,1054,891,0.0,1.03,1.01,1.02,2.72,3.80,3.91,31.4,1.982,0.076,4.32
7000,48,10,14.3,0.0,4.0,0.0,3.2,0.0,1.00,6.0,10,439,14.57,15.36,8,0,2,0.0,1.00,1.00,1.00,2.10,2.20,3.20,20.9,1.980,0.182,4.20
8000,4,1087,30.9,0.0,11.2,0.0,4.3,0.0,1.00,2.2,638,140,4.84,12.25,546,355,186,0.0,1.00,1.00,1.00,3.03,4.02,4.18,26.0,1.998,0.067,4.66
9000,102,1131,34.3,0.3,10.0,0.2,6.6,0.0,1.08,3.9,709,198,8.61,11.34,348,432,351,0.1,1.07,1.09,1.07,3.31,4.33,4.49,33.3,1.999,0.079,5.39
9000,4,818,32.3,0.1,11.0,0.0,5.0,0.0,1.03,2.4,539,223,7.42,14.69,394,203,221,0.0,1.04,1.04,1.03,3.07,4.26,4.31,28.0,1.999,0.113,4.89
10000,102,940,37.5,0.4,10.3,0.2,7.6,0.0,1.12,3.2,670,253,11.51,15.68,319,327,294,0.1,1.09,1.15,1.11,3.43,4.51,4.61,31.4,1.999,0.036,5.36
10000,4,278,27.3,0.0,9.1,0.0,4.5,0.0,1.00,1.6,159,214,5.19,16.20,146,67,65,0.0,1.00,1.00,1.00,2.63,3.82,3.85,27.6,2.000,0.084,4.24
11000,102,232,35.6,0.0,8.9,0.0,8.8,0.0,1.01,1.8,145,209,8.40,13.21,0,64,168,0.0,1.01,1.01,1.02,3.39,4.34,4.42,40.3,2.000,0.036,4.83
11000,4,71,25.1,0.0,8.2,0.0,4.4,0.0,1.00,1.8,54,314,9.37,14.77,18,20,33,0.0,1.00,1.00,1.00,2.49,3.59,3.80,36.0,2.000,0.079,4.14
12000,102,57,41.7,0.5,11.8,0.0,8.1,0.1,1.16,2.0,45,165,10.78,9.34,0,10,47,0.1,1.16,1.09,1.20,3.44,4.56,4.67,39.8,2.000,0.019,5.11
13000,102,63,40.1,0.1,11.4,0.6,8.3,0.0,1.01,1.8,38,369,21.04,16.23,4,27,32,0.0,1.02,1.02,1.01,3.56,4.73,4.51,37.1,2.000,0.016,5.08
13000,229,25,45.0,1.2,8.2,0.0,11.9,0.3,1.37,3.9,19,696,39.92,13.91,16,0,9,0.3,1.43,1.03,1.52,3.88,5.04,5.00,27.4,2.000,0.012,6.00
14000,269,87,47.5,0.0,4.9,0.2,22.2,0.0,1.00,6.1,47,106,11.24,2.44,87,0,0,0.0,1.00,1.00,1.00,4.54,4.32,7.26,8.8,1.773,0.212,7.31
14000,102,63,37.1,0.0,10.7,0.0,7.8,0.0,1.01,1.6,48,419,20.36,18.36,37,19,7,0.0,1.01,1.00,1.01,3.38,4.52,4.54,29.2,2.000,0.014,4.92
14000,272,43,54.0,1.3,2.3,0.0,22.1,0.1,1.34,0.1,31,124,12.13,0.66,43,0,0,0.3,1.53,1.00,1.42,4.23,5.09,5.16,20.8,1.999,0.046,5.16
