step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat
10000,748,1.239,2.186,14.24,56333,31335,0,8878,778,761265,601255.8,440128.6,0.199,0.411,0.197,0.193,56,27.01,17.00,0.64,2.95,7.74,5.86,0.33,1.74,8.67,10.18,0.00,0.05,0.312,0.196,527,0.039,0.035,0.933,0.007,0.025,127167,110726,1,0.226,0.774,0.056,767411,0.298,3.180,0.258,46.87,42777,175,0.578,0.232,0.258,3005728,1.19,5.20,0.031,0.544,0.003,8.3,22.7,53.1,151.3,12994,0.050,0.00,0.0093,0.056,229,0.541,0.001,0.394,0.565,3.61,4.34,5.24,0.12,0.053,1.11,1.23,1.21,0.589,0.00389,28.97,44.8879,787.45,98109.6,140078.7,0.230,32.6385,102.429,0.000,1.000,0.134,17.8,35.008,159.893,5548,33017.6,18.47,54.615,6.55,10.967,945.4,4.068,0.136,2.00,6.4312,4810.5,0.5671,0.3308,17.37,1.550,0.222,1.5122,0.0000,0.373,0.072,0.072,0.0000,6.09,1.02,6,14,32,64,32.6765,0.0019,0.4372,0.0000,0.0000,160.7259,100.00,87.9858,163.7921,0.0,0.0000,0.0000,0.9021,0.7334,16043,0.3049,0.0000,0.0000,0.0027,0.0011,0.000004,0,0.0759,0.0107,0.0130,44,156,411,0.0000,0.0000,0.0586,0.174,2.8635,0.0020,0.9563,0.0548,0.3113,0.1192,0.5793,0.00292,0.914,0.0177,0.608,0.051,0.26,0.056,0.555,0.031,0.2272,0.139,0.781
20000,599,2.102,1.742,15.54,19916,13472,0,3094,159,303590,219141.9,136827.4,0.141,0.570,0.152,0.137,58,53.32,32.06,0.19,1.33,13.86,12.01,0.95,3.30,17.14,11.93,0.00,0.04,0.244,0.147,478,0.022,0.037,0.947,0.000,0.017,29205,23183,1,0.102,0.898,0.125,736691,0.201,2.934,0.195,20.34,13210,185,0.451,0.234,0.287,1268500,1.04,6.38,0.119,0.594,0.002,17.6,46.1,106.2,142.7,19243,0.073,0.00,0.0021,0.114,104,0.434,0.000,0.394,0.361,4.98,6.07,6.07,0.04,0.013,1.03,1.04,1.05,0.469,0.00367,4.51,9.4817,991.97,103378.5,140078.7,0.000,8.5336,41.080,0.000,1.000,0.211,24.4,15.828,53.099,4391,25507.4,18.24,17.482,6.46,3.492,607.0,0.918,0.134,2.00,10.3993,6229.2,0.4706,0.3346,32.13,1.665,0.086,0.4878,0.0000,0.543,0.089,0.664,0.0000,7.67,0.80,11,29,62,81,14.1228,0.0006,0.4240,0.0000,0.0000,51.5653,100.00,95.7384,84.6486,0.0,0.0000,0.0000,0.9469,0.8252,3340,0.3125,0.0000,0.0000,0.0030,0.0012,0.000004,0,0.0342,0.0150,0.0159,53,169,457,0.0000,0.0000,0.0606,0.142,0.9586,0.0014,0.3231,0.0618,0.4023,0.0883,0.6380,0.00934,0.169,0.0013,0.396,0.046,0.72,0.125,0.538,0.014,0.1354,0.080,0.754
30000,526,1.266,2.214,21.46,49098,30270,0,11139,47,871960,493131.3,458412.8,0.185,0.694,0.058,0.062,36,28.35,13.16,0.00,0.00,7.12,4.68,1.22,2.11,6.54,5.00,0.00,0.00,0.252,0.114,324,0.067,0.038,0.945,0.006,0.011,88870,64404,1,0.591,0.409,0.331,3194469,0.178,3.255,0.256,46.09,47101,179,0.526,0.214,0.329,5014453,1.00,1.48,0.458,0.536,0.000,14.0,28.0,43.8,125.7,7830,0.030,0.00,0.0143,0.139,91,0.577,0.000,0.473,0.464,2.94,3.93,4.03,0.00,0.000,1.00,1.00,1.00,0.612,0.00843,23.52,29.9342,731.52,99174.8,140078.7,0.039,27.5465,91.335,0.000,1.000,0.244,14.3,32.332,153.132,5360,33395.5,13.65,42.584,6.16,14.210,1114.1,4.291,0.136,1.99,6.9447,3652.9,0.6514,0.3858,14.89,1.989,0.077,1.5122,0.0000,0.634,0.233,0.762,0.0000,4.35,0.89,7,16,25,64,28.3922,0.0000,0.4506,0.0000,0.0000,163.9081,100.00,79.0088,149.7410,0.0,0.0000,0.0000,0.8709,0.8292,7715,0.3021,0.0000,0.0000,0.0027,0.0010,0.000006,0,0.0616,0.0019,0.0123,50,181,453,0.0000,0.0000,0.0071,0.024,1.9258,0.0015,0.6584,0.0133,0.3173,0.1838,0.6663,0.02059,0.150,0.0030,0.985,0.646,1.21,0.331,0.346,0.004,0.0508,0.022,0.849
40000,1056,1.698,2.120,22.27,22196,13405,0,3403,1,213138,207254.4,119364.0,0.203,0.719,0.041,0.037,46,33.35,20.22,0.10,0.66,7.70,6.30,0.26,1.64,8.71,8.99,0.00,0.03,0.239,0.151,733,0.049,0.044,0.916,0.011,0.029,29204,22114,1,0.020,0.980,0.084,999259,0.203,3.175,0.244,19.59,17165,170,0.560,0.292,0.388,1867363,1.02,2.70,0.340,0.590,0.001,10.0,32.0,50.0,199.5,17708,0.068,0.00,0.0023,0.085,400,0.480,0.000,0.253,0.298,3.32,4.14,4.29,0.03,0.017,1.01,1.03,1.02,0.501,0.00175,3.46,9.6687,1348.54,96647.7,140078.7,0.000,11.2674,36.481,0.000,1.000,0.148,25.1,13.765,49.411,5156,31466.0,14.90,17.252,5.39,5.699,615.4,1.060,0.135,2.00,5.8472,6174.6,0.5615,0.4182,16.77,1.993,0.023,0.4878,0.0000,0.169,0.114,0.027,0.0000,4.89,1.15,5,16,25,100,12.2494,0.0000,0.3854,0.0000,0.0000,51.1686,100.00,85.5110,84.9277,0.0,0.0000,0.0000,0.8910,0.7655,4856,0.2987,0.0000,0.0000,0.0027,0.0012,0.000002,1,0.0307,0.0076,0.0114,47,168,453,0.0000,0.0000,0.0027,0.008,0.3397,0.0007,0.1487,0.0227,0.3983,0.0500,0.5483,0.00658,0.030,0.0006,0.989,0.755,0.21,0.084,0.264,0.004,0.0577,0.028,0.842
50000,921,1.200,1.532,17.82,56448,34893,0,9639,233,714794,514891.5,393769.4,0.212,0.628,0.094,0.066,49,33.18,18.88,0.90,3.99,9.20,9.13,1.03,3.20,16.28,16.51,0.07,0.51,0.265,0.181,600,0.055,0.017,0.936,0.018,0.028,107731,83835,2,0.423,0.485,0.191,2158394,0.174,2.773,0.175,45.89,56335,153,0.551,0.268,0.360,4557090,1.06,2.66,0.329,0.582,0.021,11.8,32.0,61.3,133.0,25250,0.096,0.00,0.0034,0.105,376,0.560,0.000,0.371,0.485,4.64,5.34,5.44,0.12,0.033,1.07,1.06,1.05,0.595,0.00321,23.11,34.8589,1138.69,106080.6,140078.7,0.067,30.0681,90.026,0.000,1.000,0.257,40.1,32.613,154.414,3939,22521.5,17.21,45.123,6.44,15.850,380.9,4.920,0.135,2.00,7.7572,7144.4,0.5173,0.3311,27.42,1.526,0.535,1.5122,0.0000,0.359,0.211,0.427,0.0000,6.05,2.32,8,16,64,100,30.1604,0.0004,0.5190,0.0000,0.0000,162.8518,100.00,82.7640,151.7305,0.0,0.0000,0.0000,0.9202,0.7780,11818,0.3267,0.0000,0.0000,0.0030,0.0012,0.000004,0,0.0582,0.0163,0.0100,42,161,403,0.0000,0.0000,0.0159,0.050,3.2236,0.0018,0.7691,0.0119,0.3324,0.1024,0.6218,0.00772,0.345,0.0061,0.938,0.597,0.83,0.191,0.420,0.007,0.1330,0.037,0.813
60000,1049,1.258,2.525,27.73,22973,14492,0,3925,4,253184,195780.4,121239.4,0.190,0.720,0.047,0.042,72,24.64,11.78,0.12,1.74,5.94,4.65,0.35,1.41,6.14,4.91,0.00,0.00,0.237,0.149,540,0.095,0.046,0.914,0.010,0.031,30472,22137,1,0.570,0.430,0.093,658847,0.180,3.342,0.293,20.27,18354,148,0.479,0.335,0.367,1711506,1.03,1.75,0.465,0.535,0.000,8.0,28.0,32.0,196.1,13158,0.050,0.00,0.0030,0.102,389,0.441,0.000,0.340,0.300,2.83,3.60,3.65,0.01,0.003,1.02,1.04,1.03,0.467,0.00165,3.80,9.4447,1022.08,90888.9,140078.7,0.000,9.5865,36.492,0.000,1.000,0.073,24.0,13.834,51.444,6254,38191.3,19.26,15.646,5.95,4.672,837.8,0.983,0.133,2.01,5.6833,5961.7,0.6516,0.3404,12.54,1.990,0.067,0.4878,0.0000,0.193,0.133,0.040,0.0000,4.06,0.48,4,15,16,99,12.4396,0.0006,0.4175,0.0000,0.0000,51.1775,100.00,93.2461,85.6799,0.0,0.0000,0.0000,0.8647,0.7756,4424,0.2933,0.0000,0.0000,0.0030,0.0013,0.000002,0,0.0314,0.0057,0.0129,40,153,430,0.0000,0.0000,0.0017,0.004,1.1460,0.0017,0.2374,0.0067,0.4246,0.0553,0.5648,0.00611,0.021,0.0004,0.999,0.938,0.32,0.093,0.483,0.023,0.0985,0.082,0.741
70000,981,1.503,2.327,32.21,72599,44675,0,16623,22,686213,498159.2,380326.8,0.152,0.798,0.029,0.020,42,32.08,13.59,0.01,0.14,6.98,4.95,0.19,1.13,8.95,6.65,0.00,0.00,0.218,0.127,464,0.102,0.050,0.927,0.004,0.019,105025,71570,1,0.427,0.573,0.061,2115999,0.114,3.275,0.271,45.11,71476,141,0.554,0.314,0.234,8085969,1.00,1.28,0.615,0.381,0.000,16.0,32.0,50.0,128.0,15820,0.060,0.00,0.0057,0.105,223,0.601,0.000,0.387,0.337,3.16,4.04,4.10,0.01,0.003,1.00,1.01,1.00,0.621,0.00354,20.84,25.7782,1047.10,91863.9,140078.7,0.316,26.7236,94.842,0.000,1.000,0.107,25.5,35.227,152.787,5714,35121.7,21.71,42.598,4.31,16.743,667.1,5.118,0.136,2.00,8.1220,7967.7,0.6697,0.3995,16.13,2.000,0.001,1.5122,0.0000,0.406,0.176,0.258,0.0000,4.39,0.71,8,16,25,64,32.2730,0.0001,0.4057,0.0000,0.0000,164.7571,100.00,76.0156,148.7327,0.0,0.0000,0.0000,0.9232,0.8221,11346,0.2829,0.0000,0.0000,0.0029,0.0012,0.000004,1,0.0679,0.0163,0.0083,39,156,426,0.0000,0.0000,0.0011,0.003,0.9407,0.0008,0.3864,0.0173,0.3160,0.1246,0.6745,0.01455,0.000,0.0000,1.000,0.967,0.17,0.061,0.355,0.003,-0.0000,0.018,0.893
80000,1176,1.547,2.074,30.10,22395,14558,0,2834,0,158144,215359.5,84160.9,0.143,0.830,0.020,0.007,62,28.66,12.01,0.00,0.00,6.06,3.71,0.18,1.37,8.18,5.56,0.00,0.00,0.213,0.111,445,0.185,0.116,0.859,0.009,0.016,23899,16065,1,0.610,0.390,0.043,264142,0.102,3.168,0.239,20.06,18122,152,0.532,0.347,0.213,2530520,1.00,1.27,0.617,0.383,0.000,12.0,32.0,32.0,141.0,16956,0.065,0.00,0.0022,0.072,275,0.490,0.000,0.280,0.184,3.07,3.79,3.86,0.00,0.000,1.00,1.00,1.00,0.501,0.00159,3.39,8.5407,1147.87,94418.0,140078.7,0.000,10.1042,38.030,0.000,1.000,0.151,25.2,15.001,52.773,5157,31029.5,46.40,17.334,4.30,4.788,516.4,1.159,0.131,2.01,7.7841,9154.1,0.7372,0.4018,14.42,2.000,0.000,0.4878,0.0000,0.200,0.139,0.049,0.0000,4.14,0.49,6,16,16,77,13.4956,0.0022,0.3418,0.0000,0.0000,51.6701,100.00,88.4480,91.0860,0.0,0.0000,0.0000,0.9300,0.7993,4803,0.2958,0.0000,0.0000,0.0025,0.0011,0.000002,5,0.0732,0.0170,0.0165,48,180,527,0.0000,0.0000,0.0004,0.001,0.1847,0.0060,0.0825,0.0060,0.4060,0.0516,0.6162,0.00976,0.002,0.0001,1.000,0.983,0.14,0.043,0.356,0.004,0.0166,0.024,0.907
90000,1177,1.467,1.996,31.58,66895,42789,0,11580,1,509665,534877.7,283076.9,0.085,0.892,0.020,0.003,54,30.84,16.30,0.00,0.00,6.35,3.62,0.21,1.63,8.97,7.94,0.00,0.00,0.213,0.100,419,0.282,0.063,0.917,0.003,0.018,83894,54402,4,0.210,0.480,0.065,641520,0.072,3.130,0.231,49.10,59545,138,0.555,0.320,0.182,9934003,1.00,1.17,0.624,0.375,0.000,16.0,32.0,40.0,200.0,18269,0.070,0.00,0.0051,0.121,283,0.636,0.000,0.290,0.259,2.98,3.91,3.99,0.00,0.000,1.00,1.00,1.00,0.649,0.00312,20.89,22.8602,1054.62,95578.7,140078.7,0.769,22.7283,99.867,0.000,1.000,0.145,31.1,39.413,164.696,5020,29888.4,35.22,44.327,4.08,12.922,629.6,5.018,0.135,2.00,7.9076,9307.3,0.6883,0.3987,15.52,2.000,0.000,1.5122,0.0000,0.194,0.138,0.042,0.0000,4.24,0.68,8,16,20,100,36.3480,0.0011,0.4163,0.0000,0.0000,164.0768,100.00,81.0624,163.6424,0.0,0.0000,0.0000,0.9264,0.8225,12521,0.3049,0.0000,0.0000,0.0027,0.0011,0.000003,3,0.1236,0.0280,0.0125,43,171,488,0.0000,0.0000,0.0001,0.000,0.4698,0.0052,0.2391,0.0051,0.2895,0.1075,0.6782,0.01729,0.005,0.0001,1.000,0.979,0.15,0.065,0.134,0.002,0.0176,0.011,0.908
100000,1119,1.632,1.656,30.37,22447,14635,0,2879,3,158488,223942.8,84937.2,0.099,0.874,0.021,0.006,74,34.80,14.00,0.00,0.00,6.46,3.81,0.51,2.30,10.68,5.85,0.00,0.00,0.191,0.099,455,0.135,0.137,0.846,0.004,0.013,23453,15536,3,0.581,0.079,0.152,538958,0.063,2.895,0.187,20.83,17853,158,0.536,0.352,0.177,2664220,1.00,1.08,0.626,0.374,0.000,18.0,32.0,50.0,162.0,19757,0.075,0.00,0.0019,0.105,202,0.474,0.000,0.245,0.172,3.22,4.22,4.26,0.00,0.000,1.00,1.00,1.00,0.485,0.00181,3.43,8.6729,1214.41,99908.1,140078.7,0.000,9.6880,39.801,0.000,1.000,0.235,28.6,15.790,54.492,4187,24190.9,28.20,17.846,4.34,4.216,460.0,1.133,0.135,2.00,9.2961,10402.3,0.6733,0.4060,17.66,2.000,0.000,0.4878,0.0000,0.132,0.154,0.044,0.0000,4.51,0.66,9,16,25,81,14.2000,0.0003,0.3753,0.0000,0.0000,51.4405,100.00,91.7800,95.1807,0.0,0.0000,0.0000,0.9051,0.7978,4982,0.3125,0.0000,0.0000,0.0024,0.0011,0.000002,6,0.0961,0.0223,0.0179,50,180,542,0.0000,0.0000,0.0001,0.000,0.1471,0.0093,0.0711,0.0045,0.4247,0.0562,0.6147,0.01220,0.012,0.0003,1.000,0.967,0.40,0.152,0.179,0.003,0.0238,0.018,0.889
