step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,860,0.4116,7521.1,136,280,350,230,6,11,14,44155,35346,28431,0,0,0,0.913,0.982,0.803,237,337,144,0.1729,0.2480,0.6350,0.0643
2000,914,0.3796,6854.3,163,509,242,163,21,16,12,42570,36656,30330,0,0,0,0.899,0.898,0.706,411,202,71,0.1553,0.2661,0.5707,0.0670
3000,1315,0.2540,7601.9,116,525,350,440,27,24,40,34784,33922,32789,0,0,0,0.884,0.890,0.983,402,273,416,0.2338,0.1854,0.5612,0.0618
4000,1156,0.3616,8613.6,166,228,432,496,35,18,41,41878,30934,24577,0,0,0,0.947,0.962,0.843,193,397,344,0.2545,0.1919,0.6165,0.0517
5000,942,0.3620,6973.0,179,339,300,303,27,18,20,39001,31045,25264,0,0,0,0.921,0.845,0.812,273,229,164,0.2767,0.1707,0.6574,0.0454
6000,1597,0.3043,10464.0,139,775,587,235,34,46,36,33553,31226,32502,0,0,0,0.893,0.801,0.933,593,418,214,0.1863,0.2082,0.5590,0.0591
7000,1444,0.3400,9358.1,147,232,534,678,42,16,63,40148,31684,23828,0,0,0,0.896,0.896,0.848,196,449,470,0.2382,0.2138,0.5969,0.0505
8000,1194,0.3585,8346.2,167,403,358,433,34,23,25,41297,30777,24304,0,0,0,0.900,0.808,0.919,309,231,348,0.2253,0.2115,0.6448,0.0493
9000,1051,0.3616,7722.4,169,662,334,55,37,37,17,34561,32267,32419,0,0,0,0.890,0.789,0.896,535,225,46,0.1999,0.1893,0.6119,0.0492
10000,853,0.3411,6998.9,193,130,284,439,23,25,35,38712,34689,27795,0,0,0,0.822,0.880,0.909,90,205,364,0.2729,0.1711,0.6304,0.0509
