step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,980,34.45,0.26,9.07,0.08,7.72,0.00,1.07,0.002,0.191,436291.2,461445.5,2,48,3.14,1.05,1.11,21.5911,545.31,22228.9,0.0331,37.2705,5462,31.8058,2254,11.4079,38648.9,147.65,3.2754,0.0,0.0000,1.000,0.6946
10000,1,947,33.50,0.24,8.80,0.09,7.46,0.04,1.08,0.023,0.179,440734.3,481428.0,2,64,3.17,1.08,1.07,22.5554,500.77,21597.1,0.0352,37.6169,5461,31.8000,2322,11.8180,41425.2,90.55,11.5550,0.0,0.0000,1.000,0.3296
10000,2,684,33.57,0.20,8.96,0.16,7.37,0.02,1.09,0.010,0.132,359109.8,356793.0,2,91,3.16,1.09,1.08,17.1628,343.77,27310.5,0.0354,30.3761,5461,31.8000,1982,8.9712,28047.2,61.79,28.1847,0.0,0.0000,1.000,0.1150
20000,0,970,41.45,0.98,8.76,0.27,13.48,0.25,1.30,0.088,0.260,222211.3,148678.0,4,44,4.02,1.39,1.17,6.9478,569.06,15538.8,1.4392,20.6108,5462,12.9433,1556,6.0450,13975.0,147.65,1.5384,0.0,0.0000,1.000,0.6946
20000,1,796,40.38,0.92,9.42,0.93,16.83,0.10,1.26,0.043,0.259,129900.0,85018.4,4,65,4.54,1.23,1.23,3.9220,567.09,29746.1,0.0000,11.9182,5461,12.9410,1477,2.8882,6137.2,90.55,3.2439,0.0,0.0000,1.000,0.3296
20000,2,623,35.86,0.52,8.31,0.41,15.04,0.13,1.17,0.053,0.171,92741.0,62881.7,3,50,4.12,1.20,1.13,2.7733,258.04,37425.2,0.0000,8.7958,5461,12.9410,1725,1.9805,3588.8,61.79,7.2788,0.0,0.0000,1.000,0.1150
30000,0,919,41.11,2.93,10.69,0.34,12.16,0.82,1.80,0.236,0.276,423769.4,323457.1,3,48,4.26,2.00,1.22,15.9974,580.21,20713.9,0.0317,39.1585,5462,33.4574,1839,10.1742,41075.9,147.65,3.3311,0.0,0.0000,1.000,0.6946
30000,1,850,43.01,2.76,10.17,0.36,13.87,0.84,1.73,0.239,0.262,425885.0,330524.7,3,71,4.48,1.93,1.18,16.0839,425.54,23903.9,0.0063,39.0000,5461,33.4513,1648,11.1420,44662.0,90.55,11.6720,0.0,0.0000,1.000,0.3296
30000,2,601,44.58,3.46,11.37,0.31,15.00,1.11,1.89,0.311,0.208,340716.0,250974.2,3,64,4.73,2.14,1.18,12.1249,304.65,31582.4,0.0000,31.3241,5461,33.4513,1550,8.9944,30458.7,61.79,28.8403,0.0,0.0000,1.000,0.1150
40000,0,1076,32.29,0.22,10.32,0.76,7.74,0.11,1.07,0.031,0.236,234451.4,138777.0,3,82,3.47,1.09,1.02,5.3518,845.65,13178.1,1.6160,22.2884,5462,14.0006,1666,3.6901,12104.5,147.65,1.4985,0.0,0.0000,1.000,0.6946
40000,1,766,31.29,0.14,11.14,0.74,6.48,0.08,1.05,0.025,0.160,129588.7,80625.4,3,90,3.41,1.06,1.03,2.8736,574.54,28247.1,0.0000,12.8231,5461,13.9980,2163,1.8865,5603.3,90.55,3.1948,0.0,0.0000,1.000,0.3296
40000,2,505,32.59,0.06,11.08,0.35,7.37,0.03,1.02,0.010,0.110,92895.7,49486.1,3,102,3.41,1.03,1.01,1.7803,252.76,36717.3,0.0000,9.3909,5461,13.9980,2051,1.4372,3499.0,61.79,7.2019,0.0,0.0000,1.000,0.1150
50000,0,1061,30.06,1.84,8.04,0.18,9.72,0.84,1.58,0.275,0.239,414186.4,258865.9,10,74,3.69,1.87,1.20,12.5660,433.92,21383.4,1.5956,37.6190,5462,34.3702,1624,12.0258,44940.2,147.65,3.4008,0.0,0.0000,1.000,0.6946
