step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land
1000,18441,14567,129601,856482,821222,709815,17066,75178,3393,2,279636,7163633,185283.608,71707.718,0.2937,66575.460,0.228,0.295,0.255,0.222,0.650,0.316,2301,0.0231,0.7306,0.101,8.0,38.8,77.4,38.62,3.50,4.72,2.44,27.96,7.66,1.048,0.115,0.052,0.054,22.340,0.706,0.0023,171,522,2215,25919,81,0,0.000,9363,5173,4427,8841,1576,6164,10701,0.00,0.96,10731,33.4182,65853,8343,538463,1912.2,-0.0,463218,65.617,2631002.543,1.61e-14,0.00092,30.00,248561,136.039,2.197,131.206,2.636,136.039,13655,1721,3065,0.4198,0.827,1.035,1.283,1.042,0.901,1.158,37871.671,12591.172,180314.621,38408.356,33136.091,3777.153,613.630,741.474,0.701,0.562,0.561,0.885,0.727,0.684,6421,32405,0.7861,0.5431,0.4927,0.9999,0.0553,0.0515,0.5974,0.8180,0.8720,0.1043,0.0521,0.0379,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,17930,0.9999,0.7875,0.7311,0.9988,0.0553,0.0515,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0417,5.1612,4.9922,0.1358,0.1852,0.1653,0.343,0.413,0.378,0.370,6228,0.0685,0.0053,0.0063,0.00106,0.00082,0.00080,24.52,28.28,28.75,867.2127,0.0223,70.8055,39.4615,26.1552,1073277,1529897,0.7277,0.0076,0.0,0.0000,21.62
2000,12264,4808,47742,103722,91613,54933,1047,28611,3108,0,304063,3179649,36133.983,16067.464,0.2918,10522.333,0.154,0.521,0.159,0.166,0.549,0.345,2429,0.0626,0.6769,0.093,13.1,39.0,81.3,39.65,3.45,7.77,1.33,27.10,7.76,1.057,0.199,0.127,0.133,14.764,0.447,0.0028,174,1183,1731,19813,74,0,0.000,6795,1242,3250,7772,546,1688,10030,0.00,6.40,10106,10.7941,62074,7023,492534,2254.0,-0.0,532196,31.739,2631002.543,2.71e-14,0.00005,25.34,34740,39.746,2.161,36.739,0.846,39.747,4483,3082,4699,0.3876,0.855,1.041,1.275,1.062,0.922,1.141,15160.265,10582.126,13982.592,15082.062,17591.663,1972.018,2049.775,1523.337,0.590,0.524,0.542,0.686,0.471,0.513,7974,13915,0.7682,0.4304,0.4225,0.9993,0.0430,0.0600,0.5298,0.8725,0.8258,0.1670,0.0213,0.0234,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,7016,0.9982,0.7342,0.6796,0.9991,0.0430,0.0600,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0221,5.0259,4.9557,0.0788,0.1134,0.1025,0.186,0.231,0.234,0.191,1269,0.0406,0.0018,0.0019,0.00120,0.00061,0.00050,27.42,27.69,27.31,3899.9029,0.0327,32.9535,20.3431,11.3955,1089927,1527593,1.5725,0.0548,0.0,0.0000,26.00
3000,12789,5598,53629,144108,130867,89579,900,23804,3511,0,352457,3679457,47306.009,19995.809,0.2822,13778.450,0.097,0.640,0.122,0.142,0.579,0.296,2008,0.0780,0.6743,0.072,14.7,38.6,78.6,37.60,4.29,10.48,0.71,22.12,7.48,1.061,0.258,0.287,0.299,18.562,0.366,0.0026,132,468,1717,20654,139,0,0.000,7295,84,1731,10974,540,2499,9750,0.00,6.96,9619,12.0213,47100,7306,454376,2552.4,-0.0,581237,19.550,2631002.543,2.32e-14,0.00488,14.43,42876,39.567,2.331,36.536,0.700,39.567,6068,2944,3777,0.4225,0.824,1.030,1.313,1.050,0.938,1.173,13574.924,11259.681,28958.736,13422.593,18703.130,2147.052,2065.943,2004.365,0.696,0.527,0.515,0.799,0.444,0.539,6996,19468,0.7748,0.4043,0.3470,0.9984,0.0496,0.0590,0.5266,0.9844,0.8863,0.1774,0.0283,0.0226,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,5726,0.9994,0.8260,0.7820,0.9981,0.0496,0.0590,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0016,4.8155,4.7565,0.0921,0.0809,0.0622,0.101,0.121,0.138,0.088,595,0.0225,0.0029,0.0014,0.00117,0.00058,0.00056,25.56,27.38,27.63,14999.4554,0.0661,32.5278,8.1636,11.3866,1086683,1526894,2.2771,0.1151,0.0,0.0000,22.38
4000,14954,6115,58785,137702,122378,77947,970,23702,4629,6,396623,4604589,46443.945,19734.914,0.2766,12878.345,0.078,0.720,0.077,0.125,0.606,0.273,2501,0.0783,0.6760,0.070,12.9,38.6,77.4,36.39,3.67,10.31,0.65,21.75,7.41,1.078,0.257,0.272,0.284,20.826,0.408,0.0024,113,434,2331,25470,236,0,0.000,8676,109,2341,12504,426,2507,12021,0.25,6.83,8697,11.7304,34077,7948,422241,2349.1,-0.0,625972,20.117,2631002.543,1.47e-14,0.00127,37.93,41848,40.600,2.237,37.362,1.000,40.600,6285,3671,4998,0.3775,0.886,1.043,1.314,1.092,0.956,1.150,14193.793,11064.989,27540.358,14050.881,17731.050,2459.823,2389.100,2007.645,0.746,0.523,0.544,0.753,0.405,0.529,7422,23606,0.7760,0.3104,0.3395,0.9987,0.0385,0.0634,0.5427,0.9809,0.8852,0.1691,0.0323,0.0203,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,4041,0.9995,0.8513,0.7688,0.9986,0.0385,0.0634,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9797,4.5480,4.6307,0.0993,0.0688,0.0574,0.108,0.110,0.147,0.073,636,0.0251,0.0031,0.0013,0.00115,0.00057,0.00060,27.53,27.58,28.02,13177.4067,0.0688,32.2613,9.8809,10.2357,1084834,1524030,2.5063,0.1368,0.0,0.0000,25.42
5000,13275,5586,59677,127800,114039,67110,1013,22330,3287,11,340947,4692674,42450.248,19268.323,0.2860,13172.897,0.067,0.746,0.072,0.115,0.607,0.281,1448,0.0811,0.6762,0.065,15.4,38.5,81.5,37.45,3.71,10.45,0.58,22.71,7.39,1.091,0.251,0.285,0.300,22.554,0.424,0.0023,106,426,3367,22281,352,25,0.565,7670,100,2029,11146,709,2249,10317,0.75,7.85,9723,12.9801,25762,8640,391227,2873.8,-0.0,666766,20.925,2631002.543,1.66e-14,0.00084,12.68,39662,40.291,2.321,37.295,0.675,40.291,6045,3421,3809,0.3658,0.870,1.062,1.332,1.127,0.939,1.171,14464.499,12434.458,20666.535,14326.283,20630.327,2262.747,1671.725,2160.954,0.757,0.532,0.529,0.704,0.401,0.508,7655,29955,0.7399,0.2441,0.3199,0.9993,0.0362,0.0654,0.5541,0.9800,0.8587,0.1659,0.0201,0.0194,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,5312,0.9993,0.8262,0.7681,0.9992,0.0362,0.0654,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1618,4.5647,4.6681,0.1039,0.0685,0.0578,0.094,0.108,0.137,0.060,461,0.0135,0.0026,0.0015,0.00118,0.00057,0.00066,27.68,27.73,27.75,8418.3276,0.0583,35.4580,10.3642,10.5606,1087278,1522630,1.8204,0.1008,0.0,0.0000,23.03
6000,14579,5571,58364,120378,106734,61361,653,22424,2539,21,347770,4596872,42443.278,18564.646,0.2927,12202.718,0.063,0.755,0.076,0.106,0.605,0.289,2093,0.0682,0.6583,0.057,14.3,37.7,79.6,35.14,3.53,10.09,0.40,21.12,7.20,1.130,0.243,0.274,0.297,19.235,0.403,0.0024,118,439,5231,19485,709,35,0.461,8822,249,1599,12731,1453,2330,10796,1.50,8.11,8701,14.5110,20250,9318,359424,2219.1,-0.0,709429,21.462,2631002.543,8.85e-16,0.00033,23.20,39033,33.420,2.002,30.646,0.773,33.421,6924,3295,4360,0.3090,0.925,1.085,1.415,1.159,0.960,1.212,13981.006,12091.621,21636.623,13826.773,19182.601,2983.019,1234.241,2144.667,0.724,0.522,0.523,0.625,0.423,0.493,8832,26678,0.7146,0.2474,0.3200,0.9992,0.0425,0.0683,0.5819,1.0396,0.8836,0.1585,0.0219,0.0221,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4950,0.9997,0.7916,0.7918,0.9991,0.0428,0.0687,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1593,4.5583,4.7211,0.0900,0.0498,0.0434,0.070,0.084,0.099,0.058,448,0.0110,0.0023,0.0016,0.00112,0.00057,0.00063,24.79,28.31,27.91,5622.3895,0.0816,33.5126,11.3648,10.0969,1090052,1520866,0.9890,0.0335,0.0,0.0000,19.40
7000,11381,5097,53830,120245,107954,65471,944,22888,2602,23,325358,4689150,38830.898,19501.262,0.3226,12940.640,0.059,0.789,0.078,0.074,0.600,0.300,1046,0.0830,0.6673,0.065,16.7,42.3,88.5,37.28,3.95,10.91,0.41,22.00,7.28,1.178,0.237,0.299,0.334,20.335,0.388,0.0025,122,477,7426,17400,1552,42,0.349,7332,806,1411,9164,950,1735,8696,2.25,8.96,9511,14.9726,16112,10281,327532,2002.5,-0.0,749529,20.727,2631002.543,1.52e-14,0.00052,24.47,38816,35.755,2.256,32.826,0.673,35.756,6013,1887,3481,0.2487,0.932,1.154,1.491,1.191,0.951,1.279,12422.552,12563.544,18969.325,12268.852,20533.360,3422.849,1082.882,2054.892,0.696,0.517,0.538,0.621,0.472,0.557,9089,27310,0.7260,0.1625,0.2866,0.9994,0.0400,0.0690,0.5974,0.9396,0.7898,0.1632,0.0292,0.0258,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3695,0.9988,0.7568,0.7329,0.9992,0.0401,0.0692,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0130,4.6293,4.8209,0.0942,0.0454,0.0417,0.074,0.085,0.114,0.046,510,0.0161,0.0022,0.0026,0.00121,0.00062,0.00064,27.87,27.31,27.55,4259.6759,0.0806,33.3899,11.3074,9.4200,1094597,1519710,0.7860,0.0160,0.0,0.0000,21.78
8000,14513,4801,60120,128483,113978,67715,648,19013,2752,51,372130,4413596,41666.026,20075.885,0.3041,13002.715,0.054,0.803,0.060,0.083,0.595,0.299,1937,0.0646,0.6579,0.059,13.2,40.1,76.6,35.13,2.85,9.85,0.80,21.63,7.14,1.176,0.227,0.219,0.246,15.214,0.337,0.0022,103,450,7522,15326,2039,42,0.088,8956,717,1238,12558,962,1835,11716,2.75,9.54,9646,15.3834,13132,10728,303729,2998.4,-0.0,781978,17.781,2631002.543,1.29e-14,0.00080,7.77,43550,40.238,2.429,36.622,1.188,40.239,5808,3181,5524,0.2828,0.921,1.138,1.533,1.209,0.946,1.274,13304.272,14822.638,18064.066,13161.982,23442.693,3420.328,1015.393,2637.449,0.684,0.506,0.545,0.605,0.458,0.537,11383,28833,0.7095,0.1369,0.2382,0.9997,0.0377,0.0673,0.6168,0.8382,0.8330,0.1516,0.0269,0.0213,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,5826,0.9988,0.6979,0.7315,0.9993,0.0377,0.0673,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9950,4.6706,4.5664,0.0784,0.0925,0.0787,0.089,0.191,0.145,0.119,513,0.0217,0.0018,0.0022,0.00120,0.00057,0.00066,25.75,28.35,28.45,3056.9143,0.0915,37.0823,9.8172,7.9635,1098079,1516261,1.4308,0.1114,0.0,0.0000,16.84
9000,13054,4731,63885,149724,133462,85037,802,19923,4338,44,421854,4856402,42556.296,23327.000,0.3142,15041.922,0.055,0.820,0.062,0.063,0.596,0.300,1848,0.0768,0.6785,0.055,13.4,38.2,72.9,33.20,2.65,9.01,0.50,21.04,6.97,1.174,0.225,0.192,0.223,15.055,0.374,0.0022,106,410,7357,18360,1931,38,0.478,7774,51,1223,11780,541,1916,10597,2.25,8.94,11453,16.7985,11179,8917,280045,3275.3,-0.0,807528,17.373,2631002.543,1.77e-16,0.00411,30.68,51972,43.987,2.491,40.507,0.988,43.987,5219,2968,4867,0.2765,0.930,1.128,1.536,1.251,0.944,1.232,14311.882,16384.204,16031.740,14173.303,27393.175,2968.642,1266.053,4050.383,0.687,0.523,0.556,0.597,0.529,0.586,9773,35786,0.7439,0.1406,0.2193,0.9998,0.0348,0.0505,0.6372,0.9056,0.8683,0.1510,0.0264,0.0205,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,4641,0.9980,0.7642,0.7258,0.9991,0.0348,0.0505,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9901,4.7782,4.7325,0.0847,0.0679,0.0644,0.066,0.131,0.097,0.096,612,0.0274,0.0014,0.0015,0.00124,0.00065,0.00080,25.83,28.44,28.83,2033.1872,0.0819,42.1145,8.6194,8.7532,1101562,1514818,2.7318,0.2068,0.0,0.0000,18.95
10000,12361,4588,56531,123170,108285,65653,986,19219,3036,57,338067,4648521,36793.249,20692.483,0.3411,13485.909,0.068,0.812,0.057,0.064,0.611,0.290,1615,0.0729,0.6886,0.063,10.5,38.0,72.5,30.51,2.50,8.91,0.38,18.72,6.94,1.284,0.236,0.183,0.215,13.737,0.365,0.0022,108,450,6704,13838,2428,40,0.325,7684,51,1335,10975,460,2542,9359,2.75,9.60,12868,19.3377,9902,10346,263820,2439.0,-0.0,827248,16.129,2631002.543,8.85e-16,0.00173,11.37,41765,36.477,2.404,33.143,0.930,36.535,6318,1741,4302,0.1798,0.977,1.278,1.646,1.336,0.957,1.338,11673.302,11989.359,17806.055,11547.543,20925.559,3548.250,891.791,2766.533,0.704,0.506,0.554,0.598,0.479,0.535,11048,27917,0.7478,0.1441,0.2389,0.9994,0.0346,0.0562,0.6676,0.8985,0.8785,0.1291,0.0348,0.0212,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,6468,0.9993,0.7395,0.7260,0.9985,0.0346,0.0562,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9754,4.5465,4.5535,0.0842,0.0548,0.0515,0.056,0.105,0.093,0.064,527,0.0272,0.0013,0.0012,0.00128,0.00052,0.00074,27.72,27.66,28.58,1354.0298,0.0786,32.9980,8.3188,7.8099,1103933,1514186,3.4707,0.2116,0.0,0.0000,19.36
