step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept
1000,16385,9997,150746,860584,822557,695101,14737,74033,1000,0,271354,7036138,184393.177,88447.791,1.0726,70256.889,0.225,0.313,0.242,0.220,0.674,0.283,793,0.0331,0.7204,0.100,2.1,34.5,77.5,33.32,2.86,4.49,1.95,24.02,7.64,1.077,0.174,0.043,0.044,16.499,0.649,0.0025,138,467,1921,15680,50,0,0.000,6609,4864,4770,6751,934,5226,10225,0.00,0.89,10546,33.6019,66711,9208,538555,2986.1,-0.0,467125,59.627,2631002.543,6.55e-15,0.00093,30.00,250624,143.188,2.979,138.252,1.958,143.202,13514,777,2094,0.2823,0.880,1.051,1.302,1.072,0.935,1.166,37553.143,12383.086,181050.110,38169.728,35430.228,11446.020,3342.931,3401.951,0.742,0.561,0.527,0.868,0.699,0.651,6578,50493,0.7840,0.5760,0.5435,0.9999,0.0497,0.0550,0.6226,0.7279,0.8197,0.0956,0.0552,0.0365,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,16973,0.9998,0.7434,0.7323,0.9988,0.0497,0.0550,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0113,5.2734,5.0821,0.1242,0.1486,0.1324,0.266,0.329,0.308,0.289,7456,0.1136,0.0092,0.0115,0.00184,0.00166,0.00151,26.92,27.85,27.55,64.5301,0.0317,72.7325,37.6146,22.0119,1080420,1531806,0.6911,0.0066,1736.5,64.5301,21.62,0,0,0,0,0,0,8382,18190.902,16392.415,0.9768
2000,11845,2507,68876,126936,113950,56508,1552,36707,1014,1,252564,3540106,31120.715,28428.596,1.0636,11639.668,0.123,0.631,0.125,0.120,0.578,0.310,656,0.0722,0.7017,0.087,13.0,33.7,67.1,31.34,2.10,7.71,0.84,20.68,7.09,1.217,0.231,0.070,0.072,7.521,0.352,0.0042,109,869,971,14449,32,0,0.000,5751,843,2761,8241,474,1119,10252,0.00,7.40,10739,11.5760,66813,12595,498100,2396.2,-0.0,529569,21.562,2631002.543,3.36e-15,0.00068,25.34,41868,39.338,3.082,35.547,0.709,39.342,2878,2650,6317,0.2711,0.938,1.114,1.640,1.261,0.946,1.312,12444.867,12079.022,10677.678,12415.980,19666.726,8472.558,2512.306,5804.064,0.617,0.543,0.554,0.438,0.452,0.458,13746,17473,0.6897,0.4979,0.4567,0.9999,0.0403,0.0516,0.6247,0.8878,0.9107,0.1350,0.0564,0.0307,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,7576,0.9994,0.7972,0.7594,0.9984,0.0403,0.0516,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8991,4.8730,4.8557,0.0484,0.0943,0.0832,0.141,0.167,0.146,0.148,1414,0.0681,0.0028,0.0026,0.00191,0.00080,0.00071,27.38,27.46,27.21,246.1601,0.0635,32.2952,13.6676,7.8941,1095253,1528200,1.4993,0.0523,2968.9,246.1601,26.00,0,0,0,0,0,0,9231,16788.928,14849.289,0.9607
3000,8330,1899,69351,127053,112759,56412,1290,31245,389,0,268780,3233585,31865.147,26129.377,0.9432,10284.980,0.054,0.786,0.075,0.085,0.511,0.354,441,0.1264,0.7025,0.061,15.8,36.3,66.2,29.77,2.54,9.49,0.55,17.20,6.72,1.288,0.244,0.185,0.197,6.783,0.328,0.0043,87,334,626,15256,63,0,0.000,4420,40,1823,6467,226,1059,7045,3.50,12.33,14168,14.6543,66737,13424,466459,1230.9,-0.0,563758,13.611,2631002.543,1.13e-14,0.00103,14.43,42637,32.202,2.894,28.877,0.430,32.205,3019,1932,3379,0.2713,0.968,1.180,1.718,1.381,0.968,1.387,13119.907,12398.216,9141.128,13033.506,19975.494,5286.170,3585.930,6972.297,0.514,0.504,0.514,0.418,0.435,0.473,17432,27989,0.8259,0.3898,0.3932,0.9992,0.0368,0.0537,0.6551,0.9575,0.9435,0.1388,0.0696,0.0348,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,3497,0.9990,0.7544,0.8175,0.9979,0.0368,0.0537,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8778,4.8112,4.8880,0.0441,0.1083,0.1018,0.084,0.165,0.135,0.101,903,0.0525,0.0060,0.0035,0.00176,0.00083,0.00087,26.83,26.45,26.62,1229.9181,0.0758,33.3154,4.2737,9.3376,1097398,1528594,2.0420,0.1083,3079.8,1229.9181,22.38,0,0,0,0,0,0,8843,15844.397,13994.807,0.9516
4000,11584,2750,78416,156081,140840,76507,1158,27891,231,0,277537,3544512,41226.369,30247.519,1.0229,12504.173,0.061,0.803,0.081,0.054,0.526,0.351,395,0.0865,0.6751,0.059,15.1,39.3,71.3,32.46,2.62,8.97,0.62,20.24,6.84,1.266,0.223,0.161,0.170,6.769,0.306,0.0036,80,324,614,13226,48,0,0.000,5749,48,2316,9220,598,2350,8636,1.75,9.08,15351,17.6634,66781,13152,439603,2942.5,-0.0,591163,12.850,2631002.543,1.73e-14,0.00039,37.93,53624,34.432,2.843,30.930,0.658,34.435,4628,3028,3928,0.3183,0.928,1.179,1.759,1.367,0.938,1.401,14112.139,16795.534,14231.883,14003.689,25494.970,7961.906,2750.580,7030.861,0.541,0.525,0.516,0.485,0.449,0.526,18849,33408,0.6816,0.3237,0.2986,0.9994,0.0360,0.0526,0.5987,0.9996,0.8813,0.1307,0.0441,0.0307,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,4797,0.9990,0.7873,0.7643,0.9986,0.0361,0.0526,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8778,4.7097,4.9286,0.0413,0.0975,0.0872,0.104,0.132,0.095,0.108,951,0.0520,0.0044,0.0031,0.00162,0.00090,0.00113,27.80,26.73,27.48,1597.0574,0.0946,39.9764,5.1132,7.7369,1098114,1525719,2.1229,0.1259,2887.2,1597.0574,25.42,0,0,0,0,0,0,7884,17743.346,15814.471,0.9534
5000,8452,2144,76366,154468,139358,76744,1358,28147,303,0,265681,3206532,39445.709,29801.738,1.0100,13030.640,0.063,0.798,0.088,0.051,0.499,0.374,316,0.1169,0.6729,0.058,13.1,39.6,67.9,31.73,2.52,9.12,0.49,19.60,6.78,1.323,0.235,0.201,0.208,6.987,0.315,0.0038,77,327,683,13981,83,8,0.079,4395,81,2221,6150,387,1958,6107,2.75,10.96,12581,15.2990,66761,14747,413973,1911.5,-0.0,625088,13.048,2631002.543,2.12e-15,0.00099,12.68,52285,36.060,2.916,32.684,0.460,36.063,3871,1689,2892,0.2491,0.969,1.197,1.856,1.363,0.966,1.478,13313.886,13372.274,18145.521,13210.802,21120.027,8292.426,2715.368,5763.304,0.511,0.507,0.481,0.541,0.457,0.501,21584,37154,0.6408,0.1937,0.2749,0.9990,0.0361,0.0528,0.5914,0.9522,0.9276,0.1234,0.0303,0.0241,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,4946,0.9990,0.7859,0.8160,0.9981,0.0361,0.0529,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1795,4.5138,4.7505,0.0417,0.0758,0.0677,0.094,0.091,0.063,0.107,911,0.0421,0.0050,0.0030,0.00182,0.00096,0.00101,26.57,25.60,26.69,1586.3078,0.0998,34.7799,5.4271,7.6208,1100617,1525121,1.4973,0.0908,2759.6,1586.3078,23.03,0,0,0,0,0,0,8037,16771.098,14901.465,0.9513
6000,9505,2171,68189,118477,103389,49283,1005,29198,456,0,278175,3000938,30338.722,26402.428,1.0342,8422.654,0.066,0.835,0.052,0.047,0.475,0.392,267,0.1047,0.6846,0.064,14.4,39.3,66.7,30.08,2.48,8.95,0.32,18.34,6.59,1.361,0.220,0.186,0.195,6.174,0.311,0.0042,85,338,549,13682,60,12,0.128,4940,376,1698,7431,711,1353,7441,6.25,12.87,15755,16.3673,66772,16986,392918,2088.5,-0.0,654126,11.961,2631002.543,7.08e-16,0.00002,23.20,45229,34.157,2.916,30.652,0.590,34.160,4004,1973,3528,0.2444,0.963,1.211,1.919,1.435,0.953,1.506,11197.879,11280.105,10983.293,11107.504,16670.579,9611.052,2041.943,6326.780,0.464,0.484,0.481,0.384,0.410,0.451,30221,23436,0.7221,0.1555,0.2866,0.9995,0.0295,0.0580,0.6278,0.9378,0.8810,0.1443,0.0313,0.0255,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,3587,0.9989,0.7580,0.7863,0.9983,0.0295,0.0580,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2264,4.5824,4.6588,0.0400,0.0516,0.0429,0.050,0.070,0.051,0.071,946,0.0443,0.0049,0.0029,0.00177,0.00063,0.00069,25.75,27.29,27.33,1699.4352,0.1090,28.1925,5.3492,6.6117,1102707,1522860,0.7997,0.0289,2582.3,1699.4352,19.40,0,0,0,0,0,0,9513,17979.774,15822.625,0.9502
7000,10955,2546,72951,155033,140542,80554,1528,26737,443,0,253083,3137946,38689.708,28341.848,1.0600,11575.484,0.077,0.801,0.062,0.061,0.487,0.387,332,0.0879,0.6861,0.059,11.2,38.5,70.2,28.88,2.51,8.34,0.24,17.79,6.82,1.411,0.217,0.192,0.197,6.267,0.292,0.0036,79,335,536,11482,53,16,0.123,5803,975,1253,8727,1708,2422,6825,2.00,11.26,12369,18.2249,66844,17539,368630,2565.9,-0.0,685631,12.526,2631002.543,2.88e-14,0.00036,24.47,57439,33.893,2.645,30.345,0.903,33.900,6082,1500,3373,0.1855,0.979,1.369,1.883,1.471,0.964,1.503,10344.489,12569.219,21500.435,10251.885,18512.872,10220.351,1464.027,5081.985,0.497,0.465,0.486,0.571,0.452,0.509,34455,32186,0.5624,0.1285,0.2490,0.9997,0.0382,0.0591,0.6676,0.9540,0.9033,0.1211,0.0397,0.0415,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,2831,0.9996,0.8676,0.8354,0.9990,0.0382,0.0591,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1348,4.6708,4.7819,0.0418,0.0407,0.0353,0.055,0.043,0.057,0.047,1307,0.0597,0.0055,0.0040,0.00179,0.00074,0.00091,26.99,26.86,27.14,1697.8747,0.1186,29.2675,6.4119,6.1136,1103181,1521384,0.6237,0.0147,2429.7,1697.8747,21.78,0,0,0,0,0,0,7997,16766.364,14820.292,0.9538
8000,8952,1798,76118,136077,120111,58212,1747,27124,1045,0,281203,3298513,31509.946,28070.750,1.0271,10018.771,0.065,0.833,0.049,0.053,0.493,0.380,385,0.1125,0.7085,0.058,12.0,31.9,66.0,26.71,2.45,7.70,0.20,16.35,6.63,1.400,0.219,0.202,0.208,5.649,0.301,0.0037,71,329,436,13489,63,19,0.127,4819,594,1141,7217,923,818,7211,5.50,14.42,13112,15.5958,66746,19651,350560,1876.4,-0.0,713301,11.657,2631002.543,1.86e-14,0.00042,7.77,54270,31.566,2.686,28.239,0.641,31.569,3187,1852,3913,0.2626,0.964,1.232,1.976,1.419,0.963,1.592,8123.848,12922.048,15213.518,8070.105,18245.095,10882.389,1289.655,5879.935,0.491,0.469,0.509,0.414,0.363,0.483,40493,33652,0.5973,0.1613,0.2248,1.0000,0.0343,0.0524,0.6103,1.0209,0.9487,0.1551,0.0537,0.0365,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,1132,0.9994,0.8895,0.8974,0.9991,0.0343,0.0524,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2703,4.7690,4.7536,0.0428,0.0342,0.0298,0.055,0.048,0.061,0.043,1756,0.0677,0.0057,0.0037,0.00186,0.00062,0.00075,26.26,27.29,27.61,1774.2232,0.1063,26.7026,6.2547,5.4027,1106297,1519926,1.1007,0.1097,2254.4,1774.2232,16.84,0,0,0,0,0,0,13412,18051.979,15411.677,0.9469
9000,8568,1806,68756,143888,130128,73610,1522,18897,785,0,224496,2891832,35360.620,24384.633,1.0344,9870.608,0.060,0.847,0.045,0.048,0.505,0.376,201,0.0933,0.6986,0.065,12.0,35.5,65.0,27.09,2.40,8.22,0.36,16.11,6.61,1.423,0.214,0.194,0.200,5.882,0.270,0.0030,65,304,372,9770,74,17,0.185,4467,26,1577,6965,292,1370,6906,5.00,13.24,17177,18.0547,66739,19024,330850,2683.6,-0.0,729607,8.844,2631002.543,1.54e-14,0.00588,30.68,55864,30.688,2.843,27.283,0.561,30.691,3113,1493,3962,0.2209,0.985,1.263,1.999,1.365,0.972,1.639,9868.414,17720.985,10926.515,9805.802,24498.910,5992.934,1009.154,7511.938,0.462,0.473,0.546,0.456,0.503,0.545,40251,35261,0.6441,0.2235,0.2339,0.9998,0.0314,0.0528,0.6118,0.9155,0.9822,0.1520,0.0446,0.0352,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,3723,0.9985,0.8099,0.8461,0.9985,0.0314,0.0528,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3242,4.7988,4.9425,0.0436,0.0431,0.0368,0.065,0.053,0.103,0.034,845,0.0562,0.0046,0.0030,0.00222,0.00092,0.00095,27.65,26.29,27.37,1452.6331,0.0844,34.7997,3.8707,4.9736,1107768,1518468,1.9958,0.1994,2406.0,1452.6331,18.95,0,0,0,0,0,0,9629,14514.025,12452.660,0.9496
10000,7931,2336,74222,166605,152307,90293,2090,23476,797,0,260822,3260503,39964.314,29136.006,1.0064,12729.545,0.075,0.796,0.074,0.055,0.522,0.367,296,0.1016,0.6899,0.063,12.6,36.9,71.7,28.08,3.07,8.96,0.30,15.75,6.66,1.430,0.219,0.242,0.247,7.199,0.359,0.0033,73,304,515,11946,66,19,0.111,4496,29,1401,6501,228,1360,6343,2.75,10.68,19875,20.0620,66750,16872,314262,1848.4,0.0,742665,10.545,2631002.543,1.42e-15,0.00042,11.37,60200,36.543,2.890,33.100,0.552,36.546,3041,1243,3647,0.2024,0.977,1.264,2.000,1.382,0.969,1.627,11615.277,18177.172,13996.688,11520.685,27176.487,7443.097,1509.242,7454.122,0.505,0.522,0.535,0.492,0.533,0.581,37464,35872,0.7514,0.1326,0.2228,0.9998,0.0317,0.0439,0.5644,1.0151,0.9463,0.2068,0.0439,0.0274,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,4111,0.9987,0.8302,0.8094,0.9981,0.0317,0.0439,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1360,4.8874,4.9284,0.0456,0.0538,0.0451,0.081,0.074,0.093,0.048,679,0.0402,0.0019,0.0023,0.00218,0.00082,0.00095,26.32,26.66,27.79,1738.6839,0.0914,39.1735,4.1455,6.3995,1109100,1516962,2.4410,0.2056,2281.3,1738.6839,19.36,0,0,0,0,0,0,9924,16406.461,14273.049,0.9478
