step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under
1000,-60,0,5237,1179.8386,504.73,88.00,1.83,289,2.52,0.190,14.744
1000,-60,1,2495,1187.0058,412.52,644.03,0.93,313,0.42,0.012,15.287
1000,-60,2,2,1.3416,0.00,2.51,22.54,1,8.41,0.000,6.594
1000,-50,0,7092,1561.3012,652.71,95.54,15.06,460,11.86,2.116,10.062
1000,-50,1,1601,913.2703,303.89,498.83,14.14,330,10.42,0.623,8.529
1000,-50,2,5,2.6532,0.00,7.80,29.42,1,12.05,0.000,3.560
1000,-40,0,6338,1196.5321,505.20,63.05,26.41,416,21.32,6.279,6.712
1000,-40,1,1741,950.6228,242.58,635.55,23.27,449,19.07,2.436,4.438
1000,-40,2,2,1.1078,1.31,2.39,13.17,1,23.60,0.947,0.029
1000,-30,0,4323,983.4133,371.97,88.01,33.45,363,27.91,10.001,4.916
1000,-30,1,3255,1413.5437,489.90,1520.49,29.61,633,26.91,5.002,1.792
1000,-30,2,599,255.7370,73.92,844.86,34.76,114,28.19,1.504,0.133
1000,-20,0,1820,403.0128,116.62,41.40,55.87,75,33.35,13.493,3.775
1000,-20,1,2521,1024.8420,236.24,1071.13,30.03,408,32.52,8.554,1.186
1000,-20,2,3878,1803.6845,349.07,11057.33,33.07,973,31.07,3.078,0.088
1000,-10,0,1808,367.7206,132.59,24.35,65.26,24,36.96,16.087,3.215
1000,-10,1,2073,889.2231,215.82,921.13,35.06,213,36.98,11.342,0.771
1000,-10,2,4343,2258.9524,615.41,15832.09,34.84,1266,33.42,4.726,0.085
1000,0,0,1824,354.1453,111.15,31.11,72.11,12,38.84,17.271,2.807
1000,0,1,1740,792.9995,227.14,841.91,40.70,146,38.77,12.249,0.513
1000,0,2,4803,2372.9005,534.15,15257.20,38.05,1412,34.32,5.595,0.097
1000,10,0,3014,880.0083,341.99,51.71,74.60,100,37.71,16.502,3.032
1000,10,1,2709,1524.1760,490.16,1338.70,44.81,427,37.08,11.020,0.658
1000,10,2,3722,2058.2563,474.35,9755.24,22.85,1146,31.69,3.951,0.132
1000,20,0,3994,733.3298,309.59,62.11,62.26,165,32.27,13.284,4.480
1000,20,1,3278,1728.7867,410.25,1560.84,36.39,649,31.93,8.008,1.357
1000,20,2,1173,755.6985,193.59,2055.87,8.26,391,29.25,2.544,0.089
1000,30,0,6745,1329.2516,497.44,85.19,37.44,405,26.43,9.731,5.916
1000,30,1,2309,1479.0675,438.03,1004.12,42.39,569,28.52,6.213,1.797
1000,30,2,220,167.1057,53.06,242.93,71.00,67,23.84,0.595,0.797
1000,40,0,6695,1065.3994,387.46,63.83,28.38,309,19.86,6.007,7.702
1000,40,1,1252,772.5553,174.21,492.05,49.77,279,22.80,3.670,3.003
1000,40,2,223,133.3351,14.45,262.08,65.79,57,21.19,0.159,1.037
1000,50,0,5138,366.4065,234.79,13.83,19.39,34,11.20,2.287,10.912
1000,50,1,567,309.2748,149.88,138.70,53.69,60,16.97,2.100,5.682
1000,50,2,11,8.3557,6.39,13.68,35.34,0,17.89,0.000,1.049
1000,60,0,3853,73.0781,69.84,0.77,11.91,0,2.34,0.232,15.056
1000,60,1,2,1.3187,1.12,0.32,20.07,0,9.08,0.188,9.173
1000,70,0,4656,3.8965,4.92,0.16,8.42,0,-5.43,0.001,20.728
1000,80,0,3564,0.0238,0.47,0.06,4.84,0,-11.91,0.000,26.914
2000,-60,0,5295,57.0336,300.27,89.88,-15.57,6,-8.96,0.000,24.010
2000,-60,1,2437,33.7833,171.37,609.45,-19.23,13,-11.10,0.000,26.105
2000,-60,2,2,0.0002,0.00,2.43,-6.37,0,0.71,0.000,14.294
2000,-50,0,7119,339.5938,539.00,95.63,-9.01,56,1.01,0.114,15.849
2000,-50,1,1575,143.2388,183.21,487.35,-2.32,42,0.70,0.010,15.021
2000,-50,2,4,0.0000,0.00,6.64,-2.40,0,5.67,0.000,9.331
2000,-40,0,6341,536.0346,537.54,62.57,2.53,191,12.02,2.200,10.024
2000,-40,1,1738,198.2160,175.45,633.48,8.43,96,10.87,0.434,7.881
2000,-40,2,2,0.6287,0.68,2.36,-7.22,1,14.20,0.000,1.794
2000,-30,0,4325,488.8698,422.70,87.76,12.53,178,20.49,5.870,6.954
2000,-30,1,3248,493.6571,326.75,1519.44,19.54,295,20.60,2.320,3.227
2000,-30,2,604,94.8398,56.15,855.85,24.64,45,23.10,0.095,0.068
2000,-20,0,1822,222.7244,189.44,41.61,14.50,41,28.04,10.103,4.906
2000,-20,1,2515,419.4897,349.47,1073.29,22.64,112,27.66,5.686,1.877
2000,-20,2,3882,438.1928,332.02,11119.52,32.19,188,27.30,1.042,0.001
2000,-10,0,1809,295.8702,317.14,24.35,24.66,4,34.54,14.344,3.612
2000,-10,1,2069,446.7891,417.80,920.54,25.98,44,34.39,9.466,0.937
2000,-10,2,4346,606.0531,469.41,15878.62,40.53,377,32.01,3.467,0.000
2000,0,0,1825,209.6103,236.39,30.88,25.89,2,38.82,17.119,2.719
2000,0,1,1744,423.0170,421.54,844.51,30.14,23,38.59,11.977,0.453
2000,0,2,4798,466.3240,348.16,15264.09,44.58,260,35.57,6.177,0.000
2000,10,0,3018,399.0082,424.41,51.55,24.91,18,40.19,18.045,2.477
2000,10,1,2733,541.2887,507.87,1359.34,33.80,73,39.74,12.763,0.398
2000,10,2,3694,390.9613,333.04,9741.66,57.89,227,35.12,5.860,0.000
2000,20,0,3997,321.0868,351.17,61.77,30.00,25,37.76,16.662,3.188
2000,20,1,3278,420.1066,405.21,1555.59,49.18,56,37.97,11.765,0.656
2000,20,2,1170,145.4968,95.47,2059.32,66.05,122,34.43,5.368,0.000
2000,30,0,6747,598.0258,560.50,85.01,43.10,82,35.05,14.792,3.697
2000,30,1,2301,317.8984,227.15,995.48,42.29,65,36.99,11.127,0.677
2000,30,2,226,43.4639,28.74,250.65,19.24,9,34.72,5.253,0.000
2000,40,0,6690,567.3280,483.47,63.38,43.94,99,31.11,11.953,4.323
2000,40,1,1253,210.5631,119.16,495.32,28.54,104,33.73,8.974,0.853
2000,40,2,227,19.1636,9.48,269.99,16.88,10,32.88,3.911,0.000
2000,50,0,5132,400.1678,269.73,13.43,41.77,73,24.99,8.006,5.620
2000,50,1,573,253.3073,76.02,143.41,18.66,101,29.65,7.512,1.768
2000,50,2,11,7.2658,5.67,14.09,26.53,2,28.07,1.117,0.000
2000,60,0,3853,166.2794,144.66,0.77,34.55,6,18.77,3.945,6.702
2000,60,1,2,1.4738,0.00,0.34,35.46,0,21.20,3.247,3.999
2000,70,0,4656,47.1005,42.51,0.15,26.53,1,15.11,1.227,6.291
2000,80,0,3564,7.5424,7.08,0.06,26.15,0,15.33,0.201,3.831
