step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under
1000,-60,0,5237,1231.9552,640.71,88.00,1.83,281,2.52,0.215,14.848
1000,-60,1,2495,1185.3387,531.08,644.03,0.93,305,0.37,0.101,16.332
1000,-60,2,2,1.4458,0.32,2.51,22.54,1,9.05,0.490,9.940
1000,-50,0,7092,1604.6983,654.84,95.54,15.06,444,11.86,2.200,10.184
1000,-50,1,1601,947.5355,343.06,498.83,14.14,291,10.58,1.967,10.966
1000,-50,2,5,3.6233,0.85,7.80,29.42,0,12.87,1.481,8.306
1000,-40,0,6338,1172.4007,485.16,63.05,26.41,355,21.32,6.386,6.819
1000,-40,1,1741,935.7509,248.89,635.55,23.27,306,19.29,5.709,7.777
1000,-40,2,2,0.9906,1.30,2.39,13.17,0,21.68,5.175,5.171
1000,-30,0,4324,953.9278,342.59,88.11,33.46,288,27.92,10.260,5.138
1000,-30,1,3254,1554.8228,600.76,1520.38,29.60,502,27.20,10.103,5.560
1000,-30,2,599,273.0171,103.68,844.86,34.76,96,28.97,11.020,4.986
1000,-20,0,1820,417.3444,144.91,41.40,55.87,46,33.35,13.796,4.023
1000,-20,1,2521,1236.5613,437.58,1071.14,30.03,274,32.56,13.429,4.305
1000,-20,2,3878,1935.7412,458.39,11057.40,33.07,937,31.74,13.095,4.630
1000,-10,0,1808,387.0931,164.80,24.36,65.26,30,36.98,16.284,3.358
1000,-10,1,2073,945.6586,225.87,921.12,35.06,30,36.81,16.186,3.393
1000,-10,2,4343,2397.1930,754.38,15832.21,34.84,1273,34.16,14.829,4.250
1000,0,0,1824,396.9306,237.26,31.11,72.11,18,38.85,17.518,2.984
1000,0,1,1740,869.1406,339.45,841.91,40.70,40,38.58,17.318,3.014
1000,0,2,4803,2606.1423,662.26,15258.46,38.05,1160,35.21,15.594,4.113
1000,10,0,3014,854.6056,348.26,51.73,74.60,39,37.73,16.756,3.207
1000,10,1,2709,1639.6512,562.78,1338.71,44.81,156,37.15,16.386,3.346
1000,10,2,3722,2249.7149,575.25,9755.41,22.85,991,32.18,13.944,5.047
1000,20,0,3994,740.5310,262.20,62.11,62.26,157,32.28,13.502,4.650
1000,20,1,3278,1899.2893,596.60,1560.85,36.39,371,32.29,13.454,4.575
1000,20,2,1173,764.9067,217.23,2055.87,8.26,225,29.29,12.121,5.726
1000,30,0,6744,1270.0685,420.21,85.09,37.43,354,26.43,9.892,6.055
1000,30,1,2310,1451.3434,474.79,1004.22,42.41,396,29.31,11.117,4.844
1000,30,2,220,208.6286,122.14,242.93,71.00,49,26.62,9.556,5.569
1000,40,0,6695,1039.9903,409.87,63.83,28.38,250,19.87,6.114,7.799
1000,40,1,1252,819.7960,274.84,492.05,49.77,254,23.75,7.459,5.916
1000,40,2,223,177.2923,64.31,262.08,65.79,60,23.86,7.756,6.108
1000,50,0,5138,401.6448,303.08,13.83,19.39,26,11.20,2.312,10.936
1000,50,1,567,281.2134,119.96,138.70,53.69,57,17.61,4.010,7.475
1000,50,2,11,8.6491,3.36,13.68,35.34,1,19.14,4.263,6.382
1000,60,0,3853,72.7192,69.80,0.77,11.91,0,2.35,0.233,15.057
1000,60,1,2,1.3187,1.12,0.32,20.07,0,9.32,0.587,10.123
1000,70,0,4656,3.7717,4.82,0.16,8.42,0,-5.43,0.001,20.728
1000,80,0,3564,0.0236,0.45,0.06,4.84,0,-11.91,0.000,26.913
2000,-60,0,5295,63.4927,371.58,89.88,-15.57,7,-8.97,0.000,24.032
