step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under
1000,-60,0,5237,1201.1429,649.83,88.00,1.83,239,2.52,0.190,14.744
1000,-60,1,2495,1184.5270,426.06,644.03,0.93,372,0.42,0.012,15.287
1000,-60,2,2,1.0198,0.00,2.51,22.54,1,8.41,0.000,6.594
1000,-50,0,7092,1550.3463,615.49,95.54,15.06,404,11.86,2.116,10.062
1000,-50,1,1601,904.5927,295.45,498.83,14.14,338,10.42,0.623,8.529
1000,-50,2,5,3.5142,1.21,7.80,29.42,0,12.05,0.000,3.560
1000,-40,0,6338,1175.1211,488.65,63.05,26.41,337,21.32,6.279,6.712
1000,-40,1,1741,875.8310,187.70,635.55,23.27,391,19.07,2.436,4.438
1000,-40,2,2,0.8954,0.00,2.39,13.17,0,23.60,0.947,0.029
1000,-30,0,4323,997.6448,382.03,88.01,33.45,272,27.91,10.001,4.916
1000,-30,1,3255,1430.5090,475.52,1520.48,29.61,583,26.91,5.002,1.792
1000,-30,2,599,257.6633,75.56,844.86,34.76,103,28.19,1.504,0.133
1000,-20,0,1820,408.9274,150.88,41.40,55.87,46,33.35,13.493,3.775
1000,-20,1,2521,1090.6403,306.23,1071.16,30.03,337,32.52,8.554,1.186
1000,-20,2,3878,1917.0635,484.44,11057.29,33.07,949,31.07,3.078,0.088
1000,-10,0,1808,400.6505,196.38,24.35,65.26,20,36.96,16.087,3.215
1000,-10,1,2073,952.7141,307.95,921.14,35.06,44,36.98,11.342,0.771
1000,-10,2,4343,2346.6998,780.62,15831.54,34.84,1144,33.42,4.726,0.085
1000,0,0,1824,362.3466,155.29,31.11,72.11,9,38.84,17.271,2.807
1000,0,1,1740,845.9309,289.42,841.91,40.70,47,38.77,12.249,0.513
1000,0,2,4803,2458.5317,574.34,15256.91,38.05,1116,34.32,5.595,0.097
1000,10,0,3014,846.7804,343.96,51.72,74.60,52,37.71,16.502,3.032
1000,10,1,2709,1574.6766,520.31,1338.69,44.81,200,37.08,11.020,0.658
1000,10,2,3722,2154.1567,554.29,9755.25,22.85,1058,31.69,3.951,0.132
1000,20,0,3994,699.9145,245.10,62.11,62.26,145,32.27,13.284,4.480
1000,20,1,3278,1816.8573,505.61,1560.84,36.39,451,31.93,8.008,1.357
1000,20,2,1173,745.0122,233.48,2055.87,8.26,304,29.25,2.544,0.089
1000,30,0,6745,1314.7364,474.13,85.19,37.44,380,26.43,9.731,5.916
1000,30,1,2309,1418.4965,368.39,1004.11,42.39,469,28.52,6.213,1.797
1000,30,2,220,153.2543,37.90,242.93,71.00,68,23.84,0.595,0.797
1000,40,0,6695,1096.8475,465.21,63.83,28.38,259,19.86,6.007,7.702
1000,40,1,1252,765.5651,195.06,492.05,49.77,249,22.80,3.670,3.003
1000,40,2,223,127.6482,20.08,262.08,65.79,46,21.19,0.159,1.037
1000,50,0,5138,378.1180,257.44,13.83,19.39,30,11.20,2.287,10.912
1000,50,1,567,294.9426,121.93,138.70,53.69,65,16.97,2.100,5.682
1000,50,2,11,8.5147,6.33,13.68,35.34,1,17.89,0.000,1.049
1000,60,0,3853,70.1056,67.52,0.77,11.91,0,2.34,0.232,15.056
1000,60,1,2,0.3951,0.00,0.32,20.07,0,9.08,0.188,9.173
1000,70,0,4656,3.9199,4.97,0.16,8.42,0,-5.43,0.001,20.728
1000,80,0,3564,0.0238,0.47,0.06,4.84,0,-11.91,0.000,26.914
2000,-60,0,5295,66.1660,377.58,89.88,-15.57,11,-8.96,0.000,24.010
2000,-60,1,2437,31.0070,195.32,609.45,-19.23,8,-11.10,0.000,26.105
2000,-60,2,2,0.0000,0.00,2.43,-6.37,0,0.71,0.000,14.294
2000,-50,0,7119,317.6037,509.53,95.63,-9.01,36,1.01,0.114,15.849
2000,-50,1,1575,141.1426,168.04,487.35,-2.32,34,0.70,0.010,15.021
2000,-50,2,4,0.6360,1.07,6.64,-2.40,0,5.67,0.000,9.331
2000,-40,0,6341,514.5047,552.80,62.58,2.53,135,12.02,2.200,10.024
2000,-40,1,1738,159.3612,127.99,633.48,8.43,73,10.87,0.434,7.881
2000,-40,2,2,0.0000,0.00,2.36,-7.22,1,14.20,0.000,1.794
2000,-30,0,4324,558.3679,456.16,87.66,12.53,189,20.49,5.869,6.955
2000,-30,1,3249,575.5700,474.20,1519.52,19.54,239,20.60,2.321,3.228
2000,-30,2,604,97.1862,52.56,855.85,24.64,56,23.10,0.095,0.068
2000,-20,0,1822,313.1172,278.74,41.61,14.50,35,28.04,10.103,4.906
2000,-20,1,2515,525.8715,429.15,1073.33,22.64,136,27.66,5.686,1.877
2000,-20,2,3882,561.6708,388.80,11119.48,32.19,342,27.30,1.042,0.001
2000,-10,0,1809,434.5534,468.29,24.35,24.66,22,34.54,14.344,3.612
2000,-10,1,2069,798.0002,788.69,920.55,25.98,23,34.39,9.466,0.937
2000,-10,2,4346,717.6848,517.04,15878.15,40.53,395,32.01,3.467,0.000
2000,0,0,1824,277.9663,297.58,30.78,25.90,29,38.82,17.120,2.720
2000,0,1,1745,594.2159,591.12,844.62,30.13,41,38.59,11.980,0.454
2000,0,2,4798,634.7561,540.13,15263.79,44.58,215,35.57,6.177,0.000
2000,10,0,3018,451.4323,477.62,51.55,24.91,69,40.19,18.045,2.477
2000,10,1,2733,731.6241,667.86,1359.34,33.80,74,39.74,12.763,0.398
2000,10,2,3694,521.8338,442.09,9741.94,57.89,167,35.12,5.860,0.000
2000,20,0,3997,300.5418,298.85,61.77,30.00,52,37.76,16.662,3.188
2000,20,1,3278,591.6990,546.79,1555.59,49.18,48,37.97,11.765,0.656
2000,20,2,1170,180.7686,118.57,2059.33,66.05,93,34.43,5.368,0.000
2000,30,0,6747,580.2166,504.55,85.00,43.10,122,35.05,14.792,3.697
2000,30,1,2301,336.6665,297.76,995.47,42.29,63,36.99,11.127,0.677
2000,30,2,226,41.9865,36.56,250.65,19.24,22,34.72,5.253,0.000
2000,40,0,6690,674.8202,496.31,63.38,43.94,145,31.11,11.953,4.323
2000,40,1,1253,259.5354,197.29,495.32,28.54,76,33.73,8.974,0.853
2000,40,2,227,44.4052,32.87,269.99,16.88,7,32.88,3.911,0.000
2000,50,0,5132,488.4626,334.82,13.43,41.77,70,24.99,8.006,5.620
2000,50,1,573,325.3257,260.94,143.41,18.66,58,29.65,7.512,1.768
2000,50,2,11,7.9607,5.24,14.09,26.53,1,28.07,1.117,0.000
2000,60,0,3853,167.7051,157.34,0.77,34.55,4,18.77,3.945,6.702
2000,60,1,2,0.2425,0.22,0.34,35.46,0,21.20,3.247,3.999
2000,70,0,4656,48.0197,43.45,0.15,26.53,0,15.11,1.227,6.291
2000,80,0,3564,7.4499,6.98,0.06,26.15,0,15.33,0.201,3.831
3000,-60,0,5356,1.1799,225.98,91.47,-15.88,1,-15.19,0.000,30.195
3000,-60,1,2376,0.2587,112.90,573.79,-18.05,1,-17.36,0.000,32.363
3000,-60,2,2,0.0000,0.00,2.32,-14.98,0,-4.63,0.000,19.632
3000,-50,0,7155,181.0162,406.57,95.44,-3.48,21,-5.14,0.000,20.524
3000,-50,1,1539,65.0268,127.12,466.58,-20.52,4,-5.80,0.000,20.878
3000,-50,2,4,0.3314,0.38,6.42,-10.77,0,0.57,0.000,14.434
3000,-40,0,6347,527.8438,575.89,62.05,6.34,76,6.32,0.663,12.768
3000,-40,1,1732,180.6985,173.64,625.21,-11.75,22,4.86,0.040,11.615
3000,-40,2,2,0.0000,0.00,2.34,27.50,0,9.48,0.000,5.525
3000,-30,0,4330,577.4323,364.15,87.71,12.09,188,15.52,3.643,8.716
3000,-30,1,3236,705.5153,533.16,1512.66,2.95,225,15.62,1.106,4.997
3000,-30,2,611,102.8386,71.23,867.94,-1.79,43,18.60,0.000,0.549
3000,-20,0,1820,421.3283,267.25,41.52,14.50,126,23.99,7.929,6.062
3000,-20,1,2505,663.2054,271.84,1068.18,19.87,293,23.89,3.958,2.630
3000,-20,2,3894,628.6474,359.31,11158.58,6.93,376,23.64,0.196,0.044
3000,-10,0,1811,630.3421,326.59,24.49,12.59,272,31.51,12.532,4.274
3000,-10,1,2058,863.9974,249.36,916.35,31.37,348,32.01,7.929,1.209
3000,-10,2,4355,747.7396,465.94,15910.47,11.08,500,29.72,2.119,0.000
3000,0,0,1824,371.9568,169.41,30.49,24.15,76,37.41,16.262,2.970
3000,0,1,1746,712.2869,371.50,844.55,37.49,91,37.85,11.424,0.509
3000,0,2,4797,760.6275,437.58,15259.40,16.99,573,34.89,5.637,0.000
3000,10,0,3026,554.3192,621.49,50.05,35.83,8,40.63,18.451,2.405
3000,10,1,2748,899.2339,727.09,1368.76,39.59,39,40.87,13.613,0.331
3000,10,2,3671,704.5233,428.89,9692.35,10.42,437,36.03,6.551,0.000
3000,20,0,4006,406.8766,439.03,61.77,30.00,27,39.71,18.059,2.810
3000,20,1,3294,845.1492,811.44,1559.69,23.75,43,40.48,13.583,0.477
3000,20,2,1145,176.6329,136.51,2023.48,18.17,113,36.88,7.260,0.000
3000,30,0,6759,702.0091,751.13,84.86,23.69,57,38.74,17.215,2.899
3000,30,1,2292,445.2194,463.16,986.60,33.32,15,41.15,14.105,0.362
3000,30,2,223,56.2270,54.95,247.92,36.98,7,39.58,9.583,0.000
3000,40,0,6694,619.3466,567.66,63.16,19.30,141,36.45,15.288,3.049
3000,40,1,1249,324.2687,229.72,498.56,39.83,79,39.63,12.873,0.330
3000,40,2,227,100.7603,76.95,272.95,41.55,21,38.58,8.591,0.000
3000,50,0,5128,384.3343,404.18,13.07,12.37,43,31.96,11.919,3.625
3000,50,1,577,282.5661,78.41,147.86,37.17,78,36.77,11.693,0.517
3000,50,2,11,8.9607,8.99,14.62,40.85,0,34.20,4.572,0.000
3000,60,0,3853,150.9775,196.92,0.78,12.87,0,28.19,8.394,3.504
3000,60,1,2,2.8887,2.50,0.35,1.61,0,27.52,6.249,2.021
3000,70,0,4656,90.4253,96.59,0.15,24.33,0,29.38,6.018,1.140
3000,80,0,3564,38.7069,34.79,0.06,32.21,0,31.98,4.100,0.008
4000,-60,0,5423,0.8964,140.09,93.57,-7.67,1,-14.97,0.000,29.972
4000,-60,1,2309,0.2707,65.00,539.29,-9.62,0,-17.36,0.000,32.363
4000,-60,2,2,0.0000,0.00,2.22,5.87,0,-5.23,0.000,20.228
4000,-50,0,7183,198.2509,376.27,94.51,3.24,18,-4.82,0.000,20.237
4000,-50,1,1511,86.0312,140.37,448.00,15.77,4,-5.54,0.000,20.629
4000,-50,2,4,0.2558,0.35,6.21,12.12,0,-0.02,0.000,15.017
4000,-40,0,6354,599.5936,553.32,61.68,17.35,99,6.75,0.703,12.497
4000,-40,1,1725,317.6472,215.16,618.41,29.81,112,5.07,0.041,11.465
4000,-40,2,2,0.0000,0.00,2.32,-2.46,0,8.96,0.000,6.036
4000,-30,0,4331,491.6320,303.44,87.44,27.66,150,15.96,3.755,8.532
4000,-30,1,3222,658.2957,346.21,1506.61,36.69,230,15.73,1.132,4.980
4000,-30,2,624,126.7273,50.66,891.71,45.18,52,18.31,0.000,0.627
4000,-20,0,1815,319.7207,181.85,41.09,42.85,121,24.93,8.327,5.778
4000,-20,1,2489,444.5339,280.66,1055.44,38.95,136,23.91,3.975,2.642
4000,-20,2,3915,577.4885,203.42,11238.67,44.80,572,23.40,0.178,0.056
4000,-10,0,1813,356.7411,385.68,24.64,59.98,24,32.78,13.243,4.027
4000,-10,1,2047,367.7489,285.33,910.22,44.56,56,32.11,7.979,1.182
4000,-10,2,4364,647.9008,232.86,15983.35,51.18,630,29.54,2.066,0.000
4000,0,0,1828,267.1116,296.14,30.59,61.86,19,38.73,17.111,2.794
4000,0,1,1752,636.8770,557.98,847.21,44.94,129,37.97,11.466,0.481
4000,0,2,4787,768.1870,489.64,15276.18,55.34,510,34.80,5.591,0.000
4000,10,0,3037,560.3218,745.23,50.26,57.53,12,41.91,19.332,2.262
4000,10,1,2781,893.3382,978.44,1393.02,42.78,46,40.94,13.602,0.319
4000,10,2,3627,607.3362,417.03,9633.57,56.87,336,35.86,6.407,0.000
4000,20,0,4017,456.1274,556.89,61.82,59.36,8,40.87,18.823,2.646
4000,20,1,3306,1126.9413,1252.83,1562.20,51.75,39,40.65,13.715,0.468
4000,20,2,1122,145.6980,93.61,1988.44,44.13,59,36.72,7.106,0.000
4000,30,0,6772,971.1216,1125.42,84.73,54.03,55,39.32,17.580,2.811
4000,30,1,2279,811.5322,916.71,975.26,46.05,26,41.31,14.292,0.372
4000,30,2,223,130.7010,137.71,248.16,57.93,0,40.13,10.128,0.000
4000,40,0,6699,757.2682,896.83,62.96,50.95,88,36.92,15.564,2.972
4000,40,1,1239,425.8543,350.18,496.64,45.04,35,40.16,13.284,0.313
4000,40,2,232,127.5190,120.12,280.83,51.67,7,39.20,9.207,0.000
4000,50,0,5125,450.6727,573.89,12.77,48.53,27,32.47,12.183,3.522
4000,50,1,580,242.6516,183.91,152.22,50.19,36,37.85,12.377,0.444
4000,50,2,11,9.4470,3.34,15.14,28.92,5,34.95,5.160,0.000
4000,60,0,3853,122.5065,213.75,0.77,41.02,0,28.63,8.575,3.393
4000,60,1,2,4.1816,4.80,0.37,54.07,0,28.65,6.586,1.648
4000,70,0,4656,51.3628,97.78,0.14,33.90,2,29.68,6.149,1.103
4000,80,0,3564,19.4764,35.69,0.05,30.58,0,32.10,4.159,0.006
5000,-60,0,5472,36.5532,116.09,94.35,-13.64,2,-9.08,0.000,24.140
5000,-60,1,2260,14.0203,50.44,510.42,-15.16,1,-11.61,0.000,26.612
5000,-60,2,2,0.0007,0.00,2.15,-8.91,0,-1.12,0.000,16.121
5000,-50,0,7199,443.4081,515.25,93.63,-7.31,43,0.83,0.125,16.073
5000,-50,1,1495,216.6057,236.86,437.75,-5.90,7,0.23,0.011,15.495
5000,-50,2,4,0.1216,0.01,6.07,-6.09,0,3.86,0.000,11.142
5000,-40,0,6358,659.6797,500.83,61.39,0.99,208,11.79,2.241,10.251
5000,-40,1,1721,230.2138,149.46,615.52,2.50,37,10.30,0.424,8.307
5000,-40,2,2,0.0004,0.00,2.32,25.20,0,12.64,0.000,2.802
5000,-30,0,4324,549.9296,361.13,86.71,11.62,188,20.24,5.842,7.102
5000,-30,1,3216,563.7870,249.09,1507.04,10.39,281,20.05,2.242,3.443
5000,-30,2,637,137.8938,67.40,917.67,11.43,69,22.37,0.046,0.100
