step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under
1000,-60,0,5237,1191.5101,553.23,88.00,1.83,281,2.52,0.190,14.744
1000,-60,1,2495,1166.0278,372.37,644.03,0.93,329,0.42,0.012,15.287
1000,-60,2,2,1.0465,0.00,2.51,22.54,0,8.41,0.000,6.594
1000,-50,0,7092,1541.6904,619.60,95.54,15.06,397,11.86,2.116,10.062
1000,-50,1,1601,912.9602,329.60,498.83,14.14,302,10.42,0.623,8.529
1000,-50,2,5,3.3976,0.06,7.80,29.42,1,12.05,0.000,3.560
1000,-40,0,6338,1175.0672,492.87,63.05,26.41,322,21.32,6.279,6.712
1000,-40,1,1741,869.9917,153.00,635.55,23.27,397,19.07,2.436,4.438
1000,-40,2,2,1.0788,1.27,2.39,13.17,1,23.60,0.947,0.029
1000,-30,0,4323,985.4741,379.56,88.02,33.45,323,27.91,10.001,4.916
1000,-30,1,3255,1400.6479,434.56,1520.48,29.61,610,26.91,5.002,1.792
1000,-30,2,599,248.6439,65.22,844.86,34.76,110,28.19,1.504,0.133
1000,-20,0,1820,399.1276,129.49,41.40,55.87,68,33.35,13.493,3.775
1000,-20,1,2521,1079.7143,277.43,1071.16,30.03,336,32.52,8.554,1.186
1000,-20,2,3878,1832.7029,371.20,11057.33,33.07,970,31.07,3.078,0.088
1000,-10,0,1808,406.1625,190.92,24.35,65.26,27,36.96,16.087,3.215
1000,-10,1,2073,952.0270,247.15,921.13,35.06,136,36.98,11.342,0.771
1000,-10,2,4343,2283.4833,613.76,15831.91,34.84,1179,33.42,4.726,0.085
1000,0,0,1824,373.0725,188.48,31.11,72.11,8,38.84,17.271,2.807
1000,0,1,1740,800.2796,214.33,841.91,40.70,39,38.77,12.249,0.513
1000,0,2,4803,2406.5800,600.17,15257.29,38.05,1098,34.32,5.595,0.097
1000,10,0,3014,846.4124,328.36,51.72,74.60,40,37.71,16.502,3.032
1000,10,1,2709,1524.2408,419.46,1338.69,44.81,193,37.08,11.020,0.658
1000,10,2,3722,2090.8328,527.01,9755.55,22.85,979,31.69,3.951,0.132
1000,20,0,3994,722.5274,286.76,62.10,62.26,134,32.27,13.284,4.480
1000,20,1,3278,1772.4275,436.54,1560.84,36.39,525,31.93,8.008,1.357
1000,20,2,1173,721.6781,180.03,2055.87,8.26,308,29.25,2.544,0.089
1000,30,0,6745,1302.2905,498.00,85.19,37.44,382,26.43,9.731,5.916
1000,30,1,2309,1422.2394,344.05,1004.12,42.39,607,28.52,6.213,1.797
1000,30,2,220,166.5808,40.49,242.93,71.00,93,23.84,0.595,0.797
1000,40,0,6695,1057.8713,433.61,63.83,28.38,253,19.86,6.007,7.702
1000,40,1,1252,724.6247,154.37,492.05,49.77,254,22.80,3.670,3.003
1000,40,2,223,140.9060,17.93,262.08,65.79,79,21.19,0.159,1.037
1000,50,0,5138,394.9176,275.43,13.83,19.39,36,11.20,2.287,10.912
1000,50,1,567,268.8876,92.62,138.70,53.69,69,16.97,2.100,5.682
1000,50,2,11,7.5725,5.48,13.68,35.34,0,17.89,0.000,1.049
1000,60,0,3853,73.2919,68.93,0.77,11.91,4,2.34,0.232,15.056
1000,60,1,2,1.3181,0.99,0.32,20.07,0,9.08,0.188,9.173
1000,70,0,4656,3.9133,4.95,0.16,8.42,0,-5.43,0.001,20.728
