step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under
1000,-60,0,5237,1192.3403,518.10,88.00,1.83,282,2.52,0.215,14.848
1000,-60,1,2495,1211.9502,542.30,644.03,0.93,330,0.37,0.101,16.332
1000,-60,2,2,1.5501,0.00,2.51,22.54,0,9.05,0.490,9.940
1000,-50,0,7092,1614.1937,644.51,95.54,15.06,438,11.86,2.200,10.184
1000,-50,1,1601,932.7607,295.79,498.83,14.14,297,10.58,1.967,10.966
1000,-50,2,5,2.6065,0.00,7.80,29.42,1,12.87,1.481,8.306
1000,-40,0,6338,1168.9178,468.06,63.05,26.41,352,21.32,6.386,6.819
1000,-40,1,1741,928.8742,244.94,635.55,23.27,321,19.29,5.709,7.777
1000,-40,2,2,1.1987,0.98,2.39,13.17,1,21.68,5.175,5.171
1000,-30,0,4324,1003.5441,410.15,88.11,33.46,288,27.92,10.260,5.138
1000,-30,1,3254,1535.0879,594.14,1520.40,29.60,552,27.20,10.103,5.560
1000,-30,2,599,258.9209,61.88,844.86,34.76,101,28.97,11.020,4.986
1000,-20,0,1820,403.1625,118.46,41.41,55.87,51,33.35,13.796,4.023
1000,-20,1,2521,1126.7167,318.18,1071.20,30.03,281,32.56,13.429,4.305
1000,-20,2,3878,1824.8630,383.57,11057.38,33.07,822,31.74,13.095,4.630
1000,-10,0,1808,390.1846,153.45,24.35,65.26,20,36.98,16.284,3.358
1000,-10,1,2073,931.8897,264.40,921.12,35.06,102,36.81,16.186,3.393
1000,-10,2,4343,2377.3559,738.18,15831.90,34.84,1478,34.16,14.829,4.250
1000,0,0,1824,409.2340,240.84,31.11,72.11,7,38.85,17.518,2.984
1000,0,1,1740,853.9729,277.43,841.91,40.70,66,38.58,17.318,3.014
1000,0,2,4803,2451.3874,572.86,15257.95,38.05,1289,35.21,15.594,4.113
1000,10,0,3014,846.5025,351.31,51.72,74.60,98,37.73,16.756,3.207
1000,10,1,2709,1530.9150,456.52,1338.71,44.81,249,37.15,16.386,3.346
1000,10,2,3722,2134.6919,484.09,9755.63,22.85,1110,32.18,13.944,5.047
1000,20,0,3994,741.2174,281.14,62.10,62.26,145,32.28,13.502,4.650
1000,20,1,3278,1787.6602,502.28,1560.84,36.39,439,32.29,13.454,4.575
1000,20,2,1173,731.6543,187.29,2055.87,8.26,298,29.29,12.121,5.726
1000,30,0,6745,1279.0315,478.37,85.19,37.44,358,26.43,9.893,6.055
1000,30,1,2309,1380.1369,392.39,1004.11,42.39,381,29.31,11.116,4.845
1000,30,2,220,186.8542,74.34,242.93,71.00,52,26.62,9.556,5.569
1000,40,0,6695,1093.4711,469.32,63.83,28.38,276,19.87,6.114,7.799
1000,40,1,1252,791.4457,252.29,492.05,49.77,225,23.75,7.459,5.916
1000,40,2,223,168.4138,52.79,262.08,65.79,61,23.86,7.756,6.108
1000,50,0,5138,414.6643,309.04,13.83,19.39,45,11.20,2.312,10.936
1000,50,1,567,293.5970,113.77,138.70,53.69,69,17.61,4.010,7.475
1000,50,2,11,9.1349,4.12,13.68,35.34,2,19.14,4.263,6.382
1000,60,0,3853,75.3473,72.29,0.77,11.91,1,2.35,0.233,15.057
1000,60,1,2,1.3187,1.12,0.32,20.07,0,9.32,0.587,10.123
1000,70,0,4656,3.7647,4.81,0.16,8.42,0,-5.43,0.001,20.728
1000,80,0,3564,0.0237,0.45,0.06,4.84,0,-11.91,0.000,26.913
2000,-60,0,5295,53.0143,296.24,89.88,-15.57,9,-8.97,0.000,24.032
2000,-60,1,2437,38.8204,246.26,609.45,-19.23,10,-11.27,0.000,26.300
2000,-60,2,2,0.1871,0.00,2.43,-6.37,0,0.29,0.000,15.175
2000,-50,0,7119,335.8859,516.39,95.63,-9.01,51,1.00,0.124,15.923
2000,-50,1,1575,145.1626,189.56,487.35,-2.32,39,0.59,0.108,16.275
2000,-50,2,4,0.0000,0.00,6.64,-2.40,0,5.28,0.039,11.713
2000,-40,0,6341,465.3993,447.45,62.57,2.53,150,12.02,2.270,10.121
2000,-40,1,1738,227.7664,219.46,633.48,8.43,71,10.81,2.025,10.923
2000,-40,2,2,0.3445,0.00,2.36,-7.22,1,13.35,1.702,8.058
2000,-30,0,4324,536.9980,473.46,87.65,12.53,155,20.48,6.083,7.177
2000,-30,1,3249,622.9822,527.47,1519.55,19.54,226,20.56,6.309,7.379
2000,-30,2,604,83.7604,59.22,855.85,24.64,35,23.13,7.485,6.428
2000,-20,0,1822,241.2555,211.63,41.62,14.50,43,28.03,10.382,5.166
2000,-20,1,2515,533.4470,391.09,1073.39,22.64,167,27.62,10.312,5.438
